¥˙¬Î,ºÚ≥∆,»’∆⁄,«∞ ’≈Ãº€(‘™),ø™≈Ãº€(‘™),◊Ó∏ﬂº€(‘™),◊ÓµÕº€(‘™), ’≈Ãº€(‘™),≥…Ωª¡ø(π…),≥…ΩªΩ∂Ó(‘™),’«µ¯(‘™),’«µ¯∑˘(%),æ˘º€(‘™),ªª ÷¬ (%),Aπ…¡˜Õ® –÷µ(‘™),Bπ…¡˜Õ® –÷µ(‘™),◊‹ –÷µ(‘™),Aπ…¡˜Õ®π…±æ(π…),Bπ…¡˜Õ®π…±æ(π…),◊‹π…±æ(π…), –”Ø¬ , –æª¬ , –œ˙¬ , –œ÷¬ ,
600804.SH,ST≈Ù≤© ø,20070104,22.55,22.5692,23.6302,22.2027,22.5692,1303244,15628906,0.0193,0.0855,11.9923,1.3416,1136557656,,1659014136,97141680,0,141796080,272.1541,8.2902,2.7394,19.4004,
600804.SH,ST≈Ù≤© ø,20070105,22.5692,22.5692,23.0322,22.087,22.3763,1471929,17058221,-0.1929,-0.8547,11.589,1.5152,1126843488,,1644834528,97141680,0,141796080,269.828,8.2193,2.716,19.2345,
600804.SH,ST≈Ù≤© ø,20070108,22.3763,22.2027,24.4018,22.1834,23.9195,3291579,39519700,1.5432,6.8966,12.0063,3.3884,1204556832,,1758271392,97141680,0,141796080,288.4368,8.7862,2.9033,20.5611,
600804.SH,ST≈Ù≤© ø,20070109,23.9195,24.1317,24.4018,23.553,24.1124,2635365,32842371,0.1929,0.8065,12.4622,2.7129,1214271000,,1772451000,97141680,0,141796080,290.7629,8.8571,2.9268,20.7269,
600804.SH,ST≈Ù≤© ø,20070110,24.1124,24.3053,26.0414,23.7652,26.0029,4538084,58917588,1.8904,7.84,12.9829,4.6716,1309469846.4,,1911411158.4,97141680,0,141796080,313.5587,9.5514,3.1562,22.3519,
600804.SH,ST≈Ù≤© ø,20070111,26.0029,26.0029,26.2343,25.0769,25.3856,4113609,54755664,-0.6173,-2.3739,13.3109,4.2346,1278384508.8,,1866036412.8,97141680,0,141796080,306.1152,9.3247,3.0813,21.8213,
600804.SH,ST≈Ù≤© ø,20070112,25.3856,25.2698,26.0221,24.286,24.4597,2625520,34091409,-0.9259,-3.6474,12.9846,2.7028,1231756502.4,,1797974294.4,97141680,0,141796080,294.9499,8.9846,2.9689,21.0253,
600804.SH,ST≈Ù≤© ø,20070115,24.4597,24.2089,25.9064,24.2089,25.4049,2562108,33634954,0.9452,3.8644,13.1278,2.6375,1279355925.6,,1867454373.6,97141680,0,141796080,306.3478,9.3318,3.0836,21.8378,
600804.SH,ST≈Ù≤© ø,20070116,25.4049,25.5013,27.1024,25.1155,26.6587,4809860,65054067,1.2538,4.9355,13.5251,4.9514,1342498017.6,,1959621825.6,97141680,0,141796080,321.4675,9.7924,3.2358,22.9156,
600804.SH,ST≈Ù≤© ø,20070117,26.6587,26.678,28.1633,26.0414,27.1795,2887768,40841749,0.5208,1.9537,14.143,2.9727,1368726271.2,,1997906767.2,97141680,0,141796080,327.748,9.9837,3.299,23.3633,
600804.SH,ST≈Ù≤© ø,20070118,27.1795,27.5653,27.5653,26.3308,27.276,2345321,32537995,0.0964,0.3549,13.8736,2.4143,1373583355.2,,2004996571.2,97141680,0,141796080,328.911,10.0191,3.3108,23.4462,
600804.SH,ST≈Ù≤© ø,20070119,27.276,27.0059,28.7034,26.4465,28.6649,3141095,45412691,1.3889,5.0919,14.4576,3.2335,1443525364.8,,2107089748.8,97141680,0,141796080,345.659,10.5293,3.4793,24.6401,
600804.SH,ST≈Ù≤© ø,20070122,28.6649,28.8963,31.5391,28.742,31.5391,6093453,98047646,2.8742,10.0269,16.0907,6.2727,1588266468,,2318365908,97141680,0,141796080,380.3179,11.585,3.8282,27.1108,
600804.SH,ST≈Ù≤© ø,20070123,31.5391,31.732,31.732,29.9187,30.8832,2262652,36304321,-0.6559,-2.0795,16.045,2.3292,1555238296.8,,2270155240.8,97141680,0,141796080,372.4092,11.3441,3.7486,26.547,
600804.SH,ST≈Ù≤© ø,20070124,30.8832,30.8832,31.2497,29.5136,29.5522,3466380,54454002,-1.331,-4.3098,15.7092,3.5684,1488210537.6,,2172315945.6,97141680,0,141796080,356.359,10.8552,3.587,25.4029,
600804.SH,ST≈Ù≤© ø,20070125,29.5522,29.6101,29.8416,28.0669,28.144,2761159,40860482,-1.4082,-4.765,14.7983,2.8424,1417297111.2,,2068804807.2,97141680,0,141796080,339.3785,10.338,3.4161,24.1924,
600804.SH,ST≈Ù≤© ø,20070126,28.144,28.144,28.3369,26.0607,28.009,2067242,29164453,-0.135,-0.4798,14.1079,2.1281,1410497193.6,,2058879081.6,97141680,0,141796080,337.7502,10.2884,3.3997,24.0763,
600804.SH,ST≈Ù≤© ø,20070129,28.009,28.144,29.5136,27.9704,28.3562,1989015,29309019,0.3472,1.2397,14.7354,2.0475,1427982696,,2084402376,97141680,0,141796080,341.9372,10.4159,3.4419,24.3748,
600804.SH,ST≈Ù≤© ø,20070130,28.3562,28.3562,28.742,26.9288,27.0445,2550424,36149362,-1.3117,-4.6259,14.1739,2.6255,1361926353.6,,1987981041.6,97141680,0,141796080,326.1197,9.9341,3.2827,23.2473,
600804.SH,ST≈Ù≤© ø,20070131,27.0445,27.2181,27.7775,26.6201,26.7166,2322353,32420187,-0.3279,-1.2126,13.9601,2.3907,1345412268,,1963875708,97141680,0,141796080,322.1653,9.8136,3.2428,22.9654,
600804.SH,ST≈Ù≤© ø,20070201,26.7166,25.8678,27.0059,25.8678,26.8323,1123555,15536199,0.1157,0.4332,13.8277,1.1566,1351240768.8,,1972383472.8,97141680,0,141796080,323.561,9.8561,3.2569,23.0649,
600804.SH,ST≈Ù≤© ø,20070202,26.8323,26.8323,27.0059,25.9643,26.0221,1469265,20129796,-0.8102,-3.0194,13.7006,1.5125,1310441263.2,,1912829119.2,97141680,0,141796080,313.7914,9.5585,3.1586,22.3685,
