¥˙¬Î,ºÚ≥∆,»’∆⁄,«∞ ’≈Ãº€(‘™),ø™≈Ãº€(‘™),◊Ó∏ﬂº€(‘™),◊ÓµÕº€(‘™), ’≈Ãº€(‘™),≥…Ωª¡ø(π…),≥…ΩªΩ∂Ó(‘™),’«µ¯(‘™),’«µ¯∑˘(%),æ˘º€(‘™),ªª ÷¬ (%),Aπ…¡˜Õ® –÷µ(‘™),Bπ…¡˜Õ® –÷µ(‘™),◊‹ –÷µ(‘™),Aπ…¡˜Õ®π…±æ(π…),Bπ…¡˜Õ®π…±æ(π…),◊‹π…±æ(π…), –”Ø¬ , –æª¬ , –œ˙¬ , –œ÷¬ ,
000739.SZ,∆’¬Â“©“µ,20070104,26.6658,26.8132,27.5498,25.6346,26.9899,8920672,80623271.2,0.3241,1.2155,9.0378,9.6781,844314069,,1335062946.8,92174025,0,145749230,29.8369,3.376,1.1274,12.1458,
000739.SZ,∆’¬Â“©“µ,20070105,26.9899,26.8132,27.3141,25.9292,27.0783,6407870,58119245.1,0.0884,0.3275,9.07,6.9519,847079289.75,,1339435423.7,92174025,0,145749230,29.9346,3.3871,1.1311,12.1856,
000739.SZ,∆’¬Â“©“µ,20070108,27.0783,26.9605,29.6713,26.6658,28.5811,13776385,132817639.9,1.5027,5.5495,9.641,14.9461,894088042.5,,1413767531,92174025,0,145749230,31.5958,3.5751,1.1938,12.8618,
000739.SZ,∆’¬Â“©“µ,20070109,28.5811,28.4337,30.3195,27.6971,29.6713,11497161,112780029.2,1.0902,3.8144,9.8094,12.4733,928192431.75,,1467694746.1,92174025,0,145749230,32.801,3.7114,1.2394,13.3524,
000739.SZ,∆’¬Â“©“µ,20070110,29.6713,29.3766,29.9365,28.3159,29.465,8675081,86138748,-0.2063,-0.6951,9.9294,9.4116,921740250,,1457492300,92174025,0,145749230,32.573,3.6856,1.2308,13.2596,
000739.SZ,∆’¬Â“©“µ,20070111,29.465,30.0543,32.2642,30.0543,32.0285,13461395,144333963.4,2.5635,8.7,10.7221,14.6043,1001931651.75,,1584294130.1,92174025,0,145749230,35.4069,4.0063,1.3378,14.4132,
000739.SZ,∆’¬Â“©“µ,20070112,32.0285,32.0285,32.0285,28.8168,28.8168,8721201,89581685,-3.2117,-10.0276,10.2717,9.4617,901461964.5,,1425427469.4,92174025,0,145749230,31.8564,3.6046,1.2037,12.9679,
000739.SZ,∆’¬Â“©“µ,20070115,28.8168,27.9328,29.9954,26.1649,29.6123,8410700,80814817.8,0.7956,2.7607,9.6086,9.1248,926348951.25,,1464779761.5,92174025,0,145749230,32.7359,3.7041,1.2369,13.3259,
000739.SZ,∆’¬Â“©“µ,20070116,29.6123,29.3766,29.6418,28.5811,29.465,7200115,71247442.4,-0.1473,-0.4975,9.8953,7.8114,921740250,,1457492300,92174025,0,145749230,32.573,3.6856,1.2308,13.2596,
000739.SZ,∆’¬Â“©“µ,20070117,29.465,29.8186,31.8811,28.2864,30.6141,10995372,114183022.3,1.1491,3.9,10.3846,11.9289,957688119.75,,1514334499.7,92174025,0,145749230,33.8434,3.8294,1.2788,13.7767,
000739.SZ,∆’¬Â“©“µ,20070118,30.6141,30.29,31.2034,29.1704,30.6731,7537348,77551185,0.0589,0.1925,10.2889,8.1773,959531600.25,,1517249484.3,92174025,0,145749230,33.9085,3.8368,1.2812,13.8032,
000739.SZ,∆’¬Â“©“µ,20070119,30.6731,30.9088,31.5276,30.349,31.1445,10333550,108842563.8,0.4714,1.537,10.5329,11.2109,974279444.25,,1540569361.1,92174025,0,145749230,34.4297,3.8957,1.3009,14.0154,
000739.SZ,∆’¬Â“©“µ,20070122,31.1445,31.8222,32.0285,30.6436,31.999,11749185,125497201.2,0.8545,2.7436,10.6814,12.7467,1001009911.5,,1582836637.8,92174025,0,145749230,35.3743,4.0026,1.3366,14.3999,
000739.SZ,∆’¬Â“©“µ,20070123,31.999,32.382,35.2107,31.5276,35.2107,17762720,205826839.3,3.2117,10.0368,11.5876,19.2709,1101479598.75,,1741703298.5,92174025,0,145749230,38.9248,4.4043,1.4707,15.8452,
000739.SZ,∆’¬Â“©“µ,20070124,35.2107,36.3893,37.4206,35.2107,35.5348,14408592,177255812.6,0.3241,0.9205,12.3021,15.6319,1111618741.5,,1757735713.8,92174025,0,145749230,39.2831,4.4449,1.4843,15.9911,
