´úÂë,¼ò³Æ,ÈÕÆÚ,Ç°ÊÕÅÌ¼Û(Ôª),¿ªÅÌ¼Û(Ôª),×î¸ß¼Û(Ôª),×îµÍ¼Û(Ôª),ÊÕÅÌ¼Û(Ôª),³É½»Á¿(¹É),³É½»½ð¶î(Ôª),ÕÇµø(Ôª),ÕÇµø·ù(%),¾ù¼Û(Ôª),»»ÊÖÂÊ(%),A¹ÉÁ÷Í¨ÊÐÖµ(Ôª),B¹ÉÁ÷Í¨ÊÐÖµ(Ôª),×ÜÊÐÖµ(Ôª),A¹ÉÁ÷Í¨¹É±¾(¹É),B¹ÉÁ÷Í¨¹É±¾(¹É),×Ü¹É±¾(¹É),ÊÐÓ¯ÂÊ,ÊÐ¾»ÂÊ,ÊÐÏúÂÊ,ÊÐÏÖÂÊ,
600186.SH,Á«»¨½¡¿µ,20070104,11.5739,11.5739,11.5739,11.5739,11.5739,,,0,0,,,1572480000,,3058630015.68,546000000,0,1062024311,204.6797,1.565,1.6307,-39.729,
600186.SH,Á«»¨½¡¿µ,20070105,11.5739,11.5739,11.5739,11.5739,11.5739,,,0,0,,,1572480000,,3058630015.68,546000000,0,1062024311,204.6797,1.565,1.6307,-39.729,
600186.SH,Á«»¨½¡¿µ,20070108,11.5739,11.5739,11.5739,11.5739,11.5739,,,0,0,,,1572480000,,3058630015.68,546000000,0,1062024311,204.6797,1.565,1.6307,-39.729,
600186.SH,Á«»¨½¡¿µ,20070109,11.5739,11.5739,11.5739,11.5739,11.5739,,,0,0,,,1572480000,,3058630015.68,546000000,0,1062024311,204.6797,1.565,1.6307,-39.729,
600186.SH,Á«»¨½¡¿µ,20070110,11.5739,11.5739,11.5739,11.5739,11.5739,,,0,0,,,1572480000,,3058630015.68,546000000,0,1062024311,204.6797,1.565,1.6307,-39.729,
600186.SH,Á«»¨½¡¿µ,20070111,11.5739,11.5739,11.5739,11.5739,11.5739,,,0,0,,,1572480000,,3058630015.68,546000000,0,1062024311,204.6797,1.565,1.6307,-39.729,
600186.SH,Á«»¨½¡¿µ,20070112,11.5739,11.5739,11.5739,11.5739,11.5739,,,0,0,,,1572480000,,3058630015.68,546000000,0,1062024311,204.6797,1.565,1.6307,-39.729,
600186.SH,Á«»¨½¡¿µ,20070115,11.5739,11.5739,11.5739,11.5739,11.5739,,,0,0,,,1572480000,,3058630015.68,546000000,0,1062024311,204.6797,1.565,1.6307,-39.729,
600186.SH,Á«»¨½¡¿µ,20070116,11.5739,12.1365,12.1365,12.1365,12.1365,2166029,6541408,0.5626,4.8611,3.02,0.3967,1648920000,,3207313419.22,546000000,0,1062024311,214.6295,1.6411,1.71,-41.6603,
600186.SH,Á«»¨½¡¿µ,20070117,12.1365,12.7393,12.7393,12.7393,12.7393,2464974,7813968,0.6028,4.9669,3.17,0.4515,1730820000,,3366617065.87,546000000,0,1062024311,225.2899,1.7226,1.7949,-43.7295,
