ด๚ย๋,ผ๒ณฦ,ศีฦฺ,วฐสีลฬผÛ(ิช),ฟชลฬผÛ(ิช),ื๎ธ฿ผÛ(ิช),ื๎ตอผÛ(ิช),สีลฬผÛ(ิช),ณษฝปมฟ(นษ),ณษฝปฝ๐ถ๎(ิช),ีวต๘(ิช),ีวต๘ท๙(%),พ๙ผÛ(ิช),ปปสึยส(%),Aนษม๗อจสะึต(ิช),Bนษม๗อจสะึต(ิช),ืÜสะึต(ิช),Aนษม๗อจนษฑพ(นษ),Bนษม๗อจนษฑพ(นษ),ืÜนษฑพ(นษ),สะำฏยส,สะพปยส,สะฯ๚ยส,สะฯึยส,
002878.SZ,ิชยกัลอผ,20170703,36.81,36.37,36.97,36.21,36.76,1692365,61891826,-0.05,-0.1358,36.5712,8.9828,692558400,,2770233600,18840000,0,75360000,55.1283,12.068,3.9193,55.4005,
002878.SZ,ิชยกัลอผ,20170704,36.76,36.73,38,36.55,37.22,2268524,84439733,0.46,1.2514,37.2223,12.041,701224800,,2804899200,18840000,0,75360000,55.8181,12.2191,3.9684,56.0937,
002878.SZ,ิชยกัลอผ,20170705,37.22,37.1,38.42,36.81,38.23,3678472,139797230,1.01,2.7136,38.0042,19.5248,720253200,,2881012800,18840000,0,75360000,57.3328,12.5506,4.0761,57.6159,
002878.SZ,ิชยกัลอผ,20170706,38.23,38.01,39.3,37.8,38.38,3571236,137573965,0.15,0.3924,38.5228,18.9556,723079200,,2892316800,18840000,0,75360000,57.5577,12.5999,4.092,57.842,
002878.SZ,ิชยกัลอผ,20170707,38.38,38.36,40.2,38.16,39.19,4694742,184198866,0.81,2.1105,39.2351,24.919,738339600,,2953358400,18840000,0,75360000,58.7725,12.8658,4.1784,59.0627,
002878.SZ,ิชยกัลอผ,20170710,39.19,38.1,38.18,36.53,36.76,3028478,112846457,-2.43,-6.2006,37.2618,16.0747,692558400,,2770233600,18840000,0,75360000,55.1283,12.068,3.9193,55.4005,
002878.SZ,ิชยกัลอผ,20170711,36.76,36.49,36.8,35.8,35.83,1541346,55924335,-0.93,-2.5299,36.2828,8.1812,675037200,,2700148800,18840000,0,75360000,53.7336,11.7627,3.8202,53.9989,
002878.SZ,ิชยกัลอผ,20170712,35.83,35.85,37,35.52,36.85,1536009,55637292,1.02,2.8468,36.222,8.1529,694254000,,2777016000,18840000,0,75360000,55.2632,12.0976,3.9289,55.5361,
002878.SZ,ิชยกัลอผ,20170713,36.85,36.77,37.37,36,36.26,1431349,52216854,-0.59,-1.6011,36.4809,7.5974,683138400,,2732553600,18840000,0,75360000,54.3784,11.9039,3.866,54.6469,
002878.SZ,ิชยกัลอผ,20170714,36.26,36.23,36.23,35.1,35.1,1311541,46806319,-1.16,-3.1991,35.688,6.9615,661284000,,2645136000,18840000,0,75360000,52.6388,11.5231,3.7423,52.8987,
002878.SZ,ิชยกัลอผ,20170717,35.1,35,35,31.59,31.59,2338215,75722839,-3.51,-10,32.3849,12.4109,595155600,,2380622400,18840000,0,75360000,47.3749,10.3708,3.3681,47.6088,
002878.SZ,ิชยกัลอผ,20170718,31.59,31.46,32.15,31.21,31.88,1226916,38972924,0.29,0.918,31.7649,6.5123,600619200,,2402476800,18840000,0,75360000,47.8098,10.466,3.399,48.0459,
002878.SZ,ิชยกัลอผ,20170719,31.88,31.75,31.95,31.24,31.66,978315,30979923,-0.22,-0.6901,31.6666,5.1928,596474400,,2385897600,18840000,0,75360000,47.4799,10.3937,3.3756,47.7143,
002878.SZ,ิชยกัลอผ,20170720,31.66,31.56,32.2,31.56,31.83,1036250,33119727,0.17,0.537,31.9611,5.5003,599677200,,2398708800,18840000,0,75360000,47.7348,10.4496,3.3937,47.9705,
002878.SZ,ิชยกัลอผ,20170721,31.83,31.83,31.98,31.25,31.98,982300,31036808,0.15,0.4713,31.5961,5.2139,602503200,,2410012800,18840000,0,75360000,47.9598,10.4988,3.4097,48.1966,
002878.SZ,ิชยกัลอผ,20170724,31.98,31.71,33.45,31.37,33.45,1868142,60862337,1.47,4.5966,32.5791,9.9158,630198000,,2520792000,18840000,0,75360000,50.1643,10.9814,3.5664,50.412,
002878.SZ,ิชยกัลอผ,20170725,33.45,34.77,36.18,34.3,34.4,5950299,208310015,0.95,2.8401,35.0083,31.5833,648096000,,2592384000,18840000,0,75360000,51.589,11.2933,3.6677,51.8438,
002878.SZ,ิชยกัลอผ,20170726,34.4,33.46,33.46,32.2,32.44,3109737,101558989,-1.96,-5.6977,32.6584,16.506,611169600,,2444678400,18840000,0,75360000,48.6496,10.6498,3.4587,48.8899,
002878.SZ,ิชยกัลอผ,20170727,32.44,32.25,33.43,31.81,33.12,2544768,83167618,0.68,2.0962,32.6818,13.5073,623980800,,2495923200,18840000,0,75360000,49.6694,10.8731,3.5312,49.9147,
002878.SZ,ิชยกัลอผ,20170728,33.12,32.81,32.88,32.04,32.14,1825709,59263755,-0.98,-2.9589,32.4607,9.6906,605517600,,2422070400,18840000,0,75360000,48.1997,10.5513,3.4267,48.4377,
002878.SZ,ิชยกัลอผ,20170731,32.14,32.18,32.29,31.66,31.94,1109919,35451452,-0.2,-0.6223,31.9406,5.8913,601749600,,2406998400,18840000,0,75360000,47.8998,10.4857,3.4054,48.1363,
002878.SZ,ิชยกัลอผ,20170801,31.94,31.44,31.99,31.44,31.99,1276341,40433232,0.05,0.1565,31.679,6.7746,602691600,,2410766400,18840000,0,75360000,47.9748,10.5021,3.4107,48.2117,
002878.SZ,ิชยกัลอผ,20170802,31.99,32.3,32.3,31.26,31.8,1223066,38714947,-0.19,-0.5939,31.654,6.4919,599112000,,2396448000,18840000,0,75360000,47.6898,10.4397,3.3905,47.9253,
002878.SZ,ิชยกัลอผ,20170803,31.8,31.71,32.35,31.51,32.14,1356916,43353541,0.34,1.0692,31.9501,7.2023,605517600,,2422070400,18840000,0,75360000,48.1997,10.5513,3.4267,48.4377,
002878.SZ,ิชยกัลอผ,20170804,32.14,32,32.08,31.39,31.6,1026866,32533166,-0.54,-1.6801,31.682,5.4505,595344000,,2381376000,18840000,0,75360000,47.3899,10.3741,3.3692,47.6239,
002878.SZ,ิชยกัลอผ,20170807,31.6,31.6,31.95,31.51,31.86,883582,28062762,0.26,0.8228,31.7602,4.6899,600242400,,2400969600,18840000,0,75360000,47.7798,10.4594,3.3969,48.0158,
002878.SZ,ิชยกัลอผ,20170808,31.86,31.84,31.84,31.37,31.62,605366,19108675,-0.24,-0.7533,31.5655,3.2132,595720800,,2382883200,18840000,0,75360000,47.4199,10.3806,3.3713,47.6541,
002878.SZ,ิชยกัลอผ,20170809,31.62,31.62,31.73,31.35,31.35,524100,16508578,-0.27,-0.8539,31.4989,2.7818,590634000,,2362536000,18840000,0,75360000,47.015,10.292,3.3425,47.2471,
002878.SZ,ิชยกัลอผ,20170810,31.35,31.19,32.76,29.9,32.65,3245807,101774215,1.3,4.1467,31.3556,17.2283,615126000,,2460504000,18840000,0,75360000,48.9646,10.7188,3.4811,49.2064,
002878.SZ,ิชยกัลอผ,20170811,32.65,31.38,31.55,30.25,30.4,1780731,55495208,-2.25,-6.8913,31.1643,9.4519,572736000,,2290944000,18840000,0,75360000,45.5903,9.9801,3.2412,45.8154,
002878.SZ,ิชยกัลอผ,20170814,30.4,30.38,30.78,30.07,30.59,1033125,31585047,0.19,0.625,30.5723,5.4837,576315600,,2305262400,18840000,0,75360000,45.8752,10.0425,3.2615,46.1018,
002878.SZ,ิชยกัลอผ,20170815,30.59,30.65,31.08,30.52,30.81,941276,29009522,0.22,0.7192,30.8194,4.9962,580460400,,2321841600,18840000,0,75360000,46.2052,10.1147,3.2849,46.4333,
002878.SZ,ิชยกัลอผ,20170816,30.81,30.82,31.71,30.77,31.46,1525597,47819222,0.65,2.1097,31.3446,8.0976,592706400,,2370825600,18840000,0,75360000,47.18,10.3281,3.3542,47.4129,
002878.SZ,ิชยกัลอผ,20170817,31.46,31.3,31.77,31.12,31.5,903500,28511467,0.04,0.1271,31.5567,4.7956,593460000,,2373840000,18840000,0,75360000,47.2399,10.3412,3.3585,47.4732,
002878.SZ,ิชยกัลอผ,20170818,31.5,31.18,31.37,31.12,31.21,737700,23031648,-0.29,-0.9206,31.2209,3.9156,587996400,,2351985600,18840000,0,75360000,46.805,10.246,3.3276,47.0362,
002878.SZ,ิชยกัลอผ,20170821,31.21,31.33,32.2,31.25,31.86,1301523,41400232,0.65,2.0827,31.8091,6.9083,600242400,,2400969600,18840000,0,75360000,47.7798,10.4594,3.3969,48.0158,
002878.SZ,ิชยกัลอผ,20170822,31.86,31.91,32.2,31.8,32,1175900,37615103,0.14,0.4394,31.9884,6.2415,602880000,,2411520000,18840000,0,75360000,47.9898,10.5054,3.4118,48.2267,
002878.SZ,ิชยกัลอผ,20170823,32,33.4,35.2,33.4,35.2,6334325,220856465,3.2,10,34.8666,33.6217,663168000,,2652672000,18840000,0,75360000,47.0504,5.4899,3.753,53.0494,
002878.SZ,ิชยกัลอผ,20170824,35.2,35.93,38.72,35.7,38.72,10323555,387034683,3.52,10,37.4904,54.7959,729484800,,2917939200,18840000,0,75360000,51.7555,6.0388,4.1283,58.3544,
002878.SZ,ิชยกัลอผ,20170825,38.72,38.45,42.59,37.5,42.59,9882293,386784072,3.87,9.9948,39.1391,52.4538,802395600,,3209582400,18840000,0,75360000,56.9283,6.6424,4.5409,64.1868,
002878.SZ,ิชยกัลอผ,20170828,42.59,45,46.85,42.6,46.85,8885871,401334554,4.26,10.0023,45.1655,47.1649,882654000,,3530616000,18840000,0,75360000,62.6225,7.3068,4.9951,70.607,
002878.SZ,ิชยกัลอผ,20170829,46.85,46.85,50.5,44.6,44.6,12727079,608589999,-2.25,-4.8026,47.8185,67.5535,840264000,,3361056000,18840000,0,75360000,59.615,6.9559,4.7552,67.216,
002878.SZ,ิชยกัลอผ,20170830,44.6,43.02,45,42.26,43.25,8420177,366397614,-1.35,-3.0269,43.5142,44.6931,814830000,,3259320000,18840000,0,75360000,57.8105,6.7454,4.6113,65.1815,
002878.SZ,ิชยกัลอผ,20170831,43.25,43.37,45.68,42.68,44.9,8674066,385615106,1.65,3.815,44.4561,46.0407,845916000,,3383664000,18840000,0,75360000,60.016,7.0027,4.7872,67.6682,
002878.SZ,ิชยกัลอผ,20170901,44.9,44.13,44.3,42.43,43.4,6611800,286599120,-1.5,-3.3408,43.3466,35.0945,817656000,,3270624000,18840000,0,75360000,58.011,6.7687,4.6273,65.4075,
002878.SZ,ิชยกัลอผ,20170904,43.4,42.74,43.17,41.31,42,4542255,191287926,-1.4,-3.2258,42.113,24.1096,791280000,,3165120000,18840000,0,75360000,56.1397,6.5504,4.478,63.2976,
002878.SZ,ิชยกัลอผ,20170905,42,42.46,44.8,42.02,44.01,6879631,299076926,2.01,4.7857,43.4728,36.5161,829148400,,3316593600,18840000,0,75360000,58.8264,6.8639,4.6923,66.3269,
002878.SZ,ิชยกัลอผ,20170906,44.01,43.18,43.26,40.88,42.24,4998482,209414055,-1.77,-4.0218,41.8955,26.5312,795801600,,3183206400,18840000,0,75360000,56.4605,6.5878,4.5036,63.6593,
002878.SZ,ิชยกัลอผ,20170907,42.24,41.56,44.62,41.5,43.26,6567868,284924118,1.02,2.4148,43.3815,34.8613,815018400,,3260073600,18840000,0,75360000,57.8239,6.7469,4.6123,65.1965,
002878.SZ,ิชยกัลอผ,20170908,43.26,43,44.9,42.34,43.8,5488255,239605851,0.54,1.2483,43.6579,29.1309,825192000,,3300768000,18840000,0,75360000,58.5457,6.8311,4.6699,66.0104,
002878.SZ,ิชยกัลอผ,20170911,43.8,43.4,48.18,43.12,48.18,10177571,474391621,4.38,10,46.6115,54.0211,907711200,,3630844800,18840000,0,75360000,64.4003,7.5142,5.1369,72.6114,
002878.SZ,ิชยกัลอผ,20170912,48.18,48.18,48.18,43.36,43.89,10143414,455024680,-4.29,-8.9041,44.8591,53.8398,826887600,,3307550400,18840000,0,75360000,58.666,6.8452,4.6795,66.146,
002878.SZ,ิชยกัลอผ,20170913,43.89,43,43.88,42.02,43.4,3564140,153273568,-0.49,-1.1164,43.0044,18.9179,817656000,,3270624000,18840000,0,75360000,58.011,6.7687,4.6273,65.4075,
002878.SZ,ิชยกัลอผ,20170914,43.4,43.01,43.7,42.36,42.58,3027982,130017816,-0.82,-1.8894,42.9388,16.0721,802207200,,3208828800,18840000,0,75360000,56.915,6.6409,4.5398,64.1717,
002878.SZ,ิชยกัลอผ,20170915,42.58,42.64,42.9,40.88,40.96,2722103,113377229,-1.62,-3.8046,41.6506,14.4485,771686400,,3086745600,18840000,0,75360000,54.7496,6.3882,4.3671,61.7302,
002878.SZ,ิชยกัลอผ,20170918,40.96,40.45,41.46,39.9,41,1983500,80577946,0.04,0.0977,40.6241,10.5281,772440000,,3089760000,18840000,0,75360000,54.8031,6.3944,4.3714,61.7905,
002878.SZ,ิชยกัลอผ,20170919,41,41.16,41.44,40.58,40.63,1574388,64482889,-0.37,-0.9024,40.9574,8.3566,765469200,,3061876800,18840000,0,75360000,54.3085,6.3367,4.3319,61.2329,
002878.SZ,ิชยกัลอผ,20170920,40.63,40.7,42.71,40.43,42.36,3452482,144789252,1.73,4.2579,41.9377,18.3253,798062400,,3192249600,18840000,0,75360000,56.6209,6.6065,4.5164,63.8402,
002878.SZ,ิชยกัลอผ,20170921,42.36,42,42.19,41.42,41.6,1869397,78169183,-0.76,-1.7941,41.8152,9.9225,783744000,,3134976000,18840000,0,75360000,55.6051,6.488,4.4354,62.6948,
002878.SZ,ิชยกัลอผ,20170922,41.6,41.71,43.5,41.6,42.65,3544248,151420371,1.05,2.524,42.7228,18.8124,803526000,,3214104000,18840000,0,75360000,57.0085,6.6518,4.5473,64.2772,
002878.SZ,ิชยกัลอผ,20170925,42.65,42,43.99,41.12,43.39,3861503,166033784,0.74,1.7351,42.9972,20.4963,817467600,,3269870400,18840000,0,75360000,57.9977,6.7672,4.6262,65.3925,
002878.SZ,ิชยกัลอผ,20170926,43.39,43.08,43.8,40.34,40.88,3552575,146952257,-2.51,-5.7847,41.365,18.8566,770179200,,3080716800,18840000,0,75360000,54.6427,6.3757,4.3586,61.6097,
002878.SZ,ิชยกัลอผ,20170927,40.88,40.58,41.61,40.58,41.29,1492400,61362372,0.41,1.0029,41.1166,7.9214,777903600,,3111614400,18840000,0,75360000,55.1907,6.4397,4.4023,62.2276,
002878.SZ,ิชยกัลอผ,20170928,41.29,41.45,43.4,40.88,42.16,2917241,123119884,0.87,2.107,42.2042,15.4843,794294400,,3177177600,18840000,0,75360000,56.3536,6.5754,4.4951,63.5387,
002878.SZ,ิชยกัลอผ,20170929,42.16,42.28,42.45,40.91,41.2,2202841,91693246,-0.96,-2.277,41.625,11.6924,776208000,,3104832000,18840000,0,75360000,55.0704,6.4256,4.3927,62.0919,
002878.SZ,ิชยกัลอผ,20171009,41.2,42,42.16,41.2,41.47,1234949,51449217,0.27,0.6553,41.661,6.5549,781294800,,3125179200,18840000,0,75360000,55.4313,6.4677,4.4215,62.4989,
002878.SZ,ิชยกัลอผ,20171010,41.47,41.4,43.38,41.08,43.01,3232338,137987833,1.54,3.7135,42.6898,17.1568,810308400,,3241233600,18840000,0,75360000,57.4897,6.7079,4.5857,64.8198,
002878.SZ,ิชยกัลอผ,20171011,43.01,42.91,43,41.6,42.29,2211200,93313206,-0.72,-1.674,42.2003,11.7367,796743600,,3186974400,18840000,0,75360000,56.5274,6.5956,4.5089,63.7347,
002878.SZ,ิชยกัลอผ,20171012,42.29,42.1,43,42.02,42.82,1972286,84009985,0.53,1.2533,42.5952,10.4686,806728800,,3226915200,18840000,0,75360000,57.2358,6.6783,4.5654,64.5334,
002878.SZ,ิชยกัลอผ,20171013,42.82,43.05,45.38,42.55,44.1,4765786,211111618,1.28,2.9893,44.2973,25.2961,830844000,,3323376000,18840000,0,75360000,58.9467,6.8779,4.7019,66.4625,
002878.SZ,ิชยกัลอผ,20171016,44.1,43.6,44.1,41.4,41.9,3554945,150457977,-2.2,-4.9887,42.3236,18.8691,789396000,,3157584000,18840000,0,75360000,56.0061,6.5348,4.4673,63.1469,
002878.SZ,ิชยกัลอผ,20171017,41.9,41.7,42.37,40.83,42.04,1595738,66570155,0.14,0.3341,41.7175,8.4699,792033600,,3168134400,18840000,0,75360000,56.1932,6.5566,4.4823,63.3579,
002878.SZ,ิชยกัลอผ,20171018,42.04,41.62,42.2,40.85,40.9,2008600,83305184,-1.14,-2.7117,41.4743,10.6614,770556000,,3082224000,18840000,0,75360000,54.6694,6.3788,4.3607,61.6398,
002878.SZ,ิชยกัลอผ,20171019,40.9,41.11,41.44,40.05,41.2,1055600,43134233,0.3,0.7335,40.8623,5.603,776208000,,3104832000,18840000,0,75360000,55.0704,6.4256,4.3927,62.0919,
002878.SZ,ิชยกัลอผ,20171020,41.2,41,41.75,40.66,41.43,997400,41237078,0.23,0.5583,41.3446,5.2941,780541200,,3122164800,18840000,0,75360000,55.3778,6.4615,4.4172,62.4386,
002878.SZ,ิชยกัลอผ,20171023,41.43,41.43,41.94,41.05,41.94,1430879,59605554,0.51,1.231,41.6566,7.5949,790149600,,3160598400,18840000,0,75360000,56.0595,6.541,4.4716,63.2072,
002878.SZ,ิชยกัลอผ,20171024,41.94,41.8,42.18,40.85,41.79,1458900,60692432,-0.15,-0.3577,41.6015,7.7436,787323600,,3149294400,18840000,0,75360000,55.859,6.5176,4.4556,62.9811,
002878.SZ,ิชยกัลอผ,20171025,41.79,41.68,43.5,41.58,43.33,3191338,136821623,1.54,3.6851,42.8728,16.9392,816337200,,3265348800,18840000,0,75360000,57.9175,6.7578,4.6198,65.302,
002878.SZ,ิชยกัลอผ,20171026,43.33,43.13,47.11,42.91,45.66,5136459,231297749,2.33,5.3773,45.0306,27.2636,860234400,,3440937600,18840000,0,75360000,61.0319,7.1212,4.8682,68.8135,
002878.SZ,ิชยกัลอผ,20171027,45.66,44.8,45.1,43.5,43.78,3585321,158445338,-1.88,-4.1174,44.1928,19.0304,824815200,,3299260800,18840000,0,75360000,53.6579,6.6237,4.6678,65.9802,
002878.SZ,ิชยกัลอผ,20171030,43.78,43.56,43.61,40,40.92,3034638,125818566,-2.86,-6.5327,41.4608,16.1074,770932800,,3083731200,18840000,0,75360000,50.1526,6.191,4.3629,61.67,
002878.SZ,ิชยกัลอผ,20171031,40.92,40.87,41.83,40.68,41.57,1548741,63827657,0.65,1.5885,41.2126,8.2205,783178800,,3132715200,18840000,0,75360000,50.9493,6.2894,4.4322,62.6496,
002878.SZ,ิชยกัลอผ,20171101,41.57,41.41,43,41,42.66,2177878,91763193,1.09,2.6221,42.1342,11.5599,803714400,,3214857600,18840000,0,75360000,52.2852,6.4543,4.5484,64.2923,
002878.SZ,ิชยกัลอผ,20171102,42.66,42.6,43.7,42.11,42.53,2241500,96244163,-0.13,-0.3047,42.9374,11.8976,801265200,,3205060800,18840000,0,75360000,52.1259,6.4346,4.5345,64.0964,
002878.SZ,ิชยกัลอผ,20171103,42.53,42.19,43.37,42.18,42.85,1826700,78151374,0.32,0.7524,42.7828,9.6959,807294000,,3229176000,18840000,0,75360000,52.5181,6.483,4.5686,64.5786,
002878.SZ,ิชยกัลอผ,20171106,42.85,43.25,44.33,43.02,44.01,2681600,117327529,1.16,2.7071,43.7528,14.2335,829148400,,3316593600,18840000,0,75360000,53.9398,6.6585,4.6923,66.3269,
002878.SZ,ิชยกัลอผ,20171107,44.01,44.1,44.1,42.31,43.24,2081699,89376154,-0.77,-1.7496,42.9342,11.0494,814641600,,3258566400,18840000,0,75360000,52.9961,6.542,4.6102,65.1664,
002878.SZ,ิชยกัลอผ,20171108,43.24,42.91,44.58,42.86,43.8,3068521,134866716,0.56,1.2951,43.9517,16.2873,825192000,,3300768000,18840000,0,75360000,53.6824,6.6268,4.6699,66.0104,
002878.SZ,ิชยกัลอผ,20171109,43.8,43.21,45.1,43.1,45.1,3413120,150572851,1.3,2.968,44.1159,18.1163,849684000,,3398736000,18840000,0,75360000,55.2757,6.8235,4.8085,67.9696,
002878.SZ,ิชยกัลอผ,20171110,45.1,46.08,49.61,45.44,45.44,6719174,317198020,0.34,0.7539,47.2079,35.6644,856089600,,3424358400,18840000,0,75360000,55.6924,6.8749,4.8448,68.482,
002878.SZ,ิชยกัลอผ,20171113,45.44,44.99,49.98,44.99,49.98,6144774,294579679,4.54,9.9912,47.9399,32.6156,941623200,,3766492800,18840000,0,75360000,61.2568,7.5618,5.3288,75.3242,
002878.SZ,ิชยกัลอผ,20171114,49.98,51,53.62,50.1,50.23,8644572,446276618,0.25,0.5002,51.6251,45.8841,946333200,,3785332800,18840000,0,75360000,61.5632,7.5996,5.3555,75.7009,
002878.SZ,ิชยกัลอผ,20171115,50.23,50.03,52.44,48.05,51.6,6657300,337800101,1.37,2.7275,50.7413,35.336,972144000,,3888576000,18840000,0,75360000,63.2423,7.8069,5.5015,77.7656,
002878.SZ,ิชยกัลอผ,20171116,51.6,50.95,51.89,46.98,46.98,5884700,290206491,-4.62,-8.9535,49.3154,31.2351,885103200,,3540412800,18840000,0,75360000,57.5799,7.1079,5.009,70.8029,
002878.SZ,ิชยกัลอผ,20171117,46.98,45.91,46.4,42.28,42.28,4837061,212551366,-4.7,-10.0043,43.9423,25.6744,796555200,,3186220800,18840000,0,75360000,51.8195,6.3968,4.5079,63.7196,
002878.SZ,ิชยกัลอผ,20171120,42.28,42.5,42.98,40,42.48,2745261,114705611,0.2,0.473,41.7831,14.5714,800323200,,3201292800,18840000,0,75360000,52.0646,6.4271,4.5292,64.021,
002878.SZ,ิชยกัลอผ,20171121,42.48,42,42.41,39,40.3,3962812,161144774,-2.18,-5.1318,40.6642,21.034,759252000,,3037008000,18840000,0,75360000,49.3927,6.0972,4.2968,60.7356,
002878.SZ,ิชยกัลอผ,20171122,40.3,40.22,40.85,38.73,39.53,2374061,94483817,-0.77,-1.9107,39.7984,12.6012,744745200,,2978980800,18840000,0,75360000,48.449,5.9807,4.2147,59.5751,
002878.SZ,ิชยกัลอผ,20171123,39.53,39.25,40.3,38.58,38.58,1889600,74820661,-0.95,-2.4032,39.596,10.0297,726847200,,2907388800,18840000,0,75360000,47.2846,5.837,4.1134,58.1434,
002878.SZ,ิชยกัลอผ,20171124,38.58,38.34,38.9,37.72,38.03,1494400,57165607,-0.55,-1.4256,38.2532,7.9321,716485200,,2913299559,18840000,0,76605300,47.3808,5.8489,4.1217,58.2616,
002878.SZ,ิชยกัลอผ,20171127,38.03,37.88,37.88,35.6,35.9,1864900,68189444,-2.13,-5.6008,36.5647,9.8986,676356000,,2750130270,18840000,0,76605300,44.7271,5.5213,3.8909,54.9984,
002878.SZ,ิชยกัลอผ,20171128,35.9,36.14,37.65,36.08,37.39,1691200,62567551,1.49,4.1504,36.996,8.9766,704427600,,2864272167,18840000,0,76605300,46.5834,5.7504,4.0524,57.2811,
002878.SZ,ิชยกัลอผ,20171129,37.39,37.39,37.45,35.8,37.15,1489400,54844259,-0.24,-0.6419,36.8231,7.9055,699906000,,2845886895,18840000,0,76605300,46.2844,5.7135,4.0264,56.9134,
