´úÂë,¼ò³Æ,ÈÕÆÚ,Ç°ÊÕÅÌ¼Û(Ôª),¿ªÅÌ¼Û(Ôª),×î¸ß¼Û(Ôª),×îµÍ¼Û(Ôª),ÊÕÅÌ¼Û(Ôª),³É½»Á¿(¹É),³É½»½ð¶î(Ôª),ÕÇµø(Ôª),ÕÇµø·ù(%),¾ù¼Û(Ôª),»»ÊÖÂÊ(%),A¹ÉÁ÷Í¨ÊÐÖµ(Ôª),B¹ÉÁ÷Í¨ÊÐÖµ(Ôª),×ÜÊÐÖµ(Ôª),A¹ÉÁ÷Í¨¹É±¾(¹É),B¹ÉÁ÷Í¨¹É±¾(¹É),×Ü¹É±¾(¹É),ÊÐÓ¯ÂÊ,ÊÐ¾»ÂÊ,ÊÐÏúÂÊ,ÊÐÏÖÂÊ,
002056.SZ,ºáµê¶«´Å,20070104,20,20,20.74,19.6,19.66,4847344,97300523.3,-0.34,-1.7,20.073,8.0789,1179600000,,3538800000,60000000,0,180000000,40.3085,3.3729,2.7642,12.1453,
002056.SZ,ºáµê¶«´Å,20070105,19.66,19.5,20.79,19.46,20.45,3355980,68248903.6,0.79,4.0183,20.3365,5.5933,1227000000,,3681000000,60000000,0,180000000,41.9282,3.5084,2.8753,12.6334,
002056.SZ,ºáµê¶«´Å,20070108,20.45,20.88,21.2,20.5,20.9,2429584,50652748.2,0.45,2.2005,20.8483,4.0493,1254000000,,3762000000,60000000,0,180000000,42.8508,3.5856,2.9386,12.9114,
002056.SZ,ºáµê¶«´Å,20070109,20.9,20.98,21.3,20.52,21.04,2696932,56727384.1,0.14,0.6699,21.034,4.4949,1262400000,,3787200000,60000000,0,180000000,43.1378,3.6096,2.9583,12.9978,
002056.SZ,ºáµê¶«´Å,20070110,21.04,20.93,20.98,20.22,20.67,2725042,56076119.8,-0.37,-1.7586,20.5781,4.5417,1240200000,,3720600000,60000000,0,180000000,42.3792,3.5461,2.9063,12.7693,
002056.SZ,ºáµê¶«´Å,20070111,20.67,20.85,21.97,20.73,21,2818586,60370742.4,0.33,1.5965,21.4188,4.6976,1260000000,,3780000000,60000000,0,180000000,43.0558,3.6028,2.9527,12.9731,
002056.SZ,ºáµê¶«´Å,20070112,21,21,21.2,19.6,19.75,2408890,49012125.3,-1.25,-5.9524,20.3464,4.0148,1185000000,,3555000000,60000000,0,180000000,40.493,3.3883,2.7769,12.2009,
002056.SZ,ºáµê¶«´Å,20070115,19.75,19.7,21.07,19.7,20.89,2156400,44129070.9,1.14,5.7722,20.4642,3.594,1253400000,,3760200000,60000000,0,180000000,42.8303,3.5839,2.9372,12.9052,
002056.SZ,ºáµê¶«´Å,20070116,20.89,20.94,22.08,20.42,21.8,3028663,64289797.9,0.91,4.3562,21.2271,5.0478,1308000000,,3924000000,60000000,0,180000000,44.696,3.74,3.0651,13.4673,
002056.SZ,ºáµê¶«´Å,20070117,21.8,21.96,22.5,20,20.88,3356062,72536747.7,-0.92,-4.2202,21.6136,5.5934,1252800000,,3758400000,60000000,0,180000000,42.8098,3.5822,2.9358,12.899,
002056.SZ,ºáµê¶«´Å,20070118,20.88,20.94,22.97,20.9,22.97,5612187,123700348,2.09,10.0096,22.0414,9.3536,1378200000,,4134600000,60000000,0,180000000,47.0949,3.9407,3.2296,14.1901,
002056.SZ,ºáµê¶«´Å,20070119,22.97,22.98,24.4,22.98,23.8,4082698,97252607.4,0.83,3.6134,23.8207,6.8045,1428000000,,4284000000,60000000,0,180000000,48.7966,4.0831,3.3463,14.7029,
002056.SZ,ºáµê¶«´Å,20070122,23.8,24.11,25.2,23.63,24.88,4156678,101255624.4,1.08,4.5378,24.3597,6.9278,1492800000,,4478400000,60000000,0,180000000,51.0109,4.2684,3.4982,15.3701,
002056.SZ,ºáµê¶«´Å,20070123,24.88,24.8,25.38,24.11,25.3,3696673,91508616.9,0.42,1.6881,24.7543,6.1611,1518000000,,4554000000,60000000,0,180000000,51.872,4.3405,3.5572,15.6295,
002056.SZ,ºáµê¶«´Å,20070124,25.3,25,25.13,24.28,24.43,2919958,71788462.1,-0.87,-3.4387,24.5854,4.8666,1465800000,,4397400000,60000000,0,180000000,50.0883,4.1912,3.4349,15.0921,
002056.SZ,ºáµê¶«´Å,20070125,24.43,24.01,24.85,23.4,24.1,3360854,80865642.6,-0.33,-1.3508,24.061,5.6014,1446000000,,4338000000,60000000,0,180000000,49.4117,4.1346,3.3885,14.8882,
002056.SZ,ºáµê¶«´Å,20070126,24.1,23,24.5,23,24,4123639,99086121.9,-0.1,-0.4149,24.0288,6.8727,1440000000,,4320000000,60000000,0,180000000,49.2067,4.1174,3.3745,14.8264,
002056.SZ,ºáµê¶«´Å,20070129,24,24.2,25.99,23.88,25.45,2471516,61046849.3,1.45,6.0417,24.7002,4.1192,1527000000,,4581000000,60000000,0,180000000,52.1796,4.3662,3.5783,15.7222,
002056.SZ,ºáµê¶«´Å,20070130,25.45,25.56,25.69,24.5,24.9,1221258,30503485.9,-0.55,-2.1611,24.9771,2.0354,1494000000,,4482000000,60000000,0,180000000,51.0519,4.2718,3.501,15.3824,
002056.SZ,ºáµê¶«´Å,20070131,24.9,24.7,24.88,22.41,22.61,2475300,58264682.3,-2.29,-9.1968,23.5384,4.1255,1356600000,,4069800000,60000000,0,180000000,46.3568,3.879,3.179,13.9677,
002056.SZ,ºáµê¶«´Å,20070201,22.61,22.5,23.18,22.11,22.6,3323874,74997766.8,-0.01,-0.0442,22.5634,5.5398,1356000000,,4068000000,60000000,0,180000000,46.3363,3.8772,3.1776,13.9616,
002056.SZ,ºáµê¶«´Å,20070202,22.6,22.6,22.9,21.72,21.73,1468014,32445342.7,-0.87,-3.8496,22.1015,2.4467,1303800000,,3911400000,60000000,0,180000000,44.5525,3.728,3.0553,13.4241,
002056.SZ,ºáµê¶«´Å,20070205,21.73,21.52,22.66,21.52,22.35,1945907,43470125.6,0.62,2.8532,22.3393,3.2432,1341000000,,4023000000,60000000,0,180000000,45.8237,3.8344,3.1425,13.8071,
002056.SZ,ºáµê¶«´Å,20070206,22.35,22.3,22.45,21.58,22.24,2342421,51454021.8,-0.11,-0.4922,21.9662,3.904,1334400000,,4003200000,60000000,0,180000000,45.5982,3.8155,3.127,13.7392,
002056.SZ,ºáµê¶«´Å,20070207,22.24,22.51,22.88,22.18,22.38,1509634,33928379.5,0.14,0.6295,22.4746,2.5161,1342800000,,4028400000,60000000,0,180000000,45.8852,3.8395,3.1467,13.8256,
002056.SZ,ºáµê¶«´Å,20070208,22.38,22.31,23.25,22.02,23.05,1926747,43878680.1,0.67,2.9937,22.7735,3.2112,1383000000,,4149000000,60000000,0,180000000,47.2589,3.9544,3.2409,14.2396,
002056.SZ,ºáµê¶«´Å,20070209,23.05,22.98,23.4,22.98,23.06,951638,22047545.1,0.01,0.0434,23.168,1.5861,1383600000,,4150800000,60000000,0,180000000,47.2794,3.9562,3.2423,14.2457,
002056.SZ,ºáµê¶«´Å,20070212,23.06,23.1,23.97,23.1,23.73,1082861,25614664.2,0.67,2.9055,23.6546,1.8048,1423800000,,4271400000,60000000,0,180000000,48.6531,4.0711,3.3365,14.6596,
002056.SZ,ºáµê¶«´Å,20070213,23.73,23.73,25.09,23.73,24.81,1891201,46519623.9,1.08,4.5512,24.5979,3.152,1488600000,,4465800000,60000000,0,180000000,50.8674,4.2564,3.4884,15.3268,
002056.SZ,ºáµê¶«´Å,20070214,24.81,24.82,24.98,24.5,24.77,1177770,29174810.6,-0.04,-0.1612,24.7712,1.963,1486200000,,4458600000,60000000,0,180000000,50.7854,4.2495,3.4827,15.3021,
