¥˙¬Î,ºÚ≥∆,»’∆⁄,«∞ ’≈Ãº€(‘™),ø™≈Ãº€(‘™),◊Ó∏ﬂº€(‘™),◊ÓµÕº€(‘™), ’≈Ãº€(‘™),≥…Ωª¡ø(π…),≥…ΩªΩ∂Ó(‘™),’«µ¯(‘™),’«µ¯∑˘(%),æ˘º€(‘™),ªª ÷¬ (%),Aπ…¡˜Õ® –÷µ(‘™),Bπ…¡˜Õ® –÷µ(‘™),◊‹ –÷µ(‘™),Aπ…¡˜Õ®π…±æ(π…),Bπ…¡˜Õ®π…±æ(π…),◊‹π…±æ(π…), –”Ø¬ , –æª¬ , –œ˙¬ , –œ÷¬ ,
688626.SH,œË”Ó“Ω¡∆,20210331,,43,54,42.3,44.8,26233766,1239444469,15.98,55.4476,47.2462,71.4252,1645458572.8,,7168000000,36728986,0,160000000,36.5912,11.478,14.4658,57.2332,
688626.SH,œË”Ó“Ω¡∆,20210401,44.8,47.13,53.1,47,51.67,17333050,863701783,6.87,15.3348,49.8298,47.1917,1897786706.62,,8267200000,36728986,0,160000000,42.2024,13.2382,16.6841,66.0098,
688626.SH,œË”Ó“Ω¡∆,20210402,51.67,53.82,57.19,51.6,54.6,12688428,690877369,2.93,5.6706,54.4494,34.5461,2005402635.6,,8736000000,36728986,0,160000000,44.5955,13.9888,17.6302,69.753,
688626.SH,œË”Ó“Ω¡∆,20210406,54.6,56.5,56.79,52.06,52.9,8454438,458175572,-1.7,-3.1136,54.1935,23.0184,1942963359.4,,8464000000,36728986,0,160000000,43.207,13.5533,17.0813,67.5812,
688626.SH,œË”Ó“Ω¡∆,20210407,52.9,51.98,54.89,50.55,52.17,6357650,332758341,-0.73,-1.38,52.3398,17.3096,1916151199.62,,8347200000,36728986,0,160000000,42.6108,13.3663,16.8455,66.6486,
688626.SH,œË”Ó“Ω¡∆,20210408,52.17,51.5,51.97,47.99,48.9,5604359,277118087,-3.27,-6.268,49.4469,15.2587,1796047415.4,,7824000000,36728986,0,160000000,39.9399,12.5285,15.7897,62.4711,
688626.SH,œË”Ó“Ω¡∆,20210409,48.9,49.3,52.22,48.88,50.15,5163667,261430708,1.25,2.5562,50.6289,14.0588,1841958647.9,,8024000000,36728986,0,160000000,40.9609,12.8487,16.1933,64.068,
688626.SH,œË”Ó“Ω¡∆,20210412,50.15,50.2,52.52,50.2,52.18,4941531,255168484,2.03,4.0479,51.6375,13.454,1916518489.48,,8348800000,36728986,0,160000000,42.6189,13.3688,16.8488,66.6613,
688626.SH,œË”Ó“Ω¡∆,20210413,52.18,51.9,53.13,49.5,51.15,3432276,177347519,-1.03,-1.9739,51.6705,9.3449,1878687633.9,,8184000000,36728986,0,160000000,41.7777,13.1049,16.5162,65.3455,
688626.SH,œË”Ó“Ω¡∆,20210414,51.15,51,52.15,49.27,51.35,3166550,160586546,0.2,0.391,50.7134,8.6214,1886033431.1,,8216000000,36728986,0,160000000,41.941,13.1562,16.5808,65.601,
