¥˙¬Î,ºÚ≥∆,»’∆⁄,«∞ ’≈Ãº€(‘™),ø™≈Ãº€(‘™),◊Ó∏ﬂº€(‘™),◊ÓµÕº€(‘™), ’≈Ãº€(‘™),≥…Ωª¡ø(π…),≥…ΩªΩ∂Ó(‘™),’«µ¯(‘™),’«µ¯∑˘(%),æ˘º€(‘™),ªª ÷¬ (%),Aπ…¡˜Õ® –÷µ(‘™),Bπ…¡˜Õ® –÷µ(‘™),◊‹ –÷µ(‘™),Aπ…¡˜Õ®π…±æ(π…),Bπ…¡˜Õ®π…±æ(π…),◊‹π…±æ(π…), –”Ø¬ , –æª¬ , –œ˙¬ , –œ÷¬ ,
600497.SH,≥€∫Í–ø’‡,20070104,75.1913,73.5162,74.4468,71.4955,71.9608,5801418,316015497,-3.2305,-4.2963,54.4721,6.5258,4812157000,,10555350000,88900000,0,195000000,15.6696,8.3795,2.3445,266.8225,
600497.SH,≥€∫Í–ø’‡,20070105,71.9608,72.0539,73.596,70.8308,73.3301,2865519,155290246,1.3693,1.9028,54.1927,3.2233,4903724000,,10756200000,88900000,0,195000000,15.9678,8.539,2.3891,271.8997,
600497.SH,≥€∫Í–ø’‡,20070108,73.3301,71.0701,73.7821,70.884,73.1706,4092982,222101168,-0.1595,-0.2175,54.2639,4.604,4893056000,,10732800000,88900000,0,195000000,15.933,8.5204,2.3839,271.3082,
600497.SH,≥€∫Í–ø’‡,20070109,73.1706,73.0509,80.3892,71.655,78.4217,6677078,382878210,5.2512,7.1766,57.3422,7.5108,5244211000,,11503050000,88900000,0,195000000,17.0765,9.1319,2.555,290.7788,
600497.SH,≥€∫Í–ø’‡,20070110,78.4217,76.5738,80.921,75.7762,79.5783,5237706,311272217,1.1566,1.4748,59.4291,5.8917,5321554000,,11672700000,88900000,0,195000000,17.3283,9.2666,2.5927,295.0673,
600497.SH,≥€∫Í–ø’‡,20070111,79.5783,80.9476,82.4232,77.3183,77.4114,4473831,268893339,-2.1669,-2.723,60.1036,5.0324,5176647000,,11354850000,88900000,0,195000000,16.8565,9.0142,2.5221,287.0326,
600497.SH,≥€∫Í–ø’‡,20070112,77.4114,77.1056,79.0465,73.5162,73.596,4094419,232881282,-3.8154,-4.9287,56.8777,4.6056,4921504000,,10795200000,88900000,0,195000000,16.0257,8.57,2.3978,272.8855,
600497.SH,≥€∫Í–ø’‡,20070115,73.596,73.5827,76.6403,73.5827,76.4409,3265129,185083545,2.8449,3.8656,56.6849,3.6728,5111750000,,11212500000,88900000,0,195000000,16.6452,8.9012,2.4905,283.4342,
600497.SH,≥€∫Í–ø’‡,20070116,76.4409,77.2385,84.0052,77.2385,83.5133,7682357,470415042,7.0724,9.2522,61.2332,8.6416,5584698000,,12249900000,88900000,0,195000000,18.1852,9.7248,2.7209,309.658,
600497.SH,≥€∫Í–ø’‡,20070117,83.5133,83.5399,83.5532,76.5738,77.9697,6763877,408057603,-5.5436,-6.638,60.329,7.6084,5213985000,,11436750000,88900000,0,195000000,16.9781,9.0793,2.5403,289.1029,
600497.SH,≥€∫Í–ø’‡,20070118,77.9697,77.5709,81.9978,77.5044,81.0539,4041723,242598599,3.0842,3.9557,60.0236,4.5464,5420233000,,11889150000,88900000,0,195000000,17.6497,9.4384,2.6408,300.5388,
600497.SH,≥€∫Í–ø’‡,20070119,81.0539,81.0938,89.1633,81.0938,89.1633,9432674,625589568,8.1094,10.0049,66.3216,10.6104,5962523000,,13078650000,88900000,0,195000000,19.4155,10.3827,2.905,330.6075,
600497.SH,≥€∫Í–ø’‡,20070122,89.1633,91.862,95.0925,90.3997,92.673,6964191,485802707,3.5096,3.9362,69.7572,7.8337,6197219000,,13593450000,88900000,0,195000000,20.1797,10.7914,3.0193,343.6208,
600497.SH,≥€∫Í–ø’‡,20070123,92.673,92.8591,101.6996,89.2165,100.4367,6493882,463041172,7.7637,8.3776,71.3042,7.3047,6716395000,,14732250000,88900000,0,195000000,21.8703,11.6954,3.2723,372.4079,
600497.SH,≥€∫Í–ø’‡,20070124,100.4367,100.3702,105.8208,98.4027,100.3968,5115775,389374249,-0.0399,-0.0397,76.1125,5.7545,6713728000,,14726400000,88900000,0,195000000,21.8616,11.6908,3.271,372.26,
600497.SH,≥€∫Í–ø’‡,20070125,100.3968,98.7749,99.7055,94.3879,94.4677,4568322,334349385,-5.9292,-5.9057,73.1887,5.1387,6317234000,,13856700000,88900000,0,195000000,20.5705,11.0004,3.0778,350.2754,
600497.SH,≥€∫Í–ø’‡,20070126,94.4677,99.3067,103.9197,97.0467,103.9197,11011052,852694588,9.4521,10.0056,77.4399,12.3859,6949313000,,15243150000,88900000,0,195000000,22.6288,12.101,3.3858,385.3226,
600497.SH,≥€∫Í–ø’‡,20070129,103.9197,109.8888,111.6702,106.193,111.3644,7663922,627610287,7.4447,7.1639,81.8915,8.6208,7447153000,,16335150000,88900000,0,195000000,24.2498,12.9679,3.6283,412.9267,
600497.SH,≥€∫Í–ø’‡,20070130,111.3644,108.36,112.9996,107.1502,109.809,4912140,403679161,-1.5554,-1.3967,82.1799,5.5255,7343140000,,16107000000,88900000,0,195000000,23.9112,12.7868,3.5776,407.1594,
600497.SH,≥€∫Í–ø’‡,20070131,109.809,107.6953,109.6761,99.4529,100.8488,5888147,464648131,-8.9602,-8.1598,78.9125,6.6233,6743954000,,14792700000,88900000,0,195000000,21.96,11.7434,3.2857,373.936,
600497.SH,≥€∫Í–ø’‡,20070201,100.8488,99.5726,105.7012,99.4529,103.7868,4941383,383720794,2.938,2.9133,77.6545,5.5584,6940423000,,15223650000,88900000,0,195000000,22.5998,12.0856,3.3814,384.8297,
600497.SH,≥€∫Í–ø’‡,20070202,103.7868,103.6273,103.6937,95.7173,96.0895,5200874,388694697,-7.6973,-7.4164,74.7364,5.8503,6425692000,,14094600000,88900000,0,195000000,20.9237,11.1892,3.1307,356.2891,
600497.SH,≥€∫Í–ø’‡,20070205,96.0895,93.0186,95.026,87.3553,90.28,5536874,380705487,-5.8095,-6.0459,68.7582,6.2282,6037199000,,13242450000,88900000,0,195000000,19.6587,10.5127,2.9414,334.7481,
600497.SH,≥€∫Í–ø’‡,20070206,90.28,91.3303,94.122,90.7985,92.8591,3086004,213881296,2.579,2.8567,69.3069,3.4713,6209665000,,13620750000,88900000,0,195000000,20.2203,10.8131,3.0254,344.3109,
600497.SH,≥€∫Í–ø’‡,20070207,92.8591,95.4514,99.3865,94.3879,95.5711,3912549,283734856,2.712,2.9205,72.5192,4.4011,6391021000,,14018550000,88900000,0,195000000,20.8108,11.1289,3.1138,354.3667,
600497.SH,≥€∫Í–ø’‡,20070208,95.5711,95.5844,97.2993,93.7232,95.704,2285079,164034097,0.1329,0.1391,71.7849,2.5704,6399911000,,14038050000,88900000,0,195000000,20.8398,11.1443,3.1181,354.8596,
600497.SH,≥€∫Í–ø’‡,20070209,95.704,95.6907,96.3953,94.4411,95.6375,1855691,133124080,-0.0665,-0.0695,71.7383,2.0874,6395466000,,14028300000,88900000,0,195000000,20.8253,11.1366,3.1159,354.6132,
600497.SH,≥€∫Í–ø’‡,20070212,95.6375,95.6375,99.9581,95.2653,99.8252,2717535,201614547,4.1876,4.3786,74.1902,3.0568,6675501000,,14642550000,88900000,0,195000000,21.7371,11.6242,3.2524,370.1404,
600497.SH,≥€∫Í–ø’‡,20070213,99.8252,101.1679,104.3053,100.3702,102.6701,2089752,161471190,2.8449,2.8499,77.2681,2.3507,6865747000,,15059850000,88900000,0,195000000,22.3566,11.9555,3.3451,380.6891,
600497.SH,≥€∫Í–ø’‡,20070214,102.6701,104.0926,104.9833,103.029,103.6937,1913191,149417268,1.0236,0.997,78.0985,2.1521,6934200000,,15210000000,88900000,0,195000000,22.5795,12.0747,3.3784,384.4846,
600497.SH,≥€∫Í–ø’‡,20070215,103.6937,106.0734,108.8917,105.0232,108.4796,2788017,224173544,4.7859,4.6154,80.4061,3.1361,7254240000,,15912000000,88900000,0,195000000,23.6217,12.632,3.5343,402.2301,
600497.SH,≥€∫Í–ø’‡,20070216,108.4796,109.0114,110.7396,108.3467,109.8223,3110552,256715396,1.3427,1.2377,82.5305,3.4989,7344029000,,16108950000,88900000,0,195000000,23.914,12.7884,3.5781,407.2087,
600497.SH,≥€∫Í–ø’‡,20070226,109.8223,112.9996,117.2271,110.3408,117.1606,3318925,286644318,7.3383,6.682,86.3666,3.7333,7834757000,,17185350000,88900000,0,195000000,25.512,13.6429,3.8172,434.4184,
