����,���,����,ǰ���̼�(Ԫ),���̼�(Ԫ),��߼�(Ԫ),��ͼ�(Ԫ),���̼�(Ԫ),�ɽ���(��),�ɽ����(Ԫ),�ǵ�(Ԫ),�ǵ���(%),����(Ԫ),������(%),A����ͨ��ֵ(Ԫ),B����ͨ��ֵ(Ԫ),����ֵ(Ԫ),A����ͨ�ɱ�(��),B����ͨ�ɱ�(��),�ܹɱ�(��),��ӯ��,�о���,������,������,
688037.SH,оԴ΢,20191216,,53,65.7,50,64.5,14913226,798596014,37.53,139.1546,53.5495,84.333,1140601552.5,,5418000000,17683745,0,84000000,192.0896,24.5385,25.8012,-222.5503,
688037.SH,оԴ΢,20191217,64.5,59.81,59.99,55,59,11924387,688081955,-5.5,-8.5271,57.7038,67.4313,1043340955,,4956000000,17683745,0,84000000,175.7098,22.446,23.6011,-203.5731,
688037.SH,оԴ΢,20191218,59,59.06,82,59.06,73.15,13054459,907729874,14.15,23.9831,69.5341,73.8218,1293565946.75,,6144600000,17683745,0,84000000,217.8504,27.8293,29.2613,-252.3962,
688037.SH,оԴ΢,20191219,73.15,68.88,78.58,66.6,75.6,8459687,615376217,2.45,3.3493,72.7422,47.8388,1336891122,,6350400000,17683745,0,84000000,225.1468,28.7614,30.2414,-260.8496,
688037.SH,оԴ΢,20191220,75.6,73.15,77,69.6,69.62,5890970,429429024,-5.98,-7.9101,72.8961,33.3129,1231142326.9,,5848080000,17683745,0,84000000,207.3376,26.4863,27.8493,-240.2163,
688037.SH,оԴ΢,20191223,69.62,67.07,69.5,63,68,4992091,328546402,-1.62,-2.3269,65.8134,28.2298,1202494660,,5712000000,17683745,0,84000000,202.513,25.87,27.2012,-234.6267,
688037.SH,оԴ΢,20191224,68,67.69,68.96,65.5,68,3453644,233106296,0,0,67.4958,19.53,1202494660,,5712000000,17683745,0,84000000,202.513,25.87,27.2012,-234.6267,
688037.SH,оԴ΢,20191225,68,67.23,81.6,66.66,80,8118991,592524765,12,17.6471,72.9801,45.9122,1414699600,,6720000000,17683745,0,84000000,238.2506,30.4353,32.0014,-276.0314,
688037.SH,оԴ΢,20191226,80,76.98,80.86,75.1,78.71,5971052,464385476,-1.29,-1.6125,77.7728,33.7658,1391887568.95,,6611640000,17683745,0,84000000,234.4088,29.9445,31.4854,-271.5804,
688037.SH,оԴ΢,20191227,78.71,78.2,86,76.2,79.62,6157219,495969995,0.91,1.1561,80.551,34.8185,1407979776.9,,6688080000,17683745,0,84000000,237.1189,30.2907,31.8494,-274.7202,
688037.SH,оԴ΢,20191230,79.62,77.51,78.89,71,77.51,4717737,355731996,-2.11,-2.6501,75.4031,26.6784,1370667074.95,,6510840000,17683745,0,84000000,230.8351,29.488,31.0054,-267.4399,
688037.SH,оԴ΢,20191231,77.51,76.8,77.97,72.66,73.29,3299565,247970006,-4.22,-5.4445,75.1523,18.6587,1296041671.05,,6156360000,17683745,0,84000000,218.2673,27.8826,29.3173,-252.8792,
688037.SH,оԴ΢,20200102,73.29,73,78,72.34,76.18,3350733,252814680,2.89,3.9432,75.4506,18.9481,1347147694.1,,6399120000,17683745,0,84000000,226.8742,28.982,30.0207,23.8154,
688037.SH,оԴ΢,20200103,76.18,76,78.66,74.06,75.7,3645930,278794624,-0.48,-0.6301,76.4674,20.6174,1338659496.5,,6358800000,17683745,0,84000000,225.4447,28.7994,29.8316,23.6654,
688037.SH,оԴ΢,20200106,75.7,73,74.45,71.1,72.49,3044160,221901099,-3.21,-4.2404,72.894,17.2145,1281894675.05,,6089160000,17683745,0,84000000,215.8848,27.5782,28.5666,22.6619,
688037.SH,оԴ΢,20200107,72.49,72.48,76.48,71.01,75.4,3824493,281788080,2.91,4.0143,73.6799,21.6272,1333354373,,6333600000,17683745,0,84000000,224.5512,28.6853,29.7134,23.5716,
688037.SH,оԴ΢,20200108,75.4,74.51,77.77,72.09,75.5,4340489,325317932,0.1,0.1326,74.9496,24.5451,1335122747.5,,6342000000,17683745,0,84000000,224.849,28.7233,29.7528,23.6028,
688037.SH,оԴ΢,20200109,75.5,75.5,83.7,75.23,77.55,4556842,361168585,2.05,2.7152,79.2585,25.7685,1371374424.75,,6514200000,17683745,0,84000000,230.9542,29.5032,30.5606,24.2437,
688037.SH,оԴ΢,20200110,77.55,78.08,81.44,76.91,78.1,3086475,244094740,0.55,0.7092,79.0853,17.4537,1381100484.5,,6560400000,17683745,0,84000000,232.5922,29.7125,30.7774,24.4157,
688037.SH,оԴ΢,20200113,78.1,78.22,82.3,74,81.52,4175735,330934672,3.42,4.379,79.2518,23.6134,1441578892.4,,6847680000,17683745,0,84000000,242.7774,31.0136,32.1251,25.4848,
688037.SH,оԴ΢,20200114,81.52,80.6,83.35,78.8,79.16,4198825,338924319,-2.36,-2.895,80.7188,23.744,1399845254.2,,6649440000,17683745,0,84000000,235.749,30.1157,31.1951,24.747,
688037.SH,оԴ΢,20200115,79.16,77.65,80.29,76.66,78.33,2602975,204023245,-0.83,-1.0485,78.3808,14.7196,1385167745.85,,6579720000,17683745,0,84000000,233.2771,29.8,30.868,24.4876,
688037.SH,оԴ΢,20200116,78.33,78.79,94,78.79,94,7259892,642634538,15.67,20.0051,88.5185,41.054,1662272030,,7896000000,17683745,0,84000000,279.9445,35.7615,37.0432,29.3863,
688037.SH,оԴ΢,20200117,94,92,109.8,89,102.8,6919337,667301241,8.8,9.3617,96.4401,39.1282,1817888986,,8635200000,17683745,0,84000000,306.152,39.1094,40.5111,32.1374,
688037.SH,оԴ΢,20200120,102.8,98.13,108.78,93.38,99.97,4992688,500884773,-2.83,-2.7529,100.3237,28.2332,1767843987.65,,8397480000,17683745,0,84000000,297.7239,38.0327,39.3958,31.2527,
688037.SH,оԴ΢,20200121,99.97,95.15,104.55,95.1,98.98,3508109,352295617,-0.99,-0.9903,100.4232,19.838,1750337080.1,,8314320000,17683745,0,84000000,294.7756,37.6561,39.0057,30.9432,
688037.SH,оԴ΢,20200122,98.98,96.8,118.78,96.8,118.78,6074595,671849665,19.8,20.004,110.5999,34.3513,2100475231.1,,9977520000,17683745,0,84000000,353.7426,45.1888,46.8084,37.133,
688037.SH,оԴ΢,20200123,118.78,116,138,114.05,127.5,6385191,803685147,8.72,7.3413,125.867,36.1077,2254677487.5,,10710000000,17683745,0,84000000,379.7119,48.5063,50.2447,39.8591,
688037.SH,оԴ΢,20200203,127.5,103.01,129.99,103.01,118.5,5142092,601304057,-9,-7.0588,116.9376,29.0781,2095523782.5,,9954000000,17683745,0,84000000,352.9088,45.0823,46.6981,37.0455,
688037.SH,оԴ΢,20200204,118.5,126.23,142.2,126.23,142.2,4237475,578781537,23.7,20,136.5864,23.9625,2514628539,,11944800000,17683745,0,84000000,423.4905,54.0988,56.0377,44.4546,
688037.SH,оԴ΢,20200205,142.2,149.96,168,143,148.2,5630746,869280920,6,4.2194,154.3811,31.8414,2620731009,,12448800000,17683745,0,84000000,441.3593,56.3814,58.4021,46.3303,
688037.SH,оԴ΢,20200206,148.2,146,163.17,142.05,154.9,4493935,690739223,6.7,4.5209,153.7048,25.4128,2739212100.5,,13011600000,17683745,0,84000000,461.3128,58.9304,61.0424,48.4249,
688037.SH,оԴ΢,20200207,154.9,152.02,163.88,142.65,159.56,5085372,775170998,4.66,3.0084,152.4315,28.7573,2821618352.2,,13403040000,17683745,0,84000000,475.1909,60.7032,62.8788,49.8817,
688037.SH,оԴ΢,20200210,159.56,154.88,165,142.23,144.78,4363453,666298644,-14.78,-9.263,152.6999,24.6749,2560252601.1,,12161520000,17683745,0,84000000,431.1741,55.0803,57.0544,45.2612,
688037.SH,оԴ΢,20200211,144.78,140.52,149.88,139.19,144.71,3146708,455967947,-0.07,-0.0483,144.9032,17.7944,2559014738.95,,12155640000,17683745,0,84000000,430.9656,55.0537,57.0268,45.2393,
688037.SH,оԴ΢,20200212,144.71,143.01,166.66,139.56,159.3,4894855,737686208,14.59,10.0822,150.7064,27.68,2817020578.5,,13381200000,17683745,0,84000000,474.4166,60.6043,62.7764,49.8004,
688037.SH,оԴ΢,20200213,159.3,158.87,167.84,150.88,151,4356837,691249201,-8.3,-5.2103,158.6585,24.6375,2670245495,,12684000000,17683745,0,84000000,449.6981,57.4467,59.5055,47.2057,
688037.SH,оԴ΢,20200214,151,151.06,157.99,139,143.91,3932563,583796869,-7.09,-4.6954,148.452,22.2383,2544867742.95,,12088440000,17683745,0,84000000,428.5831,54.7493,56.7115,44.9892,
688037.SH,оԴ΢,20200217,143.91,144.5,147.86,139.33,144.7,2800528,400072338,0.79,0.549,142.856,15.8367,2558837901.5,,12154800000,17683745,0,84000000,430.9358,55.0499,57.0229,45.2362,
688037.SH,оԴ΢,20200218,144.7,144,152.52,142.09,149.47,3625984,539891451,4.77,3.2965,148.8952,20.5046,2643189365.15,,12555480000,17683745,0,84000000,445.1415,56.8646,58.9026,46.7274,
688037.SH,оԴ΢,20200219,149.47,147.88,148.81,136.01,137.38,3817363,542345437,-12.09,-8.0886,142.0733,21.5868,2429392888.1,,11539920000,17683745,0,84000000,409.1359,52.265,54.1382,42.9478,
688037.SH,оԴ΢,20200220,137.38,136.15,138.8,118.5,124.31,4782918,607024567,-13.07,-9.5138,126.9151,27.047,2198266340.95,,10442040000,17683745,0,84000000,370.2117,47.2927,48.9876,38.8618,
688037.SH,оԴ΢,20200221,124.31,121.84,128.5,120.53,124.56,3310161,415524589,0.25,0.2011,125.53,18.7187,2202687277.2,,10463040000,17683745,0,84000000,370.9562,47.3878,49.0862,38.94,
688037.SH,оԴ΢,20200224,124.56,121,134.99,116.88,131.93,4575946,570113958,7.37,5.9168,124.5893,25.8766,2333016477.85,,11082120000,17683745,0,84000000,392.9051,50.1916,51.9905,41.244,
688037.SH,оԴ΢,20200225,131.93,125.8,138.5,125,134.1,4471870,594453723,2.17,1.6448,132.9318,25.288,2371390204.5,,11264400000,17683745,0,84000000,399.3676,51.0172,52.8456,41.9224,
688037.SH,оԴ΢,20200226,134.1,131,134.78,115.61,116,3568732,444864705,-18.1,-13.4974,124.6562,20.1809,2051314420,,9744000000,17683745,0,84000000,345.4634,44.1312,45.7129,36.264,
688037.SH,оԴ΢,20200227,116,115.64,122.64,114.55,116.03,2361766,279349508,0.03,0.0259,118.2799,13.3556,2051844932.35,,9746520000,17683745,0,84000000,333.0071,44.1426,45.7247,36.2733,
688037.SH,оԴ΢,20200228,116.03,108.34,111.98,103.22,105.4,2774871,299027640,-10.63,-9.1614,107.7627,15.6916,1863866723,,8853600000,17683745,0,84000000,302.499,40.0985,41.5356,32.9502,
688037.SH,оԴ΢,20200302,105.4,109.06,110.5,105,108.5,2046698,221647541,3.1,2.9412,108.2952,11.5739,1918686332.5,,9114000000,17683745,0,84000000,311.396,41.2779,42.7573,33.9193,
688037.SH,оԴ΢,20200303,108.5,111.59,121.02,110.05,113.83,3187550,367632601,5.33,4.9124,115.3339,18.0253,2012940693.35,,9561720000,17683745,0,84000000,326.6931,43.3056,44.8577,35.5856,
688037.SH,оԴ΢,20200304,113.83,111.64,113.8,103.59,108.18,2281249,246848423,-5.65,-4.9635,108.2076,12.9003,1913027534.1,,9087120000,17683745,0,84000000,310.4776,41.1562,42.6312,33.8193,
688037.SH,оԴ΢,20200305,108.18,110.8,113.37,106.03,111.52,2133647,235117603,3.34,3.0874,110.1952,12.0656,1972091242.4,,9367680000,17683745,0,84000000,320.0634,42.4268,43.9474,34.8634,
688037.SH,оԴ΢,20200306,111.52,108.31,109.3,103.84,105.43,2342943,248942399,-6.09,-5.4609,106.252,13.2491,1864397235.35,,8856120000,17683745,0,84000000,302.5851,40.1099,41.5475,32.9596,
688037.SH,оԴ΢,20200309,105.43,100.94,102.02,91.5,91.83,3217761,310416986,-13.6,-12.8996,96.4699,18.1962,1623898303.35,,7713720000,17683745,0,84000000,263.5529,34.9359,36.188,28.7079,
688037.SH,оԴ΢,20200310,91.83,92.15,110.2,92.15,110.2,5508358,563828286,18.37,20.0044,102.3587,31.1493,1948748699,,9256800000,17683745,0,84000000,316.275,41.9246,43.4272,34.4508,
688037.SH,оԴ΢,20200311,110.2,110.4,119.68,107.81,112.6,6038105,688393003,2.4,2.1779,114.0081,34.1449,1991189687,,9458400000,17683745,0,84000000,323.163,42.8377,44.373,35.2011,
688037.SH,оԴ΢,20200312,112.6,105.36,120.98,101,112.5,5320126,603871845,-0.1,-0.0888,113.5071,30.0848,1989421312.5,,9450000000,17683745,0,84000000,322.876,42.7997,44.3336,35.1698,
688037.SH,оԴ΢,20200313,112.5,107.09,135,107.09,131.85,7771222,973511549,19.35,17.2,125.2714,43.9456,2331601778.25,,11075400000,17683745,0,84000000,378.4107,50.1612,51.959,41.219,
688037.SH,оԴ΢,20200316,131.85,131,136.98,124.01,128.99,6268454,816028812,-2.86,-2.1691,130.1802,35.4475,2281026267.55,,10835160000,17683745,0,84000000,370.2025,49.0731,50.8319,40.3249,
688037.SH,оԴ΢,20200317,128.99,135.93,142.05,131.72,136.1,7075071,975640891,7.11,5.5121,137.8984,40.0089,2406757694.5,,11432400000,17683745,0,84000000,390.6082,51.7781,53.6338,42.5476,
688037.SH,оԴ΢,20200318,136.1,138.5,138.5,125.85,126.11,5678871,750445499,-9.99,-7.3402,132.147,32.1135,2230097081.95,,10593240000,17683745,0,84000000,361.9369,47.9775,49.697,39.4246,
688037.SH,оԴ΢,20200319,126.11,125.3,131.55,118,129.54,4530398,571671942,3.43,2.7198,126.1858,25.619,2290752327.3,,10881360000,17683745,0,84000000,371.781,49.2824,51.0487,40.4968,
