´úÂë,¼ò³Æ,ÈÕÆÚ,Ç°ÊÕÅÌ¼Û(Ôª),¿ªÅÌ¼Û(Ôª),×î¸ß¼Û(Ôª),×îµÍ¼Û(Ôª),ÊÕÅÌ¼Û(Ôª),³É½»Á¿(¹É),³É½»½ð¶î(Ôª),ÕÇµø(Ôª),ÕÇµø·ù(%),¾ù¼Û(Ôª),»»ÊÖÂÊ(%),A¹ÉÁ÷Í¨ÊÐÖµ(Ôª),B¹ÉÁ÷Í¨ÊÐÖµ(Ôª),×ÜÊÐÖµ(Ôª),A¹ÉÁ÷Í¨¹É±¾(¹É),B¹ÉÁ÷Í¨¹É±¾(¹É),×Ü¹É±¾(¹É),ÊÐÓ¯ÂÊ,ÊÐ¾»ÂÊ,ÊÐÏúÂÊ,ÊÐÏÖÂÊ,
688256.SH,º®Îä¼Í-U,20200720,,250,295,205.6,212.4,24237613,5645861832,148.01,229.8649,232.938,77.9225,6606656334,,84981240000,31104785,0,400100000,-67.1981,19.9975,191.4257,-87.5133,
688256.SH,º®Îä¼Í-U,20200721,212.4,208,285.6,202,274,17584895,4292970831,61.6,29.0019,244.1283,56.5344,8522711090,,109627400000,31104785,0,400100000,-86.6869,25.7971,246.9428,-112.8938,
688256.SH,º®Îä¼Í-U,20200722,274,260,284.33,257.77,281,12701827,3450335246,7,2.5547,271.6409,40.8356,8740444585,,112428100000,31104785,0,400100000,-88.9015,26.4562,253.2515,-115.778,
688256.SH,º®Îä¼Í-U,20200723,281,274.92,297.77,268,281.5,9920207,2791441976,0.5,0.1779,281.3895,31.8929,8755996977.5,,112628150000,31104785,0,400100000,-89.0597,26.5032,253.7022,-115.984,
688256.SH,º®Îä¼Í-U,20200724,281.5,273,276,240.44,259.33,11385255,2940728530,-22.17,-7.8757,258.2927,36.6029,8066403894.05,,103757933000,31104785,0,400100000,-82.0456,24.4159,233.7214,-106.8495,
688256.SH,º®Îä¼Í-U,20200727,259.33,252.28,257.9,227.94,234.01,8338869,2022044467,-25.32,-9.7636,242.4843,26.809,7278830737.85,,93627401000,31104785,0,400100000,-74.035,22.0321,210.9017,-96.4171,
688256.SH,º®Îä¼Í-U,20200728,234.01,236,243.8,227.5,238.64,5977562,1410915512,4.63,1.9785,236.0353,19.2175,7422845892.4,,95479864000,31104785,0,400100000,-75.4998,22.468,215.0745,-98.3248,
688256.SH,º®Îä¼Í-U,20200729,238.64,234.53,245.78,229.66,241.5,5473260,1312286233,2.86,1.1985,239.7632,17.5962,7511805577.5,,96624150000,31104785,0,400100000,-76.4047,22.7372,217.6521,-99.5032,
688256.SH,º®Îä¼Í-U,20200730,241.5,240,254.99,236.36,243.17,6180875,1516837929,1.67,0.6915,245.4083,19.8711,7563750568.45,,97292317000,31104785,0,400100000,-76.933,22.8945,219.1572,-100.1912,
688256.SH,º®Îä¼Í-U,20200731,243.17,238.01,255.55,237.1,249.6,5629413,1392176361,6.43,2.6442,247.304,18.0982,7763754336,,99864960000,31104785,0,400100000,-78.9673,23.4999,224.9523,-102.8405,
688256.SH,º®Îä¼Í-U,20200803,249.6,250.01,257.88,247.01,249.5,6972166,1760964726,-0.1,-0.0401,252.5707,22.4151,7760643857.5,,99824950000,31104785,0,400100000,-78.9357,23.4904,224.8621,-102.7993,
688256.SH,º®Îä¼Í-U,20200804,249.5,250.97,252.88,232.99,235,5908943,1424160483,-14.5,-5.8116,241.0178,18.9969,7309624475,,94023500000,31104785,0,400100000,-74.3482,22.1253,211.794,-96.825,
688256.SH,º®Îä¼Í-U,20200805,235,246,246,236.79,236.92,4082217,985070039,1.92,0.817,241.3076,13.1241,7369345662.2,,94791692000,31104785,0,400100000,-74.9557,22.306,213.5244,-97.6161,
688256.SH,º®Îä¼Í-U,20200806,236.92,233.96,247.45,231.8,243.83,5013107,1211258410,6.91,2.9166,241.6183,16.1168,7584279726.55,,97556383000,31104785,0,400100000,-77.1418,22.9566,219.752,-100.4632,
688256.SH,º®Îä¼Í-U,20200807,243.83,240.98,240.98,223.37,227.44,4853751,1119390462,-16.39,-6.7219,230.6238,15.6045,7074472300.4,,90998744000,31104785,0,400100000,-71.9564,21.4135,204.9805,-93.7101,
688256.SH,º®Îä¼Í-U,20200810,227.44,219.99,225.89,218,222.5,2517723,556920403,-4.94,-2.172,221.2,8.0943,6920814662.5,,89022250000,31104785,0,400100000,-70.3935,20.9484,200.5284,-91.6748,
688256.SH,º®Îä¼Í-U,20200811,222.5,220.88,226.3,219.1,221.49,2243543,499535721,-1.01,-0.4539,222.6548,7.2129,6889398829.65,,88618149000,31104785,0,400100000,-70.074,20.8533,199.6181,-91.2586,
688256.SH,º®Îä¼Í-U,20200812,221.49,220.33,222,213.5,217.76,2028145,437985755,-3.73,-1.684,215.9539,6.5204,6773377981.6,,87125776000,31104785,0,400100000,-68.8939,20.5021,196.2564,-89.7218,
688256.SH,º®Îä¼Í-U,20200813,217.76,219,219.6,212,212.5,1744022,375895504,-5.26,-2.4155,215.5337,5.6069,6609766812.5,,85021250000,31104785,0,400100000,-67.2298,20.0069,191.5158,-87.5545,
688256.SH,º®Îä¼Í-U,20200814,212.5,212.33,213.9,207.5,212.68,1653598,348869120,0.18,0.0847,210.9758,5.3162,6615365673.8,,85093268000,31104785,0,400100000,-67.2867,20.0238,191.6781,-87.6287,
688256.SH,º®Îä¼Í-U,20200817,212.68,213,219.8,209.68,219.08,2056219,443435980,6.4,3.0092,215.656,6.6106,6814436297.8,,87653908000,31104785,0,400100000,-69.3115,20.6264,197.4461,-90.2656,
688256.SH,º®Îä¼Í-U,20200818,219.08,219.18,219.18,212.3,213.81,1839468,394749715,-5.27,-2.4055,214.5999,5.9138,6650514080.85,,85545381000,31104785,0,400100000,-67.6442,20.1302,192.6965,-88.0943,
688256.SH,º®Îä¼Í-U,20200819,213.81,213.88,214.5,204.87,205.2,1968958,411339029,-8.61,-4.0269,208.912,6.3301,6382701882,,82100520000,31104785,0,400100000,-64.9202,19.3196,184.9367,-84.5468,
688256.SH,º®Îä¼Í-U,20200820,205.2,204,207.27,200.11,201.51,1634059,331414026,-3.69,-1.7982,202.8164,5.2534,6267925225.35,,80624151000,31104785,0,400100000,-63.7528,18.9722,181.6111,-83.0264,
688256.SH,º®Îä¼Í-U,20200821,201.51,202.5,205.62,201.11,204.95,1081110,219802676,3.44,1.7071,203.312,3.4757,6374925685.75,,82000495000,31104785,0,400100000,-64.8411,19.2961,184.7114,-84.4438,
688256.SH,º®Îä¼Í-U,20200824,204.95,206.3,207.84,196.5,197.9,2042284,407457573,-7.05,-3.4399,199.5107,6.5658,6155636951.5,,79179790000,31104785,0,400100000,-62.6107,18.6323,178.3576,-81.539,
688256.SH,º®Îä¼Í-U,20200825,197.9,198.38,199.88,189.66,189.98,2647656,513330948,-7.92,-4.002,193.8813,8.5121,5909287054.3,,76010998000,31104785,0,400100000,-60.105,17.8866,171.2197,-78.2758,
688256.SH,º®Îä¼Í-U,20200826,189.98,189.66,190.92,173.51,176.4,3925619,711521259,-13.58,-7.1481,181.2507,12.6206,5486884074,,70577640000,31104785,0,400100000,-55.8086,16.6081,158.9807,-72.6806,
688256.SH,º®Îä¼Í-U,20200827,176.4,177.2,188.87,170.51,182.56,3263707,586419659,6.16,3.4921,179.679,10.4926,5678489549.6,,73042256000,31104785,0,400100000,-57.7575,17.188,164.5324,-75.2186,
688256.SH,º®Îä¼Í-U,20200828,182.56,177.73,177.88,168.02,174.28,3513509,604292859,-8.28,-4.5355,171.9913,11.2957,5420941929.8,,69729428000,31104785,0,400100000,-51.6497,16.7776,157.07,-71.8071,
688256.SH,º®Îä¼Í-U,20200831,174.28,173,177.2,170,170,2203273,382994315,-4.28,-2.4558,173.8297,7.0834,5287813450,,68017000000,31104785,0,400100000,-50.3813,16.3656,153.2127,-70.0436,
688256.SH,º®Îä¼Í-U,20200901,170,170.21,173.8,169.03,171.18,1594161,273420605,1.18,0.6941,171.5138,5.1251,5324517096.3,,68489118000,31104785,0,400100000,-50.731,16.4792,154.2762,-70.5298,
688256.SH,º®Îä¼Í-U,20200902,171.18,170.99,172.35,167.12,167.76,1469648,248042528,-3.42,-1.9979,168.7768,4.7248,5218138731.6,,67120776000,31104785,0,400100000,-49.7174,16.15,151.1939,-69.1207,
688256.SH,º®Îä¼Í-U,20200903,167.76,167.9,172.56,164.28,170.09,2584763,437472228,2.33,1.3889,169.2504,8.3099,5290612880.65,,68053009000,31104785,0,400100000,-50.408,16.3743,153.2938,-70.0807,
688256.SH,º®Îä¼Í-U,20200904,170.09,166.78,182.3,166.78,174.53,3431503,606661797,4.44,2.6104,176.7919,11.0321,5428718126.05,,69829453000,31104785,0,400100000,-51.7238,16.8017,157.2953,-71.9101,
688256.SH,º®Îä¼Í-U,20200907,174.53,170.4,172.8,163.52,163.52,2828212,473534230,-11.01,-6.3084,167.4324,9.0925,5086254443.2,,65424352000,31104785,0,400100000,-48.4609,15.7418,147.3726,-67.3737,
688256.SH,º®Îä¼Í-U,20200908,163.52,163.51,163.51,160.01,160.86,1465181,236398576,-2.66,-1.6267,161.3443,4.7105,5003515715.1,,64360086000,31104785,0,400100000,-47.6726,15.4857,144.9752,-66.2778,
688256.SH,º®Îä¼Í-U,20200909,160.86,159,165.9,155,160.68,2242834,359860676,-0.18,-0.1119,160.4491,7.2106,4997916853.8,,64288068000,31104785,0,400100000,-47.6192,15.4684,144.813,-66.2036,
688256.SH,º®Îä¼Í-U,20200910,160.68,162,165.77,157.33,157.58,1454894,235198490,-3.1,-1.9293,161.6602,4.6774,4901492020.3,,63047758000,31104785,0,400100000,-46.7005,15.1699,142.0191,-64.9263,
688256.SH,º®Îä¼Í-U,20200911,157.58,158.07,162.89,155.55,161.96,1374164,219382545,4.38,2.7795,159.648,4.4179,5037730978.6,,64800196000,31104785,0,400100000,-47.9986,15.5916,145.9666,-66.731,
688256.SH,º®Îä¼Í-U,20200914,161.96,164,167.5,163,164.72,1550297,256600967,2.76,1.7041,165.5173,4.9841,5123580185.2,,65904472000,31104785,0,400100000,-48.8165,15.8573,148.4541,-67.8682,
688256.SH,º®Îä¼Í-U,20200915,164.72,163.5,170.87,161.26,169.34,2191487,366601497,4.62,2.8048,167.2844,7.0455,5267284291.9,,67752934000,31104785,0,400100000,-50.1857,16.3021,152.6178,-69.7717,
688256.SH,º®Îä¼Í-U,20200916,169.34,167,170.55,165.39,166.77,1420541,237916832,-2.57,-1.5177,167.4833,4.567,5187344994.45,,66724677000,31104785,0,400100000,-49.424,16.0547,150.3016,-68.7128,
688256.SH,º®Îä¼Í-U,20200917,166.77,166.76,178,163.78,174.22,3009337,518489580,7.45,4.4672,172.2936,9.6748,5419075642.7,,69705422000,31104785,0,400100000,-51.6319,16.7719,157.016,-71.7824,
688256.SH,º®Îä¼Í-U,20200918,174.22,173,176.5,172.01,174.26,1629983,283449999,0.04,0.023,173.8975,5.2403,5420319834.1,,69721426000,31104785,0,400100000,-51.6438,16.7757,157.052,-71.7988,
688256.SH,º®Îä¼Í-U,20200921,174.26,173.99,176.88,169.5,170.77,1433184,246903266,-3.49,-2.0028,172.276,4.6076,5311764134.45,,68325077000,31104785,0,400100000,-50.6095,16.4397,153.9066,-70.3609,
688256.SH,º®Îä¼Í-U,20200922,170.77,169.98,170.71,166.68,167.65,1023886,172589092,-3.12,-1.827,168.5628,3.2917,5214717205.25,,67076765000,31104785,0,400100000,-49.6848,16.1394,151.0947,-69.0754,
688256.SH,º®Îä¼Í-U,20200923,167.65,168.03,172.9,167.04,170.75,1319498,224991493,3.1,1.8491,170.5129,4.2421,5311142038.75,,68317075000,31104785,0,400100000,-50.6036,16.4378,153.8886,-70.3526,
688256.SH,º®Îä¼Í-U,20200924,170.75,169,170.67,164.01,164.51,1128801,188412135,-6.24,-3.6545,166.9135,3.629,5117048180.35,,65820451000,31104785,0,400100000,-48.7543,15.8371,148.2648,-67.7816,
688256.SH,º®Îä¼Í-U,20200925,164.51,165,165.77,161.52,162.45,824078,134494754,-2.06,-1.2522,163.2063,2.6494,5052972323.25,,64996245000,31104785,0,400100000,-48.1438,15.6388,146.4082,-66.9329,
688256.SH,º®Îä¼Í-U,20200928,162.45,162.45,163.42,156.5,156.88,1027627,163307673,-5.57,-3.4287,158.9173,3.3038,4879718670.8,,62767688000,31104785,0,400100000,-46.493,15.1026,141.3883,-64.6379,
688256.SH,º®Îä¼Í-U,20200929,156.88,157.9,162.58,157.02,161.36,875555,140840143,4.48,2.8557,160.8581,2.8149,5019068107.6,,64560136000,31104785,0,400100000,-47.8207,15.5338,145.4259,-66.4838,
688256.SH,º®Îä¼Í-U,20200930,161.36,162.11,163.5,159.8,160.19,603538,97405882,-1.17,-0.7251,161.3915,1.9403,4982675509.15,,64092019000,31104785,0,400100000,-47.474,15.4212,144.3714,-66.0017,
688256.SH,º®Îä¼Í-U,20201009,160.19,164,164.98,163.07,163.73,698762,114628812,3.54,2.2099,164.0456,2.2465,5092786448.05,,65508373000,31104785,0,400100000,-48.5231,15.762,147.5618,-67.4603,
688256.SH,º®Îä¼Í-U,20201012,163.73,164.94,175.65,164.03,174.3,2065351,354017709,10.57,6.4558,171.408,6.64,5421564025.5,,69737430000,31104785,0,400100000,-51.6556,16.7796,157.0881,-71.8153,
688256.SH,º®Îä¼Í-U,20201013,174.3,174.3,174.3,170.66,171.9,1273304,218964471,-2.4,-1.3769,171.9656,4.0936,5346912541.5,,68777190000,31104785,0,400100000,-50.9444,16.5485,154.925,-70.8265,
688256.SH,º®Îä¼Í-U,20201014,171.9,171,172.74,168.28,168.35,956448,161956273,-3.55,-2.0652,169.331,3.0749,5236490554.75,,67356835000,31104785,0,400100000,-49.8923,16.2068,151.7256,-69.3638,
688256.SH,º®Îä¼Í-U,20201015,168.35,167.98,175,167.69,169.17,1496560,257138987,0.82,0.4871,171.82,4.8113,5261996478.45,,67684917000,31104785,0,400100000,-50.1353,16.2857,152.4646,-69.7017,
688256.SH,º®Îä¼Í-U,20201016,169.17,170.49,173.98,170,171.4,1226507,210804072,2.23,1.3182,171.8735,3.9431,5331360149,,68577140000,31104785,0,400100000,-50.7962,16.5004,154.4744,-70.6205,
688256.SH,º®Îä¼Í-U,20201019,171.4,172.2,186.37,172.2,182.71,3573909,647545238,11.31,6.5986,181.1868,11.4899,5683155267.35,,73102271000,31104785,0,400100000,-54.148,17.5892,164.6676,-75.2804,
688256.SH,º®Îä¼Í-U,20201020,182.71,181.45,185.88,178.53,182.96,2033631,368933495,0.25,0.1368,181.4161,6.538,5690931463.6,,73202296000,31104785,0,400100000,-54.2221,17.6132,164.8929,-75.3834,
688256.SH,º®Îä¼Í-U,20201021,182.96,182.69,187.01,178.3,186.4,2554978,469257188,3.44,1.8802,183.6639,8.2141,5797931924,,74578640000,31104785,0,400100000,-55.2416,17.9444,167.9932,-76.8008,
688256.SH,º®Îä¼Í-U,20201022,186.4,186,189.98,179.08,179.18,2244238,414769844,-7.22,-3.8734,184.8154,7.2151,5573355376.3,,71689918000,31104785,0,400100000,-53.1019,17.2493,161.4862,-73.826,
688256.SH,º®Îä¼Í-U,20201023,179.18,179.51,180.2,172.01,172.01,2128252,373336873,-7.17,-4.0016,175.4195,6.8422,5350334067.85,,68821201000,31104785,0,400100000,-50.977,16.5591,155.0242,-70.8718,
688256.SH,º®Îä¼Í-U,20201026,172.01,170.02,172.9,166.56,169.8,1259469,214092031,-2.21,-1.2848,169.9859,4.0491,5281592493,,67936980000,31104785,0,400100000,-50.322,16.3463,153.0324,-69.9612,
688256.SH,º®Îä¼Í-U,20201027,169.8,169.88,190.39,168.88,187.43,2921881,525108710,17.63,10.3828,179.716,9.3937,5829969852.55,,74990743000,31104785,0,400100000,-55.5469,18.0436,168.9215,-77.2252,
688256.SH,º®Îä¼Í-U,20201028,187.43,187,190.04,182.72,183.89,2088590,388663719,-3.54,-1.8887,186.089,6.7147,5719858913.65,,73574389000,31104785,0,400100000,-54.4977,17.7028,165.731,-75.7666,
688256.SH,º®Îä¼Í-U,20201029,183.89,181.02,186.82,181,183.12,1746769,321515612,-0.77,-0.4187,184.063,5.6158,5695908229.2,,73266312000,31104785,0,400100000,-81.1655,11.1923,165.0371,-75.4493,
