¥˙¬Î,ºÚ≥∆,»’∆⁄,«∞ ’≈Ãº€(‘™),ø™≈Ãº€(‘™),◊Ó∏ﬂº€(‘™),◊ÓµÕº€(‘™), ’≈Ãº€(‘™),≥…Ωª¡ø(π…),≥…ΩªΩ∂Ó(‘™),’«µ¯(‘™),’«µ¯∑˘(%),æ˘º€(‘™),ªª ÷¬ (%),Aπ…¡˜Õ® –÷µ(‘™),Bπ…¡˜Õ® –÷µ(‘™),◊‹ –÷µ(‘™),Aπ…¡˜Õ®π…±æ(π…),Bπ…¡˜Õ®π…±æ(π…),◊‹π…±æ(π…), –”Ø¬ , –æª¬ , –œ˙¬ , –œ÷¬ ,
002829.SZ,–«Õ¯”Ó¥Ô,20161213,,21.18,25.42,21.18,25.42,8200,206960,7.77,44.0227,25.239,0.0432,482980000,,1931920000,19000000,0,76000000,24.2895,5.298,8.1475,-140.0917,
002829.SZ,–«Õ¯”Ó¥Ô,20161214,25.42,27.96,27.96,27.96,27.96,1824,50999,2.54,9.9921,27.96,0.0096,531240000,,2124960000,19000000,0,76000000,26.7165,5.8274,8.9616,-154.0898,
002829.SZ,–«Õ¯”Ó¥Ô,20161215,27.96,30.76,30.76,30.76,30.76,1700,52292,2.8,10.0143,30.76,0.0089,584440000,,2337760000,19000000,0,76000000,29.392,6.411,9.859,-169.5209,
002829.SZ,–«Õ¯”Ó¥Ô,20161216,30.76,33.84,33.84,33.84,33.84,3715,125715,3.08,10.013,33.8398,0.0196,642960000,,2571840000,19000000,0,76000000,32.335,7.0529,10.8462,-186.495,
002829.SZ,–«Õ¯”Ó¥Ô,20161219,33.84,37.22,37.22,37.22,37.22,3500,130270,3.38,9.9882,37.22,0.0184,707180000,,2828720000,19000000,0,76000000,35.5647,7.7573,11.9295,-205.1224,
002829.SZ,–«Õ¯”Ó¥Ô,20161220,37.22,40.94,40.94,40.94,40.94,4800,196512,3.72,9.9946,40.94,0.0253,777860000,,3111440000,19000000,0,76000000,39.1192,8.5327,13.1218,-225.6237,
002829.SZ,–«Õ¯”Ó¥Ô,20161221,40.94,45.03,45.03,45.03,45.03,5200,234156,4.09,9.9902,45.03,0.0274,855570000,,3422280000,19000000,0,76000000,43.0273,9.3851,14.4327,-248.164,
002829.SZ,–«Õ¯”Ó¥Ô,20161222,45.03,49.53,49.53,49.53,49.53,7700,381381,4.5,9.9933,49.53,0.0405,941070000,,3764280000,19000000,0,76000000,47.3272,10.323,15.875,-272.9638,
002829.SZ,–«Õ¯”Ó¥Ô,20161223,49.53,54.48,54.48,54.48,54.48,15000,817200,4.95,9.9939,54.48,0.0789,1035120000,,4140480000,19000000,0,76000000,52.057,11.3546,17.4616,-300.2437,
002829.SZ,–«Õ¯”Ó¥Ô,20161226,54.48,59.93,59.93,59.93,59.93,58800,3523884,5.45,10.0037,59.93,0.3095,1138670000,,4554680000,19000000,0,76000000,57.2646,12.4905,19.2084,-330.2791,
002829.SZ,–«Õ¯”Ó¥Ô,20161227,59.93,65.92,65.92,65.92,65.92,64600,4258432,5.99,9.995,65.92,0.34,1252480000,,5009920000,19000000,0,76000000,62.9882,13.739,21.1282,-363.2905,
002829.SZ,–«Õ¯”Ó¥Ô,20161228,65.92,72.51,72.51,72.51,72.51,387992,28133299,6.59,9.997,72.51,2.0421,1377690000,,5510760000,19000000,0,76000000,69.2851,15.1124,23.2404,-399.6085,
002829.SZ,–«Õ¯”Ó¥Ô,20161229,72.51,73.11,78,71.03,73.8,11830081,875263034,1.29,1.7791,73.9862,62.2636,1402200000,,5608800000,19000000,0,76000000,70.5178,15.3813,23.6539,-406.7178,
002829.SZ,–«Õ¯”Ó¥Ô,20161230,73.8,72.59,73.74,67.77,67.95,7949029,558696144,-5.85,-7.9268,70.2848,41.837,1291050000,,5164200000,19000000,0,76000000,64.9279,14.162,21.7789,-374.478,
002829.SZ,–«Õ¯”Ó¥Ô,20170103,67.95,68.5,71.8,68.05,69.88,5247934,366893507,1.93,2.8403,69.912,27.6207,1327720000,,5310880000,19000000,0,76000000,66.7721,14.5643,19.1447,16.2674,
002829.SZ,–«Õ¯”Ó¥Ô,20170104,69.88,70.77,72.52,69.72,71.15,4192796,298315192,1.27,1.8174,71.1495,22.0673,1351850000,,5407400000,19000000,0,76000000,67.9856,14.829,19.4926,16.563,
002829.SZ,–«Õ¯”Ó¥Ô,20170105,71.15,70.42,71.75,69.88,69.9,3423622,241794912,-1.25,-1.7569,70.6255,18.0191,1328100000,,5312400000,19000000,0,76000000,66.7912,14.5685,19.1502,16.272,
002829.SZ,–«Õ¯”Ó¥Ô,20170106,69.9,68.95,69.5,65.53,65.59,4187906,282123921,-4.31,-6.166,67.3663,22.0416,1246210000,,4984840000,19000000,0,76000000,62.6729,13.6702,17.9694,15.2687,
002829.SZ,–«Õ¯”Ó¥Ô,20170109,65.59,64.08,67.97,64.01,66.42,2308107,152868940,0.83,1.2654,66.2313,12.1479,1261980000,,5047920000,19000000,0,76000000,63.466,13.8432,18.1968,15.4619,
002829.SZ,–«Õ¯”Ó¥Ô,20170110,66.42,66.61,73.06,66.6,73.06,3361826,239454421,6.64,9.997,71.2275,17.6938,1388140000,,5552560000,19000000,0,76000000,69.8107,15.2271,20.0159,17.0076,
002829.SZ,–«Õ¯”Ó¥Ô,20170111,73.06,73.8,73.82,69.1,69.1,4980008,356020385,-3.96,-5.4202,71.4899,26.2106,1312900000,,5251600000,19000000,0,76000000,66.0268,14.4017,18.931,16.0858,
002829.SZ,–«Õ¯”Ó¥Ô,20170112,69.1,70.91,74,70.01,72.35,4604889,333909557,3.25,4.7033,72.512,24.2363,1374650000,,5498600000,19000000,0,76000000,69.1323,15.0791,19.8214,16.8424,
002829.SZ,–«Õ¯”Ó¥Ô,20170113,72.35,70.51,70.88,66.45,67.7,4040957,275561678,-4.65,-6.4271,68.1922,21.2682,1286300000,,5145200000,19000000,0,76000000,64.6891,14.1099,18.5474,15.7599,
002829.SZ,–«Õ¯”Ó¥Ô,20170116,67.7,66.8,69.96,64.31,69.6,3283364,222749479,1.9,2.8065,67.8418,17.2809,1322400000,,5289600000,19000000,0,76000000,66.5046,14.5059,19.068,16.2022,
002829.SZ,–«Õ¯”Ó¥Ô,20170117,69.6,68.4,76.56,67.2,74.53,5595972,406545472,4.93,7.0833,72.6497,29.4525,1416070000,,5664280000,19000000,0,76000000,71.2153,15.5334,20.4186,17.3498,
002829.SZ,–«Õ¯”Ó¥Ô,20170118,74.53,73.01,73.4,70.82,72.9,3947065,284718978,-1.63,-2.187,72.1344,20.774,1385100000,,5540400000,19000000,0,76000000,69.6578,15.1937,19.9721,16.9704,
002829.SZ,–«Õ¯”Ó¥Ô,20170119,72.9,71.53,73.99,68.51,71.39,3508807,250497730,-1.51,-2.0713,71.3911,18.4674,1356410000,,5425640000,19000000,0,76000000,68.215,14.879,19.5584,16.6189,
002829.SZ,–«Õ¯”Ó¥Ô,20170120,71.39,70.01,78.48,69.32,75.08,4071854,304423759,3.69,5.1688,74.7629,21.4308,1426520000,,5706080000,19000000,0,76000000,71.7408,15.6481,20.5693,17.4779,
002829.SZ,–«Õ¯”Ó¥Ô,20170123,75.08,76.49,81.3,75.67,77.3,3826308,298599167,2.22,2.9568,78.0385,20.1385,1468700000,,5874800000,19000000,0,76000000,73.8621,16.1108,21.1775,17.9947,
