╢ЗбК,╪РЁф,хуфз,г╟йуел╪ш(т╙),©╙ел╪ш(т╙),вН╦ъ╪ш(т╙),вН╣м╪ш(т╙),йуел╪ш(т╙),Ёи╫╩а©(╧и),Ёи╫╩╫П╤Н(т╙),уг╣Ь(т╙),уг╣Ь╥Ы(%),╬Ы╪ш(т╙),╩╩йжбй(%),A╧иаВм╗йпж╣(т╙),B╧иаВм╗йпж╣(т╙),вэйпж╣(т╙),A╧иаВм╗╧и╠╬(╧и),B╧иаВм╗╧и╠╬(╧и),вэ╧и╠╬(╧и),йпс╞бй,йп╬╩бй,йпоЗбй,йпожбй,
300582.SZ,с╒╥иль,20170407,37.36,37.2,37.4,36.15,36.15,2257680,82973510,-1.21,-3.2388,36.7517,6.8415,1192950000,,4771800000,33000000,0,132000000,67.2706,11.1177,7.3011,9.6733,
300582.SZ,с╒╥иль,20170410,36.15,35.3,35.3,32.58,32.58,4288646,144019738,-3.57,-9.8755,33.5816,12.9959,1075140000,,4300560000,33000000,0,132000000,60.6273,10.0198,6.5801,8.718,
300582.SZ,с╒╥иль,20170411,32.58,32.75,33.52,32.5,33.5,2372197,78372242,0.92,2.8238,33.0378,7.1885,1105500000,,4422000000,33000000,0,132000000,62.3393,10.3027,6.7659,8.9642,
300582.SZ,с╒╥иль,20170412,33.5,33.41,33.43,32.61,32.66,1609729,53116764,-0.84,-2.5075,32.9973,4.878,1077780000,,4311120000,33000000,0,132000000,60.7762,10.0444,6.5962,8.7395,
300582.SZ,с╒╥иль,20170413,32.66,32.6,33.24,32.38,32.74,1271667,41939221,0.08,0.2449,32.9797,3.8535,1080420000,,4321680000,33000000,0,132000000,60.925,10.069,6.6124,8.7609,
300582.SZ,с╒╥иль,20170414,32.74,32.65,32.65,31.92,32.03,1225345,39359856,-0.71,-2.1686,32.1214,3.7132,1056990000,,4227960000,33000000,0,132000000,59.6038,9.8506,6.469,8.5709,
300582.SZ,с╒╥иль,20170417,32.03,31.09,31.09,30.02,30.37,1766736,53811173,-1.66,-5.1826,30.458,5.3537,1002210000,,4008840000,33000000,0,132000000,56.5148,9.3401,6.1337,8.1267,
300582.SZ,с╒╥иль,20170418,30.37,30.67,30.96,30.21,30.32,1021469,31228713,-0.05,-0.1646,30.5724,3.0954,1000560000,,4002240000,33000000,0,132000000,56.4217,9.3247,6.1236,8.1133,
300582.SZ,с╒╥иль,20170419,30.32,30.3,31.25,30.01,31.1,1459710,44858259,0.78,2.5726,30.7309,4.4234,1026300000,,4105200000,33000000,0,132000000,57.8732,9.5646,6.2812,8.322,
300582.SZ,с╒╥иль,20170420,31.1,30.94,31.55,30.34,30.74,1423201,43994469,-0.36,-1.1576,30.9123,4.3127,1014420000,,4057680000,33000000,0,132000000,57.2033,9.4539,6.2085,8.2257,
300582.SZ,с╒╥иль,20170421,30.74,30.55,31,30.55,30.69,778362,23974346,-0.05,-0.1627,30.801,2.3587,1012770000,,4051080000,33000000,0,132000000,57.1102,9.4385,6.1984,8.2123,
300582.SZ,с╒╥иль,20170424,30.69,30.4,30.45,29.16,29.3,1374067,40686728,-1.39,-4.5292,29.6104,4.1638,966900000,,3867600000,33000000,0,132000000,54.5236,9.011,5.9176,7.8404,
300582.SZ,с╒╥иль,20170425,29.3,29.7,29.99,29.41,29.51,930329,27634692,0.21,0.7167,29.7042,2.8192,973830000,,3895320000,33000000,0,132000000,54.9144,9.0756,5.96,7.8965,
300582.SZ,с╒╥иль,20170426,29.51,29.9,30.59,29.75,30.2,2025240,61214753,0.69,2.3382,30.2259,6.1371,996600000,,3986400000,33000000,0,132000000,59.6051,4.3725,6.0994,8.0812,
300582.SZ,с╒╥иль,20170427,30.2,29.89,31.23,29.1,31.22,2738704,82806335,1.02,3.3775,30.2356,8.2991,1030260000,,4121040000,33000000,0,132000000,74.7597,4.49,6.3054,8.3541,
300582.SZ,с╒╥иль,20170428,31.22,30.98,31.27,30.7,31.05,1501251,46524172,-0.17,-0.5445,30.9903,4.5492,1024650000,,4098600000,33000000,0,132000000,74.3526,4.4656,6.2711,8.3086,
300582.SZ,с╒╥иль,20170502,31.05,31,31.12,30.7,30.86,1006734,31149832,-0.19,-0.6119,30.9415,3.0507,1018380000,,4073520000,33000000,0,132000000,73.8976,4.4382,6.2327,8.2578,
300582.SZ,с╒╥иль,20170503,30.86,30.86,31.25,30.6,31.05,1369374,42359636,0.19,0.6157,30.9336,4.1496,1024650000,,4098600000,33000000,0,132000000,74.3526,4.4656,6.2711,8.3086,
300582.SZ,с╒╥иль,20170504,31.05,31.08,31.08,30.4,30.4,1137210,34948633,-0.65,-2.0934,30.7319,3.4461,1003200000,,4012800000,33000000,0,132000000,72.7961,4.3721,6.1398,8.1347,
300582.SZ,с╒╥иль,20170505,30.4,30.25,30.47,29.82,29.82,1256176,37823047,-0.58,-1.9079,30.1097,3.8066,984060000,,3936240000,33000000,0,132000000,71.4072,4.2887,6.0226,7.9795,
300582.SZ,с╒╥иль,20170508,29.82,29.64,29.93,28.9,28.9,1089511,32161203,-0.92,-3.0852,29.5189,3.3015,953700000,,3814800000,33000000,0,132000000,69.2042,4.1564,5.8368,7.7333,
300582.SZ,с╒╥иль,20170509,28.9,28.9,29.67,28.8,29.55,989711,28961998,0.65,2.2491,29.2631,2.9991,975150000,,3900600000,33000000,0,132000000,70.7607,4.2498,5.9681,7.9073,
300582.SZ,с╒╥иль,20170510,29.55,29.59,29.93,29.01,29.01,1135450,33556210,-0.54,-1.8274,29.5532,3.4408,957330000,,3829320000,33000000,0,132000000,69.4676,4.1722,5.8591,7.7628,
300582.SZ,с╒╥иль,20170511,29.01,28.6,30.98,28.53,30.82,3495122,105448157,1.81,6.2392,30.1701,10.5913,1017060000,,4068240000,33000000,0,132000000,73.8018,4.4325,6.2246,8.2471,
300582.SZ,с╒╥иль,20170512,30.82,30.65,31.13,30.35,30.95,2026688,62417318,0.13,0.4218,30.7977,6.1415,1021350000,,4085400000,33000000,0,132000000,74.1131,4.4512,6.2509,8.2819,
300582.SZ,с╒╥иль,20170515,30.95,30.92,30.97,30.4,30.6,1077913,33092700,-0.35,-1.1309,30.7007,3.2664,1009800000,,4039200000,33000000,0,132000000,73.275,4.4009,6.1802,8.1882,
300582.SZ,с╒╥иль,20170516,30.6,30.6,31.61,30.42,31.56,1776745,55236751,0.96,3.1373,31.0887,5.3841,1041480000,,4165920000,33000000,0,132000000,75.5738,4.5389,6.3741,8.4451,
300582.SZ,с╒╥иль,20170517,31.56,31.58,31.88,31.18,31.3,1689357,53293345,-0.26,-0.8238,31.5465,5.1193,1032900000,,4131600000,33000000,0,132000000,74.9512,4.5015,6.3216,8.3755,
300582.SZ,с╒╥иль,20170518,31.3,31.25,31.67,31.03,31.38,1339882,42071188,0.08,0.2556,31.3992,4.0602,1035540000,,4142160000,33000000,0,132000000,75.1428,4.513,6.3377,8.3969,
300582.SZ,с╒╥иль,20170519,31.38,31.18,31.75,31.18,31.22,1273501,40087548,-0.16,-0.5099,31.4782,3.8591,1030260000,,4121040000,33000000,0,132000000,74.7597,4.49,6.3054,8.3541,
300582.SZ,с╒╥иль,20170522,31.22,31.02,31.22,28.81,29.03,1653877,49664408,-2.19,-7.0147,30.0291,5.0117,957990000,,3831960000,33000000,0,132000000,69.5155,4.1751,5.8631,7.7681,
300582.SZ,с╒╥иль,20170523,29.03,28.98,29.73,28.15,28.22,1311716,38056807,-0.81,-2.7902,29.013,3.9749,931260000,,3725040000,33000000,0,132000000,67.5758,4.0586,5.6995,7.5514,
300582.SZ,с╒╥иль,20170524,28.22,28.04,28.79,27.64,28.69,815061,23101356,0.47,1.6655,28.3431,2.4699,946770000,,3787080000,33000000,0,132000000,68.7013,4.1262,5.7944,7.6771,
300582.SZ,с╒╥иль,20170525,28.69,28.45,29.48,28,29.32,977102,28171614,0.63,2.1959,28.8318,2.9609,967560000,,3870240000,33000000,0,132000000,70.2099,4.2168,5.9217,7.8457,
300582.SZ,с╒╥иль,20170526,29.32,29.12,29.87,29.12,29.69,639003,18922823,0.37,1.2619,29.613,1.9364,979770000,,3919080000,33000000,0,132000000,71.0959,4.27,5.9964,7.9447,
300582.SZ,с╒╥иль,20170531,29.69,30.66,31.17,29.86,29.87,1252170,38145157,0.18,0.6063,30.4632,3.7945,985710000,,3942840000,33000000,0,132000000,71.5269,4.2959,6.0327,7.9929,
300582.SZ,с╒╥иль,20170601,29.87,29.3581,29.9453,27.5966,27.7171,1501956,28562931,-2.1529,-7.2077,19.0172,3.0343,911295000,,3645180000,49500000,0,198000000,66.1271,3.9716,5.5773,7.3895,
300582.SZ,с╒╥иль,20170602,27.7171,27.8526,28.9064,26.9041,28.4849,2027544,37513801,0.7678,2.7702,18.5021,4.096,936540000,,3746160000,49500000,0,198000000,67.959,4.0816,5.7318,7.5942,
300582.SZ,с╒╥иль,20170605,28.4849,28.4849,28.4849,28.4849,28.4849,,,0,0,,,936540000,,3746160000,49500000,0,198000000,67.959,4.0816,5.7318,7.5942,
300582.SZ,с╒╥иль,20170606,28.4849,28.4849,28.4849,28.4849,28.4849,,,0,0,,,936540000,,3746160000,49500000,0,198000000,67.959,4.0816,5.7318,7.5942,
300582.SZ,с╒╥иль,20170607,28.4849,28.4849,28.4849,28.4849,28.4849,,,0,0,,,936540000,,3746160000,49500000,0,198000000,67.959,4.0816,5.7318,7.5942,
300582.SZ,с╒╥иль,20170608,28.4849,28.4849,28.4849,28.4849,28.4849,,,0,0,,,936540000,,3746160000,49500000,0,198000000,67.959,4.0816,5.7318,7.5942,
300582.SZ,с╒╥иль,20170609,28.4849,28.4849,28.4849,28.4849,28.4849,,,0,0,,,936540000,,3746160000,49500000,0,198000000,67.959,4.0816,5.7318,7.5942,
300582.SZ,с╒╥иль,20170612,28.4849,28.4849,28.4849,28.4849,28.4849,,,0,0,,,936540000,,3746160000,49500000,0,198000000,67.959,4.0816,5.7318,7.5942,
300582.SZ,с╒╥иль,20170613,28.4849,28.4849,28.4849,28.4849,28.4849,,,0,0,,,936540000,,3746160000,49500000,0,198000000,67.959,4.0816,5.7318,7.5942,
300582.SZ,с╒╥иль,20170614,28.4849,28.4849,28.4849,28.4849,28.4849,,,0,0,,,936540000,,3746160000,49500000,0,198000000,67.959,4.0816,5.7318,7.5942,
300582.SZ,с╒╥иль,20170615,28.4849,28.4849,28.4849,28.4849,28.4849,,,0,0,,,936540000,,3746160000,49500000,0,198000000,67.959,4.0816,5.7318,7.5942,
300582.SZ,с╒╥иль,20170616,28.4849,28.4849,28.4849,28.4849,28.4849,,,0,0,,,936540000,,3746160000,49500000,0,198000000,67.959,4.0816,5.7318,7.5942,
300582.SZ,с╒╥иль,20170619,28.4849,28.4849,28.4849,28.4849,28.4849,,,0,0,,,936540000,,3746160000,49500000,0,198000000,67.959,4.0816,5.7318,7.5942,
300582.SZ,с╒╥иль,20170620,28.4849,28.4849,28.4849,28.4849,28.4849,,,0,0,,,936540000,,3746160000,49500000,0,198000000,67.959,4.0816,5.7318,7.5942,
300582.SZ,с╒╥иль,20170621,28.4849,28.4849,28.4849,28.4849,28.4849,,,0,0,,,936540000,,3746160000,49500000,0,198000000,67.959,4.0816,5.7318,7.5942,
300582.SZ,с╒╥иль,20170622,28.4849,28.4849,28.4849,28.4849,28.4849,,,0,0,,,936540000,,3746160000,49500000,0,198000000,67.959,4.0816,5.7318,7.5942,
300582.SZ,с╒╥иль,20170623,28.4849,28.4849,28.4849,28.4849,28.4849,,,0,0,,,936540000,,3746160000,49500000,0,198000000,67.959,4.0816,5.7318,7.5942,
300582.SZ,с╒╥иль,20170626,28.4849,28.4849,28.4849,28.4849,28.4849,,,0,0,,,936540000,,3746160000,49500000,0,198000000,67.959,4.0816,5.7318,7.5942,
300582.SZ,с╒╥иль,20170627,28.4849,28.4849,28.4849,28.4849,28.4849,,,0,0,,,936540000,,3746160000,49500000,0,198000000,67.959,4.0816,5.7318,7.5942,
300582.SZ,с╒╥иль,20170628,28.4849,28.4849,28.4849,28.4849,28.4849,,,0,0,,,936540000,,3746160000,49500000,0,198000000,67.959,4.0816,5.7318,7.5942,
300582.SZ,с╒╥иль,20170629,28.4849,28.4849,28.4849,28.4849,28.4849,,,0,0,,,936540000,,3746160000,49500000,0,198000000,67.959,4.0816,5.7318,7.5942,
300582.SZ,с╒╥иль,20170630,28.4849,28.4849,28.4849,28.4849,28.4849,,,0,0,,,936540000,,3746160000,49500000,0,198000000,67.959,4.0816,5.7318,7.5942,
300582.SZ,с╒╥иль,20170703,28.4849,28.4849,28.4849,28.4849,28.4849,,,0,0,,,936540000,,3746160000,49500000,0,198000000,67.959,4.0816,5.7318,7.5942,
300582.SZ,с╒╥иль,20170704,28.4849,28.4849,28.4849,28.4849,28.4849,,,0,0,,,936540000,,3746160000,49500000,0,198000000,67.959,4.0816,5.7318,7.5942,
300582.SZ,с╒╥иль,20170705,28.4849,28.4849,28.4849,28.4849,28.4849,,,0,0,,,936540000,,3746160000,49500000,0,198000000,67.959,4.0816,5.7318,7.5942,
300582.SZ,с╒╥иль,20170706,28.4849,28.4849,28.4849,28.4849,28.4849,,,0,0,,,936540000,,3746160000,49500000,0,198000000,67.959,4.0816,5.7318,7.5942,
300582.SZ,с╒╥иль,20170707,28.4849,28.4849,28.4849,28.4849,28.4849,,,0,0,,,936540000,,3746160000,49500000,0,198000000,67.959,4.0816,5.7318,7.5942,
300582.SZ,с╒╥иль,20170710,28.4849,28.4849,28.4849,28.4849,28.4849,,,0,0,,,936540000,,3746160000,49500000,0,198000000,67.959,4.0816,5.7318,7.5942,
