測鎢,潠備,�梪�,ヶ彶攫歎(啋),羲攫歎(啋),郔詢歎(啋),郔腴歎(啋),彶攫歎(啋),傖蝠講(嘖),傖蝠踢塗(啋),梀視(啋),梀視盟(%),歙歎(啋),遙忒薹(%),A嘖霜籵庈硉(啋),B嘖霜籵庈硉(啋),軞庈硉(啋),A嘖霜籵嘖掛(嘖),B嘖霜籵嘖掛(嘖),軞嘖掛(嘖),庈荅薹,庈噱薹,庈种薹,庈珋薹,
603566.SH,ぱ應螞,20150518,,22.35,22.35,22.35,22.35,40170,897800,6.83,44.0077,22.35,0.1004,894000000,,3576000000,40000000,0,160000000,25.4961,5.2409,7.5175,133.1907,
603566.SH,ぱ應螞,20150519,22.35,24.59,24.59,24.59,24.59,4131,101581,2.24,10.0224,24.5899,0.0103,983600000,,3934400000,40000000,0,160000000,28.0514,5.7662,8.2709,146.5395,
603566.SH,ぱ應螞,20150520,24.59,27.05,27.05,27.05,27.05,4700,127135,2.46,10.0041,27.05,0.0118,1082000000,,4328000000,40000000,0,160000000,30.8577,6.3431,9.0984,161.1994,
603566.SH,ぱ應螞,20150521,27.05,29.76,29.76,29.76,29.76,7400,220224,2.71,10.0185,29.76,0.0185,1190400000,,4761600000,40000000,0,160000000,33.9491,6.9785,10.0099,177.3492,
603566.SH,ぱ應螞,20150522,29.76,32.74,32.74,32.74,32.74,8600,281564,2.98,10.0134,32.74,0.0215,1309600000,,5238400000,40000000,0,160000000,37.3486,7.6773,11.0122,195.1079,
603566.SH,ぱ應螞,20150525,32.74,36.01,36.01,36.01,36.01,15100,543751,3.27,9.9878,36.01,0.0377,1440400000,,5761600000,40000000,0,160000000,41.0789,8.4441,12.1121,214.5949,
603566.SH,ぱ應螞,20150526,36.01,39.61,39.61,39.61,39.61,11716,464071,3.6,9.9972,39.61,0.0293,1584400000,,6337600000,40000000,0,160000000,45.1856,9.2883,13.323,236.0484,
603566.SH,ぱ應螞,20150527,39.61,43.57,43.57,43.57,43.57,16100,701477,3.96,9.9975,43.57,0.0403,1742800000,,6971200000,40000000,0,160000000,49.7031,10.2169,14.6549,259.6473,
603566.SH,ぱ應螞,20150528,43.57,47.93,47.93,47.93,47.93,33500,1605655,4.36,10.0069,47.93,0.0838,1917200000,,7668800000,40000000,0,160000000,54.6768,11.2393,16.1214,285.6299,
603566.SH,ぱ應螞,20150529,47.93,52.72,52.72,52.72,52.72,96000,5061120,4.79,9.9937,52.72,0.24,2108800000,,8435200000,40000000,0,160000000,60.1411,12.3625,17.7326,314.175,
603566.SH,ぱ應螞,20150601,52.72,57.99,57.99,57.99,57.99,15300,887247,5.27,9.9962,57.99,0.0382,2319600000,,9278400000,40000000,0,160000000,66.1529,13.5983,19.5052,345.5806,
603566.SH,ぱ應螞,20150602,57.99,63.79,63.79,63.79,63.79,44400,2832276,5.8,10.0017,63.79,0.111,2551600000,,10206400000,40000000,0,160000000,72.7693,14.9584,21.456,380.1446,
603566.SH,ぱ應螞,20150603,63.79,70.17,70.17,70.17,70.17,115300,8090601,6.38,10.0016,70.17,0.2883,2806800000,,11227200000,40000000,0,160000000,80.0474,16.4545,23.6019,418.165,
603566.SH,ぱ應螞,20150604,70.17,77.19,77.19,71.02,77.19,6952461,533478679,7.02,10.0043,76.7324,17.3812,3087600000,,12350400000,40000000,0,160000000,88.0555,18.1006,25.9631,459.9994,
603566.SH,ぱ應螞,20150605,77.19,74,84.91,71.16,84.91,22606077,1770456607,7.72,10.0013,78.3177,56.5152,3396400000,,13585600000,40000000,0,160000000,96.8622,19.9109,28.5598,506.0053,
603566.SH,ぱ應螞,20150608,84.91,78.9,78.9,76.42,76.42,3965400,305937801,-8.49,-9.9988,77.1518,9.9135,3056800000,,12227200000,40000000,0,160000000,87.1772,17.92,25.7042,455.4107,
603566.SH,ぱ應螞,20150609,76.42,68.78,74.88,68.78,68.78,14736120,1029652904,-7.64,-9.9974,69.8727,36.8403,2751200000,,11004800000,40000000,0,160000000,78.4617,16.1285,23.1344,409.8816,
603566.SH,ぱ應螞,20150610,68.78,66.9,74.96,65.01,71.48,12412209,879437062,2.7,3.9256,70.8526,31.0305,2859200000,,11436800000,40000000,0,160000000,81.5418,16.7616,24.0426,425.9717,
603566.SH,ぱ應螞,20150611,71.48,70.5,78.63,69.53,78.63,9298954,708369726,7.15,10.0028,76.1774,23.2474,3145200000,,12580800000,40000000,0,160000000,89.6982,18.4383,26.4475,468.5808,
603566.SH,ぱ應螞,20150612,78.63,85.48,86.49,71.5,72.82,16537480,1321454420,-5.81,-7.389,79.9066,41.3437,2912800000,,11651200000,40000000,0,160000000,83.0704,17.0759,24.4933,433.9572,
603566.SH,ぱ應螞,20150615,72.82,65.61,68,65.54,65.54,8327883,548816695,-7.28,-9.9973,65.9011,20.8197,2621600000,,10486400000,40000000,0,160000000,74.7656,15.3688,22.0446,390.5734,
603566.SH,ぱ應螞,20150616,65.54,62.5,62.79,58.99,59.12,8345812,504477683,-6.42,-9.7955,60.4468,20.8645,2364800000,,9459200000,40000000,0,160000000,67.4419,13.8633,19.8852,352.3146,
603566.SH,ぱ應螞,20150617,59.12,59.1,61.99,58.67,61.37,4893789,294020178,2.25,3.8058,60.0803,12.2345,2454800000,,9819200000,40000000,0,160000000,70.0087,14.3909,20.642,365.7231,
603566.SH,ぱ應螞,20150618,61.37,60.65,60.89,55.23,55.23,5632361,325643772,-6.14,-10.0049,57.8166,14.0809,2209200000,,8836800000,40000000,0,160000000,63.0044,12.9511,18.5768,329.1329,
603566.SH,ぱ應螞,20150619,55.23,53.15,59.32,52,53.28,4779874,260201732,-1.95,-3.5307,54.4369,11.9497,2131200000,,8524800000,40000000,0,160000000,60.7799,12.4939,17.9209,317.5122,
603566.SH,ぱ應螞,20150623,53.28,53.29,56.85,53,56.07,4442966,244535777,2.79,5.2365,55.0389,11.1074,2242800000,,8971200000,40000000,0,160000000,63.9626,13.1481,18.8594,334.1387,
603566.SH,ぱ應螞,20150624,56.07,57.8,58.5,54.58,55.78,4730322,266572919,-0.29,-0.5172,56.3541,11.8258,2231200000,,8924800000,40000000,0,160000000,63.6318,13.0801,18.7618,332.4105,
603566.SH,ぱ應螞,20150625,55.78,55.79,55.8,51.22,51.66,3495735,187577451,-4.12,-7.3862,53.6589,8.7393,2066400000,,8265600000,40000000,0,160000000,58.9319,12.114,17.376,307.8581,
603566.SH,ぱ應螞,20150626,51.66,50.5,50.5,46.49,46.49,3765947,180460730,-5.17,-10.0077,47.9191,9.4149,1859600000,,7438400000,40000000,0,160000000,53.0341,10.9016,15.6371,277.0485,
603566.SH,ぱ應螞,20150629,46.49,47.69,47.7,41.84,41.84,4684020,203947935,-4.65,-10.0022,43.5412,11.71,1673600000,,6694400000,40000000,0,160000000,47.7296,9.8112,14.073,249.3377,
603566.SH,ぱ應螞,20150630,41.84,41.7,45.01,37.67,44.85,5631768,231629518,3.01,7.1941,41.1291,14.0794,1794000000,,7176000000,40000000,0,160000000,51.1632,10.5171,15.0855,267.2752,
603566.SH,ぱ應螞,20150701,44.85,43.85,46.65,41.5,41.64,5087928,227932807,-3.21,-7.1572,44.7987,12.7198,1665600000,,6662400000,40000000,0,160000000,47.5014,9.7643,14.0058,248.1458,
603566.SH,ぱ應螞,20150702,41.64,42.3,43.5,39.99,40.95,3901956,162685051,-0.69,-1.6571,41.6932,9.7549,1638000000,,6552000000,40000000,0,160000000,46.7143,9.6025,13.7737,244.0339,
