´úÂë,¼ò³Æ,ÈÕÆÚ,Ç°ÊÕÅÌ¼Û(Ôª),¿ªÅÌ¼Û(Ôª),×î¸ß¼Û(Ôª),×îµÍ¼Û(Ôª),ÊÕÅÌ¼Û(Ôª),³É½»Á¿(¹É),³É½»½ð¶î(Ôª),ÕÇµø(Ôª),ÕÇµø·ù(%),¾ù¼Û(Ôª),»»ÊÖÂÊ(%),A¹ÉÁ÷Í¨ÊÐÖµ(Ôª),B¹ÉÁ÷Í¨ÊÐÖµ(Ôª),×ÜÊÐÖµ(Ôª),A¹ÉÁ÷Í¨¹É±¾(¹É),B¹ÉÁ÷Í¨¹É±¾(¹É),×Ü¹É±¾(¹É),ÊÐÓ¯ÂÊ,ÊÐ¾»ÂÊ,ÊÐÏúÂÊ,ÊÐÏÖÂÊ,
603027.SH,Ç§ºÌÎ¶Òµ,20160307,,11.03,13.23,11.03,13.23,38595,505992,4.04,43.9608,13.1103,0.0965,529200000,,2116800000,40000000,0,160000000,31.8167,4.5279,3.3946,-707.0695,
603027.SH,Ç§ºÌÎ¶Òµ,20160308,13.23,14.55,14.55,14.55,14.55,21966,319605,1.32,9.9773,14.55,0.0549,582000000,,2328000000,40000000,0,160000000,34.9911,4.9797,3.7332,-777.6161,
603027.SH,Ç§ºÌÎ¶Òµ,20160309,14.55,16.01,16.01,16.01,16.01,20600,329806,1.46,10.0344,16.01,0.0515,640400000,,2561600000,40000000,0,160000000,38.5023,5.4794,4.1079,-855.645,
603027.SH,Ç§ºÌÎ¶Òµ,20160310,16.01,17.61,17.61,17.61,17.61,37500,660375,1.6,9.9938,17.61,0.0938,704400000,,2817600000,40000000,0,160000000,42.3501,6.027,4.5184,-941.156,
603027.SH,Ç§ºÌÎ¶Òµ,20160311,17.61,19.37,19.37,19.37,19.37,246387,4772516,1.76,9.9943,19.37,0.616,774800000,,3099200000,40000000,0,160000000,46.5827,6.6293,4.97,-1035.2181,
603027.SH,Ç§ºÌÎ¶Òµ,20160314,19.37,21.31,21.31,21.31,21.31,222517,4741837,1.94,10.0155,21.31,0.5563,852400000,,3409600000,40000000,0,160000000,51.2482,7.2933,5.4677,-1138.9003,
603027.SH,Ç§ºÌÎ¶Òµ,20160315,21.31,23.44,23.44,23.44,23.44,158800,3722272,2.13,9.9953,23.44,0.397,937600000,,3750400000,40000000,0,160000000,56.3706,8.0223,6.0142,-1252.7369,
603027.SH,Ç§ºÌÎ¶Òµ,20160316,23.44,25.78,25.78,25.78,25.78,690510,17801348,2.34,9.9829,25.78,1.7263,1031200000,,4124800000,40000000,0,160000000,61.9981,8.8231,6.6146,-1377.7969,
603027.SH,Ç§ºÌÎ¶Òµ,20160317,25.78,28.35,28.36,26.81,28.36,20551543,573025624,2.58,10.0078,27.8824,51.3789,1134400000,,4537600000,40000000,0,160000000,68.2027,9.7061,7.2766,-1515.6833,
603027.SH,Ç§ºÌÎ¶Òµ,20160318,28.36,29,30.99,28.65,29.21,27823213,826648511,0.85,2.9972,29.7107,69.558,1168400000,,4673600000,40000000,0,160000000,70.2468,9.997,7.4947,-1561.1111,
