¥˙¬Î,ºÚ≥∆,»’∆⁄,«∞ ’≈Ãº€(‘™),ø™≈Ãº€(‘™),◊Ó∏ﬂº€(‘™),◊ÓµÕº€(‘™), ’≈Ãº€(‘™),≥…Ωª¡ø(π…),≥…ΩªΩ∂Ó(‘™),’«µ¯(‘™),’«µ¯∑˘(%),æ˘º€(‘™),ªª ÷¬ (%),Aπ…¡˜Õ® –÷µ(‘™),Bπ…¡˜Õ® –÷µ(‘™),◊‹ –÷µ(‘™),Aπ…¡˜Õ®π…±æ(π…),Bπ…¡˜Õ®π…±æ(π…),◊‹π…±æ(π…), –”Ø¬ , –æª¬ , –œ˙¬ , –œ÷¬ ,
688283.SH,¿§∫„À≥Œ¨,20220215,,37.88,42.78,37,37.53,13748836,538457744,3.73,11.0355,39.1639,78.4244,657950702.31,,3152520000,17531327,0,84000000,58.3681,20.7992,19.3533,168.4657,
688283.SH,¿§∫„À≥Œ¨,20220216,37.53,37.07,39.8,37.07,37.71,9058451,346823346,0.18,0.4796,38.2873,51.6701,661106341.17,,3167640000,17531327,0,84000000,58.6481,20.899,19.4461,169.2737,
688283.SH,¿§∫„À≥Œ¨,20220217,37.71,37.62,39.38,35.64,35.64,7564166,284971308,-2.07,-5.4893,37.6739,43.1466,624816494.28,,2993760000,17531327,0,84000000,55.4287,19.7518,18.3787,159.9818,
688283.SH,¿§∫„À≥Œ¨,20220218,35.64,34.56,34.8,33.11,33.5,5454190,184513306,-2.14,-6.0045,33.8296,31.1111,587299454.5,,2814000000,17531327,0,84000000,52.1005,18.5658,17.2751,150.3757,
688283.SH,¿§∫„À≥Œ¨,20220221,33.5,33.92,33.99,32.83,33.99,4898379,163763373,0.49,1.4627,33.4322,27.9407,595889804.73,,2855160000,17531327,0,84000000,52.8626,18.8373,17.5278,152.5752,
688283.SH,¿§∫„À≥Œ¨,20220222,33.99,33.62,33.75,32.8,32.86,2793015,92706438,-1.13,-3.3245,33.1922,15.9316,576079405.22,,2760240000,17531327,0,84000000,51.1052,18.2111,16.9451,147.5029,
688283.SH,¿§∫„À≥Œ¨,20220223,32.86,32.97,33.75,32.7,33.39,2833082,94379159,0.53,1.6129,33.3132,16.1601,585371008.53,,2804760000,17531327,0,84000000,51.9294,18.5048,17.2184,149.8819,
688283.SH,¿§∫„À≥Œ¨,20220224,33.39,33.15,33.72,30.79,31.28,4127386,132975385,-2.11,-6.3193,32.2178,23.5429,548379908.56,,2627520000,17531327,0,84000000,48.6479,17.3354,16.1303,140.4105,
688283.SH,¿§∫„À≥Œ¨,20220225,31.28,31.35,31.86,31,31.11,2426880,76476899,-0.17,-0.5435,31.5124,13.8431,545399582.97,,2613240000,17531327,0,84000000,51.527,17.2412,16.0426,139.6474,
688283.SH,¿§∫„À≥Œ¨,20220228,31.11,31.33,31.8,30.9,31.67,2041733,64211828,0.56,1.8001,31.4497,11.6462,555217126.09,,2660280000,17531327,0,84000000,52.4545,17.5516,16.3314,142.1611,
688283.SH,¿§∫„À≥Œ¨,20220301,31.67,31.67,32.16,31.48,31.72,1498682,47610683,0.05,0.1579,31.7684,8.5486,556093692.44,,2664480000,17531327,0,84000000,52.5373,17.5793,16.3572,142.3856,
688283.SH,¿§∫„À≥Œ¨,20220302,31.72,31.6,32.7,31.43,32.49,2056341,66064085,0.77,2.4275,32.127,11.7295,569592814.23,,2729160000,17531327,0,84000000,53.8126,18.006,16.7543,145.842,
688283.SH,¿§∫„À≥Œ¨,20220303,32.49,32.5,33.65,32.5,32.9,2936486,97252437,0.41,1.2619,33.1186,16.7499,576780658.3,,2763600000,17531327,0,84000000,54.4917,18.2333,16.9657,147.6824,
688283.SH,¿§∫„À≥Œ¨,20220304,32.9,32.9,33.45,32,32.33,2190588,71856272,-0.57,-1.7325,32.8023,12.4953,566787801.91,,2715720000,17531327,0,84000000,53.5476,17.9174,16.6718,145.1238,
688283.SH,¿§∫„À≥Œ¨,20220307,32.33,32.7,32.95,31,31.5,1802827,57643923,-0.83,-2.5673,31.9742,10.2835,552236800.5,,2646000000,17531327,0,84000000,52.1729,17.4574,16.2438,141.398,
688283.SH,¿§∫„À≥Œ¨,20220308,31.5,31.32,33.25,31.32,31.96,2675765,86711541,0.46,1.4603,32.4063,15.2628,560301210.92,,2684640000,17531327,0,84000000,52.9348,17.7123,16.481,143.4629,
688283.SH,¿§∫„À≥Œ¨,20220309,31.96,32.9,34.2,31.81,34.2,4030497,133807103,2.24,7.0088,33.1987,22.9903,599571383.4,,2872800000,17531327,0,84000000,56.6449,18.9537,17.6361,153.5179,
688283.SH,¿§∫„À≥Œ¨,20220310,34.2,34.5,34.9,33.3,34.09,3694187,125705415,-0.11,-0.3216,34.0279,21.0719,597642937.43,,2863560000,17531327,0,84000000,56.4627,18.8928,17.5794,153.0241,
688283.SH,¿§∫„À≥Œ¨,20220311,34.09,32.5,35.5,32.5,34.24,2758740,94467245,0.15,0.44,34.2429,15.7361,600272636.48,,2876160000,17531327,0,84000000,56.7111,18.9759,17.6567,153.6974,
