¥˙¬Î,ºÚ≥∆,»’∆⁄,«∞ ’≈Ãº€(‘™),ø™≈Ãº€(‘™),◊Ó∏ﬂº€(‘™),◊ÓµÕº€(‘™), ’≈Ãº€(‘™),≥…Ωª¡ø(π…),≥…ΩªΩ∂Ó(‘™),’«µ¯(‘™),’«µ¯∑˘(%),æ˘º€(‘™),ªª ÷¬ (%),Aπ…¡˜Õ® –÷µ(‘™),Bπ…¡˜Õ® –÷µ(‘™),◊‹ –÷µ(‘™),Aπ…¡˜Õ®π…±æ(π…),Bπ…¡˜Õ®π…±æ(π…),◊‹π…±æ(π…), –”Ø¬ , –æª¬ , –œ˙¬ , –œ÷¬ ,
600996.SH,πÛπ„Õ¯¬Á,20161226,,10.7,12.84,10.7,12.84,78700,1008368,3.92,43.9462,12.8128,0.0375,2696400000,,13386578782.44,210000000,0,1042568441,32.2252,6.5671,6.3666,-762.2545,
600996.SH,πÛπ„Õ¯¬Á,20161227,12.84,14.12,14.12,14.12,14.12,32860,463983,1.28,9.9688,14.12,0.0156,2965200000,,14721066386.92,210000000,0,1042568441,35.4376,7.2218,7.0013,-838.2424,
600996.SH,πÛπ„Õ¯¬Á,20161228,14.12,15.53,15.53,15.53,15.53,52800,819984,1.41,9.9858,15.53,0.0251,3261300000,,16191087888.73,210000000,0,1042568441,38.9764,7.9429,7.7005,-921.9479,
600996.SH,πÛπ„Õ¯¬Á,20161229,15.53,17.08,17.08,17.08,17.08,121005,2066765,1.55,9.9807,17.08,0.0576,3586800000,,17807068972.28,210000000,0,1042568441,42.8665,8.7357,8.469,-1013.9647,
600996.SH,πÛπ„Õ¯¬Á,20161230,17.08,18.79,18.79,18.79,18.79,945197,17760252,1.71,10.0117,18.79,0.4501,3945900000,,19589861006.39,210000000,0,1042568441,47.1581,9.6103,9.3169,-1115.4799,
600996.SH,πÛπ„Õ¯¬Á,20170103,18.79,19,20.67,18.5,20.67,107562352,2114629048,1.88,10.0053,19.6596,51.2202,4340700000,,21549889675.47,210000000,0,1042568441,51.8765,10.5718,9.4138,11.1452,
600996.SH,πÛπ„Õ¯¬Á,20170104,20.67,19.8,21.73,19.67,20.35,94065454,1924484235,-0.32,-1.5481,20.459,44.7931,4273500000,,21216267774.35,210000000,0,1042568441,51.0733,10.4082,9.2681,10.9726,
600996.SH,πÛπ„Õ¯¬Á,20170105,20.35,19.88,20,19,19.11,60161854,1172100567,-1.24,-6.0934,19.4825,28.6485,4013100000,,19923482907.51,210000000,0,1042568441,47.9613,9.774,8.7033,10.304,
600996.SH,πÛπ„Õ¯¬Á,20170106,19.11,18.82,18.82,17.42,17.6,49197072,888786293,-1.51,-7.9016,18.0658,23.4272,3696000000,,18349204561.6,210000000,0,1042568441,44.1715,9.0017,8.0156,9.4898,
600996.SH,πÛπ„Õ¯¬Á,20170109,17.6,17.3,17.53,17.1,17.3,27274573,470903409,-0.3,-1.7045,17.2653,12.9879,3633000000,,18036434029.3,210000000,0,1042568441,43.4186,8.8482,7.879,9.3281,
600996.SH,πÛπ„Õ¯¬Á,20170110,17.3,17.29,17.95,17.23,17.47,28663438,504353190,0.17,0.9827,17.5957,13.6493,3668700000,,18213670664.27,210000000,0,1042568441,43.8453,8.9352,7.9564,9.4198,
600996.SH,πÛπ„Õ¯¬Á,20170111,17.47,17.26,17.26,16.39,16.44,28838846,483464123,-1.03,-5.8958,16.7643,13.7328,3452400000,,17139825170.04,210000000,0,1042568441,41.2602,8.4084,7.4873,8.8644,
600996.SH,πÛπ„Õ¯¬Á,20170112,16.44,16.25,16.59,15.83,15.99,21522620,347992986,-0.45,-2.7372,16.1687,10.2489,3357900000,,16670669371.59,210000000,0,1042568441,40.1309,8.1782,7.2824,8.6217,
600996.SH,πÛπ„Õ¯¬Á,20170113,15.99,16,16.12,15.66,15.74,16466892,260968941,-0.25,-1.5635,15.8481,7.8414,3305400000,,16410027261.34,210000000,0,1042568441,39.5034,8.0504,7.1685,8.4869,
600996.SH,πÛπ„Õ¯¬Á,20170116,15.74,15.55,15.75,14.38,15.02,20910655,319720555,-0.72,-4.5743,15.2898,9.9575,3154200000,,15659377983.82,210000000,0,1042568441,37.6964,7.6821,6.8406,8.0987,
600996.SH,πÛπ„Õ¯¬Á,20170117,15.02,15,15.96,14.65,15.78,26874933,411864714,0.76,5.0599,15.3252,12.7976,3313800000,,16451729998.98,210000000,0,1042568441,39.6038,8.0708,7.1868,8.5085,
600996.SH,πÛπ„Õ¯¬Á,20170118,15.78,15.58,15.67,15.12,15.14,17181433,264205101,-0.64,-4.0558,15.3774,8.1816,3179400000,,15784486196.74,210000000,0,1042568441,37.9976,7.7435,6.8953,8.1634,
600996.SH,πÛπ„Õ¯¬Á,20170119,15.14,15.01,15.57,14.9,15.21,15712126,239899215,0.07,0.4624,15.2684,7.482,3194100000,,15857465987.61,210000000,0,1042568441,38.1733,7.7793,6.9272,8.2012,
