¥˙¬Î,ºÚ≥∆,»’∆⁄,«∞ ’≈Ãº€(‘™),ø™≈Ãº€(‘™),◊Ó∏ﬂº€(‘™),◊ÓµÕº€(‘™), ’≈Ãº€(‘™),≥…Ωª¡ø(π…),≥…ΩªΩ∂Ó(‘™),’«µ¯(‘™),’«µ¯∑˘(%),æ˘º€(‘™),ªª ÷¬ (%),Aπ…¡˜Õ® –÷µ(‘™),Bπ…¡˜Õ® –÷µ(‘™),◊‹ –÷µ(‘™),Aπ…¡˜Õ®π…±æ(π…),Bπ…¡˜Õ®π…±æ(π…),◊‹π…±æ(π…), –”Ø¬ , –æª¬ , –œ˙¬ , –œ÷¬ ,
300816.SZ,∞¨ø…¿∂,20200210,,24.34,29.2,24.34,29.2,100795,2929370,8.92,43.9842,29.0627,0.504,584000000,,2336000000,20000000,0,80000000,21.4587,8.4621,4.1274,-36.5712,
300816.SZ,∞¨ø…¿∂,20200211,29.2,32.12,32.12,32.12,32.12,21900,703428,2.92,10,32.12,0.1095,642400000,,2569600000,20000000,0,80000000,23.6046,9.3083,4.5401,-40.2284,
300816.SZ,∞¨ø…¿∂,20200212,32.12,35.33,35.33,35.33,35.33,35423,1251494,3.21,9.9938,35.33,0.1771,706600000,,2826400000,20000000,0,80000000,25.9636,10.2385,4.9938,-44.2487,
300816.SZ,∞¨ø…¿∂,20200213,35.33,38.86,38.86,38.86,38.86,49600,1927456,3.53,9.9915,38.86,0.248,777200000,,3108800000,20000000,0,80000000,28.5577,11.2615,5.4928,-48.6698,
300816.SZ,∞¨ø…¿∂,20200214,38.86,42.75,42.75,42.75,42.75,121795,5206736,3.89,10.0103,42.75,0.609,855000000,,3420000000,20000000,0,80000000,31.4165,12.3888,6.0426,-53.5418,
300816.SZ,∞¨ø…¿∂,20200217,42.75,47.03,47.03,47.03,47.03,59141,2781401,4.28,10.0117,47.03,0.2957,940600000,,3762400000,20000000,0,80000000,34.5618,13.6292,6.6476,-58.9022,
300816.SZ,∞¨ø…¿∂,20200218,47.03,51.73,51.73,48.48,51.73,8823788,447876604,4.7,9.9936,50.7579,44.1189,1034600000,,4138400000,20000000,0,80000000,38.0157,14.9912,7.3119,-64.7887,
300816.SZ,∞¨ø…¿∂,20200219,51.73,51,56.39,49.58,52.23,11462180,605441038,0.5,0.9666,52.8208,57.3109,1044600000,,4178400000,20000000,0,80000000,38.3832,15.1361,7.3826,-65.4149,
300816.SZ,∞¨ø…¿∂,20200220,52.23,50,50.82,47.81,48.99,7733739,381007499,-3.24,-6.2033,49.2656,38.6687,979800000,,3919200000,20000000,0,80000000,36.0022,14.1972,6.9246,-61.357,
300816.SZ,∞¨ø…¿∂,20200221,48.99,48.01,48.1,47,47.23,5490562,260419074,-1.76,-3.5926,47.4303,27.4528,944600000,,3778400000,20000000,0,80000000,34.7087,13.6871,6.6759,-59.1527,
300816.SZ,∞¨ø…¿∂,20200224,47.23,46.5,47.87,46.16,47.23,3849503,182136175,0,0,47.3142,19.2475,944600000,,3778400000,20000000,0,80000000,36.5493,13.6871,6.6759,-59.1527,
300816.SZ,∞¨ø…¿∂,20200225,47.23,45.5,46.98,43.91,45.87,4273686,195163365,-1.36,-2.8795,45.6663,21.3684,917400000,,3669600000,20000000,0,80000000,35.4969,13.293,6.4836,-57.4494,
300816.SZ,∞¨ø…¿∂,20200226,45.87,45.87,47.25,45.58,46.42,4121797,192420973,0.55,1.199,46.6838,20.609,928400000,,3713600000,20000000,0,80000000,35.9225,13.4524,6.5614,-58.1383,
300816.SZ,∞¨ø…¿∂,20200227,46.42,45.89,45.89,43.92,44.86,3481725,155954186,-1.56,-3.3606,44.7922,17.4086,897200000,,3588800000,20000000,0,80000000,34.7153,13.0003,6.3409,-56.1845,
300816.SZ,∞¨ø…¿∂,20200228,44.86,42.5,43.41,40.39,40.6,3621390,151561506,-4.26,-9.4962,41.8517,18.1069,812000000,,3248000000,20000000,0,80000000,31.4186,11.7658,5.7387,-50.8491,
300816.SZ,∞¨ø…¿∂,20200302,40.6,40.98,42.07,40.9,41.95,2526015,104758406,1.35,3.3251,41.4718,12.6301,839000000,,3356000000,20000000,0,80000000,32.4634,12.157,5.9295,-52.5399,
300816.SZ,∞¨ø…¿∂,20200303,41.95,42.48,43.04,41.53,41.79,2693709,114198979,-0.16,-0.3814,42.3947,13.4685,835800000,,3343200000,20000000,0,80000000,32.3395,12.1106,5.9069,-52.3395,
300816.SZ,∞¨ø…¿∂,20200304,41.79,41.37,45.97,41,45.97,3720379,164594160,4.18,10.0024,44.2412,18.6019,919400000,,3677600000,20000000,0,80000000,35.5743,13.322,6.4978,-57.5747,
300816.SZ,∞¨ø…¿∂,20200305,45.97,47.96,49.97,46.26,46.72,6607799,316140692,0.75,1.6315,47.8436,33.039,934400000,,3737600000,20000000,0,80000000,36.1547,13.5393,6.6038,-58.514,
300816.SZ,∞¨ø…¿∂,20200306,46.72,45,46.01,44.5,45.36,3440815,155202973,-1.36,-2.911,45.1065,17.2041,907200000,,3628800000,20000000,0,80000000,35.1022,13.1452,6.4115,-56.8107,
300816.SZ,∞¨ø…¿∂,20200309,45.36,42.85,43.81,41.7,42.15,2885650,123295707,-3.21,-7.0767,42.7272,14.4283,843000000,,3372000000,20000000,0,80000000,32.6181,12.2149,5.9578,-52.7903,
300816.SZ,∞¨ø…¿∂,20200310,42.15,41.19,43.91,41.14,43.72,2672377,114447929,1.57,3.7248,42.8263,13.3619,874400000,,3497600000,20000000,0,80000000,33.8331,12.6699,6.1797,-54.7567,
300816.SZ,∞¨ø…¿∂,20200311,43.72,43.85,43.99,42.34,42.64,2560701,110922289,-1.08,-2.4703,43.3172,12.8035,852800000,,3411200000,20000000,0,80000000,32.9973,12.3569,6.0271,-53.404,
300816.SZ,∞¨ø…¿∂,20200312,42.64,41.78,42.35,41.1,41.37,1565256,65205247,-1.27,-2.9784,41.6579,7.8263,827400000,,3309600000,20000000,0,80000000,32.0145,11.9889,5.8476,-51.8134,
300816.SZ,∞¨ø…¿∂,20200313,41.37,37.9,40.35,37.9,39.77,1868716,73360583,-1.6,-3.8675,39.2572,9.3436,795400000,,3181600000,20000000,0,80000000,30.7763,11.5252,5.6214,-49.8095,
300816.SZ,∞¨ø…¿∂,20200316,39.77,40.21,40.45,37.16,37.35,1759504,68751020,-2.42,-6.085,39.0741,8.7975,747000000,,2988000000,20000000,0,80000000,28.9036,10.8239,5.2793,-46.7786,
300816.SZ,∞¨ø…¿∂,20200317,37.35,37.5,38.25,35.38,38.06,1702406,62986298,0.71,1.9009,36.9984,8.512,761200000,,3044800000,20000000,0,80000000,29.453,11.0297,5.3797,-47.6679,
300816.SZ,∞¨ø…¿∂,20200318,38.06,38.35,39.96,38.3,38.32,1898001,74022374,0.26,0.6831,39.0002,9.49,766400000,,3065600000,20000000,0,80000000,29.6543,11.105,5.4165,-47.9935,
300816.SZ,∞¨ø…¿∂,20200319,38.32,38.21,38.7,36.88,38.51,1446162,54845967,0.19,0.4958,37.9252,7.2308,770200000,,3080800000,20000000,0,80000000,29.8013,11.1601,5.4433,-48.2315,
300816.SZ,∞¨ø…¿∂,20200320,38.51,38.92,39.37,38.32,39.14,1129870,43893187,0.63,1.6359,38.848,5.6494,782800000,,3131200000,20000000,0,80000000,30.2888,11.3427,5.5324,-49.0205,
300816.SZ,∞¨ø…¿∂,20200323,39.14,37.78,38.83,37.5,37.87,1063414,40565041,-1.27,-3.2448,38.146,5.3171,757400000,,3029600000,20000000,0,80000000,29.306,10.9746,5.3528,-47.4299,
300816.SZ,∞¨ø…¿∂,20200324,37.87,38.78,39.62,38.03,39.62,1612482,62761774,1.75,4.6211,38.9225,8.0624,792400000,,3169600000,20000000,0,80000000,30.6603,11.4818,5.6002,-49.6217,
300816.SZ,∞¨ø…¿∂,20200325,39.62,40.55,40.74,39.5,39.55,1620008,64682456,-0.07,-0.1767,39.9272,8.1,791000000,,3164000000,20000000,0,80000000,30.6061,11.4615,5.5903,-49.534,
300816.SZ,∞¨ø…¿∂,20200326,39.55,39.15,39.26,37.88,37.88,1290541,49655852,-1.67,-4.2225,38.4768,6.4527,757600000,,3030400000,20000000,0,80000000,29.3138,10.9775,5.3543,-47.4424,
300816.SZ,∞¨ø…¿∂,20200327,37.88,38.05,38.61,37.35,37.35,790966,30047334,-0.53,-1.3992,37.9881,3.9548,747000000,,2988000000,20000000,0,80000000,28.9036,10.8239,5.2793,-46.7786,
300816.SZ,∞¨ø…¿∂,20200330,37.35,37.2,37.2,35.38,35.98,944966,33988674,-1.37,-3.668,35.9681,4.7248,719600000,,2878400000,20000000,0,80000000,27.8434,10.4269,5.0857,-45.0628,
300816.SZ,∞¨ø…¿∂,20200331,35.98,36.49,36.62,35.74,36.11,602916,21780102,0.13,0.3613,36.1246,3.0146,722200000,,2888800000,20000000,0,80000000,27.944,10.4646,5.1041,-45.2256,
300816.SZ,∞¨ø…¿∂,20200401,36.11,35.97,36.76,35.8,35.8,704304,25569746,-0.31,-0.8585,36.305,3.5215,716000000,,2864000000,20000000,0,80000000,27.7041,10.3747,5.0603,-44.8373,
300816.SZ,∞¨ø…¿∂,20200402,35.8,35.51,36.48,35.38,36.26,780301,28055649,0.46,1.2849,35.9549,3.9015,725200000,,2900800000,20000000,0,80000000,28.0601,10.508,5.1253,-45.4135,
300816.SZ,∞¨ø…¿∂,20200403,36.26,36.17,36.8,36.01,36.1,820300,29893525,-0.16,-0.4413,36.4422,4.1015,722000000,,2888000000,20000000,0,80000000,27.9363,10.4617,5.1027,-45.2131,
300816.SZ,∞¨ø…¿∂,20200407,36.1,36.6,36.94,36.51,36.83,957039,35167841,0.73,2.0222,36.7465,4.7852,736600000,,2946400000,20000000,0,80000000,28.5012,10.6732,5.2058,-46.1274,
300816.SZ,∞¨ø…¿∂,20200408,36.83,36.78,37.94,36.5,37.55,1121069,41877147,0.72,1.9549,37.3547,5.6053,751000000,,3004000000,20000000,0,80000000,29.0584,10.8819,5.3076,-47.0291,
300816.SZ,∞¨ø…¿∂,20200409,37.55,37.55,37.75,37.01,37.05,1079703,40163855,-0.5,-1.3316,37.199,5.3985,741000000,,2964000000,20000000,0,80000000,28.6715,10.737,5.2369,-46.4029,
300816.SZ,∞¨ø…¿∂,20200410,37.05,37.05,37.08,35.45,35.47,1192675,42915994,-1.58,-4.2645,35.983,5.9634,709400000,,2837600000,20000000,0,80000000,27.4488,10.2791,5.0136,-44.424,
300816.SZ,∞¨ø…¿∂,20200413,35.47,35.47,35.47,34.77,34.88,585200,20473194,-0.59,-1.6634,34.985,2.926,697600000,,2790400000,20000000,0,80000000,26.9922,10.1081,4.9302,-43.6851,
300816.SZ,∞¨ø…¿∂,20200414,34.88,34.88,35.48,34.88,35.4,597498,21010556,0.52,1.4908,35.1642,2.9875,708000000,,2832000000,20000000,0,80000000,27.3946,10.2588,5.0037,-44.3364,
300816.SZ,∞¨ø…¿∂,20200415,35.4,35.38,35.65,35,35,553438,19559134,-0.4,-1.1299,35.3411,2.7672,700000000,,2800000000,20000000,0,80000000,27.085,10.1429,4.9472,-43.8354,
300816.SZ,∞¨ø…¿∂,20200416,35,35.01,35.41,34.8,35.06,422600,14828404,0.06,0.1714,35.0885,2.113,701200000,,2804800000,20000000,0,80000000,27.1315,10.1603,4.9557,-43.9105,
300816.SZ,∞¨ø…¿∂,20200417,35.06,35.22,35.65,35.18,35.21,708093,25054678,0.15,0.4278,35.3833,3.5405,704200000,,2816800000,20000000,0,80000000,27.2476,10.2038,4.9769,-44.0984,
300816.SZ,∞¨ø…¿∂,20200420,35.21,35.5,36.36,35.2,36.02,855000,30693447,0.81,2.3005,35.8988,4.275,720400000,,2881600000,20000000,0,80000000,27.8744,10.4385,5.0914,-45.1129,
300816.SZ,∞¨ø…¿∂,20200421,36.02,36.3,36.3,35.5,35.81,720766,25870363,-0.21,-0.583,35.8929,3.6038,716200000,,2864800000,20000000,0,80000000,27.7119,10.3776,5.0617,-44.8499,
300816.SZ,∞¨ø…¿∂,20200422,35.81,35.57,36.27,35.29,36.13,631189,22687687,0.32,0.8936,35.9444,3.1559,722600000,,2890400000,20000000,0,80000000,27.9595,10.4704,5.1069,-45.2507,
300816.SZ,∞¨ø…¿∂,20200423,36.13,36.02,36.46,35.82,35.82,665666,24046198,-0.31,-0.858,36.1235,3.3283,716400000,,2865600000,20000000,0,80000000,27.7196,10.3805,5.0631,-44.8624,
300816.SZ,∞¨ø…¿∂,20200424,35.82,35.7,38.87,35.6,37.39,2312011,86430373,1.57,4.383,37.3832,11.5601,747800000,,2991200000,20000000,0,80000000,28.9346,10.8355,5.285,-46.8287,
300816.SZ,∞¨ø…¿∂,20200427,37.39,37.02,38.54,36.45,38.35,1729910,64697725,0.96,2.5675,37.3995,8.6495,767000000,,3068000000,20000000,0,80000000,29.6775,11.1137,5.4207,-48.0311,
