代码,简称,日期,前收盘价(元),开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(股),成交金额(元),涨跌(元),涨跌幅(%),均价(元),换手率(%),A股流通市值(元),B股流通市值(元),总市值(元),A股流通股本(股),B股流通股本(股),总股本(股),市盈率,市净率,市销率,市现率,
430718.BJ,合肥高科,20141118,,5.6,5.6,5.6,5.6,1000000,5600000,,,5.6,,0,,380800000,0,0,68000000,33.7725,2.214,1.2295,228.3078,
430718.BJ,合肥高科,20141119,5.6,5.6,5.6,5.6,5.6,,,0,0,,,0,,380800000,0,0,68000000,33.7725,2.214,1.2295,228.3078,
430718.BJ,合肥高科,20141120,5.6,5.6,5.6,5.6,5.6,,,0,0,,,0,,380800000,0,0,68000000,33.7725,2.214,1.2295,228.3078,
430718.BJ,合肥高科,20141121,5.6,5.6,5.6,5.6,5.6,300000,1680000,0,0,5.6,,0,,380800000,0,0,68000000,33.7725,2.214,1.2295,228.3078,
430718.BJ,合肥高科,20141124,5.6,5.6,5.6,5.6,5.6,200000,1120000,0,0,5.6,,0,,380800000,0,0,68000000,33.7725,2.214,1.2295,228.3078,
430718.BJ,合肥高科,20141125,5.6,5.6,5.6,5.6,5.6,,,0,0,,,0,,380800000,0,0,68000000,33.7725,2.214,1.2295,228.3078,
430718.BJ,合肥高科,20141126,5.6,5.6,5.6,5.6,5.6,,,0,0,,,0,,380800000,0,0,68000000,33.7725,2.214,1.2295,228.3078,
430718.BJ,合肥高科,20141127,5.6,5.6,5.6,5.6,5.6,,,0,0,,,0,,380800000,0,0,68000000,33.7725,2.214,1.2295,228.3078,
430718.BJ,合肥高科,20141128,5.6,5.6,5.6,5.6,5.6,,,0,0,,,0,,380800000,0,0,68000000,33.7725,2.214,1.2295,228.3078,
430718.BJ,合肥高科,20141201,5.6,5.6,5.6,5.6,5.6,,,0,0,,,0,,380800000,0,0,68000000,33.7725,2.214,1.2295,228.3078,
430718.BJ,合肥高科,20141202,5.6,5.6,5.6,5.6,5.6,,,0,0,,,0,,380800000,0,0,68000000,33.7725,2.214,1.2295,228.3078,
430718.BJ,合肥高科,20141203,5.6,5.65,5.65,5.64,5.65,70000,395450,0.05,0.8929,5.6493,,0,,384200000,0,0,68000000,34.074,2.2337,1.2405,230.3463,
430718.BJ,合肥高科,20141204,5.65,5.65,5.65,5.65,5.65,,,0,0,,,0,,384200000,0,0,68000000,34.074,2.2337,1.2405,230.3463,
430718.BJ,合肥高科,20141205,5.65,5.65,5.65,5.65,5.65,5000,28250,0,0,5.65,,0,,384200000,0,0,68000000,34.074,2.2337,1.2405,230.3463,
430718.BJ,合肥高科,20141208,5.65,5.65,5.65,5.65,5.65,,,0,0,,,0,,384200000,0,0,68000000,34.074,2.2337,1.2405,230.3463,
430718.BJ,合肥高科,20141209,5.65,5.65,5.65,5.65,5.65,,,0,0,,,0,,384200000,0,0,68000000,34.074,2.2337,1.2405,230.3463,
430718.BJ,合肥高科,20141210,5.65,5.65,5.65,5.65,5.65,,,0,0,,,0,,384200000,0,0,68000000,34.074,2.2337,1.2405,230.3463,
430718.BJ,合肥高科,20141211,5.65,5.55,5.55,5.55,5.55,1000,5550,-0.1,-1.7699,5.55,,0,,377400000,0,0,68000000,33.4709,2.1942,1.2185,226.2693,
430718.BJ,合肥高科,20141212,5.55,5.55,5.55,5.55,5.55,1000,5550,0,0,5.55,,0,,377400000,0,0,68000000,33.4709,2.1942,1.2185,226.2693,
430718.BJ,合肥高科,20141215,5.55,5.55,5.55,5.55,5.55,,,0,0,,,0,,377400000,0,0,68000000,33.4709,2.1942,1.2185,226.2693,
430718.BJ,合肥高科,20141216,5.55,5.65,5.65,5.55,5.55,33000,183450,0,0,5.5591,,0,,377400000,0,0,68000000,33.4709,2.1942,1.2185,226.2693,
430718.BJ,合肥高科,20141217,5.55,5.55,5.55,5.55,5.55,,,0,0,,,0,,377400000,0,0,68000000,33.4709,2.1942,1.2185,226.2693,
430718.BJ,合肥高科,20141218,5.55,5.55,5.55,5.55,5.55,,,0,0,,,0,,377400000,0,0,68000000,33.4709,2.1942,1.2185,226.2693,
430718.BJ,合肥高科,20141219,5.55,6.94,7.05,6.16,6.6,43000,284370,1.05,18.9189,6.6133,,0,,448800000,0,0,68000000,39.8033,2.6093,1.449,269.077,
430718.BJ,合肥高科,20141222,6.6,6.27,6.27,6.15,6.15,44000,272810,-0.45,-6.8182,6.2002,,0,,418200000,0,0,68000000,37.0894,2.4314,1.3502,250.7309,
430718.BJ,合肥高科,20141223,6.15,6.2,6.2,6.2,6.2,259000,1605800,0.05,0.813,6.2,,0,,421600000,0,0,68000000,37.391,2.4512,1.3612,252.7693,
430718.BJ,合肥高科,20141224,6.2,6.3,6.3,6.3,6.3,1000,6300,0.1,1.6129,6.3,,0,,428400000,0,0,68000000,37.994,2.4907,1.3832,256.8463,
430718.BJ,合肥高科,20141225,6.3,6.3,6.3,6.25,6.25,2000,12550,-0.05,-0.7937,6.275,,0,,425000000,0,0,68000000,37.6925,2.4709,1.3722,254.8078,
430718.BJ,合肥高科,20141226,6.25,6.25,6.35,6.2,6.2,5000,31400,-0.05,-0.8,6.28,,0,,421600000,0,0,68000000,37.391,2.4512,1.3612,252.7693,
430718.BJ,合肥高科,20141229,6.2,6.2,6.2,6.2,6.2,,,0,0,,,0,,421600000,0,0,68000000,37.391,2.4512,1.3612,252.7693,
430718.BJ,合肥高科,20141230,6.2,6.2,6.2,6.2,6.2,,,0,0,,,0,,421600000,0,0,68000000,37.391,2.4512,1.3612,252.7693,
430718.BJ,合肥高科,20141231,6.2,6.2,6.2,6.2,6.2,,,0,0,,,0,,421600000,0,0,68000000,37.391,2.4512,1.3612,252.7693,
430718.BJ,合肥高科,20150105,6.2,6.3,6.3,6.3,6.3,1000,6300,0.1,1.6129,6.3,,0,,428400000,0,0,68000000,37.994,2.4907,1.2881,756.2639,
430718.BJ,合肥高科,20150106,6.3,6.2,6.25,6.2,6.25,2000,12450,-0.05,-0.7937,6.225,,0,,425000000,0,0,68000000,37.6925,2.4709,1.2779,750.2618,
430718.BJ,合肥高科,20150107,6.25,6.3,6.3,6.3,6.3,1000,6300,0.05,0.8,6.3,,0,,428400000,0,0,68000000,37.994,2.4907,1.2881,756.2639,
430718.BJ,合肥高科,20150108,6.3,6.2,6.2,6.2,6.2,4000,24800,-0.1,-1.5873,6.2,,0,,421600000,0,0,68000000,37.391,2.4512,1.2677,744.2597,
430718.BJ,合肥高科,20150109,6.2,6.2,6.2,6.2,6.2,,,0,0,,,0,,421600000,0,0,68000000,37.391,2.4512,1.2677,744.2597,
430718.BJ,合肥高科,20150112,6.2,6.2,6.2,6.05,6.05,3000,18300,-0.15,-2.4194,6.1,,0,,411400000,0,0,68000000,36.4863,2.3919,1.237,726.2534,
430718.BJ,合肥高科,20150113,6.05,6.05,6.05,6.05,6.05,,,0,0,,,0,,411400000,0,0,68000000,36.4863,2.3919,1.237,726.2534,
430718.BJ,合肥高科,20150114,6.05,6.1,6.1,6.1,6.1,2000,12200,0.05,0.8264,6.1,,0,,414800000,0,0,68000000,36.7879,2.4116,1.2472,732.2556,
430718.BJ,合肥高科,20150115,6.1,6.2,6.2,6.2,6.2,2000,12400,0.1,1.6393,6.2,,0,,421600000,0,0,68000000,37.391,2.4512,1.2677,744.2597,
430718.BJ,合肥高科,20150116,6.2,6.2,6.2,6.2,6.2,,,0,0,,,0,,421600000,0,0,68000000,37.391,2.4512,1.2677,744.2597,
430718.BJ,合肥高科,20150119,6.2,6.1,6.2,6.1,6.2,2000,12300,0,0,6.15,,0,,421600000,0,0,68000000,37.391,2.4512,1.2677,744.2597,
430718.BJ,合肥高科,20150120,6.2,6.15,6.2,6.15,6.2,3000,18550,0,0,6.1833,,0,,421600000,0,0,68000000,37.391,2.4512,1.2677,744.2597,
430718.BJ,合肥高科,20150121,6.2,6.19,6.19,6.19,6.19,1000,6190,-0.01,-0.1613,6.19,,0,,420920000,0,0,68000000,37.3307,2.4472,1.2656,743.0593,
430718.BJ,合肥高科,20150122,6.19,6.19,6.19,6.19,6.19,,,0,0,,,0,,420920000,0,0,68000000,37.3307,2.4472,1.2656,743.0593,
430718.BJ,合肥高科,20150123,6.19,6.19,6.19,6.19,6.19,,,0,0,,,0,,420920000,0,0,68000000,37.3307,2.4472,1.2656,743.0593,
430718.BJ,合肥高科,20150126,6.19,6.2,6.2,6.2,6.2,2000,12400,0.01,0.1616,6.2,,0,,421600000,0,0,68000000,37.391,2.4512,1.2677,744.2597,
430718.BJ,合肥高科,20150127,6.2,6.3,6.45,6.3,6.45,5000,31920,0.25,4.0323,6.384,,0,,438600000,0,0,68000000,38.8987,2.55,1.3188,774.2702,
430718.BJ,合肥高科,20150128,6.45,6.45,6.57,6.45,6.57,3000,19520,0.12,1.8605,6.5067,,0,,446760000,0,0,68000000,39.6224,2.5974,1.3433,788.6752,
430718.BJ,合肥高科,20150129,6.57,6.27,6.27,6.27,6.27,3000,18810,-0.3,-4.5662,6.27,,0,,426360000,0,0,68000000,37.8131,2.4788,1.282,752.6627,
430718.BJ,合肥高科,20150130,6.27,6.27,6.27,6.27,6.27,,,0,0,,,0,,426360000,0,0,68000000,37.8131,2.4788,1.282,752.6627,
430718.BJ,合肥高科,20150202,6.27,6.27,6.27,6.27,6.27,,,0,0,,,0,,426360000,0,0,68000000,37.8131,2.4788,1.282,752.6627,
430718.BJ,合肥高科,20150203,6.27,6.27,6.27,6.27,6.27,,,0,0,,,0,,426360000,0,0,68000000,37.8131,2.4788,1.282,752.6627,
430718.BJ,合肥高科,20150204,6.27,6.27,6.27,6.27,6.27,,,0,0,,,0,,426360000,0,0,68000000,37.8131,2.4788,1.282,752.6627,
430718.BJ,合肥高科,20150205,6.27,6.25,6.25,6.2,6.2,2000,12450,-0.07,-1.1164,6.225,,0,,421600000,0,0,68000000,37.391,2.4512,1.2677,744.2597,
430718.BJ,合肥高科,20150206,6.2,6.45,6.45,6.45,6.45,1000,6450,0.25,4.0323,6.45,,0,,438600000,0,0,68000000,38.8987,2.55,1.3188,774.2702,
430718.BJ,合肥高科,20150209,6.45,6.25,6.25,6.18,6.18,3000,18630,-0.27,-4.186,6.21,,0,,420240000,0,0,68000000,37.2703,2.4433,1.2636,741.8589,
430718.BJ,合肥高科,20150210,6.18,6.18,6.18,6.18,6.18,,,0,0,,,0,,420240000,0,0,68000000,37.2703,2.4433,1.2636,741.8589,
430718.BJ,合肥高科,20150211,6.18,6.2,6.2,6.2,6.2,1000,6200,0.02,0.3236,6.2,,0,,421600000,0,0,68000000,37.391,2.4512,1.2677,744.2597,
430718.BJ,合肥高科,20150212,6.2,6.2,6.2,6.2,6.2,1000,6200,0,0,6.2,,0,,421600000,0,0,68000000,37.391,2.4512,1.2677,744.2597,
430718.BJ,合肥高科,20150213,6.2,6.18,6.18,6.15,6.15,2000,12330,-0.05,-0.8065,6.165,,0,,418200000,0,0,68000000,37.0894,2.4314,1.2575,738.2576,
430718.BJ,合肥高科,20150216,6.15,6.15,6.15,6.15,6.15,1000,6150,0,0,6.15,,0,,418200000,0,0,68000000,37.0894,2.4314,1.2575,738.2576,
430718.BJ,合肥高科,20150217,6.15,6.25,6.25,6.25,6.25,1000,6250,0.1,1.626,6.25,,0,,425000000,0,0,68000000,37.6925,2.4709,1.2779,750.2618,
430718.BJ,合肥高科,20150225,6.25,6.2,6.2,6.04,6.04,4000,24420,-0.21,-3.36,6.105,,0,,410720000,0,0,68000000,36.426,2.3879,1.235,725.053,
430718.BJ,合肥高科,20150226,6.04,6.04,6.04,6.04,6.04,,,0,0,,,0,,410720000,0,0,68000000,36.426,2.3879,1.235,725.053,
430718.BJ,合肥高科,20150227,6.04,6.04,6.04,6.04,6.04,,,0,0,,,0,,410720000,0,0,68000000,36.426,2.3879,1.235,725.053,
430718.BJ,合肥高科,20150302,6.04,6.2,6.3,6.2,6.3,3000,18700,0.26,4.3046,6.2333,,0,,428400000,0,0,68000000,37.994,2.4907,1.2881,756.2639,
430718.BJ,合肥高科,20150303,6.3,6.3,6.73,6.3,6.73,27000,176800,0.43,6.8254,6.5481,,0,,457640000,0,0,68000000,40.5873,2.6607,1.3761,807.8819,
430718.BJ,合肥高科,20150304,6.73,6.42,6.7,6.42,6.6,9000,58810,-0.13,-1.9316,6.5344,,0,,448800000,0,0,68000000,39.8033,2.6093,1.3495,792.2765,
430718.BJ,合肥高科,20150305,6.6,6.69,7.15,6.5,6.5,114000,748840,-0.1,-1.5152,6.5688,,0,,442000000,0,0,68000000,39.2002,2.5698,1.329,780.2723,
430718.BJ,合肥高科,20150306,6.5,7.1,7.5,7.1,7.5,14000,102250,1,15.3846,7.3036,,0,,510000000,0,0,68000000,45.231,2.9651,1.5335,900.3141,
430718.BJ,合肥高科,20150309,7.5,7.6,8.7,7.6,8.7,47000,391380,1.2,16,8.3272,,0,,591600000,0,0,68000000,52.468,3.4395,1.7789,1044.3645,
430718.BJ,合肥高科,20150310,8.7,8.72,8.75,7.78,7.79,77000,645600,-0.91,-10.4598,8.3844,,0,,529720000,0,0,68000000,46.9799,3.0798,1.5928,935.1263,
430718.BJ,合肥高科,20150311,7.79,7.79,7.79,7.79,7.79,,,0,0,,,0,,529720000,0,0,68000000,46.9799,3.0798,1.5928,935.1263,
430718.BJ,合肥高科,20150312,7.79,7.95,7.95,7.6,7.6,3000,23150,-0.19,-2.439,7.7167,,0,,516800000,0,0,68000000,45.8341,3.0047,1.5539,912.3184,
430718.BJ,合肥高科,20150313,7.6,7.65,7.84,7.3,7.3,16000,121210,-0.3,-3.9474,7.5756,,0,,496400000,0,0,68000000,44.0248,2.886,1.4926,876.3058,
430718.BJ,合肥高科,20150316,7.3,7.62,7.7,7.62,7.7,6000,45840,0.4,5.4795,7.64,,0,,523600000,0,0,68000000,46.4372,3.0442,1.5744,924.3226,
430718.BJ,合肥高科,20150317,7.7,7.65,7.7,7.65,7.7,6000,46050,0,0,7.675,,0,,523600000,0,0,68000000,46.4372,3.0442,1.5744,924.3226,
430718.BJ,合肥高科,20150318,7.7,7.74,7.75,7.74,7.75,9000,69700,0.05,0.6494,7.7444,,0,,527000000,0,0,68000000,46.7387,3.064,1.5846,930.3246,
430718.BJ,合肥高科,20150319,7.75,7.75,7.77,7.42,7.42,21000,157580,-0.33,-4.2581,7.5038,,0,,504560000,0,0,68000000,44.7485,2.9335,1.5171,890.7108,
430718.BJ,合肥高科,20150320,7.42,7.77,7.77,7.77,7.77,1000,7770,0.35,4.717,7.77,,0,,528360000,0,0,68000000,46.8593,3.0719,1.5887,932.7255,
430718.BJ,合肥高科,20150323,7.77,7.77,7.78,7.77,7.78,2000,15550,0.01,0.1287,7.775,,0,,529040000,0,0,68000000,46.9196,3.0758,1.5907,933.9259,
430718.BJ,合肥高科,20150324,7.78,7.77,7.89,7.39,7.89,50000,383450,0.11,1.4139,7.669,,0,,536520000,0,0,68000000,47.583,3.1193,1.6132,947.1305,
430718.BJ,合肥高科,20150325,7.89,7.85,8,7.63,8,41000,322620,0.11,1.3942,7.8688,,0,,544000000,0,0,68000000,48.2464,3.1628,1.6357,960.3351,
