ґъВл,јтіЖ,ИХЖЪ,З°КХЕМјЫ(ФЄ),їЄЕМјЫ(ФЄ),ЧоёЯјЫ(ФЄ),ЧоµНјЫ(ФЄ),КХЕМјЫ(ФЄ),іЙЅ»Бї(№Й),іЙЅ»Ѕр¶о(ФЄ),ХЗµш(ФЄ),ХЗµш·щ(%),ѕщјЫ(ФЄ),»»КЦВК(%),A№ЙБчНЁКРЦµ(ФЄ),B№ЙБчНЁКРЦµ(ФЄ),ЧЬКРЦµ(ФЄ),A№ЙБчНЁ№Й±ѕ(№Й),B№ЙБчНЁ№Й±ѕ(№Й),ЧЬ№Й±ѕ(№Й),КРУЇВК,КРѕ»ВК,КРПъВК,КРПЦВК,
002081.SZ,Ѕру«тл,20070627,41.6328,41.6328,43.7452,41.2405,42.689,587135,24620449.7,1.0562,2.5368,41.9332,2.4464,1018560000,,3989360000,24000000,0,94000000,62.6343,7.6236,2.2471,12.9186,
002081.SZ,Ѕру«тл,20070628,42.689,42.4476,43.9463,39.7317,40.0939,458834,18861586.5,-2.5951,-6.0792,41.1076,1.9118,956640000,,3746840000,24000000,0,94000000,58.8266,7.1602,2.1105,12.1332,
002081.SZ,Ѕру«тл,20070629,40.0939,39.1081,42.4878,38.6052,40.7577,647884,26238421.1,0.6639,1.6558,40.4986,2.6995,972480000,,3808880000,24000000,0,94000000,59.8007,7.2787,2.1455,12.3341,
002081.SZ,Ѕру«тл,20070702,40.7577,40.3353,43.554,40.3353,43.4333,496610,20993044.3,2.6756,6.5647,42.2727,2.0692,1036320000,,4058920000,24000000,0,94000000,63.7264,7.7566,2.2863,13.1438,
002081.SZ,Ѕру«тл,20070703,43.4333,43.5037,44.2581,42.2464,43.725,345878,14809851.8,0.2917,0.6716,42.8181,1.4412,1043280000,,4086180000,24000000,0,94000000,64.1544,7.8087,2.3017,13.2321,
002081.SZ,Ѕру«тл,20070704,43.725,44.238,44.238,41.8944,41.9447,180100,7664306.5,-1.7804,-4.0718,42.5558,0.7504,1000800000,,3919800000,24000000,0,94000000,61.5422,7.4907,2.208,12.6933,
002081.SZ,Ѕру«тл,20070705,41.9447,40.5364,41.8441,38.2229,38.7259,397097,15725058,-3.2188,-7.6739,39.6,1.6546,924000000,,3619000000,24000000,0,94000000,56.8195,6.9159,2.0385,11.7192,
002081.SZ,Ѕру«тл,20070706,38.7259,39.2188,40.637,37.9514,40.637,511096,19948560.6,1.9111,4.9351,39.0309,2.1296,969600000,,3797600000,24000000,0,94000000,59.6236,7.2572,2.1391,12.2976,
002081.SZ,Ѕру«тл,20070709,40.637,41.2405,42.0955,39.772,41.0494,262207,10671762.1,0.4124,1.0149,40.6998,1.0925,979440000,,3836140000,24000000,0,94000000,60.2287,7.3308,2.1608,12.4224,
002081.SZ,Ѕру«тл,20070710,41.0494,41.0394,41.0394,39.611,40.114,252937,10050018,-0.9355,-2.2789,39.7333,1.0539,957120000,,3748720000,24000000,0,94000000,58.8561,7.1638,2.1116,12.1393,
002081.SZ,Ѕру«тл,20070711,40.114,39.9832,42.2464,39.7317,41.8038,367760,15188345.3,1.6899,4.2126,41.2996,1.5323,997440000,,3906640000,24000000,0,94000000,61.3355,7.4656,2.2005,12.6507,
002081.SZ,Ѕру«тл,20070712,41.8038,41.8742,42.1961,41.4417,42.0151,179466,7461966.3,0.2112,0.5053,41.5787,0.7478,1002480000,,3926380000,24000000,0,94000000,61.6455,7.5033,2.2117,12.7146,
002081.SZ,Ѕру«тл,20070713,42.0151,41.7435,43.7552,41.7435,43.2523,335261,14317423.9,1.2372,2.9447,42.7053,1.3969,1032000000,,4042000000,24000000,0,94000000,63.4607,7.7242,2.2768,13.089,
002081.SZ,Ѕру«тл,20070716,43.2523,43.7854,43.7854,41.8541,42.4476,228986,9664780.1,-0.8047,-1.8605,42.2069,0.9541,1012800000,,3966800000,24000000,0,94000000,62.2801,7.5805,2.2344,12.8455,
002081.SZ,Ѕру«тл,20070717,42.4476,41.8441,43.0008,40.7276,42.0452,374215,15370693.2,-0.4023,-0.9479,41.0745,1.5592,1003200000,,3929200000,24000000,0,94000000,56.19,7.5087,2.2132,12.7238,
002081.SZ,Ѕру«тл,20070718,42.0452,42.2464,42.7393,41.2607,41.7535,258942,10837137.9,-0.2917,-0.6938,41.8516,1.0789,996240000,,3901940000,24000000,0,94000000,55.8001,7.4566,2.1979,12.6355,
002081.SZ,Ѕру«тл,20070719,41.7535,41.7435,42.1257,41.0494,41.2405,137616,5667516,-0.513,-1.2286,41.1836,0.5734,984000000,,3854000000,24000000,0,94000000,55.1146,7.365,2.1709,12.4802,
002081.SZ,Ѕру«тл,20070720,41.2405,41.1903,43.0511,40.3554,42.689,263498,11060284.4,1.4484,3.5122,41.9748,1.0979,1018560000,,3989360000,24000000,0,94000000,57.0503,7.6236,2.2471,12.9186,
002081.SZ,Ѕру«тл,20070723,42.689,43.1014,44.9321,42.7795,44.4593,470537,20545175.8,1.7703,4.147,43.6633,1.9606,1060800000,,4154800000,24000000,0,94000000,59.4162,7.9398,2.3403,13.4543,
002081.SZ,Ѕру«тл,20070724,44.4593,44.7108,45.264,44.2883,44.8818,401480,17910576.9,0.4225,0.9502,44.6114,1.6728,1070880000,,4194280000,24000000,0,94000000,59.9808,8.0152,2.3626,13.5822,
002081.SZ,Ѕру«тл,20070725,44.8818,44.6706,46.3705,44.5297,46.2699,448254,20406783.7,1.3881,3.0928,45.525,1.8677,1104000000,,4324000000,24000000,0,94000000,61.8358,8.2631,2.4356,14.0022,
002081.SZ,Ѕру«тл,20070726,46.2699,46.3805,47.4769,44.3587,45.264,528582,24143605.5,-1.0059,-2.1739,45.6762,2.2024,1080000000,,4230000000,24000000,0,94000000,60.4916,8.0835,2.3827,13.6978,
002081.SZ,Ѕру«тл,20070727,45.264,45.1534,46.0687,43.3529,46.0687,360101,16077677.7,0.8047,1.7778,44.6477,1.5004,1099200000,,4305200000,24000000,0,94000000,61.567,8.2272,2.425,13.9413,
002081.SZ,Ѕру«тл,20070730,46.0687,46.0687,46.974,44.2682,46.974,427436,19677079.4,0.9053,1.9651,46.0351,1.781,1120800000,,4389800000,24000000,0,94000000,62.7768,8.3889,2.4727,14.2153,
002081.SZ,Ѕру«тл,20070731,46.974,47.0746,51.6714,46.3403,51.6714,704471,35391083.7,4.6974,10,50.2378,2.9353,1232880000,,4828780000,24000000,0,94000000,69.0545,9.2278,2.72,15.6368,
002081.SZ,Ѕру«тл,20070801,51.6714,52.4861,56.8315,52.1039,54.1257,1252809,67721236.2,2.4543,4.7499,54.0555,5.22,1291440000,,5058140000,24000000,0,94000000,72.3345,9.6661,2.8492,16.3795,
002081.SZ,Ѕру«тл,20070802,54.1257,54.3168,59.5373,54.3168,59.5373,1316184,77000184.4,5.4116,9.9981,58.5026,5.4841,1420560000,,5563860000,24000000,0,94000000,79.5666,10.6325,3.134,18.0172,
002081.SZ,Ѕру«тл,20070803,59.5373,56.3286,58.3403,53.9145,55.3227,2451408,135887407.7,-4.2146,-7.0789,55.4324,10.2142,1320000000,,5170000000,24000000,0,94000000,78.4388,9.9377,2.9122,16.7418,
002081.SZ,Ѕру«тл,20070806,55.3227,55.0109,55.0209,51.7317,53.5423,1053742,55214822.5,-1.7804,-3.2182,52.3988,4.3906,1277520000,,5003620000,24000000,0,94000000,75.9145,9.6179,2.8184,16.203,
002081.SZ,Ѕру«тл,20070807,53.5423,53.2908,55.202,51.9832,52.5767,744770,39305983.7,-0.9656,-1.8035,52.776,3.1032,1254480000,,4913380000,24000000,0,94000000,74.5454,9.4444,2.7676,15.9108,
002081.SZ,Ѕру«тл,20070808,52.5767,51.5004,52.808,50.6052,52.4258,745432,38017798.4,-0.1509,-0.287,51.001,3.106,1250880000,,4899280000,24000000,0,94000000,74.3314,9.4173,2.7597,15.8651,
002081.SZ,Ѕру«тл,20070809,52.4258,52.3051,52.6068,51.3093,52.4358,352827,18146393.3,0.0101,0.0192,51.4314,1.4701,1251120000,,4900220000,24000000,0,94000000,74.3457,9.4191,2.7602,15.8682,
002081.SZ,Ѕру«тл,20070810,52.4358,52.6068,52.6068,48.181,50.1928,861168,42358243.9,-2.2431,-4.2778,49.187,3.5882,1197600000,,4690600000,24000000,0,94000000,71.1654,9.0162,2.6421,15.1894,
002081.SZ,Ѕру«тл,20070813,50.1928,48.7845,49.2875,46.974,47.2757,884198,41814790.7,-2.917,-5.8116,47.2912,3.6842,1128000000,,4418000000,24000000,0,94000000,67.0295,8.4922,2.4886,14.3066,
002081.SZ,Ѕру«тл,20070814,47.2757,47.0947,49.2674,47.0545,48.4124,445910,21462238.2,1.1366,2.4043,48.1313,1.858,1155120000,,4524220000,24000000,0,94000000,68.6411,8.6964,2.5484,14.6506,
002081.SZ,Ѕру«тл,20070815,48.4124,48.7845,50.0922,47.2757,49.0863,487961,23713823.1,0.6739,1.3921,48.5978,2.0332,1171200000,,4587200000,24000000,0,94000000,69.5966,8.8174,2.5839,14.8545,
002081.SZ,Ѕру«тл,20070816,49.0863,49.1366,49.1366,47.155,47.2657,758338,35915972.3,-1.8206,-3.709,47.3614,3.1597,1127760000,,4417060000,24000000,0,94000000,67.0152,8.4904,2.4881,14.3036,
002081.SZ,Ѕру«тл,20070817,47.2657,47.487,48.0804,46.2699,46.4509,729918,34062759.2,-0.8148,-1.7238,46.6666,3.0413,1108320000,,4340920000,24000000,0,94000000,65.86,8.344,2.4452,14.057,
002081.SZ,Ѕру«тл,20070820,46.4509,47.1349,48.7644,46.9539,48.3621,796489,37983507.3,1.9111,4.1143,47.6887,3.3187,1153920000,,4519520000,24000000,0,94000000,68.5698,8.6873,2.5458,14.6354,
002081.SZ,Ѕру«тл,20070821,48.3621,49.0763,49.0863,47.7787,48.2917,431225,20692850.4,-0.0704,-0.1456,47.9862,1.7968,1152240000,,4512940000,24000000,0,94000000,68.4699,8.6747,2.5421,14.6141,
002081.SZ,Ѕру«тл,20070822,48.2917,47.839,48.7644,47.5775,48.4224,470606,22494440.9,0.1308,0.2708,47.7989,1.9609,1155360000,,4525160000,24000000,0,94000000,68.6553,8.6982,2.5489,14.6536,
002081.SZ,Ѕру«тл,20070823,48.4224,48.4224,53.1601,48.4224,52.1944,964935,48730517.1,3.772,7.7898,50.5013,4.0206,1245360000,,4877660000,24000000,0,94000000,74.0034,9.3757,2.7475,15.7951,
002081.SZ,Ѕру«тл,20070824,52.1944,52.4057,52.4057,50.2934,50.7963,465352,23718781.9,-1.3982,-2.6787,50.9695,1.939,1212000000,,4747000000,24000000,0,94000000,72.0211,9.1246,2.6739,15.372,
002081.SZ,Ѕру«тл,20070827,50.7963,51.2992,51.8022,48.2917,49.368,458111,22729154.7,-1.4283,-2.8119,49.615,1.9088,1177920000,,4613520000,24000000,0,94000000,69.9959,8.868,2.5987,14.9398,
002081.SZ,Ѕру«тл,20070828,49.368,49.4887,49.4887,47.658,48.7141,558265,26868390.3,-0.6538,-1.3244,48.1284,2.3261,1162320000,,4552420000,24000000,0,94000000,69.0689,8.7506,2.5643,14.7419,
002081.SZ,Ѕру«тл,20070829,48.7141,48.7141,49.891,47.2757,48.9455,347467,16770172.2,0.2313,0.4749,48.2641,1.4478,1167840000,,4574040000,24000000,0,94000000,69.3969,8.7921,2.5765,14.8119,
002081.SZ,Ѕру«тл,20070830,48.9455,48.9354,49.9815,48.3621,49.9815,425203,20908550.5,1.036,2.1167,49.1731,1.7717,1192560000,,4670860000,24000000,0,94000000,70.8659,8.9782,2.631,15.1254,
002081.SZ,Ѕру«тл,20070831,49.9815,49.9715,50.8365,49.2875,50.2833,364539,18047918.7,0.3018,0.6037,49.5089,1.5189,1199760000,,4699060000,24000000,0,94000000,71.2937,9.0324,2.6469,15.2168,
002081.SZ,Ѕру«тл,20070903,50.2833,49.9815,52.285,49.5892,51.4199,466212,23736862.4,1.1366,2.2605,50.9143,1.9425,1226880000,,4805280000,24000000,0,94000000,72.9053,9.2366,2.7067,15.5607,
002081.SZ,Ѕру«тл,20070904,51.4199,51.5507,53.6127,51.5507,51.7016,517971,27098249.2,0.2816,0.5477,52.3162,2.1582,1233600000,,4831600000,24000000,0,94000000,73.3046,9.2872,2.7216,15.646,
002081.SZ,Ѕру«тл,20070905,51.7016,51.6513,51.7016,49.7904,49.9312,352455,17721932.9,-1.7703,-3.4241,50.2814,1.4686,1191360000,,4666160000,24000000,0,94000000,70.7946,8.9692,2.6284,15.1102,
002081.SZ,Ѕру«тл,20070906,49.9312,50.0016,52.9891,49.3076,52.124,550441,27980401.8,2.1928,4.3916,50.8327,2.2935,1243680000,,4871080000,24000000,0,94000000,73.9036,9.3631,2.7438,15.7738,
002081.SZ,Ѕру«тл,20070907,52.124,52.1039,52.1039,49.7904,50.1928,198560,10042065.5,-1.9313,-3.7051,50.5745,0.8273,1197600000,,4690600000,24000000,0,94000000,71.1654,9.0162,2.6421,15.1894,
002081.SZ,Ѕру«тл,20070910,50.1928,49.7904,49.7904,47.0746,48.5834,284888,13651133,-1.6094,-3.2064,47.9175,1.187,1159200000,,4540200000,24000000,0,94000000,68.8835,8.7271,2.5574,14.7023,
002081.SZ,Ѕру«тл,20070911,48.5834,48.2816,49.2674,45.264,45.7167,314263,14827768.6,-2.8667,-5.9006,47.1827,1.3094,1090800000,,4272300000,24000000,0,94000000,64.819,8.2121,2.4065,13.8348,
002081.SZ,Ѕру«тл,20070912,45.7167,46.7728,46.7728,43.2825,45.3646,360776,16022258.4,-0.3521,-0.7701,44.4105,1.5032,1082400000,,4239400000,24000000,0,94000000,64.3198,8.1489,2.388,13.7283,
002081.SZ,Ѕру«тл,20070913,45.3646,45.3143,46.4208,44.238,45.9681,343096,15363869.2,0.6035,1.3304,44.7801,1.4296,1096800000,,4295800000,24000000,0,94000000,65.1755,8.2573,2.4197,13.9109,
002081.SZ,Ѕру«тл,20070914,45.9681,45.9681,46.3504,44.1576,44.8717,461549,20483647,-1.0964,-2.3851,44.3802,1.9231,1070640000,,4193340000,24000000,0,94000000,63.621,8.0604,2.362,13.5791,
002081.SZ,Ѕру«тл,20070917,44.8717,43.6043,45.0628,43.6043,44.2581,498161,21945894.4,-0.6136,-1.3674,44.0538,2.0757,1056000000,,4136000000,24000000,0,94000000,62.751,7.9501,2.3297,13.3934,
002081.SZ,Ѕру«тл,20070918,44.2581,44.409,45.8675,44.2581,45.1634,317036,14240608.6,0.9053,2.0455,44.918,1.321,1077600000,,4220600000,24000000,0,94000000,64.0346,8.1128,2.3774,13.6674,
002081.SZ,Ѕру«тл,20070919,45.1634,45.1735,45.6664,44.057,44.3185,294422,13037357.6,-0.8449,-1.8708,44.2812,1.2268,1057440000,,4141640000,24000000,0,94000000,62.8366,7.961,2.3329,13.4117,
002081.SZ,Ѕру«тл,20070920,44.3185,44.3185,46.1693,44.0771,46.0687,576860,26042154.6,1.7502,3.9492,45.1447,2.4036,1099200000,,4305200000,24000000,0,94000000,65.3181,8.2754,2.425,13.9413,
002081.SZ,Ѕру«тл,20070921,46.0687,45.5758,46.2699,45.264,45.8575,426960,19474555.8,-0.2112,-0.4585,45.6121,1.779,1094160000,,4285460000,24000000,0,94000000,65.0186,8.2374,2.4139,13.8774,
002081.SZ,Ѕру«тл,20070924,45.8575,46.2699,46.7728,45.2841,45.7066,207406,9442162.6,-0.1509,-0.329,45.525,0.8642,1090560000,,4271360000,24000000,0,94000000,64.8047,8.2103,2.406,13.8318,
002081.SZ,Ѕру«тл,20070925,45.7066,45.6664,45.6664,44.2079,44.2581,293311,13020317.6,-1.4484,-3.169,44.3908,1.2221,1056000000,,4136000000,24000000,0,94000000,62.751,7.9501,2.3297,13.3934,
002081.SZ,Ѕру«тл,20070926,44.2581,43.7653,44.6504,43.2322,43.2623,198223,8577601.8,-0.9958,-2.25,43.2725,0.8259,1032240000,,4042940000,24000000,0,94000000,61.3391,7.7713,2.2773,13.0921,
002081.SZ,Ѕру«тл,20070927,43.2623,43.554,45.4652,43.554,45.3646,582036,26049673.6,2.1023,4.8593,44.7561,2.4251,1082400000,,4239400000,24000000,0,94000000,64.3198,8.1489,2.388,13.7283,
002081.SZ,Ѕру«тл,20070928,45.3646,45.2841,46.3705,44.7611,46.2699,393505,18021389,0.9053,1.9956,45.7971,1.6396,1104000000,,4324000000,24000000,0,94000000,65.6033,8.3115,2.4356,14.0022,
002081.SZ,Ѕру«тл,20071008,46.2699,47.2657,47.2657,45.083,45.2137,1314743,59297816.2,-1.0562,-2.2826,45.1022,5.4781,1078800000,,4225300000,24000000,0,94000000,64.1059,8.1218,2.38,13.6826,
002081.SZ,Ѕру«тл,20071009,45.2137,45.264,46.7829,44.9623,46.7728,699572,31932374.7,1.5591,3.4483,45.6456,2.9149,1116000000,,4371000000,24000000,0,94000000,66.3164,8.4019,2.4621,14.1544,
002081.SZ,Ѕру«тл,20071010,46.7728,47.7787,48.3118,45.7669,46.1693,387672,18053858.9,-0.6035,-1.2903,46.5699,1.6153,1101600000,,4314600000,24000000,0,94000000,65.4607,8.2934,2.4303,13.9718,
002081.SZ,Ѕру«тл,20071011,46.1693,45.5155,46.1693,44.4593,44.57,208364,9302375.3,-1.5993,-3.4641,44.6448,0.8682,1063440000,,4165140000,24000000,0,94000000,63.1931,8.0062,2.3461,13.4878,
002081.SZ,Ѕру«тл,20071012,44.57,44.5498,44.5599,41.2405,43.554,306917,13149508.4,-1.0159,-2.2794,42.8439,1.2788,1039200000,,4070200000,24000000,0,94000000,61.7527,7.8237,2.2927,13.1803,
002081.SZ,Ѕру«тл,20071015,43.554,43.9564,44.7611,42.8499,43.031,371950,16078852.7,-0.5231,-1.2009,43.2285,1.5498,1026720000,,4021320000,24000000,0,94000000,61.0111,7.7297,2.2651,13.0221,
002081.SZ,Ѕру«тл,20071016,43.031,43.0511,44.2481,42.2464,43.3428,380004,16225601.8,0.3118,0.7246,42.6985,1.5834,1034160000,,4050460000,24000000,0,94000000,61.4532,7.7857,2.2816,13.1164,
002081.SZ,Ѕру«тл,20071017,43.3428,43.2523,43.2523,42.4375,42.6488,205121,8733637.1,-0.694,-1.6013,42.578,0.8547,1017600000,,3985600000,24000000,0,94000000,60.4692,7.661,2.245,12.9064,
002081.SZ,Ѕру«тл,20071018,42.6488,42.2565,42.5482,42.0452,42.2464,148220,6226078.3,-0.4023,-0.9434,42.0057,0.6176,1008000000,,3948000000,24000000,0,94000000,59.8987,7.5888,2.2238,12.7846,
002081.SZ,Ѕру«тл,20071019,42.2464,42.2665,42.7493,41.8441,42.2464,227153,9537036.2,0,0,41.9851,0.9465,1008000000,,3948000000,24000000,0,94000000,59.8987,7.5888,2.2238,12.7846,
002081.SZ,Ѕру«тл,20071022,42.2464,42.2464,42.4476,40.2347,40.2347,252095,10284187.9,-2.0117,-4.7619,40.7949,1.0504,960000000,,3760000000,24000000,0,94000000,57.0464,7.2274,2.1179,12.1758,
002081.SZ,Ѕру«тл,20071023,40.2347,40.7376,41.14,39.5306,40.2447,149984,5957501.8,0.0101,0.025,39.7209,0.6249,960240000,,3760940000,24000000,0,94000000,57.0606,7.2292,2.1185,12.1789,
002081.SZ,Ѕру«тл,20071024,40.2447,40.7376,40.7376,39.43,40.2447,196350,7818218.9,0,0,39.8178,0.8181,960240000,,3760940000,24000000,0,94000000,57.0606,7.2292,2.1185,12.1789,
002081.SZ,Ѕру«тл,20071025,40.2447,40.2347,40.2548,38.233,39.3294,225180,8752260.1,-0.9153,-2.2744,38.8678,0.9383,938400000,,3675400000,24000000,0,94000000,55.7628,7.0648,2.0703,11.9019,
002081.SZ,Ѕру«тл,20071026,39.3294,39.3294,39.3294,39.3294,39.3294,,,0,0,,,938400000,,3675400000,24000000,0,94000000,55.7628,7.0648,2.0703,11.9019,
002081.SZ,Ѕру«тл,20071029,39.3294,39.7317,41.492,39.7317,41.4317,370659,14879722.9,2.1023,5.3453,40.144,1.5444,988560000,,3871860000,24000000,0,94000000,50.2476,7.075,2.1809,12.5381,
002081.SZ,Ѕру«тл,20071030,41.4317,41.2506,44.9623,41.2506,43.1517,191526,8222178.7,1.72,4.1515,42.9298,0.798,1029600000,,4032600000,24000000,0,94000000,52.3336,7.3687,2.2715,13.0586,
002081.SZ,Ѕру«тл,20071031,43.1517,43.1517,44.2481,42.2967,43.7552,264751,11490042.1,0.6035,1.3986,43.3994,1.1031,1044000000,,4089000000,24000000,0,94000000,53.0655,7.4717,2.3033,13.2412,
002081.SZ,Ѕру«тл,20071101,43.7552,43.7452,44.0067,42.2464,43.2523,248580,10762042.6,-0.5029,-1.1494,43.2941,1.0357,1032000000,,4042000000,24000000,0,94000000,52.4556,7.3859,2.2768,13.089,
002081.SZ,Ѕру«тл,20071102,43.2523,43.2523,43.7552,41.3411,41.9346,432800,18048975,-1.3177,-3.0465,41.7028,1.8033,1000560000,,3918860000,24000000,0,94000000,50.8575,7.1608,2.2074,12.6903,
002081.SZ,Ѕру«тл,20071105,41.9346,41.2808,44.7611,41.2405,44.2783,354548,15447148.7,2.3437,5.5889,43.5686,1.4773,1056480000,,4137880000,24000000,0,94000000,53.6999,7.5611,2.3308,13.3995,
002081.SZ,Ѕру«тл,20071106,44.2783,43.554,44.7007,43.2724,43.3529,123072,5384832.5,-0.9254,-2.09,43.7535,0.5128,1034400000,,4051400000,24000000,0,94000000,52.5776,7.403,2.2821,13.1195,
002081.SZ,Ѕру«тл,20071107,43.3529,43.4132,44.2581,42.2464,43.3026,427308,18176041.2,-0.0503,-0.116,42.5362,1.7805,1033200000,,4046700000,24000000,0,94000000,52.5166,7.3944,2.2794,13.1042,
002081.SZ,Ѕру«тл,20071108,43.3026,43.3328,44.1475,42.2464,42.2565,142265,6101787.3,-1.0461,-2.4158,42.8903,0.5928,1008240000,,3948940000,24000000,0,94000000,51.2479,7.2158,2.2244,12.7877,
002081.SZ,Ѕру«тл,20071109,42.2565,41.8038,43.2422,41.2405,42.2464,222337,9278662.1,-0.0101,-0.0238,41.7324,0.9264,1008000000,,3948000000,24000000,0,94000000,51.2357,7.2141,2.2238,12.7846,
002081.SZ,Ѕру«тл,20071112,42.2464,41.7435,42.2464,40.3856,42.1458,165087,6789405.4,-0.1006,-0.2381,41.1262,0.6879,1005600000,,3938600000,24000000,0,94000000,51.1137,7.1969,2.2185,12.7542,
002081.SZ,Ѕру«тл,20071113,42.1458,42.9505,43.202,42.1458,42.7695,97428,4134405.2,0.6236,1.4797,42.4355,0.4059,1020480000,,3996880000,24000000,0,94000000,51.87,7.3034,2.2514,12.9429,
002081.SZ,Ѕру«тл,20071114,42.7695,43.202,44.2581,42.5482,44.238,150315,6525197.8,1.4686,3.4337,43.4102,0.6263,1055520000,,4134120000,24000000,0,94000000,53.6511,7.5542,2.3287,13.3873,
002081.SZ,Ѕру«тл,20071115,44.238,44.238,44.238,42.4677,43.1014,153876,6626335.5,-1.1366,-2.5693,43.0628,0.6411,1028400000,,4027900000,24000000,0,94000000,50.0634,7.3601,2.2688,13.0434,
002081.SZ,Ѕру«тл,20071116,43.1014,42.4778,43.2523,41.9447,43.2523,144621,6124755.1,0.1509,0.3501,42.3504,0.6026,1032000000,,4042000000,24000000,0,94000000,50.2387,7.3859,2.2768,13.089,
002081.SZ,Ѕру«тл,20071119,43.2523,42.4576,44.7611,42.4576,44.4593,253546,11172930.9,1.207,2.7907,44.0667,1.0564,1060800000,,4154800000,24000000,0,94000000,51.6407,7.592,2.3403,13.4543,
002081.SZ,Ѕру«тл,20071120,44.4593,44.4593,46.5716,44.2581,45.8273,331015,14964023.5,1.368,3.0769,45.2065,1.2037,1252900000,,4282640000,27500000,0,94000000,53.2296,7.8256,2.4123,13.8683,
002081.SZ,Ѕру«тл,20071121,45.8273,46.0687,46.1693,45.264,45.8675,173278,7880321.1,0.0402,0.0878,45.4779,0.6301,1254000000,,4286400000,27500000,0,94000000,53.2764,7.8324,2.4145,13.8805,
002081.SZ,Ѕру«тл,20071122,45.8675,46.119,48.3017,44.2581,47.2255,556642,26372670,1.3579,2.9605,47.3782,2.0242,1291125000,,4413300000,27500000,0,94000000,54.8536,8.0643,2.4859,14.2914,
002081.SZ,Ѕру«тл,20071123,47.2255,47.2154,48.3822,46.1693,47.4769,221149,10498499.4,0.2515,0.5325,47.4725,0.8042,1298000000,,4436800000,27500000,0,94000000,55.1457,8.1073,2.4992,14.3675,
002081.SZ,Ѕру«тл,20071126,47.4769,48.2514,48.2514,46.8533,47.0746,363960,17100287.2,-0.4023,-0.8475,46.984,1.3235,1287000000,,4399200000,27500000,0,94000000,54.6784,8.0386,2.478,14.2457,
002081.SZ,Ѕру«тл,20071127,47.0746,46.8734,46.8734,45.264,45.2741,281831,12841891,-1.8005,-3.8248,45.5659,1.0248,1237775000,,4230940000,27500000,0,94000000,52.587,7.7311,2.3832,13.7009,
002081.SZ,Ѕру«тл,20071128,45.2741,45.4451,45.7871,44.8516,45.5155,256774,11562060.2,0.2414,0.5332,45.0282,0.9337,1244375000,,4253500000,27500000,0,94000000,52.8674,7.7723,2.3959,13.7739,
002081.SZ,Ѕру«тл,20071129,45.5155,45.5658,46.1592,43.7552,45.596,250676,11149884.5,0.0805,0.1768,44.4793,0.9115,1246575000,,4261020000,27500000,0,94000000,52.9609,7.7861,2.4002,13.7983,
002081.SZ,Ѕру«тл,20071130,45.596,45.254,45.254,44.57,45.1433,97083,4329994.9,-0.4526,-0.9927,44.601,0.353,1234200000,,4218720000,27500000,0,94000000,52.4352,7.7088,2.3763,13.6613,
002081.SZ,Ѕру«тл,20071203,45.1433,44.8416,45.4551,44.2581,45.254,66150,2965579,0.1106,0.2451,44.8311,0.2405,1237225000,,4229060000,27500000,0,94000000,52.5637,7.7277,2.3822,13.6948,
002081.SZ,Ѕру«тл,20071204,45.254,45.264,46.8734,45.264,46.2598,121999,5599627.5,1.0059,2.2227,45.899,0.4436,1264725000,,4323060000,27500000,0,94000000,53.732,7.8994,2.4351,13.9992,
002081.SZ,Ѕру«тл,20071205,46.2598,46.7728,46.7728,45.3244,46.461,182601,8425232.6,0.2012,0.4349,46.1401,0.664,1270225000,,4341860000,27500000,0,94000000,53.9657,7.9338,2.4457,14.0601,
002081.SZ,Ѕру«тл,20071206,46.461,46.2699,46.5716,45.0729,45.4149,167384,7605886.6,-1.0461,-2.2516,45.4397,0.6087,1241625000,,4244100000,27500000,0,94000000,52.7506,7.7551,2.3906,13.7435,
002081.SZ,Ѕру«тл,20071207,45.4149,45.254,46.6722,45.254,46.6521,121778,5567894.2,1.2372,2.7243,45.7217,0.4428,1275450000,,4359720000,27500000,0,94000000,54.1877,7.9664,2.4558,14.1179,
002081.SZ,Ѕру«тл,20071210,46.6521,45.8474,47.7787,45.8474,47.7787,363051,17025126.1,1.1266,2.4148,46.8946,1.3202,1306250000,,4465000000,27500000,0,94000000,55.4962,8.1588,2.5151,14.4588,
002081.SZ,Ѕру«тл,20071211,47.7787,47.7887,48.2816,46.8734,47.7787,391395,18482282.6,0,0,47.2216,1.4233,1306250000,,4465000000,27500000,0,94000000,55.4962,8.1588,2.5151,14.4588,
002081.SZ,Ѕру«тл,20071212,47.7787,47.2757,49.1869,47.2757,48.9354,596943,28831852.8,1.1567,2.4211,48.2992,2.1707,1337875000,,4573100000,27500000,0,94000000,56.8398,8.3563,2.5759,14.8089,
002081.SZ,Ѕру«тл,20071213,48.9354,48.9555,49.8709,47.0846,47.2757,455359,22218159.7,-1.6597,-3.3916,48.7926,1.6559,1292500000,,4418000000,27500000,0,94000000,54.912,8.0729,2.4886,14.3066,
002081.SZ,Ѕру«тл,20071214,47.2757,47.1752,47.6278,46.0888,47.5775,260312,12048707.4,0.3018,0.6383,46.2856,0.9466,1300750000,,4446200000,27500000,0,94000000,55.2625,8.1244,2.5045,14.3979,
