¥˙¬Î,ºÚ≥∆,»’∆⁄,«∞ ’≈Ãº€(‘™),ø™≈Ãº€(‘™),◊Ó∏ﬂº€(‘™),◊ÓµÕº€(‘™), ’≈Ãº€(‘™),≥…Ωª¡ø(π…),≥…ΩªΩ∂Ó(‘™),’«µ¯(‘™),’«µ¯∑˘(%),æ˘º€(‘™),ªª ÷¬ (%),Aπ…¡˜Õ® –÷µ(‘™),Bπ…¡˜Õ® –÷µ(‘™),◊‹ –÷µ(‘™),Aπ…¡˜Õ®π…±æ(π…),Bπ…¡˜Õ®π…±æ(π…),◊‹π…±æ(π…), –”Ø¬ , –æª¬ , –œ˙¬ , –œ÷¬ ,
603900.SH,¿≥…Õ®¡È,20161123,,20.52,20.52,20.52,20.52,20920,429278,6.27,44,20.52,0.0344,1247593428,,4990373712,60798900,0,243195600,23.2712,4.2682,3.3474,305.6117,
603900.SH,¿≥…Õ®¡È,20161124,20.52,22.57,22.57,22.57,22.57,12782,288490,2.05,9.9903,22.57,0.021,1372231173,,5488924692,60798900,0,243195600,25.596,4.6946,3.6818,336.1431,
603900.SH,¿≥…Õ®¡È,20161125,22.57,24.83,24.83,24.83,24.83,14601,362543,2.26,10.0133,24.83,0.024,1509636687,,6038546748,60798900,0,243195600,28.159,5.1647,4.0505,369.8021,
603900.SH,¿≥…Õ®¡È,20161128,24.83,27.31,27.31,27.31,27.31,15400,420574,2.48,9.9879,27.31,0.0253,1660417959,,6641671836,60798900,0,243195600,30.9715,5.6805,4.4551,406.7376,
603900.SH,¿≥…Õ®¡È,20161129,27.31,30.04,30.04,30.04,30.04,15700,471628,2.73,9.9963,30.04,0.0258,1826398956,,7305595824,60798900,0,243195600,34.0675,6.2484,4.9004,447.3965,
603900.SH,¿≥…Õ®¡È,20161130,30.04,33.04,33.04,33.04,33.04,37100,1225784,3,9.9867,33.04,0.061,2008795656,,8035182624,60798900,0,243195600,37.4697,6.8724,5.3898,492.0765,
603900.SH,¿≥…Õ®¡È,20161201,33.04,36.34,36.34,36.34,36.34,78900,2867226,3.3,9.9879,36.34,0.1298,2209432026,,8837728104,60798900,0,243195600,41.2122,7.5588,5.9281,541.2246,
603900.SH,¿≥…Õ®¡È,20161202,36.34,39.97,39.97,39.97,39.97,121929,4873502,3.63,9.989,39.97,0.2005,2430132033,,9720528132,60798900,0,243195600,45.3288,8.3138,6.5203,595.2875,
603900.SH,¿≥…Õ®¡È,20161205,39.97,43.97,43.97,43.97,43.97,136375,5996409,4,10.0075,43.97,0.2243,2673327633,,10693310532,60798900,0,243195600,49.8651,9.1458,7.1728,654.861,
603900.SH,¿≥…Õ®¡È,20161206,43.97,48.37,48.37,48.37,48.37,119164,5763963,4.4,10.0068,48.37,0.196,2940842793,,11763371172,60798900,0,243195600,54.855,10.061,7.8905,720.3917,
