¥˙¬Î,ºÚ≥∆,»’∆⁄,«∞ ’≈Ãº€(‘™),ø™≈Ãº€(‘™),◊Ó∏ﬂº€(‘™),◊ÓµÕº€(‘™), ’≈Ãº€(‘™),≥…Ωª¡ø(π…),≥…ΩªΩ∂Ó(‘™),’«µ¯(‘™),’«µ¯∑˘(%),æ˘º€(‘™),ªª ÷¬ (%),Aπ…¡˜Õ® –÷µ(‘™),Bπ…¡˜Õ® –÷µ(‘™),◊‹ –÷µ(‘™),Aπ…¡˜Õ®π…±æ(π…),Bπ…¡˜Õ®π…±æ(π…),◊‹π…±æ(π…), –”Ø¬ , –æª¬ , –œ˙¬ , –œ÷¬ ,
600085.SH,Õ¨» Ã√,20070104,57.1888,57.1888,60.7506,56.9558,60.5509,14784877,261509171,3.3621,5.8789,17.6876,7.6112,3533450883.15,,7894858324.62,194252385,0,434021898,30.8387,3.2376,3.2772,63.8852,
600085.SH,Õ¨» Ã√,20070105,60.5509,60.5176,65.5773,59.5855,64.6786,10888214,208029138,4.1277,6.8169,19.1059,5.6052,3774323840.55,,8433045478.14,194252385,0,434021898,32.9409,3.4583,3.5006,68.2402,
600085.SH,Õ¨» Ã√,20070108,64.6786,64.4123,71.1364,64.4123,67.5746,8882671,181580193,2.8961,4.4776,20.4421,4.5727,3943323415.5,,8810644529.4,194252385,0,434021898,34.4159,3.6132,3.6573,71.2958,
600085.SH,Õ¨» Ã√,20070109,67.5746,67.5746,69.4055,66.9089,68.1738,6288063,128848936,0.5992,0.8867,20.491,3.2371,3978288844.8,,8888768471.04,194252385,0,434021898,34.721,3.6452,3.6897,71.9279,
600085.SH,Õ¨» Ã√,20070110,68.1738,68.1738,69.4055,66.1099,69.239,5554208,113022666,1.0652,1.5625,20.349,2.8593,4040449608,,9027655478.4,194252385,0,434021898,35.2636,3.7022,3.7474,73.0518,
600085.SH,Õ¨» Ã√,20070111,69.239,68.9061,70.9034,67.275,67.6079,4167938,86076303,-1.6311,-2.3558,20.652,2.1456,3945265939.35,,8814984748.38,194252385,0,434021898,34.4328,3.615,3.6591,71.3309,
600085.SH,Õ¨» Ã√,20070112,67.6079,67.3749,68.2404,66.2764,66.6093,4265359,85612631,-0.9986,-1.4771,20.0716,2.1958,3886990223.85,,8684778178.98,194252385,0,434021898,33.9242,3.5616,3.605,70.2773,
600085.SH,Õ¨» Ã√,20070115,66.6093,66.6093,73.2669,66.6093,73.2669,9778158,212545725,6.6576,9.995,21.7368,5.0337,4275494993.85,,9552821974.98,194252385,0,434021898,37.315,3.9176,3.9654,77.3015,
600085.SH,Õ¨» Ã√,20070116,73.2669,76.0963,79.8912,74.9313,78.5264,9573904,223908381,5.2595,7.1786,23.3874,4.9286,4582413762.15,,10238576573.82,194252385,0,434021898,39.9936,4.1988,4.25,82.8506,
600085.SH,Õ¨» Ã√,20070117,78.5264,78.5264,81.6554,76.2295,78.027,8130344,193132741,-0.4993,-0.6359,23.7546,4.1855,4553275904.4,,10173473289.12,194252385,0,434021898,39.7393,4.1721,4.223,82.3238,
600085.SH,Õ¨» Ã√,20070118,78.027,77.2281,83.0535,76.5624,82.6208,8019732,191608599,4.5937,5.8874,23.8921,4.1285,4821344195.7,,10772423508.36,194252385,0,434021898,42.0789,4.4177,4.4716,87.1705,
600085.SH,Õ¨» Ã√,20070119,82.6208,83.22,87.148,81.6222,83.3864,9386585,237403252,0.7656,0.9267,25.2918,4.8322,4866022244.25,,10872248544.9,194252385,0,434021898,42.4689,4.4586,4.5131,87.9783,
600085.SH,Õ¨» Ã√,20070122,83.3864,83.8857,86.0495,82.2213,84.1188,6754318,170213216,0.7323,0.8782,25.2007,3.4771,4908757768.95,,10967733362.46,194252385,0,434021898,42.8418,4.4978,4.5527,88.7509,
