¥˙¬Î,ºÚ≥∆,»’∆⁄,«∞ ’≈Ãº€(‘™),ø™≈Ãº€(‘™),◊Ó∏ﬂº€(‘™),◊ÓµÕº€(‘™), ’≈Ãº€(‘™),≥…Ωª¡ø(π…),≥…ΩªΩ∂Ó(‘™),’«µ¯(‘™),’«µ¯∑˘(%),æ˘º€(‘™),ªª ÷¬ (%),Aπ…¡˜Õ® –÷µ(‘™),Bπ…¡˜Õ® –÷µ(‘™),◊‹ –÷µ(‘™),Aπ…¡˜Õ®π…±æ(π…),Bπ…¡˜Õ®π…±æ(π…),◊‹π…±æ(π…), –”Ø¬ , –æª¬ , –œ˙¬ , –œ÷¬ ,
300415.SZ,“¡÷Æ√‹,20150123,,15.98,19.18,15.98,19.18,21700,415086,5.86,43.994,19.1284,0.0723,575400000,,2301600000,30000000,0,120000000,29.6832,6.4577,1.9586,-70.1981,
300415.SZ,“¡÷Æ√‹,20150126,19.18,21.1,21.1,21.1,21.1,9200,194120,1.92,10.0104,21.1,0.0307,633000000,,2532000000,30000000,0,120000000,32.6546,7.1042,2.1546,-77.2253,
300415.SZ,“¡÷Æ√‹,20150127,21.1,23.21,23.21,23.21,23.21,18900,438669,2.11,10,23.21,0.063,696300000,,2785200000,30000000,0,120000000,35.92,7.8146,2.3701,-84.9478,
300415.SZ,“¡÷Æ√‹,20150128,23.21,25.53,25.53,25.53,25.53,24700,630591,2.32,9.9957,25.53,0.0823,765900000,,3063600000,30000000,0,120000000,39.5105,8.5957,2.607,-93.4389,
300415.SZ,“¡÷Æ√‹,20150129,25.53,28.08,28.08,28.08,28.08,66800,1875744,2.55,9.9882,28.08,0.2227,842400000,,3369600000,30000000,0,120000000,43.4569,9.4543,2.8674,-102.7718,
300415.SZ,“¡÷Æ√‹,20150130,28.08,30.89,30.89,30.89,30.89,126790,3916543.1,2.81,10.0071,30.89,0.4226,926700000,,3706800000,30000000,0,120000000,47.8057,10.4004,3.1543,-113.0563,
300415.SZ,“¡÷Æ√‹,20150202,30.89,33.98,33.98,33.98,33.98,857852,29149811,3.09,10.0032,33.98,2.8595,1019400000,,4077600000,30000000,0,120000000,52.5878,11.4407,3.4699,-124.3656,
300415.SZ,“¡÷Æ√‹,20150203,33.98,37.38,37.38,37.38,37.38,2546362,95183011.6,3.4,10.0059,37.38,8.4879,1121400000,,4485600000,30000000,0,120000000,57.8497,12.5855,3.8171,-136.8095,
300415.SZ,“¡÷Æ√‹,20150204,37.38,40.3,41.12,40.1,41.12,6685238,271700534.9,3.74,10.0054,40.6419,22.2841,1233600000,,4934400000,30000000,0,120000000,63.6377,13.8447,4.199,-150.4977,
300415.SZ,“¡÷Æ√‹,20150205,41.12,41.99,42.5,37.14,37.52,19293471,743215857.6,-3.6,-8.7549,38.5216,64.3116,1125600000,,4502400000,30000000,0,120000000,58.0663,12.6326,3.8314,-137.3219,
