¥˙¬Î,ºÚ≥∆,»’∆⁄,«∞ ’≈Ãº€(‘™),ø™≈Ãº€(‘™),◊Ó∏ﬂº€(‘™),◊ÓµÕº€(‘™), ’≈Ãº€(‘™),≥…Ωª¡ø(π…),≥…ΩªΩ∂Ó(‘™),’«µ¯(‘™),’«µ¯∑˘(%),æ˘º€(‘™),ªª ÷¬ (%),Aπ…¡˜Õ® –÷µ(‘™),Bπ…¡˜Õ® –÷µ(‘™),◊‹ –÷µ(‘™),Aπ…¡˜Õ®π…±æ(π…),Bπ…¡˜Õ®π…±æ(π…),◊‹π…±æ(π…), –”Ø¬ , –æª¬ , –œ˙¬ , –œ÷¬ ,
600651.SH,∑…¿÷“ÙœÏ,20070104,26933.4362,27051.0495,27756.729,26031.7346,26149.3478,16367043,111189273,-784.0884,-2.9112,6.7935,3.2155,3395017647.16,,3395017647.16,508998148,0,508998148,104.9411,4.4132,2.4718,-24.4232,
600651.SH,∑…¿÷“ÙœÏ,20070105,26149.3478,26149.3478,26776.6186,25757.3036,26619.8009,8612761,57659417,470.453,1.7991,6.6946,1.6921,3456097424.92,,3456097424.92,508998148,0,508998148,106.8291,4.4926,2.5163,-24.8626,
600651.SH,∑…¿÷“ÙœÏ,20070108,26619.8009,26462.9832,27952.7511,26110.1434,27874.3423,14502066,100348705,1254.5414,4.7128,6.9196,2.8491,3618976832.28,,3618976832.28,508998148,0,508998148,111.8638,4.7043,2.6348,-26.0344,
600651.SH,∑…¿÷“ÙœÏ,20070109,27874.3423,27874.3423,28932.8616,27403.8893,28423.2042,17401387,124612436,548.8619,1.9691,7.1611,3.4188,3690236573,,3690236573,508998148,0,508998148,114.0664,4.7969,2.6867,-26.547,
600651.SH,∑…¿÷“ÙœÏ,20070110,28423.2042,28305.5909,28344.7953,27521.5025,28227.1821,14374976,102441006,-196.0221,-0.6897,7.1263,2.8242,3664786665.6,,3664786665.6,508998148,0,508998148,113.2798,4.7638,2.6682,-26.3639,
600651.SH,∑…¿÷“ÙœÏ,20070111,28227.1821,28266.3865,30501.0384,28266.3865,29756.1544,26655128,200171243,1528.9724,5.4167,7.5097,5.2368,3863295943.32,,3863295943.32,508998148,0,508998148,119.4158,5.0219,2.8127,-27.792,
600651.SH,∑…¿÷“ÙœÏ,20070112,29756.1544,29756.1544,30932.287,28619.2263,30187.4031,37823858,289509789,431.2486,1.4493,7.6542,7.431,3919285739.6,,3919285739.6,508998148,0,508998148,121.1464,5.0947,2.8535,-28.1947,
600651.SH,∑…¿÷“ÙœÏ,20070115,30187.4031,30932.287,32069.2152,30579.4472,32030.0108,38145502,305184435,1842.6077,6.1039,8.0005,7.4942,4158514869.16,,4158514869.16,508998148,0,508998148,128.5411,5.4056,3.0277,-29.9157,
600651.SH,∑…¿÷“ÙœÏ,20070116,32030.0108,32343.6461,32539.6682,30893.0826,31598.7622,27474897,221227565,-431.2486,-1.3464,8.052,5.3978,4102525072.88,,4102525072.88,508998148,0,508998148,126.8104,5.3329,2.9869,-29.5129,
600651.SH,∑…¿÷“ÙœÏ,20070117,31598.7622,31598.7622,31951.6019,29795.3589,30265.8119,21770869,171845732,-1332.9503,-4.2184,7.8934,4.2772,3929465702.56,,3929465702.56,508998148,0,508998148,121.4611,5.1079,2.8609,-28.268,
