代码,简称,日期,前收盘价(元),开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(股),成交金额(元),涨跌(元),涨跌幅(%),均价(元),换手率(%),A股流通市值(元),B股流通市值(元),总市值(元),A股流通股本(股),B股流通股本(股),总股本(股),市盈率,市净率,市销率,市现率,
430418.BJ,苏轴股份,20141229,,8.5,8.5,8.5,8.5,2026000,17221000,,,8.5,,0,,340000000,0,0,40000000,12.2242,3.6325,1.7265,31.5985,
430418.BJ,苏轴股份,20141230,8.5,8.5,8.5,8.5,8.5,,,0,0,,,0,,340000000,0,0,40000000,12.2242,3.6325,1.7265,31.5985,
430418.BJ,苏轴股份,20141231,8.5,8.5,8.5,8.5,8.5,,,0,0,,,0,,340000000,0,0,40000000,12.2242,3.6325,1.7265,31.5985,
430418.BJ,苏轴股份,20150105,8.5,8.5,8.5,8.5,8.5,,,0,0,,,0,,340000000,0,0,40000000,12.2242,3.6325,1.4119,24.4282,
430418.BJ,苏轴股份,20150106,8.5,8.5,8.5,8.5,8.5,,,0,0,,,0,,340000000,0,0,40000000,12.2242,3.6325,1.4119,24.4282,
430418.BJ,苏轴股份,20150107,8.5,8.5,8.5,8.5,8.5,,,0,0,,,0,,340000000,0,0,40000000,12.2242,3.6325,1.4119,24.4282,
430418.BJ,苏轴股份,20150108,8.5,8.5,8.5,8.5,8.5,,,0,0,,,0,,340000000,0,0,40000000,12.2242,3.6325,1.4119,24.4282,
430418.BJ,苏轴股份,20150109,8.5,8.5,8.5,8.5,8.5,,,0,0,,,0,,340000000,0,0,40000000,12.2242,3.6325,1.4119,24.4282,
430418.BJ,苏轴股份,20150112,8.5,8.5,8.5,8.5,8.5,100000,850000,0,0,8.5,,0,,340000000,0,0,40000000,12.2242,3.6325,1.4119,24.4282,
430418.BJ,苏轴股份,20150113,8.5,8.5,8.5,8.5,8.5,,,0,0,,,0,,340000000,0,0,40000000,12.2242,3.6325,1.4119,24.4282,
430418.BJ,苏轴股份,20150114,8.5,8.5,8.5,8.5,8.5,,,0,0,,,0,,340000000,0,0,40000000,12.2242,3.6325,1.4119,24.4282,
430418.BJ,苏轴股份,20150115,8.5,8.5,8.5,8.5,8.5,,,0,0,,,0,,340000000,0,0,40000000,12.2242,3.6325,1.4119,24.4282,
430418.BJ,苏轴股份,20150116,8.5,8.5,8.5,8.5,8.5,,,0,0,,,0,,340000000,0,0,40000000,12.2242,3.6325,1.4119,24.4282,
430418.BJ,苏轴股份,20150119,8.5,8.5,8.5,8.5,8.5,,,0,0,,,0,,340000000,0,0,40000000,12.2242,3.6325,1.4119,24.4282,
430418.BJ,苏轴股份,20150120,8.5,8.5,8.5,8.5,8.5,,,0,0,,,0,,340000000,0,0,40000000,12.2242,3.6325,1.4119,24.4282,
430418.BJ,苏轴股份,20150121,8.5,8.5,8.5,8.5,8.5,,,0,0,,,0,,340000000,0,0,40000000,12.2242,3.6325,1.4119,24.4282,
430418.BJ,苏轴股份,20150122,8.5,8.5,8.5,8.5,8.5,,,0,0,,,0,,340000000,0,0,40000000,12.2242,3.6325,1.4119,24.4282,
430418.BJ,苏轴股份,20150123,8.5,8.5,8.5,8.5,8.5,,,0,0,,,0,,340000000,0,0,40000000,12.2242,3.6325,1.4119,24.4282,
430418.BJ,苏轴股份,20150126,8.5,8.5,8.5,8.5,8.5,,,0,0,,,0,,340000000,0,0,40000000,12.2242,3.6325,1.4119,24.4282,
430418.BJ,苏轴股份,20150127,8.5,8.5,8.5,8.5,8.5,,,0,0,,,0,,340000000,0,0,40000000,12.2242,3.6325,1.4119,24.4282,
430418.BJ,苏轴股份,20150128,8.5,8.5,8.5,8.5,8.5,,,0,0,,,0,,340000000,0,0,40000000,12.2242,3.6325,1.4119,24.4282,
430418.BJ,苏轴股份,20150129,8.5,8.5,8.5,8.5,8.5,,,0,0,,,0,,340000000,0,0,40000000,12.2242,3.6325,1.4119,24.4282,
430418.BJ,苏轴股份,20150130,8.5,8.5,8.5,8.5,8.5,,,0,0,,,0,,340000000,0,0,40000000,12.2242,3.6325,1.4119,24.4282,
430418.BJ,苏轴股份,20150202,8.5,11.25,15,11.25,13.8,449000,5955470,5.3,62.3529,13.2639,,0,,552000000,0,0,40000000,19.8464,5.8975,2.2923,39.6599,
430418.BJ,苏轴股份,20150203,13.8,13.6,15,13.6,14.72,220000,3206450,0.92,6.6667,14.5748,,0,,588800000,0,0,40000000,21.1695,6.2907,2.4451,42.3039,
430418.BJ,苏轴股份,20150204,14.72,14.6,14.72,14,14.13,98000,1408120,-0.59,-4.0082,14.3686,,0,,565200000,0,0,40000000,20.321,6.0385,2.3471,40.6083,
430418.BJ,苏轴股份,20150205,14.13,14.13,14.4,13.98,14.2,82000,1155440,0.07,0.4954,14.0907,,0,,568000000,0,0,40000000,20.4217,6.0684,2.3587,40.8094,
430418.BJ,苏轴股份,20150206,14.2,14.35,14.4,14.19,14.19,40000,573850,-0.01,-0.0704,14.3462,,0,,567600000,0,0,40000000,20.4073,6.0642,2.357,40.7807,
430418.BJ,苏轴股份,20150209,14.19,14,14.44,13.75,14.4,59000,823920,0.21,1.4799,13.9647,,0,,576000000,0,0,40000000,20.7093,6.1539,2.3919,41.3842,
430418.BJ,苏轴股份,20150210,14.4,14,14.15,14,14.15,21000,297000,-0.25,-1.7361,14.1429,,0,,566000000,0,0,40000000,20.3498,6.0471,2.3504,40.6657,
430418.BJ,苏轴股份,20150211,14.15,14.2,14.25,14.08,14.25,61000,865840,0.1,0.7067,14.1941,,0,,570000000,0,0,40000000,20.4936,6.0898,2.367,40.9531,
430418.BJ,苏轴股份,20150212,14.25,14.44,14.44,13.9,13.9,2000,28340,-0.35,-2.4561,14.17,,0,,556000000,0,0,40000000,19.9902,5.9402,2.3089,39.9473,
430418.BJ,苏轴股份,20150213,13.9,13.9,14,13.9,14,20000,279000,0.1,0.7194,13.95,,0,,560000000,0,0,40000000,20.134,5.983,2.3255,40.2346,
430418.BJ,苏轴股份,20150216,14,13.9,14.19,13.9,14,19000,265380,0,0,13.9674,,0,,560000000,0,0,40000000,20.134,5.983,2.3255,40.2346,
430418.BJ,苏轴股份,20150217,14,14,14.19,13.95,14,46000,642750,0,0,13.9728,,0,,560000000,0,0,40000000,20.134,5.983,2.3255,40.2346,
430418.BJ,苏轴股份,20150225,14,14.5,14.5,14.1,14.1,18000,254600,0.1,0.7143,14.1444,,0,,564000000,0,0,40000000,20.2778,6.0257,2.3421,40.522,
