ด๚ย๋,ผ๒ณฦ,ศีฦฺ,วฐสีลฬผÛ(ิช),ฟชลฬผÛ(ิช),ื๎ธ฿ผÛ(ิช),ื๎ตอผÛ(ิช),สีลฬผÛ(ิช),ณษฝปมฟ(นษ),ณษฝปฝ๐ถ๎(ิช),ีวต๘(ิช),ีวต๘ท๙(%),พ๙ผÛ(ิช),ปปสึยส(%),Aนษม๗อจสะึต(ิช),Bนษม๗อจสะึต(ิช),ืÜสะึต(ิช),Aนษม๗อจนษฑพ(นษ),Bนษม๗อจนษฑพ(นษ),ืÜนษฑพ(นษ),สะำฏยส,สะพปยส,สะฯ๚ยส,สะฯึยส,
605259.SH,ยฬฬ๏ป๚ะต,20210702,35.44,35.2,35.34,33.89,33.98,2983542,102532215,-1.46,-4.1196,34.3659,13.5616,747560000,,2990240000,22000000,0,88000000,23.6758,4.3076,2.4407,38.219,
605259.SH,ยฬฬ๏ป๚ะต,20210705,33.98,34.26,34.71,33.84,34.36,2250606,77147034,0.38,1.1183,34.2783,10.23,755920000,,3023680000,22000000,0,88000000,23.9406,4.3558,2.468,38.6464,
605259.SH,ยฬฬ๏ป๚ะต,20210706,34.36,34.25,35.75,34.06,35.25,2819528,98400334,0.89,2.5902,34.8996,12.816,775500000,,3102000000,22000000,0,88000000,24.5607,4.4686,2.532,39.6474,
605259.SH,ยฬฬ๏ป๚ะต,20210707,35.25,35.02,35.02,34.41,34.66,2026202,70175686,-0.59,-1.6738,34.6341,9.21,762520000,,3050080000,22000000,0,88000000,24.1496,4.3938,2.4896,38.9838,
605259.SH,ยฬฬ๏ป๚ะต,20210708,34.66,34.28,34.8,33.53,33.62,1954934,66571003,-1.04,-3.0006,34.0528,8.8861,739640000,,2958560000,22000000,0,88000000,23.425,4.2619,2.4149,37.8141,
605259.SH,ยฬฬ๏ป๚ะต,20210709,33.62,33.38,33.9,33.12,33.85,1356306,45574936,0.23,0.6841,33.6023,6.165,744700000,,2978800000,22000000,0,88000000,23.5853,4.2911,2.4314,38.0728,
605259.SH,ยฬฬ๏ป๚ะต,20210712,33.85,33.95,34.19,33.58,33.68,1395012,47159732,-0.17,-0.5022,33.806,6.341,740960000,,2963840000,22000000,0,88000000,23.4668,4.2695,2.4192,37.8816,
605259.SH,ยฬฬ๏ป๚ะต,20210713,33.68,33.45,33.65,32.8,33.2,1938991,64211579,-0.48,-1.4252,33.116,8.8136,730400000,,2921600000,22000000,0,88000000,23.1324,4.2087,2.3847,37.3417,
605259.SH,ยฬฬ๏ป๚ะต,20210714,33.2,33,34.12,32.89,33.26,1981977,66408766,0.06,0.1807,33.5063,9.009,731720000,,2926880000,22000000,0,88000000,23.1742,4.2163,2.389,37.4092,
605259.SH,ยฬฬ๏ป๚ะต,20210715,33.26,33.05,33.1,32.02,32.16,2063369,66757670,-1.1,-3.3073,32.3537,9.3789,707520000,,2830080000,22000000,0,88000000,22.4077,4.0769,2.31,36.172,
605259.SH,ยฬฬ๏ป๚ะต,20210716,32.16,32.1,32.47,31.7,31.75,1515990,48386548,-0.41,-1.2749,31.9175,6.8909,698500000,,2794000000,22000000,0,88000000,22.1221,4.0249,2.2806,35.7108,
605259.SH,ยฬฬ๏ป๚ะต,20210719,31.75,31.54,31.75,30.8,30.93,1469031,45615099,-0.82,-2.5827,31.0511,6.6774,680460000,,2721840000,22000000,0,88000000,21.5507,3.9209,2.2217,34.7885,
605259.SH,ยฬฬ๏ป๚ะต,20210720,30.93,30.7,31.8,30.66,31.31,1410908,43941606,0.38,1.2286,31.1442,6.4132,688820000,,2755280000,22000000,0,88000000,21.8155,3.9691,2.249,35.2159,
605259.SH,ยฬฬ๏ป๚ะต,20210721,31.31,31.56,32.15,31.33,31.64,1566167,49764609,0.33,1.054,31.7748,7.1189,696080000,,2784320000,22000000,0,88000000,22.0454,4.0109,2.2727,35.5871,
605259.SH,ยฬฬ๏ป๚ะต,20210722,31.64,31.43,31.54,30.8,30.86,1447381,44950919,-0.78,-2.4652,31.0567,6.579,678920000,,2715680000,22000000,0,88000000,21.502,3.9121,2.2166,34.7098,
605259.SH,ยฬฬ๏ป๚ะต,20210723,30.86,30.69,31.31,30.69,31.04,1145550,35467637,0.18,0.5833,30.9612,5.207,682880000,,2731520000,22000000,0,88000000,21.6274,3.9349,2.2296,34.9123,
605259.SH,ยฬฬ๏ป๚ะต,20210726,31.04,31.1,31.25,29.76,29.91,1482731,44741685,-1.13,-3.6405,30.1752,6.7397,658020000,,2632080000,22000000,0,88000000,20.84,3.7916,2.1484,33.6413,
605259.SH,ยฬฬ๏ป๚ะต,20210727,29.91,29.91,30.28,28.87,28.88,1263579,37392057,-1.03,-3.4437,29.5922,5.7435,635360000,,2541440000,22000000,0,88000000,20.1224,3.6611,2.0744,32.4828,
605259.SH,ยฬฬ๏ป๚ะต,20210728,28.88,28.9,29.1,28,28.38,1168134,33306290,-0.5,-1.7313,28.5124,5.3097,624360000,,2497440000,22000000,0,88000000,19.774,3.5977,2.0385,31.9204,
605259.SH,ยฬฬ๏ป๚ะต,20210729,28.38,28.4,29.14,28.4,28.73,1092505,31550427,0.35,1.2333,28.879,4.9659,632060000,,2528240000,22000000,0,88000000,20.0179,3.642,2.0636,32.3141,
605259.SH,ยฬฬ๏ป๚ะต,20210730,28.73,28.76,29.45,28.48,29,953277,27632089,0.27,0.9398,28.9864,4.3331,638000000,,2552000000,22000000,0,88000000,20.206,3.6763,2.083,32.6178,
605259.SH,ยฬฬ๏ป๚ะต,20210802,29,28.8,29.52,28.58,29.33,974914,28417102,0.33,1.1379,29.1483,4.4314,645260000,,2581040000,22000000,0,88000000,20.4359,3.7181,2.1067,32.9889,
605259.SH,ยฬฬ๏ป๚ะต,20210803,29.33,29.27,29.55,29.05,29.23,847923,24864464,-0.1,-0.3409,29.324,3.8542,643060000,,2572240000,22000000,0,88000000,20.3662,3.7054,2.0996,32.8765,
605259.SH,ยฬฬ๏ป๚ะต,20210804,29.23,29.21,29.37,28.82,28.98,924719,26856799,-0.25,-0.8553,29.0432,4.2033,637560000,,2550240000,22000000,0,88000000,20.1921,3.6737,2.0816,32.5953,
605259.SH,ยฬฬ๏ป๚ะต,20210805,28.98,28.85,29.88,28.85,29.51,1279175,37614869,0.53,1.8288,29.4056,5.8144,649220000,,2596880000,22000000,0,88000000,20.5613,3.7409,2.1197,33.1914,
605259.SH,ยฬฬ๏ป๚ะต,20210806,29.51,29.4,29.5,28.66,28.82,1147299,33223826,-0.69,-2.3382,28.9583,5.215,634040000,,2536160000,22000000,0,88000000,20.0806,3.6535,2.0701,32.4153,
605259.SH,ยฬฬ๏ป๚ะต,20210809,28.82,28.75,29.5,28.41,29.3,991749,28964161,0.48,1.6655,29.2051,4.508,644600000,,2578400000,22000000,0,88000000,20.415,3.7143,2.1046,32.9552,
605259.SH,ยฬฬ๏ป๚ะต,20210810,29.3,29.2,29.87,29.2,29.52,972471,28648799,0.22,0.7509,29.4598,4.4203,649440000,,2597760000,22000000,0,88000000,20.5683,3.7422,2.1204,33.2026,
605259.SH,ยฬฬ๏ป๚ะต,20210811,29.52,29.55,30.28,29.28,30.06,1478094,44207733,0.54,1.8293,29.9086,6.7186,661320000,,2645280000,22000000,0,88000000,20.9446,3.8106,2.1592,33.81,
605259.SH,ยฬฬ๏ป๚ะต,20210812,30.06,30.05,30.35,29.53,29.74,1127522,33653404,-0.32,-1.0645,29.8472,5.1251,654280000,,2617120000,22000000,0,88000000,20.7216,3.7701,2.1362,33.4501,
605259.SH,ยฬฬ๏ป๚ะต,20210813,29.74,29.78,30.2,29.54,29.87,866136,25815838,0.13,0.4371,29.8058,3.937,657140000,,2628560000,22000000,0,88000000,20.8122,3.7866,2.1455,33.5963,
605259.SH,ยฬฬ๏ป๚ะต,20210816,29.87,29.87,30.87,29.8,30.86,1776251,54085442,0.99,3.3144,30.4492,8.0739,678920000,,2715680000,22000000,0,88000000,21.502,3.9121,2.2166,34.7098,
605259.SH,ยฬฬ๏ป๚ะต,20210817,30.86,30.91,31.85,30.6,31.5,2783109,87303145,0.64,2.0739,31.3689,12.6505,693000000,,2772000000,22000000,0,88000000,21.9479,3.9932,2.2626,35.4296,
605259.SH,ยฬฬ๏ป๚ะต,20210818,31.5,31.52,31.59,30.71,31.16,1631421,50600524,-0.34,-1.0794,31.0162,7.4155,685520000,,2742080000,22000000,0,88000000,21.711,3.9501,2.2382,35.0472,
605259.SH,ยฬฬ๏ป๚ะต,20210819,31.16,30.9,30.99,30.18,30.59,1440341,44019753,-0.57,-1.8293,30.562,6.547,672980000,,2691920000,22000000,0,88000000,21.3138,3.8778,2.1972,34.4061,
605259.SH,ยฬฬ๏ป๚ะต,20210820,30.59,30.41,30.43,29.52,29.55,1111443,33203367,-1.04,-3.3998,29.8741,5.052,650100000,,2600400000,22000000,0,88000000,20.5892,3.746,2.1225,33.2364,
605259.SH,ยฬฬ๏ป๚ะต,20210823,29.55,29.98,32.46,29.72,31.92,3049329,95676620,2.37,8.0203,31.3763,13.8606,702240000,,2808960000,22000000,0,88000000,22.2405,4.0464,2.2928,35.902,
605259.SH,ยฬฬ๏ป๚ะต,20210824,31.92,31.67,32.56,31.45,32.29,3446264,110270678,0.37,1.1591,31.9972,15.6648,710380000,,2841520000,22000000,0,88000000,22.4983,4.0933,2.3194,36.3182,
605259.SH,ยฬฬ๏ป๚ะต,20210825,32.29,32.01,32.22,31.52,31.8,1476262,46937421,-0.49,-1.5175,31.7948,6.7103,699600000,,2798400000,22000000,0,88000000,22.1569,4.0312,2.2842,35.7671,
605259.SH,ยฬฬ๏ป๚ะต,20210826,31.8,31.89,32.5,31.21,31.34,1525395,48575703,-0.46,-1.4465,31.8447,6.9336,689480000,,2757920000,22000000,0,88000000,21.3821,2.1833,2.2511,35.2497,
605259.SH,ยฬฬ๏ป๚ะต,20210827,31.34,31.36,31.6,30.78,31.02,1102792,34263842,-0.32,-1.0211,31.0701,5.0127,682440000,,2729760000,22000000,0,88000000,21.1638,2.161,2.2281,34.8898,
605259.SH,ยฬฬ๏ป๚ะต,20210830,31.02,31.2,31.5,30.7,31.07,1087380,33764892,0.05,0.1612,31.0516,4.9426,683540000,,2734160000,22000000,0,88000000,21.1979,2.1645,2.2317,34.946,
605259.SH,ยฬฬ๏ป๚ะต,20210831,31.07,31.1,31.87,30.67,31.67,1577677,49654800,0.6,1.9311,31.4734,7.1713,696740000,,2786960000,22000000,0,88000000,21.6073,2.2063,2.2748,35.6208,
605259.SH,ยฬฬ๏ป๚ะต,20210901,31.67,31.5,31.74,30.8,31.03,1306269,40643260,-0.64,-2.0208,31.114,5.9376,682660000,,2730640000,22000000,0,88000000,21.1706,2.1617,2.2289,34.901,
605259.SH,ยฬฬ๏ป๚ะต,20210902,31.03,31.11,32.48,30.89,31.89,2027666,64340053,0.86,2.7715,31.7311,9.2167,701580000,,2806320000,22000000,0,88000000,21.7574,2.2216,2.2906,35.8683,
605259.SH,ยฬฬ๏ป๚ะต,20210903,31.89,31.6,32.43,31.39,32,2067346,65800668,0.11,0.3449,31.8286,9.397,704000000,,2816000000,22000000,0,88000000,21.8324,2.2293,2.2985,35.992,
605259.SH,ยฬฬ๏ป๚ะต,20210906,32,31.87,32.13,31.61,31.86,1216364,38723079,-0.14,-0.4375,31.8351,5.5289,700920000,,2803680000,22000000,0,88000000,21.7369,2.2196,2.2885,35.8345,
605259.SH,ยฬฬ๏ป๚ะต,20210907,31.86,31.8,31.93,31.41,31.61,1035233,32713145,-0.25,-0.7847,31.5998,4.7056,695420000,,2781680000,22000000,0,88000000,21.5663,2.2021,2.2705,35.5534,
605259.SH,ยฬฬ๏ป๚ะต,20210908,31.61,31.56,32.17,31.45,31.64,1348998,42802586,0.03,0.0949,31.7292,6.1318,696080000,,2784320000,22000000,0,88000000,21.5868,2.2042,2.2727,35.5871,
605259.SH,ยฬฬ๏ป๚ะต,20210909,31.64,31.51,31.73,31.43,31.45,1009718,31863404,-0.19,-0.6005,31.5567,4.5896,691900000,,2767600000,22000000,0,88000000,21.4572,2.191,2.259,35.3734,
605259.SH,ยฬฬ๏ป๚ะต,20210910,31.45,31.56,31.58,30.8,30.96,1114454,34612997,-0.49,-1.558,31.0583,5.0657,681120000,,2724480000,22000000,0,88000000,21.1229,2.1569,2.2238,34.8223,
605259.SH,ยฬฬ๏ป๚ะต,20210913,30.96,31.1,31.1,30.56,30.66,726657,22319568,-0.3,-0.969,30.7154,3.303,674520000,,2698080000,22000000,0,88000000,20.9182,2.136,2.2023,34.4848,
605259.SH,ยฬฬ๏ป๚ะต,20210914,30.66,30.66,30.7,29.8,30,1149494,34551126,-0.66,-2.1526,30.0577,5.225,660000000,,2640000000,22000000,0,88000000,20.4679,2.09,2.1549,33.7425,
605259.SH,ยฬฬ๏ป๚ะต,20210915,30,30.11,30.12,29.73,29.92,440475,13148900,-0.08,-0.2667,29.8516,2.0022,658240000,,2632960000,22000000,0,88000000,20.4133,2.0844,2.1491,33.6525,
605259.SH,ยฬฬ๏ป๚ะต,20210916,29.92,29.92,30.04,29.62,29.63,562264,16763081,-0.29,-0.9693,29.8135,2.5557,651860000,,2607440000,22000000,0,88000000,20.2155,2.0642,2.1283,33.3264,
605259.SH,ยฬฬ๏ป๚ะต,20210917,29.63,29.65,31.4,29.01,31.08,2250680,69001822,1.45,4.8937,30.6582,10.2304,683760000,,2735040000,22000000,0,88000000,21.2047,2.1652,2.2324,34.9572,
605259.SH,ยฬฬ๏ป๚ะต,20210922,31.08,30.6,31.2,30.46,30.56,774384,23848413,-0.52,-1.6731,30.7966,3.5199,672320000,,2689280000,22000000,0,88000000,20.85,2.129,2.1951,34.3724,
605259.SH,ยฬฬ๏ป๚ะต,20210923,30.56,30.56,30.95,30.45,30.6,649264,19897887,0.04,0.1309,30.6468,2.9512,673200000,,2692800000,22000000,0,88000000,20.8773,2.1318,2.198,34.4174,
605259.SH,ยฬฬ๏ป๚ะต,20210924,30.6,30.6,30.92,30.5,30.6,499546,15334023,0,0,30.6959,2.2707,673200000,,2692800000,22000000,0,88000000,20.8773,2.1318,2.198,34.4174,
605259.SH,ยฬฬ๏ป๚ะต,20210927,30.6,31.5,31.66,30.62,30.67,1110673,34522124,0.07,0.2288,31.0822,5.0485,674740000,,2698960000,22000000,0,88000000,20.925,2.1366,2.203,34.4961,
605259.SH,ยฬฬ๏ป๚ะต,20210928,30.67,30.55,30.55,29.7,30.53,948270,28537326,-0.14,-0.4565,30.0941,4.3103,671660000,,2686640000,22000000,0,88000000,20.8295,2.1269,2.1929,34.3386,
605259.SH,ยฬฬ๏ป๚ะต,20210929,30.53,30.03,30.53,28.7,28.78,1585964,46906151,-1.75,-5.7321,29.5758,7.2089,633160000,,2532640000,22000000,0,88000000,19.6355,2.005,2.0672,32.3703,
605259.SH,ยฬฬ๏ป๚ะต,20210930,28.78,28.8,29.32,28.77,29.18,644396,18689948,0.4,1.3899,29.0038,2.9291,641960000,,2567840000,22000000,0,88000000,19.9084,2.0328,2.096,32.8202,
605259.SH,ยฬฬ๏ป๚ะต,20211008,29.18,29.3,29.46,29.06,29.26,426893,12493158,0.08,0.2742,29.2653,1.9404,643720000,,2574880000,22000000,0,88000000,19.963,2.0384,2.1017,32.9102,
605259.SH,ยฬฬ๏ป๚ะต,20211011,29.26,29.26,29.65,29.17,29.23,354928,10405937,-0.03,-0.1025,29.3184,1.6133,643060000,,2572240000,22000000,0,88000000,19.9426,2.0363,2.0996,32.8765,
605259.SH,ยฬฬ๏ป๚ะต,20211012,29.23,29.18,29.18,28.35,28.77,524882,15107183,-0.46,-1.5737,28.7821,2.3858,632940000,,2531760000,22000000,0,88000000,19.6287,2.0043,2.0665,32.3591,
605259.SH,ยฬฬ๏ป๚ะต,20211013,28.77,28.83,29.34,28.35,29.12,382064,11050816,0.35,1.2165,28.924,1.7367,640640000,,2562560000,22000000,0,88000000,19.8675,2.0287,2.0917,32.7527,
605259.SH,ยฬฬ๏ป๚ะต,20211014,29.12,29.12,29.25,28.9,29.1,310870,9029512,-0.02,-0.0687,29.0459,1.413,640200000,,2560800000,22000000,0,88000000,19.8539,2.0273,2.0902,32.7302,
605259.SH,ยฬฬ๏ป๚ะต,20211015,29.1,29.06,29.1,28.82,28.84,413577,11956639,-0.26,-0.8935,28.9103,1.8799,634480000,,2537920000,22000000,0,88000000,19.6765,2.0092,2.0715,32.4378,
605259.SH,ยฬฬ๏ป๚ะต,20211018,28.84,28.64,28.92,28.53,28.77,376477,10800086,-0.07,-0.2427,28.6872,1.7113,632940000,,2531760000,22000000,0,88000000,19.6287,2.0043,2.0665,32.3591,
605259.SH,ยฬฬ๏ป๚ะต,20211019,28.77,28.79,29.16,28.72,28.91,446841,12943889,0.14,0.4866,28.9675,2.0311,636020000,,2544080000,22000000,0,88000000,19.7242,2.014,2.0766,32.5165,
605259.SH,ยฬฬ๏ป๚ะต,20211020,28.91,28.86,29.34,28.85,29.11,406214,11822534,0.2,0.6918,29.1042,1.8464,640420000,,2561680000,22000000,0,88000000,19.8607,2.028,2.0909,32.7415,
605259.SH,ยฬฬ๏ป๚ะต,20211021,29.11,29.06,29.06,28.75,28.75,373685,10802303,-0.36,-1.2367,28.9075,1.6986,632500000,,2530000000,22000000,0,88000000,19.6151,2.0029,2.0651,32.3366,
605259.SH,ยฬฬ๏ป๚ะต,20211022,28.75,28.66,28.87,28.65,28.65,305511,8774809,-0.1,-0.3478,28.7217,1.3887,630300000,,2521200000,22000000,0,88000000,19.5468,1.9959,2.0579,32.2241,
605259.SH,ยฬฬ๏ป๚ะต,20211025,28.65,28.34,28.71,28.34,28.54,255595,7288052,-0.11,-0.3839,28.5141,1.1618,627880000,,2511520000,22000000,0,88000000,19.4718,1.9883,2.05,32.1004,
605259.SH,ยฬฬ๏ป๚ะต,20211026,28.54,28.56,28.69,28.33,28.36,296811,8447325,-0.18,-0.6307,28.4603,1.3491,623920000,,2495680000,22000000,0,88000000,19.349,1.9757,2.0371,31.8979,
605259.SH,ยฬฬ๏ป๚ะต,20211027,28.36,28.39,28.47,27.85,27.86,494290,13865829,-0.5,-1.763,28.052,2.2468,612920000,,2451680000,22000000,0,88000000,19.0079,1.9409,2.0012,31.3355,
605259.SH,ยฬฬ๏ป๚ะต,20211028,27.86,27.87,28.48,27.75,28.26,459679,12908896,0.4,1.4358,28.0824,2.0894,621720000,,2486880000,22000000,0,88000000,19.2808,1.9688,2.0299,31.7854,
605259.SH,ยฬฬ๏ป๚ะต,20211029,28.26,28.27,28.68,28,28.46,532620,15142753,0.2,0.7077,28.4307,2.421,626120000,,2504480000,22000000,0,88000000,18.6451,1.9202,2.0443,32.0104,
605259.SH,ยฬฬ๏ป๚ะต,20211101,28.46,28.59,28.72,28.28,28.71,408801,11680570,0.25,0.8784,28.5728,1.8582,631620000,,2526480000,22000000,0,88000000,18.8089,1.9371,2.0622,32.2916,
605259.SH,ยฬฬ๏ป๚ะต,20211102,28.71,28.62,28.75,28.03,28.12,359758,10216314,-0.59,-2.055,28.3977,1.6353,618640000,,2474560000,22000000,0,88000000,18.4223,1.8973,2.0198,31.628,
605259.SH,ยฬฬ๏ป๚ะต,20211103,28.12,28.09,28.34,27.99,28.34,332182,9352890,0.22,0.7824,28.1559,1.5099,623480000,,2493920000,22000000,0,88000000,18.5665,1.9121,2.0356,31.8754,
605259.SH,ยฬฬ๏ป๚ะต,20211104,28.34,28.22,28.64,28.22,28.55,359282,10234084,0.21,0.741,28.4848,1.6331,628100000,,2512400000,22000000,0,88000000,18.704,1.9263,2.0507,32.1116,
605259.SH,ยฬฬ๏ป๚ะต,20211105,28.55,28.56,29,28.43,28.96,567338,16341624,0.41,1.4361,28.804,2.5788,637120000,,2548480000,22000000,0,88000000,18.9727,1.9539,2.0802,32.5728,
605259.SH,ยฬฬ๏ป๚ะต,20211108,28.96,28.96,29.83,28.6,29.67,1038251,30382511,0.71,2.4517,29.2632,4.7193,652740000,,2610960000,22000000,0,88000000,19.4378,2.0018,2.1312,33.3713,
605259.SH,ยฬฬ๏ป๚ะต,20211109,29.67,29.67,32.64,29.65,32.64,5599252,179744009,2.97,10.0101,32.1014,25.4511,718080000,,2872320000,22000000,0,88000000,21.3835,2.2022,2.3445,36.7119,
605259.SH,ยฬฬ๏ป๚ะต,20211110,32.64,34,35.9,32.92,33.11,8843339,303591124,0.47,1.44,34.3299,40.197,728420000,,2913680000,22000000,0,88000000,21.6915,2.2339,2.3783,37.2405,
605259.SH,ยฬฬ๏ป๚ะต,20211111,33.11,32.68,33,31.8,32.04,4781062,153615576,-1.07,-3.2317,32.13,21.7321,704880000,,2819520000,22000000,0,88000000,20.9905,2.1617,2.3014,36.037,
605259.SH,ยฬฬ๏ป๚ะต,20211112,32.04,31.72,32.98,31.64,32.47,3342617,108040417,0.43,1.3421,32.3221,15.1937,714340000,,2857360000,22000000,0,88000000,21.2722,2.1908,2.3323,36.5206,
605259.SH,ยฬฬ๏ป๚ะต,20211115,32.47,33.28,35.72,32.8,35.72,5312480,181765291,3.25,10.0092,34.2148,24.1476,785840000,,3143360000,22000000,0,88000000,23.4013,2.41,2.5657,40.1761,
605259.SH,ยฬฬ๏ป๚ะต,20211116,35.72,35.8,36.22,34.81,35.37,4127675,146480599,-0.35,-0.9798,35.4874,18.7622,778140000,,3112560000,22000000,0,88000000,23.1721,2.3864,2.5406,39.7824,
605259.SH,ยฬฬ๏ป๚ะต,20211117,35.37,35.43,38.91,35.43,38.91,5871694,225634937,3.54,10.0085,38.4276,26.6895,856020000,,3424080000,22000000,0,88000000,25.4912,2.6253,2.7949,43.764,
605259.SH,ยฬฬ๏ป๚ะต,20211118,38.91,39.79,40.42,36.96,38.27,5102858,198437424,-0.64,-1.6448,38.8875,23.1948,841940000,,3367760000,22000000,0,88000000,25.0719,2.5821,2.7489,43.0442,
605259.SH,ยฬฬ๏ป๚ะต,20211119,38.27,38.68,39.15,37.2,37.2,3242950,122208024,-1.07,-2.7959,37.6842,14.7407,818400000,,3273600000,22000000,0,88000000,24.3709,2.5099,2.672,41.8407,
605259.SH,ยฬฬ๏ป๚ะต,20211122,37.2,37.25,38.09,35.6,37.81,3856239,142595583,0.61,1.6398,36.9779,17.5284,831820000,,3327280000,22000000,0,88000000,24.7706,2.551,2.7159,42.5268,
605259.SH,ยฬฬ๏ป๚ะต,20211123,37.81,37.98,37.98,36.29,36.38,2633864,97231783,-1.43,-3.7821,36.916,11.9721,800360000,,3201440000,22000000,0,88000000,23.8337,2.4546,2.6131,40.9184,
605259.SH,ยฬฬ๏ป๚ะต,20211124,36.38,37.5,38.99,37,37.7,2977924,112373021,1.32,3.6284,37.7354,13.536,829400000,,3317600000,22000000,0,88000000,24.6985,2.5436,2.7079,42.4031,
605259.SH,ยฬฬ๏ป๚ะต,20211125,37.7,37.59,37.99,36.4,36.54,1495546,54957678,-1.16,-3.0769,36.7476,6.7979,803880000,,3215520000,22000000,0,88000000,23.9386,2.4654,2.6246,41.0984,
605259.SH,ยฬฬ๏ป๚ะต,20211126,36.54,36.41,36.62,34.92,36.2,2638580,94401499,-0.34,-0.9305,35.7774,11.9935,796400000,,3185600000,22000000,0,88000000,23.7158,2.4424,2.6002,40.716,
605259.SH,ยฬฬ๏ป๚ะต,20211129,36.2,35.5,36.31,35.12,35.92,947254,33933585,-0.28,-0.7735,35.8231,4.3057,790240000,,3160960000,22000000,0,88000000,23.5324,2.4235,2.5801,40.401,
605259.SH,ยฬฬ๏ป๚ะต,20211130,35.92,36.28,36.39,34.61,34.89,1737095,61106159,-1.03,-2.8675,35.1772,7.8959,767580000,,3070320000,22000000,0,88000000,22.8576,2.354,2.5061,39.2425,
605259.SH,ยฬฬ๏ป๚ะต,20211201,34.89,34.86,36.68,34.8,35.76,1636282,58565566,0.87,2.4936,35.7919,7.4376,786720000,,3146880000,22000000,0,88000000,23.4276,2.4127,2.5686,40.2211,
605259.SH,ยฬฬ๏ป๚ะต,20211202,35.76,35.7,35.78,34.59,34.62,1170700,41142993,-1.14,-3.1879,35.1439,5.3214,761640000,,3046560000,22000000,0,88000000,22.6807,2.3358,2.4867,38.9389,
