´úÂë,¼ò³Æ,ÈÕÆÚ,Ç°ÊÕÅÌ¼Û(Ôª),¿ªÅÌ¼Û(Ôª),×î¸ß¼Û(Ôª),×îµÍ¼Û(Ôª),ÊÕÅÌ¼Û(Ôª),³É½»Á¿(¹É),³É½»½ð¶î(Ôª),ÕÇµø(Ôª),ÕÇµø·ù(%),¾ù¼Û(Ôª),»»ÊÖÂÊ(%),A¹ÉÁ÷Í¨ÊÐÖµ(Ôª),B¹ÉÁ÷Í¨ÊÐÖµ(Ôª),×ÜÊÐÖµ(Ôª),A¹ÉÁ÷Í¨¹É±¾(¹É),B¹ÉÁ÷Í¨¹É±¾(¹É),×Ü¹É±¾(¹É),ÊÐÓ¯ÂÊ,ÊÐ¾»ÂÊ,ÊÐÏúÂÊ,ÊÐÏÖÂÊ,
603180.SH,½ðÅÆ³ø¹ñ,20170512,,40.1,40.1,40.1,40.1,9500,380950,12.25,43.9856,40.1,0.0559,681700000,,2686700000,17000000,0,67000000,26.4417,9.8155,2.4449,-850.1859,
603180.SH,½ðÅÆ³ø¹ñ,20170515,40.1,44.11,44.11,44.11,44.11,2700,119097,4.01,10,44.11,0.0159,749870000,,2955370000,17000000,0,67000000,29.0859,10.797,2.6894,-935.2045,
603180.SH,½ðÅÆ³ø¹ñ,20170516,44.11,48.52,48.52,48.52,48.52,4900,237748,4.41,9.9977,48.52,0.0288,824840000,,3250840000,17000000,0,67000000,31.9938,11.8765,2.9583,-1028.7037,
603180.SH,½ðÅÆ³ø¹ñ,20170517,48.52,53.37,53.37,53.37,53.37,13570,724231,4.85,9.9959,53.37,0.0798,907290000,,3575790000,17000000,0,67000000,35.1919,13.0636,3.254,-1131.5317,
603180.SH,½ðÅÆ³ø¹ñ,20170518,53.37,58.71,58.71,58.71,58.71,46003,2700836,5.34,10.0056,58.71,0.2706,998070000,,3933570000,17000000,0,67000000,38.7131,14.3707,3.5796,-1244.7484,
603180.SH,½ðÅÆ³ø¹ñ,20170519,58.71,64.58,64.58,64.58,64.58,127600,8240408,5.87,9.9983,64.58,0.7506,1097860000,,4326860000,17000000,0,67000000,42.5837,15.8076,3.9375,-1369.2021,
603180.SH,½ðÅÆ³ø¹ñ,20170522,64.58,71,71,64.7,68.01,11032662,749730087,3.43,5.3112,67.9555,64.898,1156170000,,4556670000,17000000,0,67000000,44.8455,16.6471,4.1466,-1441.9237,
603180.SH,½ðÅÆ³ø¹ñ,20170523,68.01,69.5,74.5,67.88,72.33,9079225,646230784,4.32,6.352,71.1769,53.4072,1229610000,,4846110000,17000000,0,67000000,47.694,17.7046,4.41,-1533.5149,
603180.SH,½ðÅÆ³ø¹ñ,20170524,72.33,70,75.5,68,74.13,7455031,532490908,1.8,2.4886,71.4271,43.8531,1260210000,,4966710000,17000000,0,67000000,48.881,18.1452,4.5198,-1571.6779,
603180.SH,½ðÅÆ³ø¹ñ,20170525,74.13,75,79,73.01,77.96,6425908,486481340,3.83,5.1666,75.7062,37.7995,1325320000,,5223320000,17000000,0,67000000,51.4064,19.0826,4.7533,-1652.8801,
603180.SH,½ðÅÆ³ø¹ñ,20170526,77.96,75,77.7,73.1,75.05,5731322,430887978,-2.91,-3.7327,75.1813,33.7137,1275850000,,5028350000,17000000,0,67000000,49.4876,18.3703,4.5759,-1591.1833,
