測鎢,潠備,�梪�,ヶ彶攫歎(啋),羲攫歎(啋),郔詢歎(啋),郔腴歎(啋),彶攫歎(啋),傖蝠講(嘖),傖蝠踢塗(啋),梀視(啋),梀視盟(%),歙歎(啋),遙忒薹(%),A嘖霜籵庈硉(啋),B嘖霜籵庈硉(啋),軞庈硉(啋),A嘖霜籵嘖掛(嘖),B嘖霜籵嘖掛(嘖),軞嘖掛(嘖),庈荅薹,庈噱薹,庈种薹,庈珋薹,
605488.SH,腦應陔第,20210513,,24.52,29.42,24.52,29.42,264549,7758042,8.99,44.0039,29.3255,0.8818,882600000,,3530400000,30000000,0,120000000,23.0165,7.5059,2.7818,52.4289,
605488.SH,腦應陔第,20210514,29.42,32.36,32.36,32.36,32.36,255070,8254065,2.94,9.9932,32.36,0.8502,970800000,,3883200000,30000000,0,120000000,25.3165,8.256,3.0598,57.6682,
605488.SH,腦應陔第,20210517,32.36,35.6,35.6,33.33,35.6,5714223,202024278,3.24,10.0124,35.3546,19.0474,1068000000,,4272000000,30000000,0,120000000,27.8513,9.0826,3.3662,63.4422,
605488.SH,腦應陔第,20210518,35.6,38,39.16,36.88,39.16,17881993,684765425,3.56,10,38.2936,59.6066,1174800000,,4699200000,30000000,0,120000000,30.6365,9.9909,3.7028,69.7864,
605488.SH,腦應陔第,20210519,39.16,37,37.84,35.24,35.24,12890882,465676434,-3.92,-10.0102,36.1245,42.9696,1057200000,,4228800000,30000000,0,120000000,27.5697,8.9908,3.3322,62.8006,
605488.SH,腦應陔第,20210520,35.24,33.52,34.2,32.62,32.79,9529995,316587331,-2.45,-6.9523,33.2201,31.7667,983700000,,3934800000,30000000,0,120000000,25.6529,8.3657,3.1005,58.4345,
605488.SH,腦應陔第,20210521,32.79,32.79,34.3,32.11,33.01,7527673,249675816,0.22,0.6709,33.1677,25.0922,990300000,,3961200000,30000000,0,120000000,25.8251,8.4218,3.1213,58.8266,
605488.SH,腦應陔第,20210524,33.01,32.41,32.47,31.21,31.55,6042084,191262835,-1.46,-4.4229,31.6551,20.1403,946500000,,3786000000,30000000,0,120000000,24.6828,8.0494,2.9832,56.2247,
605488.SH,腦應陔第,20210525,31.55,31.2,31.94,30.9,31.18,4793100,149832080,-0.37,-1.1727,31.26,15.977,935400000,,3741600000,30000000,0,120000000,24.3934,7.955,2.9483,55.5653,
605488.SH,腦應陔第,20210526,31.18,31.09,32.18,30.81,31.77,4939125,156472963,0.59,1.8922,31.6803,16.4637,953100000,,3812400000,30000000,0,120000000,24.855,8.1055,3.004,56.6168,
605488.SH,腦應陔第,20210527,31.77,32.01,33.5,31.75,31.92,6751888,220356803,0.15,0.4721,32.6363,22.5063,957600000,,3830400000,30000000,0,120000000,24.9723,8.1438,3.0182,56.8841,
605488.SH,腦應陔第,20210528,31.92,31.52,32.9,30.71,32.3,6041815,192188251,0.38,1.1905,31.8097,20.1394,969000000,,3876000000,30000000,0,120000000,25.2696,8.2407,3.0542,57.5613,
605488.SH,腦應陔第,20210531,32.3,32.08,32.3,31.19,31.2,5366842,169181258,-1.1,-3.4056,31.5234,17.8895,936000000,,3744000000,30000000,0,120000000,24.409,7.9601,2.9501,55.601,
605488.SH,腦應陔第,20210601,31.2,30.88,31.66,30.71,31.44,3836464,119917536,0.24,0.7692,31.2573,12.7882,943200000,,3772800000,30000000,0,120000000,24.5968,8.0213,2.9728,56.0287,
605488.SH,腦應陔第,20210602,31.44,31.22,34,31.12,32.9,7969117,258746676,1.46,4.6438,32.4687,26.5637,987000000,,3948000000,30000000,0,120000000,25.739,8.3938,3.1109,58.6305,
605488.SH,腦應陔第,20210603,32.9,32.8,33.38,32.11,32.86,5892280,193330056,-0.04,-0.1216,32.8107,19.6409,985800000,,3943200000,30000000,0,120000000,25.7077,8.3836,3.1071,58.5592,
605488.SH,腦應陔第,20210604,32.86,32.86,33.22,31.18,31.18,5195115,164590097,-1.68,-5.1126,31.6817,17.3171,935400000,,3741600000,30000000,0,120000000,24.3934,7.955,2.9483,55.5653,
605488.SH,腦應陔第,20210607,31.18,30.6,30.61,29.55,29.65,5031116,150639174,-1.53,-4.907,29.9415,16.7704,889500000,,3558000000,30000000,0,120000000,23.1964,7.5646,2.8036,52.8388,
605488.SH,腦應陔第,20210608,29.65,29.7,30.3,29.49,30.15,3090463,92581746,0.5,1.6863,29.9572,10.3015,904500000,,3618000000,30000000,0,120000000,23.5876,7.6922,2.8509,53.7298,
605488.SH,腦應陔第,20210609,30.15,29.93,30.6,29.61,29.84,2297783,68907844,-0.31,-1.0282,29.9888,7.6593,895200000,,3580800000,30000000,0,120000000,23.345,7.6131,2.8215,53.1774,
605488.SH,腦應陔第,20210610,29.84,30,30.16,29.72,29.81,1904321,56981979,-0.03,-0.1005,29.9225,6.3477,894300000,,3577200000,30000000,0,120000000,23.3216,7.6054,2.8187,53.1239,
605488.SH,腦應陔第,20210611,29.81,30.01,30.12,29.42,29.54,2045373,60860063,-0.27,-0.9057,29.755,6.8179,886200000,,3544800000,30000000,0,120000000,23.1103,7.5365,2.7932,52.6427,
605488.SH,腦應陔第,20210615,29.54,29.7,29.85,28.09,28.09,2677805,76698425,-1.45,-4.9086,28.6423,8.926,842700000,,3370800000,30000000,0,120000000,21.9759,7.1666,2.6561,50.0587,
605488.SH,腦應陔第,20210616,28.09,28.09,29.49,27.56,28.69,3019970,85828320,0.6,2.136,28.4203,10.0666,860700000,,3442800000,30000000,0,120000000,22.4454,7.3197,2.7128,51.128,
605488.SH,腦應陔第,20210617,28.69,28.24,29.02,28.21,28.47,1860769,53290178,-0.22,-0.7668,28.6388,6.2026,854100000,,3416400000,30000000,0,120000000,22.2732,7.2636,2.692,50.7359,
605488.SH,腦應陔第,20210618,28.47,28.31,28.9,28.31,28.6,1670706,47896415,0.13,0.4566,28.6684,5.569,858000000,,3432000000,30000000,0,120000000,22.3749,7.2967,2.7043,50.9676,
605488.SH,腦應陔第,20210621,28.6,28.41,29.3,28.1,28.87,2283098,65267472,0.27,0.9441,28.5872,7.6103,866100000,,3464400000,30000000,0,120000000,22.5862,7.3656,2.7298,51.4487,
605488.SH,腦應陔第,20210622,28.87,29,29.46,28.88,29.1,2396979,69939972,0.23,0.7967,29.1784,7.9899,873000000,,3492000000,30000000,0,120000000,22.7661,7.4243,2.7516,51.8586,
605488.SH,腦應陔第,20210623,29.1,29.49,29.58,28.31,28.72,2371750,68537752,-0.38,-1.3058,28.8975,7.9058,861600000,,3446400000,30000000,0,120000000,22.4688,7.3273,2.7156,51.1814,
605488.SH,腦應陔第,20210624,28.72,28.42,28.72,28.03,28.11,1862876,52530651,-0.61,-2.124,28.1987,6.2096,843300000,,3373200000,30000000,0,120000000,21.9916,7.1717,2.658,50.0944,
605488.SH,腦應陔第,20210625,28.11,28.11,28.21,27.65,27.78,1655867,46131992,-0.33,-1.174,27.8597,5.5196,833400000,,3333600000,30000000,0,120000000,21.7334,7.0875,2.6268,49.5063,
605488.SH,腦應陔第,20210628,27.78,27.7,28.08,27.63,28.05,1266963,35337549,0.27,0.9719,27.8915,4.2232,841500000,,3366000000,30000000,0,120000000,21.9447,7.1564,2.6523,49.9874,
605488.SH,腦應陔第,20210629,28.05,28.08,28.08,27.23,27.23,1763015,48478887,-0.82,-2.9234,27.4977,5.8767,816900000,,3267600000,30000000,0,120000000,21.3031,6.9472,2.5748,48.5261,
605488.SH,腦應陔第,20210630,27.23,27.08,27.38,26.53,26.69,2108226,56554257,-0.54,-1.9831,26.8255,7.0274,800700000,,3202800000,30000000,0,120000000,20.8807,6.8094,2.5237,47.5638,
605488.SH,腦應陔第,20210701,26.69,26.69,28.25,26.69,27.95,3730801,103607980,1.26,4.7209,27.771,12.436,838500000,,3354000000,30000000,0,120000000,21.8664,7.1309,2.6428,49.8092,
605488.SH,腦應陔第,20210702,27.95,27.76,27.76,26.81,27.05,1795799,48687371,-0.9,-3.22,27.1118,5.986,811500000,,3246000000,30000000,0,120000000,21.1623,6.9013,2.5577,48.2053,
605488.SH,腦應陔第,20210705,27.05,27.04,27.85,26.85,27.52,1446858,39676654,0.47,1.7375,27.4226,4.8229,825600000,,3302400000,30000000,0,120000000,21.53,7.0212,2.6022,49.0429,
605488.SH,腦應陔第,20210706,27.52,27.41,28.35,27.23,28.12,2303349,64094284,0.6,2.1802,27.8266,7.6778,843600000,,3374400000,30000000,0,120000000,21.9994,7.1743,2.6589,50.1122,
605488.SH,腦應陔第,20210707,28.12,28.3,28.84,27.89,27.99,2729066,77289648,-0.13,-0.4623,28.3209,9.0969,839700000,,3358800000,30000000,0,120000000,21.8977,7.1411,2.6466,49.8805,
605488.SH,腦應陔第,20210708,27.99,27.95,28.13,27.55,27.65,1775695,49252605,-0.34,-1.2147,27.7371,5.919,829500000,,3318000000,30000000,0,120000000,21.6317,7.0543,2.6145,49.2746,
605488.SH,腦應陔第,20210709,27.65,27.65,27.93,27.51,27.62,1205250,33408470,-0.03,-0.1085,27.7191,4.0175,828600000,,3314400000,30000000,0,120000000,21.6082,7.0467,2.6116,49.2211,
605488.SH,腦應陔第,20210712,27.62,27.52,27.88,27.33,27.39,1531220,42205924,-0.23,-0.8327,27.5636,5.1041,821700000,,3286800000,30000000,0,120000000,21.4283,6.988,2.5899,48.8113,
605488.SH,腦應陔第,20210713,27.39,27.25,27.58,27.09,27.19,1225022,33308072,-0.2,-0.7302,27.1898,4.0834,815700000,,3262800000,30000000,0,120000000,21.2718,6.937,2.571,48.4548,
605488.SH,腦應陔第,20210714,27.19,27.18,28.4,27.15,27.95,2604140,72431031,0.76,2.7951,27.8138,8.6805,838500000,,3354000000,30000000,0,120000000,21.8664,7.1309,2.6428,49.8092,
605488.SH,腦應陔第,20210715,27.95,27.87,29.02,27.63,28.55,4361681,124324278,0.6,2.1467,28.5038,14.5389,856500000,,3426000000,30000000,0,120000000,22.3358,7.284,2.6996,50.8785,
605488.SH,腦應陔第,20210716,28.55,28.68,28.7,28,28.43,2583574,73018475,-0.12,-0.4203,28.2626,8.6119,852900000,,3411600000,30000000,0,120000000,22.2419,7.2533,2.6882,50.6646,
