代码,简称,日期,前收盘价(元),开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(股),成交金额(元),涨跌(元),涨跌幅(%),均价(元),换手率(%),A股流通市值(元),B股流通市值(元),总市值(元),A股流通股本(股),B股流通股本(股),总股本(股),市盈率,市净率,市销率,市现率,
688163.SH,赛伦生物,20220311,,50,62.99,44.13,55.3,17670064,886231558,22.27,67.4236,50.1544,71.355,1369427301.2,,5984566000,24763604,0,108220000,77.924,16.3824,28.6763,-2531.1924,
688163.SH,赛伦生物,20220314,55.3,55,57.84,49,50.6,14173363,750807566,-4.7,-8.4991,52.9731,57.2347,1253038362.4,,5475932000,24763604,0,108220000,71.3012,14.99,26.2391,-2316.064,
688163.SH,赛伦生物,20220315,50.6,47.8,48.42,40.13,41.98,10563668,478596343,-8.62,-17.0356,45.3059,42.658,1039576095.92,,4543075600,24763604,0,108220000,59.1546,12.4364,21.7691,-1921.5092,
688163.SH,赛伦生物,20220316,41.98,43,43.45,37.35,38.93,8547419,335110416,-3.05,-7.2654,39.206,34.5161,964047103.72,,4213004600,24763604,0,108220000,54.8568,11.5329,20.1875,-1781.9044,
688163.SH,赛伦生物,20220317,38.93,38.49,42.34,38.49,39.17,7925401,319522640,0.24,0.6165,40.3163,32.0042,969990368.68,,4238977400,24763604,0,108220000,55.195,11.604,20.312,-1792.8898,
688163.SH,赛伦生物,20220318,39.17,38,41.8,37.6,39.95,6378060,255132018,0.78,1.9913,40.0015,25.7558,989305979.8,,4323389000,24763604,0,108220000,56.2941,11.835,20.7164,-1828.5919,
688163.SH,赛伦生物,20220321,39.95,40,44.78,38.82,43.16,8085754,340678242,3.21,8.035,42.1331,32.6518,1068797148.64,,4670775200,24763604,0,108220000,60.8174,12.786,22.381,-1975.5201,
688163.SH,赛伦生物,20220322,43.16,42.2,42.26,38.53,38.71,7540532,299971857,-4.45,-10.3105,39.7813,30.4501,958599110.84,,4189196200,24763604,0,108220000,54.5468,11.4677,20.0734,-1771.8346,
688163.SH,赛伦生物,20220323,38.71,39.01,39.85,38.38,39.08,4322644,169020052,0.37,0.9558,39.1011,17.4556,967761644.32,,4229237600,24763604,0,108220000,55.0682,11.5773,20.2653,-1788.7703,
688163.SH,赛伦生物,20220324,39.08,38.85,39.45,37.78,38.41,3801345,146709638,-0.67,-1.7144,38.5941,15.3505,951170029.64,,4156730200,24763604,0,108220000,54.1241,11.3788,19.9179,-1758.103,
688163.SH,赛伦生物,20220325,38.41,37.98,38.25,35.35,35.5,5324886,195310467,-2.91,-7.5762,36.6788,21.5029,879107942,,3841810000,24763604,0,108220000,50.0236,10.5167,18.4089,-1624.9065,
688163.SH,赛伦生物,20220328,35.5,35.76,36.26,35.1,35.29,2378297,84695103,-0.21,-0.5915,35.6117,9.604,873907585.16,,3819083800,24763604,0,108220000,49.7277,10.4545,18.3,-1615.2943,
688163.SH,赛伦生物,20220329,35.29,35.6,36.17,33.5,33.65,3309523,115088189,-1.64,-4.6472,34.7749,13.3645,833295274.6,,3641603000,24763604,0,108220000,47.4167,9.9687,17.4495,-1540.2283,
688163.SH,赛伦生物,20220330,33.65,33.89,33.89,32.88,33.6,2118968,70815700,-0.05,-0.1486,33.4199,8.5568,832057094.4,,3636192000,24763604,0,108220000,47.3462,9.9539,17.4236,-1537.9397,
688163.SH,赛伦生物,20220331,33.6,33.9,36.3,33.72,34.69,4241849,149034329,1.09,3.244,35.1343,17.1294,859049422.76,,3754151800,24763604,0,108220000,48.8822,10.2768,17.9888,-1587.8312,
688163.SH,赛伦生物,20220401,34.69,33.91,34.5,33.01,33.09,2584618,86424121,-1.6,-4.6123,33.4379,10.4372,819427656.36,,3580999800,24763604,0,108220000,46.6276,9.8028,17.1591,-1514.5959,
688163.SH,赛伦生物,20220406,33.09,33.15,34.08,33.15,33.58,1684481,56747728,0.49,1.4808,33.6886,6.8022,831561822.32,,3634027600,24763604,0,108220000,47.3181,9.9479,17.4132,-1537.0242,
688163.SH,赛伦生物,20220407,33.58,33.3,33.79,32,32.08,2523066,82746888,-1.5,-4.4669,32.7962,10.1886,794416416.32,,3471697600,24763604,0,108220000,45.2044,9.5036,16.6354,-1468.3662,
688163.SH,赛伦生物,20220408,32.08,32.1,32.56,30.4,30.57,2418379,75451922,-1.51,-4.707,31.1994,9.7659,757023374.28,,3308285400,24763604,0,108220000,43.0766,9.0562,15.8524,-1399.2505,
688163.SH,赛伦生物,20220411,30.57,30.55,30.65,28.33,28.73,1884888,55213198,-1.84,-6.019,29.2926,7.6115,711458342.92,,3109160600,24763604,0,108220000,40.4839,8.5111,14.8982,-1315.0299,
688163.SH,赛伦生物,20220412,28.73,28.8,28.8,27.5,28.42,1754755,49468154,-0.31,-1.079,28.1909,7.086,703781625.68,,3075612400,24763604,0,108220000,40.047,8.4193,14.7375,-1300.8406,
688163.SH,赛伦生物,20220413,28.42,28.69,28.84,26.85,26.85,1821486,50096029,-1.57,-5.5243,27.5028,7.3555,664902767.4,,2905707000,24763604,0,108220000,37.8347,7.9542,13.9233,-1228.9785,
688163.SH,赛伦生物,20220414,26.85,27.12,28.15,27.04,27.1,1933851,53397219,0.25,0.9311,27.6119,7.8092,671093668.4,,2932762000,24763604,0,108220000,38.187,8.0283,14.053,-1240.4215,
688163.SH,赛伦生物,20220415,27.1,27.58,28.19,27.08,27.21,2075752,57104776,0.11,0.4059,27.5104,8.3823,673817664.84,,2944666200,24763604,0,108220000,38.342,8.0609,14.11,-1245.4564,
688163.SH,赛伦生物,20220418,27.21,27.1,27.75,26.74,27.51,1662296,45496038,0.3,1.1025,27.3694,6.7127,681246746.04,,2977132200,24763604,0,108220000,38.7647,8.1497,14.2656,-1259.1881,
688163.SH,赛伦生物,20220419,27.51,27.61,28.88,27.35,27.52,1797085,50010011,0.01,0.0364,27.8284,7.257,681494382.08,,2978214400,24763604,0,108220000,38.7788,8.1527,14.2707,-1259.6458,
688163.SH,赛伦生物,20220420,27.52,27.72,27.86,26.41,26.67,1838310,49670717,-0.85,-3.0887,27.0198,7.4234,660445318.68,,2886227400,24763604,0,108220000,37.5811,7.9009,13.83,-1220.7396,
688163.SH,赛伦生物,20220421,26.67,26.52,26.8,25.21,25.27,1762292,45661480,-1.4,-5.2493,25.9103,7.1165,625776273.08,,2734719400,24763604,0,108220000,35.6083,7.4861,13.104,-1156.6588,
688163.SH,赛伦生物,20220422,25.27,25,26.38,24.9,25.38,1580123,40534009,0.11,0.4353,25.6524,6.3808,628500269.52,,2746623600,24763604,0,108220000,35.7633,7.5187,13.161,-1161.6937,
688163.SH,赛伦生物,20220425,25.38,25,25.33,22.86,22.88,1913477,45775057,-2.5,-9.8503,23.9224,7.727,566591259.52,,2476073600,24763604,0,108220000,32.2405,6.7781,11.8646,-1047.2637,
688163.SH,赛伦生物,20220426,22.88,22.88,23.66,22.5,22.61,1631200,37609056,-0.27,-1.1801,23.0561,6.5871,559905086.44,,2446854200,24763604,0,108220000,31.8601,6.6981,11.7246,-1034.9053,
688163.SH,赛伦生物,20220427,22.61,22.98,23.36,22.35,23.28,1879635,43094431,0.67,2.9633,22.927,7.5903,576496701.12,,2519361600,24763604,0,108220000,32.8042,6.8966,12.0721,-1065.5725,
688163.SH,赛伦生物,20220428,23.28,22.88,23.27,21.91,22.02,1855672,41639702,-1.26,-5.4124,22.4391,7.4935,545294560.08,,2383004400,24763604,0,108220000,31.0287,6.5233,11.4187,-1007.8997,
688163.SH,赛伦生物,20220429,22.02,22.3,23.1,22.03,22.88,1832549,41606420,0.86,3.9055,22.7041,7.4002,566591259.52,,2476073600,24763604,0,108220000,32.2405,6.7781,11.8646,-1047.2637,
688163.SH,赛伦生物,20220505,22.88,23.57,23.65,22.85,23.43,1594676,37289340,0.55,2.4038,23.3836,6.4396,580211241.72,,2535594600,24763604,0,108220000,32.919,2.1917,12.1498,-1072.4382,
688163.SH,赛伦生物,20220506,23.43,23.39,24.61,22.96,24.16,2167161,52188813,0.73,3.1157,24.0817,8.7514,598288672.64,,2614595200,24763604,0,108220000,33.9447,2.26,12.5284,-1105.8518,
688163.SH,赛伦生物,20220509,24.16,24,24.9,24,24.4,1541536,37674678,0.24,0.9934,24.4397,6.225,604231937.6,,2640568000,24763604,0,108220000,34.2819,2.2825,12.6528,-1116.8372,
688163.SH,赛伦生物,20220510,24.4,23.98,24.79,23.86,24.74,1284393,31397408,0.34,1.3934,24.4453,5.1866,612651562.96,,2677362800,24763604,0,108220000,34.7596,2.3143,12.8292,-1132.3997,
688163.SH,赛伦生物,20220511,24.74,24.88,25.86,24.45,24.51,2483941,62684181,-0.23,-0.9297,25.2358,10.0306,606955934.04,,2652472200,24763604,0,108220000,34.4364,2.2928,12.7099,-1121.8721,
688163.SH,赛伦生物,20220512,24.51,24.15,24.82,24,24.42,1461404,35824637,-0.09,-0.3672,24.5138,5.9014,604727209.68,,2642732400,24763604,0,108220000,34.31,2.2843,12.6632,-1117.7526,
688163.SH,赛伦生物,20220513,24.42,23.66,24.66,23.66,24.3,1059115,25732935,-0.12,-0.4914,24.2966,4.2769,601755577.2,,2629746000,24763604,0,108220000,34.1414,2.2731,12.601,-1112.2599,
688163.SH,赛伦生物,20220516,24.3,24.62,24.75,23.91,24.08,1046893,25539550,-0.22,-0.9053,24.3956,4.2275,596307584.32,,2605937600,24763604,0,108220000,33.8323,2.2525,12.4869,-1102.1901,
688163.SH,赛伦生物,20220517,24.08,24.29,24.42,23.35,23.71,985347,23287182,-0.37,-1.5365,23.6335,3.979,587145050.84,,2565896200,24763604,0,108220000,33.3124,2.2179,12.295,-1085.2544,
688163.SH,赛伦生物,20220518,23.71,23.71,24.15,23.5,23.68,697632,16627055,-0.03,-0.1265,23.8336,2.8172,586402142.72,,2562649600,24763604,0,108220000,33.2703,2.2151,12.2795,-1083.8812,
688163.SH,赛伦生物,20220519,23.68,23.4,23.54,23.03,23.53,960025,22380745,-0.15,-0.6334,23.3127,3.8768,582687602.12,,2546416600,24763604,0,108220000,33.0595,2.2011,12.2017,-1077.0155,
688163.SH,赛伦生物,20220520,23.53,23.76,24.1,23.69,24.02,1036161,24806627,0.49,2.0824,23.9409,4.1842,594821768.08,,2599444400,24763604,0,108220000,33.748,2.2469,12.4558,-1099.4437,
688163.SH,赛伦生物,20220523,24.02,24.52,26.98,24.52,25.59,3542711,91598309,1.57,6.5362,25.8554,14.3061,633700626.36,,2769349800,24763604,0,108220000,35.9538,2.3938,13.2699,-1171.3058,
688163.SH,赛伦生物,20220524,25.59,25.95,26.07,23.21,23.23,3138891,77496579,-2.36,-9.2224,24.6892,12.6754,575258520.92,,2513950600,24763604,0,108220000,32.638,2.173,12.0461,-1063.2838,
688163.SH,赛伦生物,20220525,23.23,23.01,24.38,23.01,24.09,1872608,44912442,0.86,3.7021,23.9839,7.5619,596555220.36,,2607019800,24763604,0,108220000,33.8463,2.2535,12.4921,-1102.6478,
688163.SH,赛伦生物,20220526,24.09,24.5,24.5,23.1,23.59,1361074,32064388,-0.5,-2.0756,23.5582,5.4963,584173418.36,,2552909800,24763604,0,108220000,33.1438,2.2067,12.2328,-1079.7618,
688163.SH,赛伦生物,20220527,23.59,23.75,23.93,23.01,23.29,1158994,27192341,-0.3,-1.2717,23.462,4.6802,576744337.16,,2520443800,24763604,0,108220000,32.7223,2.1786,12.0772,-1066.0302,
688163.SH,赛伦生物,20220530,23.29,23.51,23.65,23.03,23.37,783636,18181377,0.08,0.3435,23.2013,3.1645,578725425.48,,2529101400,24763604,0,108220000,32.8347,2.1861,12.1187,-1069.6919,
688163.SH,赛伦生物,20220531,23.37,23.67,24.98,23.38,24.87,2559860,62286019,1.5,6.4185,24.3318,10.3372,615870831.48,,2691431400,24763604,0,108220000,34.9422,2.3264,12.8966,-1138.35,
