代码,简称,日期,前收盘价(元),开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(股),成交金额(元),涨跌(元),涨跌幅(%),均价(元),换手率(%),A股流通市值(元),B股流通市值(元),总市值(元),A股流通股本(股),B股流通股本(股),总股本(股),市盈率,市净率,市销率,市现率,
430198.BJ,微创光电,20121231,,10,10,10,10,30000,300000,,,10,,0,,220320000,0,0,22032000,30.5633,5.9814,3.9677,35.8082,
430198.BJ,微创光电,20130104,10,10,10,10,10,,,0,0,,,0,,220320000,0,0,22032000,30.5633,5.9814,3.6654,118.5553,
430198.BJ,微创光电,20130107,10,10,10,10,10,,,0,0,,,0,,220320000,0,0,22032000,30.5633,5.9814,3.6654,118.5553,
430198.BJ,微创光电,20130108,10,10,10,10,10,,,0,0,,,0,,220320000,0,0,22032000,30.5633,5.9814,3.6654,118.5553,
430198.BJ,微创光电,20130109,10,10,10,10,10,,,0,0,,,0,,220320000,0,0,22032000,30.5633,5.9814,3.6654,118.5553,
430198.BJ,微创光电,20130110,10,10,10,10,10,,,0,0,,,0,,220320000,0,0,22032000,30.5633,5.9814,3.6654,118.5553,
430198.BJ,微创光电,20130111,10,10,10,10,10,,,0,0,,,0,,220320000,0,0,22032000,30.5633,5.9814,3.6654,118.5553,
430198.BJ,微创光电,20130114,10,10,10,10,10,,,0,0,,,0,,220320000,0,0,22032000,30.5633,5.9814,3.6654,118.5553,
430198.BJ,微创光电,20130115,10,10,10,10,10,,,0,0,,,0,,220320000,0,0,22032000,30.5633,5.9814,3.6654,118.5553,
430198.BJ,微创光电,20130116,10,10,10,10,10,,,0,0,,,0,,220320000,0,0,22032000,30.5633,5.9814,3.6654,118.5553,
430198.BJ,微创光电,20130117,10,10,10,10,10,,,0,0,,,0,,220320000,0,0,22032000,30.5633,5.9814,3.6654,118.5553,
430198.BJ,微创光电,20130118,10,10,10,10,10,,,0,0,,,0,,220320000,0,0,22032000,30.5633,5.9814,3.6654,118.5553,
430198.BJ,微创光电,20130121,10,10,10,10,10,,,0,0,,,0,,220320000,0,0,22032000,30.5633,5.9814,3.6654,118.5553,
430198.BJ,微创光电,20130122,10,10,10,10,10,,,0,0,,,0,,220320000,0,0,22032000,30.5633,5.9814,3.6654,118.5553,
430198.BJ,微创光电,20130123,10,10,10,10,10,,,0,0,,,0,,220320000,0,0,22032000,30.5633,5.9814,3.6654,118.5553,
430198.BJ,微创光电,20130124,10,10,10,10,10,,,0,0,,,0,,220320000,0,0,22032000,30.5633,5.9814,3.6654,118.5553,
430198.BJ,微创光电,20130125,10,10,10,10,10,,,0,0,,,0,,220320000,0,0,22032000,30.5633,5.9814,3.6654,118.5553,
430198.BJ,微创光电,20130128,10,10,10,10,10,,,0,0,,,0,,220320000,0,0,22032000,30.5633,5.9814,3.6654,118.5553,
430198.BJ,微创光电,20130129,10,10,10,10,10,,,0,0,,,0,,220320000,0,0,22032000,30.5633,5.9814,3.6654,118.5553,
430198.BJ,微创光电,20130130,10,10,10,10,10,,,0,0,,,0,,220320000,0,0,22032000,30.5633,5.9814,3.6654,118.5553,
430198.BJ,微创光电,20130131,10,10,10,10,10,,,0,0,,,0,,220320000,0,0,22032000,30.5633,5.9814,3.6654,118.5553,
430198.BJ,微创光电,20130201,10,10,10,10,10,,,0,0,,,0,,220320000,0,0,22032000,30.5633,5.9814,3.6654,118.5553,
