´úÂë,¼ò³Æ,ÈÕÆÚ,Ç°ÊÕÅÌ¼Û(Ôª),¿ªÅÌ¼Û(Ôª),×î¸ß¼Û(Ôª),×îµÍ¼Û(Ôª),ÊÕÅÌ¼Û(Ôª),³É½»Á¿(¹É),³É½»½ð¶î(Ôª),ÕÇµø(Ôª),ÕÇµø·ù(%),¾ù¼Û(Ôª),»»ÊÖÂÊ(%),A¹ÉÁ÷Í¨ÊÐÖµ(Ôª),B¹ÉÁ÷Í¨ÊÐÖµ(Ôª),×ÜÊÐÖµ(Ôª),A¹ÉÁ÷Í¨¹É±¾(¹É),B¹ÉÁ÷Í¨¹É±¾(¹É),×Ü¹É±¾(¹É),ÊÐÓ¯ÂÊ,ÊÐ¾»ÂÊ,ÊÐÏúÂÊ,ÊÐÏÖÂÊ,
603059.SH,±¶¼Ó½à,20180302,,34.66,34.66,34.66,34.66,52543,1821140,10.59,43.9967,34.66,0.2627,693200000,,2772800000,20000000,0,80000000,32.0317,8.1328,4.1455,82.2661,
603059.SH,±¶¼Ó½à,20180305,34.66,38.13,38.13,38.13,38.13,112800,4301064,3.47,10.0115,38.13,0.564,762600000,,3050400000,20000000,0,80000000,35.2386,8.947,4.5606,90.5022,
603059.SH,±¶¼Ó½à,20180306,38.13,41.94,41.94,41.94,41.94,657424,27572363,3.81,9.9921,41.94,3.2871,838800000,,3355200000,20000000,0,80000000,38.7597,9.841,5.0163,99.5452,
603059.SH,±¶¼Ó½à,20180307,41.94,46.13,46.13,46.13,46.13,717548,33100489,4.19,9.9905,46.13,3.5877,922600000,,3690400000,20000000,0,80000000,42.6319,10.8242,5.5174,109.4903,
603059.SH,±¶¼Ó½à,20180308,46.13,48,50.74,47.49,50.74,9586210,476689780,4.61,9.9935,49.7266,47.931,1014800000,,4059200000,20000000,0,80000000,46.8924,11.9059,6.0688,120.4322,
603059.SH,±¶¼Ó½à,20180309,50.74,53,55,52.01,52.3,13727041,734873194,1.56,3.0745,53.5347,68.6352,1046000000,,4184000000,20000000,0,80000000,48.3341,12.272,6.2554,124.1349,
603059.SH,±¶¼Ó½à,20180312,52.3,50.52,54.74,50.52,52.25,9232457,486775809,-0.05,-0.0956,52.7244,46.1623,1045000000,,4180000000,20000000,0,80000000,48.2879,12.2602,6.2494,124.0162,
603059.SH,±¶¼Ó½à,20180313,52.25,51.03,51.79,48.5,49.73,7121172,355762719,-2.52,-4.823,49.9585,35.6059,994600000,,3978400000,20000000,0,80000000,45.959,11.6689,5.948,118.0349,
603059.SH,±¶¼Ó½à,20180314,49.73,49.25,52.58,49.25,51.59,7653312,389334280,1.86,3.7402,50.8713,38.2666,1031800000,,4127200000,20000000,0,80000000,47.6779,12.1054,6.1705,122.4497,
603059.SH,±¶¼Ó½à,20180315,51.59,49,49.3,46.43,48.18,6463356,307602903,-3.41,-6.6098,47.5918,32.3168,963600000,,3854400000,20000000,0,80000000,44.5265,11.3052,5.7626,114.356,
603059.SH,±¶¼Ó½à,20180316,48.18,48.48,49.3,47.71,48.25,4106402,199170277,0.07,0.1453,48.5024,20.532,965000000,,3860000000,20000000,0,80000000,44.5912,11.3216,5.771,114.5221,
