덜쯤,숌냔,휑퍅,품澗턍송(禱),역턍송(禱),離멕송(禱),離됴송(禱),澗턍송(禱),냥슥좆(믈),냥슥쏜띨(禱),朗딨(禱),朗딨류(%),엇송(禱),뻣癎쪽(%),A믈직繫懇令(禱),B믈직繫懇令(禱),悧懇令(禱),A믈직繫믈굶(믈),B믈직繫믈굶(믈),悧믈굶(믈),懇簞쪽,懇씐쪽,懇饋쪽,懇君쪽,
002102.SZ,ST박르,20160407,36.5551,36.646,37.8888,36.4035,36.6763,29840565,367148997.7,0.1212,0.3317,12.3037,7.413,4870808185.1,,8817603391.3,402546131,0,728727553,45.364,3.2993,6.6991,154.1448,
002102.SZ,ST박르,20160408,36.6763,36.0701,37.2219,35.1608,36.7066,22400812,266410128.5,0.0303,0.0826,11.8929,5.5648,4874833646.41,,8824890666.83,402546131,0,728727553,45.4015,3.3021,6.7047,154.2722,
002102.SZ,ST박르,20160411,36.7066,36.7066,38.3737,36.7066,37.9191,24028970,298476799.6,1.2124,3.3031,12.4215,5.9692,5035852098.81,,9116381688.03,402546131,0,728727553,46.9011,3.4111,6.9261,159.3679,
002102.SZ,ST박르,20160412,37.9191,38.1919,41.4351,38.1919,40.6774,47984298,635226441,2.7583,7.2742,13.2382,11.9202,5402169078.02,,9779523761.26,402546131,0,728727553,50.3128,3.6593,7.4299,170.9606,
002102.SZ,ST박르,20160413,40.6774,40.1621,43.9509,40.1621,42.1626,48016675,673309519.9,1.4852,3.6513,14.0224,11.9282,5599416682.21,,10136600262.23,402546131,0,728727553,52.1498,3.7929,7.7012,177.2028,
002102.SZ,ST박르,20160414,42.1626,42.7385,44.7087,42.7385,43.7994,36979625,534377012.3,1.6368,3.8821,14.4506,9.1864,5816791592.95,,10530113140.85,402546131,0,728727553,54.1743,3.9401,8.0002,184.082,
002102.SZ,ST박르,20160415,43.7994,43.9813,44.1934,42.1929,42.8901,27538120,391430164.1,-0.9093,-2.0761,14.2141,6.841,5696027753.65,,10311494874.95,402546131,0,728727553,53.0496,3.8583,7.8341,180.2603,
002102.SZ,ST박르,20160418,42.8901,42.6476,43.8903,41.9201,43.1022,21456162,303653466.5,0.2122,0.4947,14.1523,5.3301,5724205982.82,,10362505803.66,402546131,0,728727553,53.312,3.8774,7.8728,181.152,
002102.SZ,ST박르,20160419,43.1022,42.496,43.6175,40.6774,41.0714,25690176,356324070,-2.0308,-4.7117,13.8701,6.3819,5454500075.05,,9874258343.15,402546131,0,728727553,47.5274,3.3992,7.5019,172.6167,
002102.SZ,ST박르,20160420,41.0714,41.6473,42.1929,36.9794,37.9494,30443704,391767899.3,-3.122,-7.6015,12.8686,7.5628,5039877560.12,,9123668963.56,402546131,0,728727553,43.9146,3.1408,6.9316,159.4953,
002102.SZ,ST박르,20160421,37.9494,37.7978,38.9799,37.131,37.616,17349403,218775090.3,-0.3334,-0.8786,12.6099,4.3099,4995597485.71,,9043508932.73,402546131,0,728727553,43.5288,3.1132,6.8707,158.094,
002102.SZ,ST박르,20160422,37.616,37.616,38.0403,36.646,37.9494,12429100,153548372.5,0.3334,0.8864,12.3539,3.0876,5039877560.12,,9123668963.56,402546131,0,728727553,43.9146,3.1408,6.9316,159.4953,
002102.SZ,ST박르,20160425,37.9494,37.8888,37.9797,36.4944,36.9491,9036617,110577490.6,-1.0003,-2.6358,12.2366,2.2449,4907037336.89,,8883188871.07,402546131,0,728727553,42.7571,3.058,6.7489,155.2914,
002102.SZ,ST박르,20160426,36.9491,36.9491,37.8281,36.8582,37.4947,10608792,130519721.5,0.5456,1.4766,12.303,2.6354,4979495640.47,,9014359830.61,402546131,0,728727553,43.3885,3.1032,6.8486,157.5844,
002102.SZ,ST박르,20160427,37.4947,37.6766,38.9799,37.4644,37.7675,15798797,198957599,0.2728,0.7276,12.5932,3.9247,5015724792.26,,9079945310.38,402546131,0,728727553,43.7042,3.1258,6.8984,158.7309,
002102.SZ,ST박르,20160428,37.7675,38.1009,38.495,36.252,37.8888,14027711,173824240.8,0.1212,0.321,12.3915,3.4847,5031826637.5,,9109094412.5,402546131,0,728727553,43.8445,3.1358,6.9206,159.2405,
002102.SZ,ST박르,20160429,37.8888,36.9794,38.0403,36.8582,37.8584,10082693,125428264.4,-0.0303,-0.08,12.44,2.5047,5027801176.19,,9101807136.97,402546131,0,728727553,43.8094,3.1333,6.915,159.1131,
002102.SZ,ST박르,20160503,37.8584,38.2222,38.9193,37.4947,38.9193,12458296,158060870.2,1.0609,2.8022,12.6872,3.0949,5168692322.04,,9356861780.52,402546131,0,728727553,45.037,3.2211,7.1088,163.5719,
002102.SZ,ST박르,20160504,38.9193,38.6162,40.3743,38.3434,39.768,16391363,213577956.4,0.8487,2.1807,13.0299,4.0719,5281405238.72,,9560905495.36,402546131,0,728727553,46.0191,3.2913,7.2638,167.1388,
002102.SZ,ST박르,20160505,39.768,39.7074,40.5561,39.4346,39.8287,14109781,186352830.5,0.0606,0.1524,13.2074,3.5051,5289456161.34,,9575480046.42,402546131,0,728727553,46.0893,3.2964,7.2749,167.3936,
002102.SZ,ST박르,20160506,39.8287,39.8287,39.9802,37.04,37.04,16817996,212644637.5,-2.7886,-7.0015,12.6439,4.1779,4919113720.82,,8905050697.66,402546131,0,728727553,42.8623,3.0656,6.7656,155.6735,
002102.SZ,ST박르,20160509,37.04,36.8279,36.8279,33.3421,33.524,15202257,175495779,-3.5161,-9.4926,11.5441,3.7765,4452160208.86,,8059726736.18,402546131,0,728727553,38.7936,2.7746,6.1233,140.896,
002102.SZ,ST박르,20160510,33.524,33.3724,34.0999,32.4934,32.9784,11560204,126144201.5,-0.5456,-1.6275,10.9119,2.8718,4379701905.28,,7928555776.64,402546131,0,728727553,38.1622,2.7294,6.0237,138.6029,
002102.SZ,ST박르,20160511,32.9784,33.3421,33.7968,32.1297,32.1297,11505835,124618520.1,-0.8487,-2.5735,10.8309,2.8583,4266988988.6,,7724512061.8,402546131,0,728727553,37.1801,2.6592,5.8686,135.0359,
002102.SZ,ST박르,20160512,32.1297,31.4325,32.1297,30.3413,31.7356,11649911,119392925,-0.394,-1.2264,10.2484,2.8941,4214657991.57,,7629777479.91,402546131,0,728727553,36.7241,2.6266,5.7967,133.3799,
002102.SZ,ST박르,20160513,31.7356,31.6447,32.2509,31.0688,31.281,6006614,62702008.9,-0.4547,-1.4327,10.4388,1.4922,4154276071.92,,7520468346.96,402546131,0,728727553,36.198,2.5889,5.7136,131.469,
002102.SZ,ST박르,20160516,31.281,31.3719,31.9478,30.5535,31.9175,6407324,66568523.2,0.6365,2.0349,10.3894,1.5917,4238810759.43,,7673501133.09,402546131,0,728727553,36.9346,2.6416,5.8299,134.1442,
002102.SZ,ST박르,20160517,31.9175,32.1297,34.0696,32.1297,33.3421,15403287,169324526.8,1.4246,4.4634,10.9928,3.8265,4428007441,,8016003083,402546131,0,728727553,38.5831,2.7595,6.0901,140.1317,
002102.SZ,ST박르,20160518,33.3421,32.7662,33.0087,30.8566,31.4022,10966013,115478871.7,-1.9399,-5.8182,10.5306,2.7242,4170377917.16,,7549617449.08,402546131,0,728727553,36.3383,2.599,5.7358,131.9785,
002102.SZ,ST박르,20160519,31.4022,31.4628,32.2509,31.2203,31.4628,7588583,79430719.4,0.0606,0.1931,10.4671,1.8851,4178428839.78,,7564192000.14,402546131,0,728727553,36.4084,2.604,5.7468,132.2333,
002102.SZ,ST박르,20160520,31.4628,31.0385,31.7356,30.6747,31.7356,6563357,67934337.5,0.2728,0.8671,10.3505,1.6305,4214657991.57,,7629777479.91,402546131,0,728727553,36.7241,2.6266,5.7967,133.3799,
002102.SZ,ST박르,20160523,31.7356,32.0084,33.7058,31.5234,33.4027,16164061,175680323.4,1.6671,5.2531,10.8686,4.0155,4436058363.62,,8030577634.06,402546131,0,728727553,38.6533,2.7645,6.1012,140.3864,
002102.SZ,ST박르,20160524,33.4027,32.9177,34.0696,32.9177,33.5846,14716990,162805235.2,0.1819,0.5445,11.0624,3.656,4460211131.48,,8074301287.24,402546131,0,728727553,38.8637,2.7796,6.1344,141.1508,
002102.SZ,ST박르,20160525,33.5846,33.5846,35.767,33.5846,34.4636,23011888,263244469,0.879,2.6173,11.4395,5.7166,4576949509.47,,8285632277.61,402546131,0,728727553,39.8809,2.8523,6.295,144.8452,
002102.SZ,ST박르,20160526,34.4636,34.4939,34.797,33.039,34.5242,12209069,136810391.9,0.0606,0.1759,11.2056,3.033,4585000432.09,,8300206828.67,402546131,0,728727553,39.9511,2.8573,6.306,145.0999,
002102.SZ,ST박르,20160527,34.5242,34.797,35.282,34.2817,34.403,9016819,103475680.4,-0.1212,-0.3512,11.4759,2.2399,4568898586.85,,8271057726.55,402546131,0,728727553,39.8108,2.8473,6.2839,144.5904,
002102.SZ,ST박르,20160530,34.403,33.7968,35.0698,33.7665,34.2514,10027912,114450783.2,-0.1516,-0.4405,11.4132,2.4911,4548771280.3,,8234621348.9,402546131,0,728727553,39.6354,2.8348,6.2562,143.9534,
002102.SZ,ST박르,20160531,34.2514,34.2514,36.0398,34.2514,35.6457,12584119,147062997.9,1.3943,4.0708,11.6864,3.1261,4733942500.56,,8569836023.28,402546131,0,728727553,41.2489,2.9502,6.5109,149.8135,
002102.SZ,ST박르,20160601,35.6457,35.7367,36.5248,35.4032,35.4639,12381856,146505098.6,-0.1819,-0.5102,11.8322,3.0759,4709789732.7,,8526112370.1,402546131,0,728727553,41.0384,2.9351,6.4777,149.0491,
002102.SZ,ST박르,20160602,35.4639,35.4639,36.0398,35.1304,35.7064,10719497,125457496.2,0.2425,0.6838,11.7037,2.6629,4741993423.18,,8584410574.34,402546131,0,728727553,41.319,2.9552,6.522,150.0683,
002102.SZ,ST박르,20160603,35.7064,35.6154,37.4947,34.7667,36.0398,23902226,284214735.6,0.3334,0.9338,11.8907,5.9378,4786273497.59,,8664570605.17,402546131,0,728727553,41.7048,2.9828,6.5829,151.4696,
002102.SZ,ST박르,20160606,36.0398,36.252,36.9491,35.9185,36.1004,12832059,153830159.4,0.0606,0.1682,11.988,3.1877,4794324420.21,,8679145156.23,402546131,0,728727553,41.775,2.9878,6.5939,151.7243,
002102.SZ,ST박르,20160607,36.1004,35.2214,36.9794,35.2214,36.4641,14913223,178938744.9,0.3637,1.0076,11.9987,3.7047,4842629955.93,,8766592462.59,402546131,0,728727553,42.1959,3.0179,6.6604,153.2531,
002102.SZ,ST박르,20160608,36.4641,36.1307,37.7675,35.767,37.0704,19143542,233201068.5,0.6062,1.6625,12.1817,4.7556,4923139182.13,,8912337973.19,402546131,0,728727553,42.8974,3.0681,6.7711,155.8009,
002102.SZ,ST박르,20160613,37.0704,36.4944,37.8888,35.8276,35.8276,13906680,169399189.9,-1.2428,-3.3524,12.1811,3.4547,4758095268.42,,8613559676.46,402546131,0,728727553,41.4593,2.9652,6.5441,150.5778,
002102.SZ,ST박르,20160614,35.8276,35.8276,36.5551,35.0092,35.5851,7167628,84355832,-0.2425,-0.6768,11.769,1.7806,4725891577.94,,8555261472.22,402546131,0,728727553,41.1787,2.9452,6.4998,149.5587,
002102.SZ,ST박르,20160615,35.5851,35.1608,36.9794,35.0395,36.3732,16201845,193616956.8,0.7881,2.2147,11.9503,4.0248,4830553572,,8744730636,402546131,0,728727553,42.0907,3.0104,6.6438,152.8709,
002102.SZ,ST박르,20160616,36.3732,36.161,37.2219,35.5245,36.0095,15451318,185750111.7,-0.3637,-1,12.0216,3.8384,4782248036.28,,8657283329.64,402546131,0,728727553,41.6698,2.9803,6.5773,151.3422,
002102.SZ,ST박르,20160617,36.0095,36.2823,38.7375,36.0701,36.646,17757084,216883181.1,0.6365,1.7677,12.2139,4.4112,4866782723.79,,8810316115.77,402546131,0,728727553,42.4064,3.033,6.6936,154.0174,
002102.SZ,ST박르,20160620,36.646,37.525,37.525,36.0701,36.4641,10766426,129852531.3,-0.1819,-0.4963,12.0609,2.6746,4842629955.93,,8766592462.59,402546131,0,728727553,42.1959,3.0179,6.6604,153.2531,
002102.SZ,ST박르,20160621,36.4641,36.4338,36.9188,35.5548,35.7973,11549375,137955280.1,-0.6668,-1.8288,11.9448,2.8691,4754069807.11,,8606272400.93,402546131,0,728727553,41.4242,2.9627,6.5386,150.4504,
002102.SZ,ST박르,20160622,35.7973,35.8882,36.6763,35.676,36.6763,9827831,117599012.3,0.879,2.4555,11.9659,2.4414,4870808185.1,,8817603391.3,402546131,0,728727553,42.4414,3.0355,6.6991,154.1448,
002102.SZ,ST박르,20160623,36.6763,36.5854,37.0704,35.9792,36.3126,8261084,99172983.5,-0.3637,-0.9917,12.0048,2.0522,4822502649.38,,8730156084.94,402546131,0,728727553,42.0205,3.0054,6.6327,152.6161,
002102.SZ,ST박르,20160624,36.3126,36.6763,36.7976,34.0696,36.4944,12159661,144065787.9,0.1819,0.5008,11.8478,3.0207,4846655417.24,,8773879738.12,402546131,0,728727553,42.231,3.0204,6.6659,153.3805,
002102.SZ,ST박르,20160627,36.4944,34.9183,37.1007,34.9183,36.8279,14787106,178398184.6,0.3334,0.9136,12.0644,3.6734,4890935491.65,,8854039768.95,402546131,0,728727553,42.6168,3.048,6.7268,154.7818,
002102.SZ,ST박르,20160628,36.8279,36.6157,37.2825,36.3732,36.9188,16503305,200892310,0.0909,0.2469,12.1729,4.0997,4903011875.58,,8875901595.54,402546131,0,728727553,42.722,3.0555,6.7434,155.164,
002102.SZ,ST박르,20160629,36.9188,36.9794,38.3434,36.9794,37.8888,25684840,320211985.1,0.97,2.6273,12.467,6.3806,5031826637.5,,9109094412.5,402546131,0,728727553,43.8445,3.1358,6.9206,159.2405,
002102.SZ,ST박르,20160630,37.8888,38.1615,39.0406,37.2522,37.9494,13231042,166481906.5,0.0606,0.16,12.5827,3.2868,5039877785.48,,9123668963.56,402546149,0,728727553,43.9146,3.1408,6.9316,159.4953,
002102.SZ,ST박르,20160701,37.9494,37.5856,39.0709,37.5856,38.0706,9060702,114283078.2,0.1212,0.3195,12.613,2.2508,5055979631.44,,9152818065.68,402546149,0,728727553,44.0549,3.1509,6.9538,160.0049,
002102.SZ,ST박르,20160704,38.0706,37.8281,38.7678,37.5553,38.3434,12220644,154001121.6,0.2728,0.7166,12.6017,3.0358,5092208784.85,,9218403545.45,402546149,0,728727553,44.3706,3.1734,7.0036,161.1514,
002102.SZ,ST박르,20160705,38.3434,38.404,39.859,38.1615,39.2527,25320528,326010335.5,0.9093,2.3715,12.8753,6.2901,5212972629.55,,9437021811.35,402546149,0,728727553,45.4229,3.2487,7.1697,164.9732,
002102.SZ,ST박르,20160706,39.2527,39.0406,39.374,38.5556,39.1012,11694814,150523202.8,-0.1516,-0.3861,12.8709,2.9052,5192845322.1,,9400585433.7,402546149,0,728727553,45.2475,3.2362,7.142,164.3362,
002102.SZ,ST박르,20160707,39.1012,38.7981,39.2527,38.1919,38.4343,10676387,135755832.3,-0.6668,-1.7054,12.7155,2.6522,5104285169.32,,9240265372.04,402546149,0,728727553,44.4758,3.181,7.0202,161.5336,
002102.SZ,ST박르,20160708,38.4343,38.6162,40.1318,37.8888,39.3437,23595335,307008494.5,0.9093,2.3659,13.0114,5.8615,5225049014.02,,9458883637.94,402546149,0,728727553,45.5281,3.2562,7.1863,165.3553,
002102.SZ,ST박르,20160711,39.3437,38.9799,40.3743,38.889,39.5559,26323944,344271153.3,0.2122,0.5393,13.0783,6.5394,5253227244.45,,9509894566.65,402546149,0,728727553,45.7736,3.2738,7.2251,166.2471,
002102.SZ,ST박르,20160712,39.5559,39.4952,39.9499,38.7981,39.7074,16698886,217626327.7,0.1516,0.3831,13.0324,4.1483,5273354551.9,,9546330944.3,402546149,0,728727553,45.949,3.2863,7.2528,166.884,
002102.SZ,ST박르,20160713,39.7074,40.253,40.3136,39.374,39.5862,13255612,173820777.8,-0.1212,-0.3053,13.113,3.2929,5257252705.94,,9517181842.18,402546149,0,728727553,45.8087,3.2763,7.2306,166.3745,
002102.SZ,ST박르,20160714,39.5862,39.4043,40.9198,38.8284,40.1924,25393414,333948605.3,0.6062,1.5314,13.151,6.3082,5337761935.74,,9662927352.78,402546149,0,728727553,46.5102,3.3265,7.3413,168.9223,
002102.SZ,ST박르,20160715,40.1924,40.253,43.86,40.1924,43.0113,29658806,410832288.6,2.8189,7.0136,13.8519,7.3678,5712129854.31,,10340643977.07,402546149,0,728727553,49.7722,3.5598,7.8562,180.7698,
002102.SZ,ST박르,20160718,43.0113,42.8901,44.8603,42.2838,43.3447,21775116,311665348.1,0.3334,0.7752,14.3129,5.4093,5756409930.7,,10420804007.9,402546149,0,728727553,50.1581,3.5874,7.9171,182.1711,
002102.SZ,ST박르,20160719,43.3447,43.6175,46.0727,42.8901,45.6787,34243370,507259553.6,2.3339,5.3846,14.8134,8.5067,6066370465.43,,10981924223.71,402546149,0,728727553,52.8589,3.7805,8.3434,191.9804,
002102.SZ,ST박르,20160720,45.6787,45.4665,46.3758,44.739,45.6787,31053009,467696734.9,0,0,15.0612,7.7141,6066370465.43,,10981924223.71,402546149,0,728727553,52.8589,3.7805,8.3434,191.9804,
002102.SZ,ST박르,20160721,45.6787,45.3453,45.9212,44.9209,45.4665,17368530,259611734.6,-0.2122,-0.4645,14.9472,4.3147,6038192235,,10930913295,402546149,0,728727553,52.6133,3.763,8.3047,191.0886,
002102.SZ,ST박르,20160722,45.4665,46.0727,47.8611,45.7999,46.9214,30848300,477161891.3,1.4549,3.2,15.468,7.6633,6231414386.52,,11280702520.44,402546149,0,728727553,54.297,3.8834,8.5704,197.2034,
002102.SZ,ST박르,20160725,46.9214,46.9214,47.1033,44.83,45.1028,18851784,285324858,-1.8187,-3.876,15.1352,4.6831,5989886697.12,,10843465988.64,402546149,0,728727553,52.1924,3.7329,8.2383,189.5599,
002102.SZ,ST박르,20160726,45.1028,44.2844,46.3758,44.2844,45.9818,12461684,188110793.3,0.879,1.9489,15.0951,3.0957,6106625080.33,,11054796979.01,402546149,0,728727553,53.2096,3.8056,8.3988,193.2543,
002102.SZ,ST박르,20160727,45.9818,45.9515,46.4668,42.4354,45.1937,16818663,248567820.2,-0.7881,-1.7139,14.7793,4.1781,6001963081.59,,10865327815.23,402546149,0,728727553,52.2977,3.7404,8.2549,189.9421,
002102.SZ,ST박르,20160728,45.1937,44.739,46.0424,43.5266,45.709,13099338,194646149.5,0.5153,1.1402,14.8592,3.2541,6070395926.92,,10989211499.24,402546149,0,728727553,52.894,3.783,8.349,192.1078,
002102.SZ,ST박르,20160729,45.709,45.5574,50.0131,45.5574,49.1948,32729454,516340170.1,3.4858,7.626,15.776,8.1306,6533323998.27,,11827248185.19,402546149,0,728727553,56.9276,4.0715,8.9857,206.7579,
002102.SZ,ST박르,20160801,49.1948,49.4372,50.4981,46.9821,49.2857,29714214,481109589.6,0.0909,0.1848,16.1912,7.3816,6545400382.74,,11849110011.78,402546149,0,728727553,47.7851,4.0791,9.0023,207.1401,
002102.SZ,ST박르,20160802,49.2857,48.4976,50.5587,48.1339,50.2556,19644537,322176938.6,0.97,1.968,16.4003,4.8801,6674215150.42,,12082302828.74,402546149,0,728727553,48.7255,4.1593,9.1795,211.2166,
002102.SZ,ST박르,20160803,50.2556,49.7404,50.8922,48.8916,49.4069,15933348,260528363.4,-0.8487,-1.6888,16.3511,3.9581,6561502228.7,,11878259113.9,402546149,0,728727553,47.9027,4.0891,9.0244,207.6496,
002102.SZ,ST박르,20160804,49.4069,49.5282,49.6494,47.9823,49.4069,10800685,173713094.4,0,0,16.0835,2.6831,6561502228.7,,11878259113.9,402546149,0,728727553,47.9027,4.0891,9.0244,207.6496,
002102.SZ,ST박르,20160805,49.4069,49.4069,51.4984,48.4976,49.8313,20400998,338215127,0.4244,0.8589,16.5784,5.068,6617858689.56,,11980280971.32,402546149,0,728727553,48.3141,4.1242,9.1019,209.4331,
002102.SZ,ST박르,20160808,49.8313,49.3463,50.195,48.9523,49.3766,9559732,155724290.8,-0.4547,-0.9124,16.2896,2.3748,6557476767.21,,11870971838.37,402546149,0,728727553,47.8733,4.0866,9.0189,207.5222,
002102.SZ,ST박르,20160809,49.3766,49.1948,49.7404,47.9217,48.2551,13976559,223336046.2,-1.1215,-2.2713,15.9793,3.472,6408534692.08,,11601342643.76,402546149,0,728727553,46.7859,3.9938,8.814,202.8087,
002102.SZ,ST박르,20160810,48.2551,48.4976,49.1038,47.073,48.1642,14583318,230955282.2,-0.0909,-0.1884,15.837,3.6228,6396458307.61,,11579480817.17,402546149,0,728727553,46.6978,3.9862,8.7974,202.4265,
002102.SZ,ST박르,20160811,48.1642,48.1339,48.8613,47.3458,48.2551,13598465,215794117.5,0.0909,0.1888,15.869,3.3781,6408534692.08,,11601342643.76,402546149,0,728727553,46.7859,3.9938,8.814,202.8087,
002102.SZ,ST박르,20160812,48.2551,48.3764,49.5888,48.0429,48.437,14170190,228515010.8,0.1819,0.3769,16.1265,3.5201,6432687461.02,,11645066296.94,402546149,0,728727553,46.9623,4.0088,8.8473,203.5731,
002102.SZ,ST박르,20160815,48.437,48.5885,49.9222,48.0732,49.0735,14510903,234508639.8,0.6365,1.3141,16.1609,3.6048,6517222152.31,,11798099083.07,402546149,0,728727553,47.5794,4.0615,8.9635,206.2483,
002102.SZ,ST박르,20160816,49.0735,49.1948,51.5287,49.1948,51.3468,25988863,436292289.1,2.2733,4.6325,16.7877,6.4561,6819131764.06,,12344644747.82,402546149,0,728727553,49.7835,4.2496,9.3788,215.8027,
002102.SZ,ST박르,20160817,51.3468,51.2862,53.2261,50.6497,52.4683,31964604,549860014.8,1.1215,2.1842,17.2022,7.9406,6968073839.19,,12614273942.43,402546149,0,728727553,50.8709,4.3425,9.5836,220.5163,
002102.SZ,ST박르,20160818,52.4683,52.7411,54.1051,52.0743,52.5896,22896254,398780422.8,0.1212,0.2311,17.4168,5.6879,6984175685.15,,12643423044.55,402546149,0,728727553,50.9884,4.3525,9.6058,221.0258,
002102.SZ,ST박르,20160819,52.5896,52.7411,55.1357,52.7411,55.0751,37664490,671813249.9,2.4855,4.7262,17.8368,9.3566,7314263527.33,,13240979638.01,402546149,0,728727553,53.3983,4.5582,10.0598,231.472,
002102.SZ,ST박르,20160822,55.0751,55.0145,60.5917,53.6808,57.015,82259131,1565742039.2,1.9399,3.5223,19.0343,20.4347,7571893062.69,,13707365271.93,402546149,0,728727553,55.2791,4.7188,10.4141,239.6251,
002102.SZ,ST박르,20160823,57.015,54.5598,55.0448,52.2562,53.5595,51375889,907074076.3,-3.4555,-6.0606,17.6556,12.7627,7112990452.83,,12876615861.51,402546149,0,728727553,51.9288,4.4328,9.7829,225.1024,
002102.SZ,ST박르,20160824,53.5595,53.802,55.4085,53.1958,54.0445,35735907,640534150.6,0.485,0.9055,17.9241,8.8775,7177397836.67,,12993212269.99,402546149,0,728727553,52.3991,4.4729,9.8715,227.1407,
002102.SZ,ST박르,20160825,54.0445,53.0746,54.5295,51.7106,54.3173,30982649,540797709.2,0.2728,0.5048,17.4549,7.6967,7213626990.08,,13058797749.76,402546149,0,728727553,52.6636,4.4955,9.9213,228.2872,
002102.SZ,ST박르,20160826,54.3173,54.5295,54.8023,53.2564,53.8626,26280469,466790144.4,-0.4547,-0.8371,17.7619,6.5286,7153245067.73,,12949488616.81,402546149,0,728727553,52.2227,4.4579,9.8383,226.3763,
002102.SZ,ST박르,20160829,53.8626,53.9233,54.4082,53.1352,54.1354,21058432,374594185,0.2728,0.5065,17.7883,5.2313,7189474221.14,,13015074096.58,402546149,0,728727553,52.4872,4.4804,9.8881,227.5228,
002102.SZ,ST박르,20160830,54.1354,54.2264,54.4992,53.2261,53.4989,15780405,280141608.6,-0.6365,-1.1758,17.7525,3.9201,7104939529.85,,12862041310.45,402546149,0,728727553,51.8701,4.4278,9.7719,224.8476,
002102.SZ,ST박르,20160831,53.4989,53.9536,56.2875,53.6505,54.3173,29045549,523967877.6,0.8184,1.5297,18.0395,7.2155,7213626990.08,,13058797749.76,402546149,0,728727553,53.252,4.4312,9.9213,228.2872,
002102.SZ,ST박르,20160901,54.3173,53.4989,54.4689,52.7108,53.9233,24241465,429259160.1,-0.394,-0.7254,17.7076,6.022,7161295990.71,,12964063167.87,402546149,0,728727553,52.8656,4.3991,9.8494,226.6311,
002102.SZ,ST박르,20160902,53.9233,54.0748,54.0748,51.9531,51.9531,19023533,331865019,-1.9702,-3.6537,17.445,4.7258,6899640993.86,,12490390258.42,402546149,0,728727553,50.9341,4.2383,9.4895,218.3506,
002102.SZ,ST박르,20160905,51.9531,52.1046,52.1652,49.5585,51.0134,18046690,303265464.5,-0.9396,-1.8086,16.8045,4.4831,6774851687.67,,12264484716.99,402546149,0,728727553,50.0129,4.1617,9.3179,214.4014,
002102.SZ,ST박르,20160906,51.0134,50.5587,51.4984,49.8616,51.2256,14423066,240952332.9,0.2122,0.4159,16.706,3.583,6803029918.1,,12315495645.7,402546149,0,728727553,50.2209,4.179,9.3566,215.2932,
002102.SZ,ST박르,20160907,51.2256,51.2862,52.5896,51.2862,51.9531,21008375,359686349.7,0.7275,1.4201,17.1211,5.2189,6899640993.86,,12490390258.42,402546149,0,728727553,50.9341,4.2383,9.4895,218.3506,
002102.SZ,ST박르,20160908,51.9531,52.1349,54.287,52.0743,54.0142,26543056,466496095.5,2.0611,3.9673,17.5751,6.5938,7173372375.18,,12985924994.46,402546149,0,728727553,52.9548,4.4065,9.866,227.0133,
002102.SZ,ST박르,20160909,54.0142,54.1961,54.7417,53.2564,54.0142,19739386,353079877,0,0,17.8871,4.9036,7173372375.18,,12985924994.46,402546149,0,728727553,52.9548,4.4065,9.866,227.0133,
002102.SZ,ST박르,20160912,54.0142,52.6805,53.6202,51.8318,52.5896,13283243,230806938.2,-1.4246,-2.6375,17.3758,3.2998,6984175685.15,,12643423044.55,402546149,0,728727553,51.5581,4.2903,9.6058,221.0258,
002102.SZ,ST박르,20160913,52.5896,52.923,53.3474,51.8924,53.2867,13571941,234871037.3,0.6972,1.3256,17.3056,3.3715,7076761299.42,,12811030381.74,402546149,0,728727553,52.2416,4.3471,9.7331,223.9559,
002102.SZ,ST박르,20160914,53.2867,52.6805,53.7717,52.0743,52.4077,17336526,301112755,-0.879,-1.6496,17.3687,4.3067,6960022916.21,,12599699391.37,402546149,0,728727553,51.3798,4.2754,9.5725,220.2615,
002102.SZ,ST박르,20160919,52.4077,52.3774,53.7414,52.1349,52.923,8151373,142675458.1,0.5153,0.9832,17.5032,2.025,7028455761.54,,12723583075.38,402546149,0,728727553,51.885,4.3175,9.6667,222.4271,
002102.SZ,ST박르,20160920,52.923,53.3474,54.8629,53.317,54.4386,25384391,454079455.4,1.5155,2.8637,17.8881,6.306,7229728836.04,,13087946851.88,402546149,0,728727553,53.3708,4.4411,9.9435,228.7968,
002102.SZ,ST박르,20160921,54.4386,54.2567,55.0145,53.8626,54.287,18315609,328661589.4,-0.1516,-0.2784,17.9443,4.5499,7209601528.59,,13051510474.23,402546149,0,728727553,53.2222,4.4287,9.9158,228.1598,
002102.SZ,ST박르,20160922,54.287,54.8023,54.8629,53.5292,53.9536,15825504,282433494.5,-0.3334,-0.6142,17.8467,3.9314,7165321452.2,,12971350443.4,402546149,0,728727553,52.8954,4.4015,9.8549,226.7585,
002102.SZ,ST박르,20160923,53.9536,53.802,54.4689,52.8927,53.1655,11229091,198197830.3,-0.7881,-1.4607,17.6504,2.7895,7060659453.46,,12781881279.62,402546149,0,728727553,52.1227,4.3372,9.711,223.4463,
002102.SZ,ST박르,20160926,53.1655,52.8927,53.4686,50.8315,50.9831,12150898,208200603.7,-2.1824,-4.1049,17.1346,3.0185,6770826226.18,,12257197441.46,402546149,0,728727553,49.9831,4.1592,9.3123,214.274,
