덜쯤,숌냔,휑퍅,품澗턍송(禱),역턍송(禱),離멕송(禱),離됴송(禱),澗턍송(禱),냥슥좆(믈),냥슥쏜띨(禱),朗딨(禱),朗딨류(%),엇송(禱),뻣癎쪽(%),A믈직繫懇令(禱),B믈직繫懇令(禱),悧懇令(禱),A믈직繫믈굶(믈),B믈직繫믈굶(믈),悧믈굶(믈),懇簞쪽,懇씐쪽,懇饋쪽,懇君쪽,
002102.SZ,ST박르,20110419,18.5631,20.1707,20.4133,19.3366,20.4133,18575751,246301624.9,1.8502,9.9673,13.2593,22.0172,1135612500.88,,2754319800,84369428,0,204630000,-55.3027,4.6374,4.0687,13.7168,
002102.SZ,ST박르,20110420,20.4133,21.2778,22.4001,20.9593,21.1413,30862259,437639007.5,0.728,3.5661,14.1804,36.5799,1176109826.32,,2852542200,84369428,0,204630000,-57.2749,4.8027,4.2138,14.2059,
002102.SZ,ST박르,20110421,21.1413,20.7773,23.2494,20.7773,23.2494,13757184,202059159.8,2.1081,9.9713,14.6875,16.3059,1293383331.24,,3136977900,84369428,0,204630000,-62.9859,5.2816,4.634,15.6224,
002102.SZ,ST박르,20110422,23.2494,23.9167,25.0086,22.3242,22.4001,28087627,439977993,-0.8493,-3.653,15.6645,33.2912,1246136451.56,,3022385100,84369428,0,204630000,-60.685,5.0887,4.4647,15.0518,
002102.SZ,ST박르,20110425,22.4001,22.2939,23.8105,22.2939,23.2039,17681388,268272856.3,0.8038,3.5884,15.1726,20.9571,1290852248.4,,3130839000,84369428,0,204630000,-62.8626,5.2713,4.6249,15.5919,
002102.SZ,ST박르,20110426,23.2039,22.6731,22.9006,20.9593,21.3233,14605708,208848225.7,-1.8806,-8.1046,14.2991,17.3116,1186234157.68,,2877097800,84369428,0,204630000,-57.7679,4.8441,4.2501,14.3282,
002102.SZ,ST박르,20110427,21.3233,21.6569,23.4465,21.4901,22.5214,17631681,262322005.7,1.1981,5.6188,14.8779,20.8982,1252886005.8,,3038755500,84369428,0,204630000,-61.0137,5.1163,4.4889,15.1333,
002102.SZ,ST박르,20110428,22.5214,22.2181,23.2342,21.2323,21.6873,14095971,205890317.6,-0.8341,-3.7037,14.6063,16.7074,1206482820.4,,2926209000,84369428,0,204630000,-58.754,4.9268,4.3226,14.5728,
002102.SZ,ST박르,20110429,21.6873,21.4901,21.8389,20.3223,21.5963,8730803,122003126.6,-0.091,-0.4196,13.9739,10.3483,1201420654.72,,2913931200,84369428,0,204630000,-58.5075,4.9061,4.3045,14.5116,
002102.SZ,ST박르,20110503,21.5963,21.4598,22.7337,21.384,22.6731,12086885,177440983.9,1.0768,4.986,14.6805,14.3261,1261322948.6,,3059218500,84369428,0,204630000,-61.4246,5.1507,4.5191,15.2352,
002102.SZ,ST박르,20110504,22.6731,22.4304,23.7347,22.0058,22.7337,16273944,246823106.5,0.0607,0.2676,15.1668,19.2889,1264697725.72,,3067403700,84369428,0,204630000,-61.589,5.1645,4.5312,15.276,
002102.SZ,ST박르,20110505,22.7337,22.2939,24.7205,22.1726,24.0835,19106173,296718712.4,1.3498,5.9373,15.53,22.6458,1339786516.64,,3249524400,84369428,0,204630000,-65.2457,5.4711,4.8002,16.1829,
002102.SZ,ST박르,20110506,24.0835,23.6589,24.5385,23.2039,24.1442,13683395,215190572.8,0.0607,0.2519,15.7264,16.2184,1343161293.76,,3257709600,84369428,0,204630000,-65.41,5.4849,4.8123,16.2237,
002102.SZ,ST박르,20110509,24.1442,24.22,24.5385,23.5527,24.4475,12087776,191934388.5,0.3033,1.2563,15.8784,14.3272,1360035179.36,,3298635600,84369428,0,204630000,-66.2318,5.5538,4.8728,16.4275,
002102.SZ,ST박르,20110510,24.4475,24.3413,24.493,23.3859,23.9622,13716368,215630275.2,-0.4853,-1.9851,15.7207,16.2575,1333036962.4,,3233154000,84369428,0,204630000,-64.917,5.4436,4.776,16.1014,
002102.SZ,ST박르,20110511,23.9622,23.7498,26.3584,23.6892,26.3584,26588488,449445686.6,2.3962,10,16.9038,31.5144,1466340658.64,,3556469400,84369428,0,204630000,-71.4087,5.9879,5.2536,17.7115,
002102.SZ,ST박르,20110512,26.3584,25.6304,26.3129,25.3423,25.6153,13804821,234376291.3,-0.7431,-2.8193,16.9779,16.3623,1424999638.92,,3456200700,84369428,0,204630000,-69.3954,5.8191,5.1055,17.2122,
002102.SZ,ST박르,20110513,25.6153,25.6608,27.7537,25.6608,26.4191,19127099,337651391.3,0.8038,3.138,17.653,22.6707,1469715435.76,,3564654600,84369428,0,204630000,-71.573,6.0017,5.2657,17.7523,
002102.SZ,ST박르,20110516,26.4191,26.4191,26.4191,26.4191,26.4191,,,0,0,,,1469715435.76,,3564654600,84369428,0,204630000,-71.573,6.0017,5.2657,17.7523,
002102.SZ,ST박르,20110517,26.4191,26.692,27.875,24.8418,25.8124,17547772,303996582.3,-0.6066,-2.2962,17.3239,20.7987,1435967664.56,,3482802600,84369428,0,204630000,-69.9296,5.8639,5.1448,17.3447,
002102.SZ,ST박르,20110518,25.8124,25.3119,26.5404,24.7811,25.9337,11247625,191348658.4,0.1213,0.47,17.0124,13.3314,1442717218.8,,3499173000,84369428,0,204630000,-70.2582,5.8915,5.169,17.4262,
002102.SZ,ST박르,20110519,25.9337,25.9337,27.8446,25.4939,26.9954,15535800,276132858.2,1.0616,4.0936,17.774,18.414,1501775818.4,,3642414000,84369428,0,204630000,-73.1343,6.1326,5.3806,18.1396,
002102.SZ,ST박르,20110520,26.9954,26.8437,27.5565,26.51,26.9499,9240713,164309752.2,-0.0455,-0.1685,17.7811,10.9527,1499244735.56,,3636275100,84369428,0,204630000,-73.0111,6.1223,5.3715,18.109,
002102.SZ,ST박르,20110523,26.9499,26.7072,26.9802,24.2503,24.2503,16430139,271442947.7,-2.6995,-10.0169,16.521,19.474,1349067153.72,,3272033700,84369428,0,204630000,-65.6976,5.509,4.8335,16.295,
002102.SZ,ST박르,20110524,24.2503,24.038,24.9176,22.9915,24.4778,10550635,168208035.9,0.2275,0.9381,15.9429,12.5053,1361722567.92,,3302728200,84369428,0,204630000,-66.3139,5.5607,4.8788,16.4479,
002102.SZ,ST박르,20110525,24.4778,24.9328,25.7063,24.6143,24.7508,10853748,179952304.4,0.273,1.1152,16.5797,12.8646,1376909064.96,,3339561600,84369428,0,204630000,-67.0535,5.6227,4.9332,16.6313,
002102.SZ,ST박르,20110526,24.7508,24.4778,25.6153,23.2797,23.4617,11965169,192269777.2,-1.2891,-5.2083,16.0691,14.1819,1305195051.16,,3165626100,84369428,0,204630000,-63.5611,5.3299,4.6763,15.7651,
002102.SZ,ST박르,20110527,23.4617,23.1735,23.1735,21.3081,21.9754,9718824,141961629.6,-1.4863,-6.3348,14.6069,11.5194,1222513011.72,,2965088700,84369428,0,204630000,-59.5346,4.9922,4.38,14.7664,
002102.SZ,ST박르,20110530,21.9754,22.1271,22.9157,21.5811,22.0361,7102923,104190139.4,0.0607,0.2761,14.6686,8.4188,1225887788.84,,2973273900,84369428,0,204630000,-59.699,5.006,4.3921,14.8072,
002102.SZ,ST박르,20110531,22.0361,22.1573,24.2488,20.7933,23.4607,32068521,241650399.1,1.4246,6.4649,7.5354,19.0048,1306038745.44,,3167672400,168738856,0,409260000,-63.6022,5.3333,4.6793,15.7753,
002102.SZ,ST박르,20110601,23.4607,23.0667,25.7037,22.9757,25.4612,39340067,320761666.4,2.0005,8.5271,8.1536,23.3142,1417406390.4,,3437784000,168738856,0,409260000,-69.0256,5.7881,5.0783,17.1205,
002102.SZ,ST박르,20110602,25.4612,24.855,25.5825,24.0366,25.4612,33843284,277470491.8,0,0,8.1987,20.0566,1417406390.4,,3437784000,168738856,0,409260000,-69.0256,5.7881,5.0783,17.1205,
002102.SZ,ST박르,20110603,25.4612,25.34,26.3099,24.5216,25.6128,37674554,314447289.7,0.1516,0.5952,8.3464,22.3271,1425843333.2,,3458247000,168738856,0,409260000,-69.4365,5.8225,5.1085,17.2224,
002102.SZ,ST박르,20110607,25.6128,25.3097,26.0068,25.0369,25.4309,26752035,224581675.8,-0.1819,-0.7101,8.3949,15.8541,1415719001.84,,3433691400,168738856,0,409260000,-68.9435,5.7812,5.0723,17.1001,
002102.SZ,ST박르,20110608,25.4309,25.1278,27.9771,24.4913,27.9771,55769153,482183944.8,2.5461,10.0119,8.6461,33.0506,1557459640.88,,3777469800,168738856,0,409260000,-75.846,6.36,5.5801,18.8121,
002102.SZ,ST박르,20110609,27.9771,27.4921,30.1898,27.2496,28.1892,64466908,603828158.8,0.2122,0.7584,9.3665,38.2051,1569271360.8,,3806118000,168738856,0,409260000,-76.4212,6.4082,5.6224,18.9548,
002102.SZ,ST박르,20110610,28.1892,27.6133,29.2198,27.3405,28.1892,35492397,330324204.5,0,0,9.3069,21.0339,1569271360.8,,3806118000,168738856,0,409260000,-76.4212,6.4082,5.6224,18.9548,
002102.SZ,ST박르,20110613,28.1892,27.8861,29.341,26.704,28.6136,30729401,282449927.8,0.4244,1.5054,9.1915,18.2112,1592894800.64,,3863414400,168738856,0,409260000,-77.5717,6.5047,5.7071,19.2402,
002102.SZ,ST박르,20110614,28.6136,28.4014,29.3107,28.1286,28.5227,27235621,258081591.7,-0.0909,-0.3178,9.4759,16.1407,1587832634.96,,3851136600,168738856,0,409260000,-77.3252,6.484,5.6889,19.179,
002102.SZ,ST박르,20110615,28.5227,28.2499,28.6439,27.3708,27.4011,22390413,206219293.3,-1.1215,-3.932,9.2102,13.2693,1525399258.24,,3699710400,168738856,0,409260000,-74.2847,6.2291,5.4652,18.4249,
002102.SZ,ST박르,20110616,27.4011,26.7949,26.8555,24.6732,24.7035,33368166,280764861.4,-2.6977,-9.8451,8.4142,19.775,1375221676.4,,3335469000,168738856,0,409260000,-66.9713,5.6158,4.9272,16.6109,
002102.SZ,ST박르,20110617,24.7035,24.4004,25.0975,23.6729,23.7941,17325990,139895628.5,-0.9093,-3.681,8.0743,10.2679,1324600019.6,,3212691000,168738856,0,409260000,-64.5061,5.4091,4.7458,15.9995,
002102.SZ,ST박르,20110620,23.7941,23.7335,24.5216,23.2182,24.3094,16038006,127228379.7,0.5153,2.1656,7.9329,9.5046,1353285625.12,,3282265200,168738856,0,409260000,-65.9031,5.5263,4.8486,16.346,
002102.SZ,ST박르,20110621,24.3094,24.3094,24.7338,23.8244,24.7035,16925899,136095436.4,0.394,1.6209,8.0407,10.0308,1375221676.4,,3335469000,168738856,0,409260000,-66.9713,5.6158,4.9272,16.6109,
002102.SZ,ST박르,20110622,24.7035,24.7035,26.9162,24.461,26.1584,33724808,287014674.9,1.4549,5.8896,8.5105,19.9864,1456216327.28,,3531913800,168738856,0,409260000,-70.9156,5.9466,5.2174,17.5893,
002102.SZ,ST박르,20110623,26.1584,25.6734,26.3706,25.2188,26.2796,22552727,192640896.8,0.1212,0.4635,8.5418,13.3655,1462965881.52,,3548284200,168738856,0,409260000,-71.2443,5.9741,5.2415,17.6708,
002102.SZ,ST박르,20110624,26.2796,25.9462,27.5527,25.7947,26.6131,28099839,246020986.8,0.3334,1.2687,8.7552,16.6529,1481527155.68,,3593302800,168738856,0,409260000,-72.1482,6.0499,5.3081,17.895,
002102.SZ,ST박르,20110627,26.6131,26.6131,27.4011,26.4009,26.8859,22930308,202912477.2,0.2728,1.0251,8.8491,13.5892,1496713652.72,,3630136200,168738856,0,409260000,-72.8878,6.112,5.3625,18.0784,
002102.SZ,ST박르,20110628,26.8859,26.8252,28.7045,26.7343,27.583,31193864,286498816.8,0.6972,2.593,9.1845,18.4865,1535523589.6,,3724266000,168738856,0,409260000,-74.7778,6.2704,5.5015,18.5472,
002102.SZ,ST박르,20110629,27.583,27.4011,27.7043,26.219,26.2796,20743393,184902579.7,-1.3034,-4.7253,8.9138,12.2932,1462965881.52,,3548284200,168738856,0,409260000,-71.2443,5.9741,5.2415,17.6708,
002102.SZ,ST박르,20110630,26.2796,26.219,28.7954,25.9462,28.2499,37166376,339486776.9,1.9702,7.4971,9.1342,22.026,1572646137.92,,3814303200,168738856,0,409260000,-76.5856,6.422,5.6345,18.9956,
002102.SZ,ST박르,20110701,28.2499,28.1892,29.9473,27.9467,29.0379,46880233,451641023.5,0.7881,2.7897,9.6339,27.7827,1616518240.48,,3920710800,168738856,0,409260000,-78.7221,6.6012,5.7917,19.5255,
002102.SZ,ST박르,20110704,29.0379,29.2198,31.9478,28.7348,31.9478,49590526,499581817.1,2.9099,10.0209,10.0741,29.3889,1778507542.24,,4313600400,168738856,0,409260000,-86.6107,7.2627,6.3721,21.4821,
002102.SZ,ST박르,20110705,31.9478,32.7056,35.1001,31.5841,33.7361,64923224,714066705.2,1.7883,5.5977,10.9986,38.4756,1878063467.28,,4555063800,168738856,0,409260000,-91.459,7.6692,6.7288,22.6846,
002102.SZ,ST박르,20110706,33.7361,33.3421,36.9794,32.4328,36.1004,59446248,677341429.5,2.3643,7.0081,11.3942,35.2297,2009679774.96,,4874286600,168738856,0,409260000,-97.8685,8.2067,7.2003,24.2744,
002102.SZ,ST박르,20110707,36.1004,35.5245,36.3732,33.9786,34.1605,55243077,642592171.5,-1.9399,-5.3736,11.6321,32.7388,1901686907.12,,4612360200,168738856,0,409260000,-92.6094,7.7657,6.8134,22.97,
002102.SZ,ST박르,20110708,34.1605,33.9483,35.9792,33.7968,34.7061,39933501,459056290,0.5456,1.5972,11.4955,23.6659,1932059901.2,,4686027000,168738856,0,409260000,-94.0885,7.8897,6.9222,23.3368,
002102.SZ,ST박르,20110711,34.7061,34.0999,36.4641,33.4633,36.0095,38066063,439641197,1.3034,3.7555,11.5494,22.5592,2004617609.28,,4862008800,168738856,0,409260000,-97.622,8.186,7.1822,24.2133,
002102.SZ,ST박르,20110712,36.0095,35.6154,37.2825,34.8576,36.2216,39682862,473784561.8,0.2122,0.5892,11.9393,23.5173,2016429329.2,,4890657000,168738856,0,409260000,-98.1972,8.2343,7.2245,24.3559,
002102.SZ,ST박르,20110713,36.2216,36.0701,39.859,36.0701,39.859,44429385,562967749.1,3.6373,10.0418,12.6711,26.3303,2218915956.4,,5381769000,168738856,0,409260000,-108.058,9.0611,7.95,26.8017,
002102.SZ,ST박르,20110714,39.859,40.6167,41.4958,38.3737,39.9802,59005286,775986534.1,0.1212,0.3042,13.1511,34.9684,2225665510.64,,5398139400,168738856,0,409260000,-108.3867,9.0887,7.9742,26.8832,
002102.SZ,ST박르,20110715,39.9802,38.9193,43.9206,38.3434,42.4354,55415378,736746660.4,2.4552,6.141,13.295,32.8409,2362343984,,5729640000,168738856,0,409260000,-115.0427,9.6468,8.4639,28.5341,
002102.SZ,ST박르,20110718,42.4354,42.4354,42.4354,42.4354,42.4354,,,0,0,,,2362343984,,5729640000,168738856,0,409260000,-115.0427,9.6468,8.4639,28.5341,
002102.SZ,ST박르,20110719,42.4354,41.223,42.011,38.1919,39.7074,43254747,569728503.5,-2.728,-6.4286,13.1715,25.6341,2210479013.6,,5361306000,168738856,0,409260000,-107.6471,9.0267,7.9198,26.6998,
002102.SZ,ST박르,20110720,39.7074,39.0709,40.2833,38.4343,38.9496,24244661,313564388.5,-0.7578,-1.9084,12.9333,14.3682,2168294299.6,,5258991000,168738856,0,409260000,-105.5928,8.8544,7.7686,26.1903,
002102.SZ,ST박르,20110721,38.9496,38.7375,39.2527,36.7976,36.9794,29189227,362786033.6,-1.9702,-5.0584,12.4288,17.2985,2058614043.2,,4992972000,168738856,0,409260000,-100.2515,8.4065,7.3757,24.8655,
002102.SZ,ST박르,20110722,36.9794,36.9794,38.9496,36.9794,38.1009,28826899,363601335.1,1.1215,3.0328,12.6133,17.0837,2121047419.92,,5144398200,168738856,0,409260000,-103.2919,8.6615,7.5993,25.6196,
002102.SZ,ST박르,20110725,38.1009,38.0706,38.0706,35.2517,36.0095,21484616,257532173.8,-2.0915,-5.4893,11.9868,12.7325,2004617609.28,,4862008800,168738856,0,409260000,-97.622,8.186,7.1822,24.2133,
002102.SZ,ST박르,20110726,36.0095,35.6154,38.7375,35.5851,38.3737,26404808,326061882.9,2.3643,6.5657,12.3486,15.6483,2136233916.96,,5181231600,168738856,0,409260000,-104.0315,8.7235,7.6537,25.803,
002102.SZ,ST박르,20110727,38.3737,38.0403,39.8287,37.5856,39.0406,27466012,353704627.6,0.6668,1.7378,12.8779,16.2772,2173356465.28,,5271268800,168738856,0,409260000,-105.8393,8.8751,7.7868,26.2514,
002102.SZ,ST박르,20110728,39.0406,38.495,38.9496,36.9794,37.7675,15047265,188608331.5,-1.2731,-3.2609,12.5344,8.9175,2102486145.76,,5099379600,168738856,0,409260000,-102.388,8.5857,7.5328,25.3954,
002102.SZ,ST박르,20110729,37.7675,37.7675,38.9193,37.3128,37.5553,14046788,176042721.8,-0.2122,-0.5618,12.5326,8.3246,2090674425.84,,5070731400,168738856,0,409260000,-101.8128,8.5374,7.4905,25.2527,
002102.SZ,ST박르,20110801,37.5553,37.2825,37.3128,35.6154,35.767,16871192,200917488.8,-1.7883,-4.7619,11.9089,9.9984,1991118500.8,,4829268000,168738856,0,409260000,-96.9646,8.1309,7.1338,24.0502,
002102.SZ,ST박르,20110802,35.767,35.6457,35.6457,34.0999,35.1608,15280970,174848295.6,-0.6062,-1.6949,11.4422,9.056,1957370729.6,,4747416000,168738856,0,409260000,-95.3211,7.9931,7.0129,23.6426,
002102.SZ,ST박르,20110803,35.1608,34.4939,36.6763,34.2817,35.6154,16373579,193447208.8,0.4547,1.2931,11.8146,9.7035,1982681558,,4808805000,168738856,0,409260000,-96.5537,8.0964,7.1036,23.9483,
002102.SZ,ST박르,20110804,35.6154,35.5245,38.4647,35.4942,37.7978,26186504,321942133.7,2.1824,6.1277,12.2942,15.519,2104173534.32,,5103472200,168738856,0,409260000,-102.4702,8.5926,7.5389,25.4158,
002102.SZ,ST박르,20110805,37.7978,36.252,37.4644,35.4942,35.9488,18703740,225331136.2,-1.849,-4.8917,12.0474,11.0844,2001242832.16,,4853823600,168738856,0,409260000,-97.4576,8.1722,7.1701,24.1725,
002102.SZ,ST박르,20110808,35.9488,35.9488,35.9488,35.9488,35.9488,,,0,0,,,2001242832.16,,4853823600,168738856,0,409260000,-97.4576,8.1722,7.1701,24.1725,
002102.SZ,ST박르,20110809,35.9488,32.3418,35.1304,32.3418,33.6755,21566285,238616500.5,-2.2733,-6.3238,11.0643,12.7809,1874688690.16,,4546878600,168738856,0,409260000,-91.2946,7.6554,6.7167,22.6439,
002102.SZ,ST박르,20110810,33.6755,34.2514,35.0092,33.6755,33.7665,15819537,179227184.7,0.0909,0.27,11.3295,9.3752,1879750855.84,,4559156400,168738856,0,409260000,-91.5412,7.6761,6.7348,22.705,
002102.SZ,ST박르,20110811,33.7665,32.1297,34.0999,32.1297,33.7665,14841339,163173995.8,0,0,10.9946,8.7954,1879750855.84,,4559156400,168738856,0,409260000,-91.5412,7.6761,6.7348,22.705,
002102.SZ,ST박르,20110812,33.7665,34.3121,35.8579,33.3421,35.0698,22274295,254750695.6,1.3034,3.86,11.437,13.2005,1952308563.92,,4735138200,168738856,0,409260000,-95.0746,7.9724,6.9948,23.5814,
002102.SZ,ST박르,20110815,35.0698,34.797,36.252,34.7364,35.767,17490345,205613403,0.6972,1.9879,11.7558,10.3653,1991118500.8,,4829268000,168738856,0,409260000,-96.9646,8.1309,7.1338,24.0502,
002102.SZ,ST박르,20110816,35.767,35.7064,35.7064,34.1302,34.5242,18975498,217037606.6,-1.2428,-3.4746,11.4378,11.2455,1921935569.84,,4661471400,168738856,0,409260000,-96.675,7.8702,6.886,23.2146,
002102.SZ,ST박르,20110817,34.5242,34.4939,34.5242,33.3724,33.433,13299689,148423920.3,-1.0912,-3.1607,11.16,7.8818,1861189581.68,,4514137800,168738856,0,409260000,-93.6194,7.6215,6.6683,22.4808,
002102.SZ,ST박르,20110818,33.433,33.3421,34.0089,32.3115,32.3115,12907925,140612272.5,-1.1215,-3.3545,10.8935,7.6496,1798756204.96,,4362711600,168738856,0,409260000,-90.479,7.3658,6.4446,21.7267,
002102.SZ,ST박르,20110819,32.3115,31.4022,31.4022,30.4019,31.1294,12494627,127282125.8,-1.1821,-3.6585,10.1869,7.4047,1732948051.12,,4203100200,168738856,0,409260000,-87.1687,7.0963,6.2088,20.9318,
002102.SZ,ST박르,20110822,31.1294,31.0688,31.7053,30.6747,30.8869,8748092,89884960.7,-0.2425,-0.779,10.2748,5.1844,1719448942.64,,4170359400,168738856,0,409260000,-86.4897,7.0411,6.1605,20.7688,
002102.SZ,ST박르,20110823,30.8869,31.2203,31.7962,30.4322,31.675,11119829,114350101.2,0.7881,2.5515,10.2834,6.59,1763321045.2,,4276767000,168738856,0,409260000,-88.6965,7.2207,6.3177,21.2987,
002102.SZ,ST박르,20110824,31.675,31.675,32.16,30.9172,31.0385,10053248,104834082.4,-0.6365,-2.0096,10.4279,5.9579,1727885885.44,,4190822400,168738856,0,409260000,-86.9141,7.0756,6.1907,20.8707,
002102.SZ,ST박르,20110825,31.0385,31.0385,31.9175,30.6141,31.5234,12290525,126613594.3,0.485,1.5625,10.3017,7.2838,1754884102.4,,4256304000,168738856,0,409260000,-88.2721,7.1862,6.2874,21.1968,
002102.SZ,ST박르,20110826,31.5234,31.2203,31.6447,30.9172,31.281,8986602,92772037.6,-0.2425,-0.7692,10.3234,5.3257,1741384993.92,,4223563200,168738856,0,409260000,-87.5931,7.1309,6.2391,21.0337,
002102.SZ,ST박르,20110829,31.281,31.0688,31.0991,30.1291,30.2201,11163539,112412956.6,-1.0609,-3.3915,10.0697,6.6159,1682326394.32,,4080322200,168738856,0,409260000,-84.6224,6.889,6.0275,20.3204,
002102.SZ,ST박르,20110830,30.2201,30.3716,30.7657,29.4017,29.432,9200887,91539168.4,-0.7881,-2.6078,9.949,5.4527,1638454291.76,,3973914600,168738856,0,409260000,-82.4156,6.7094,5.8703,19.7905,
002102.SZ,ST박르,20110831,29.432,29.4017,30.1898,28.2802,30.0382,13565110,131126453,0.6062,2.0597,9.6664,8.0391,1672202062.96,,4055766600,168738856,0,409260000,-84.1132,6.8476,5.9912,20.1981,
002102.SZ,ST박르,20110901,30.0382,29.6745,30.0685,28.8864,29.0379,8433283,81952504.3,-1.0003,-3.33,9.7177,4.9978,1616518240.48,,3920710800,168738856,0,409260000,-81.3122,6.6196,5.7917,19.5255,
002102.SZ,ST박르,20110902,29.0379,28.8561,30.8566,28.5833,29.7351,17718210,175377432.8,0.6972,2.4008,9.8981,10.5004,1655328177.36,,4014840600,168738856,0,409260000,-83.2644,6.7785,5.9307,19.9943,
002102.SZ,ST박르,20110905,29.7351,29.0986,29.3107,28.462,28.6136,8283099,78610647.4,-1.1215,-3.7717,9.4905,4.9088,1592894800.64,,3863414400,168738856,0,409260000,-80.124,6.5228,5.7071,19.2402,
002102.SZ,ST박르,20110906,28.6136,28.2195,28.6439,27.583,27.7043,6742449,62222511.9,-0.9093,-3.178,9.2285,3.9958,1542273143.84,,3740636400,168738856,0,409260000,-77.5776,6.3155,5.5257,18.6287,
002102.SZ,ST박르,20110907,27.7043,27.8861,28.9167,27.7952,28.8258,10344078,97111885.9,1.1215,4.0481,9.3882,6.1302,1604706520.56,,3892062600,168738856,0,409260000,-80.7181,6.5712,5.7494,19.3828,
002102.SZ,ST박르,20110908,28.8258,28.9167,29.1592,28.0983,28.0983,9144236,86368215.1,-0.7275,-2.5237,9.4451,5.4192,1564209195.12,,3793840200,168738856,0,409260000,-78.681,6.4054,5.6043,18.8937,
002102.SZ,ST박르,20110909,28.0983,27.9164,28.7651,27.9164,28.3711,6339785,59221560.7,0.2728,0.9709,9.3413,3.7572,1579395692.16,,3830673600,168738856,0,409260000,-79.4449,6.4675,5.6587,19.0771,
002102.SZ,ST박르,20110913,28.3711,27.6133,28.7651,27.5527,28.5833,6957908,64741215.2,0.2122,0.7479,9.3047,4.1235,1591207412.08,,3859321800,168738856,0,409260000,-80.0391,6.5159,5.701,19.2198,
002102.SZ,ST박르,20110914,28.5833,28.6742,30.1898,28.5227,30.0685,17968011,174181655,1.4852,5.1962,9.694,10.6484,1673889451.52,,4059859200,168738856,0,409260000,-84.1981,6.8545,5.9973,20.2185,
002102.SZ,ST박르,20110915,30.0685,30.0382,31.7659,29.5835,31.281,26349610,268375284.7,1.2124,4.0323,10.1852,15.6156,1741384993.92,,4223563200,168738856,0,409260000,-87.5931,7.1309,6.2391,21.0337,
002102.SZ,ST박르,20110916,31.281,31.0385,32.7056,30.9172,31.5234,22868160,240762351.5,0.2425,0.7752,10.5283,13.5524,1754884102.4,,4256304000,168738856,0,409260000,-88.2721,7.1862,6.2874,21.1968,
002102.SZ,ST박르,20110919,31.5234,31.0688,32.554,30.8869,31.2506,17586825,184439246.6,-0.2728,-0.8654,10.4874,10.4225,1739697605.36,,4219470600,168738856,0,409260000,-87.5083,7.124,6.233,21.0134,
002102.SZ,ST박르,20110920,31.2506,31.4022,31.4931,30.0382,30.8869,13780254,139893549.4,-0.3637,-1.1639,10.1517,8.1666,1719448942.64,,4170359400,168738856,0,409260000,-86.4897,7.0411,6.1605,20.7688,
002102.SZ,ST박르,20110921,30.8869,30.6444,33.9786,30.5232,33.9786,32383044,348733925.1,3.0917,10.0098,10.769,19.1912,1891562575.76,,4587804600,168738856,0,409260000,-95.1472,7.7458,6.7771,22.8477,
002102.SZ,ST박르,20110922,33.9786,33.5846,34.797,33.3724,33.6452,33978716,382317294.8,-0.3334,-0.9813,11.2517,20.1369,1873001301.6,,4542786000,168738856,0,409260000,-94.2135,7.6698,6.7106,22.6235,
002102.SZ,ST박르,20110923,33.6452,32.7965,34.4636,32.5237,33.1299,21618167,239542242.2,-0.5153,-1.5315,11.0806,12.8116,1844315696.08,,4473211800,168738856,0,409260000,-92.7706,7.5524,6.6079,22.277,
002102.SZ,ST박르,20110926,33.1299,32.7359,34.5849,32.6449,33.8877,21998214,245923516.6,0.7578,2.2873,11.1792,13.0368,1886500410.08,,4575526800,168738856,0,409260000,-94.8926,7.7251,6.759,22.7865,
002102.SZ,ST박르,20110927,33.8877,33.9786,34.2817,32.4631,33.3421,16305051,179777637,-0.5456,-1.61,11.0259,9.6629,1856127416,,4501860000,168738856,0,409260000,-93.3648,7.6007,6.6502,22.4197,
002102.SZ,ST박르,20110928,33.3421,33.6452,33.6452,30.0079,30.3716,20835322,217520528.9,-2.9705,-8.9091,10.44,12.3477,1690763337.12,,4100785200,168738856,0,409260000,-85.0468,6.9236,6.0577,20.4223,
002102.SZ,ST박르,20110929,30.3716,29.7048,29.8563,27.3708,27.4618,15331190,143022865.3,-2.9099,-9.5808,9.3289,9.0857,1528774035.36,,3707895600,168738856,0,409260000,-76.8986,6.2602,5.4773,18.4657,
002102.SZ,ST박르,20110930,27.4618,27.6436,28.2195,26.4009,27.6436,10162559,92266856.4,0.1819,0.6623,9.0791,6.0227,1538898366.72,,3732451200,168738856,0,409260000,-77.4079,6.3017,5.5136,18.5879,
002102.SZ,ST박르,20111010,27.6436,27.6436,27.6436,27.6436,27.6436,,,0,0,,,1538898366.72,,3732451200,168738856,0,409260000,-77.4079,6.3017,5.5136,18.5879,
002102.SZ,ST박르,20111011,27.6436,28.5227,30.4019,28.1892,29.9776,23185637,226728422.7,2.3339,8.443,9.7788,13.7405,1668827285.84,,4047581400,168738856,0,409260000,-83.9434,6.8338,5.9791,20.1573,
002102.SZ,ST박르,20111012,29.9776,29.5835,32.9784,29.1592,32.5843,25506191,263792606.9,2.6067,8.6957,10.3423,15.1158,1813942702,,4399545000,168738856,0,409260000,-91.2429,7.428,6.499,21.9101,
002102.SZ,ST박르,20111013,32.5843,32.2812,33.1299,32.0084,32.6146,18080612,194132963,0.0303,0.093,10.7371,10.7151,1815630090.56,,4403637600,168738856,0,409260000,-91.3277,7.4349,6.5051,21.9305,
