´úÂë,¼ò³Æ,ÈÕÆÚ,Ç°ÊÕÅÌ¼Û(Ôª),¿ªÅÌ¼Û(Ôª),×î¸ß¼Û(Ôª),×îµÍ¼Û(Ôª),ÊÕÅÌ¼Û(Ôª),³É½»Á¿(¹É),³É½»½ð¶î(Ôª),ÕÇµø(Ôª),ÕÇµø·ù(%),¾ù¼Û(Ôª),»»ÊÖÂÊ(%),A¹ÉÁ÷Í¨ÊÐÖµ(Ôª),B¹ÉÁ÷Í¨ÊÐÖµ(Ôª),×ÜÊÐÖµ(Ôª),A¹ÉÁ÷Í¨¹É±¾(¹É),B¹ÉÁ÷Í¨¹É±¾(¹É),×Ü¹É±¾(¹É),ÊÐÓ¯ÂÊ,ÊÐ¾»ÂÊ,ÊÐÏúÂÊ,ÊÐÏÖÂÊ,
300681.SZ,Ó¢²«¶û,20170725,,20.95,25.14,20.95,25.14,10958,274020,7.68,43.9863,25.0064,0.058,475146000,,1900584000,18900000,0,75600000,26.136,6.5607,4.6629,997.024,
300681.SZ,Ó¢²«¶û,20170726,25.14,27.65,27.65,27.65,27.65,3044,84166,2.51,9.9841,27.6498,0.0161,522585000,,2090340000,18900000,0,75600000,28.7454,7.2157,5.1284,1096.5677,
300681.SZ,Ó¢²«¶û,20170727,27.65,30.42,30.42,30.42,30.42,3000,91260,2.77,10.0181,30.42,0.0159,574938000,,2299752000,18900000,0,75600000,31.6251,7.9386,5.6422,1206.4227,
300681.SZ,Ó¢²«¶û,20170728,30.42,33.46,33.46,33.46,33.46,4823,161377,3.04,9.9934,33.4599,0.0255,632394000,,2529576000,18900000,0,75600000,34.7856,8.732,6.206,1326.9857,
300681.SZ,Ó¢²«¶û,20170731,33.46,36.81,36.81,36.81,36.81,20900,769329,3.35,10.012,36.81,0.1106,695709000,,2782836000,18900000,0,75600000,38.2683,9.6062,6.8274,1459.8429,
300681.SZ,Ó¢²«¶û,20170801,36.81,40.49,40.49,40.49,40.49,100900,4085441,3.68,9.9973,40.49,0.5339,765261000,,3061044000,18900000,0,75600000,42.0941,10.5666,7.5099,1605.7876,
300681.SZ,Ó¢²«¶û,20170802,40.49,44.54,44.54,43.72,44.54,2191804,97572862,4.05,10.0025,44.5171,11.5968,841806000,,3367224000,18900000,0,75600000,46.3045,11.6235,8.2611,1766.406,
300681.SZ,Ó¢²«¶û,20170803,44.54,45.88,48,44.7,45.95,10065470,463943837,1.41,3.1657,46.0926,53.2565,868455000,,3473820000,18900000,0,75600000,47.7704,11.9914,8.5226,1822.3251,
300681.SZ,Ó¢²«¶û,20170804,45.95,47.98,47.98,44.7,45.5,7399099,344594567,-0.45,-0.9793,46.5725,39.1487,859950000,,3439800000,18900000,0,75600000,47.3026,11.874,8.4392,1804.4785,
300681.SZ,Ó¢²«¶û,20170807,45.5,45.8,47.2,42.83,43.07,7013941,315521469,-2.43,-5.3407,44.9849,37.1108,814023000,,3256092000,18900000,0,75600000,44.7763,11.2399,7.9884,1708.1074,
