代码,简称,日期,前收盘价(元),开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(股),成交金额(元),涨跌(元),涨跌幅(%),均价(元),换手率(%),A股流通市值(元),B股流通市值(元),总市值(元),A股流通股本(股),B股流通股本(股),总股本(股),市盈率,市净率,市销率,市现率,
002305.SZ,南国置业,20091106,,25,25,21.11,21.16,28903061,659103947.7,8.86,72.0325,22.8039,75.2684,812544000,,10156800000,38400000,0,480000000,48.823,14.0529,18.3483,-1149.1326,
002305.SZ,南国置业,20091109,21.16,19.55,20.48,19.55,20.19,11439416,228990649.8,-0.97,-4.5841,20.0177,29.7901,775296000,,9691200000,38400000,0,480000000,46.5849,13.4087,17.5072,-1096.455,
002305.SZ,南国置业,20091110,20.19,20,20.15,19.67,19.69,7651277,151574910,-0.5,-2.4765,19.8104,19.9252,756096000,,9451200000,38400000,0,480000000,45.4312,13.0767,17.0736,-1069.3015,
002305.SZ,南国置业,20091111,19.69,19.56,20.03,19.2,19.83,6368478,125510386,0.14,0.711,19.7081,16.5846,761472000,,9518400000,38400000,0,480000000,45.7542,13.1697,17.195,-1076.9044,
002305.SZ,南国置业,20091112,19.83,19.77,20.45,19.61,20,5671308,114176845.5,0.17,0.8573,20.1324,14.769,768000000,,9600000000,38400000,0,480000000,46.1465,13.2826,17.3424,-1086.1366,
002305.SZ,南国置业,20091113,20,19.84,20.9,19.72,20.69,6824572,138781796,0.69,3.45,20.3356,17.7723,794496000,,9931200000,38400000,0,480000000,47.7385,13.7408,17.9407,-1123.6084,
002305.SZ,南国置业,20091116,20.69,20.62,21.6,20.5,21.57,8204887,172134051,0.88,4.2533,20.9795,21.3669,828288000,,10353600000,38400000,0,480000000,49.769,14.3252,18.7038,-1171.3983,
002305.SZ,南国置业,20091117,21.57,21.42,22.3,21.2,21.49,7606471,165158724.2,-0.08,-0.3709,21.7129,19.8085,825216000,,10315200000,38400000,0,480000000,49.5844,14.2721,18.6344,-1167.0538,
002305.SZ,南国置业,20091118,21.49,21.55,21.57,20.8,21.1,5841736,123295492.4,-0.39,-1.8148,21.106,15.2129,810240000,,10128000000,38400000,0,480000000,48.6845,14.0131,18.2962,-1145.8741,
002305.SZ,南国置业,20091119,21.1,20.8,21.88,20.8,21.53,5387401,115246777.6,0.43,2.0379,21.3919,14.0297,826752000,,10334400000,38400000,0,480000000,49.6767,14.2987,18.6691,-1169.2261,
