代码,简称,日期,前收盘价(元),开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(股),成交金额(元),涨跌(元),涨跌幅(%),均价(元),换手率(%),A股流通市值(元),B股流通市值(元),总市值(元),A股流通股本(股),B股流通股本(股),总股本(股),市盈率,市净率,市销率,市现率,
000733.SZ,振华科技,20070104,10.3169,10.3592,10.6764,10.2958,10.6341,6619025,32916258.9,0.3171,3.0738,4.973,2.8938,1150500481.9,,1801343600,228727730,0,358120000,95.2663,0.9596,1.0222,17.2515,
000733.SZ,振华科技,20070105,10.6341,10.6975,10.9512,10.6341,10.8878,8405421,43025740.7,0.2537,2.3857,5.1188,3.6749,1177947809.5,,1844318000,228727730,0,358120000,97.539,0.9825,1.0466,17.663,
000733.SZ,振华科技,20070108,10.8878,10.9089,11.3317,10.7821,11.2472,9504624,49759313.6,0.3594,3.301,5.2353,4.1554,1216831523.6,,1905198400,228727730,0,358120000,100.7587,1.015,1.0811,18.2461,
000733.SZ,振华科技,20070109,11.2472,11.2472,11.7123,11.0992,11.5009,11233257,60535531.3,0.2537,2.2556,5.389,4.9112,1244278851.2,,1948172800,228727730,0,358120000,103.0315,1.0379,1.1055,18.6577,
000733.SZ,振华科技,20070110,11.5009,11.5009,11.9237,11.374,11.9025,13411866,73883351.4,0.4017,3.4926,5.5088,5.8637,1287737119.9,,2016215600,228727730,0,358120000,106.63,1.0741,1.1441,19.3093,
000733.SZ,振华科技,20070111,11.9025,12.1774,12.6425,11.9448,12.1562,29530249,172962635.1,0.2537,2.1314,5.8571,12.9107,1315184447.5,,2059190000,228727730,0,358120000,108.9028,1.097,1.1685,19.7209,
000733.SZ,振华科技,20070112,12.1562,12.0505,12.1774,11.3317,11.3317,11560835,64234995.3,-0.8245,-6.7826,5.5563,5.0544,1225980632.8,,1919523200,228727730,0,358120000,101.5163,1.0226,1.0893,18.3833,
000733.SZ,振华科技,20070115,11.3317,11.374,11.9237,11.2049,11.9237,7766790,42794774.9,0.592,5.2239,5.51,3.3956,1290024397.2,,2019796800,228727730,0,358120000,106.8194,1.076,1.1462,19.3436,
000733.SZ,振华科技,20070116,11.9237,11.966,12.3677,11.9237,12.114,9294759,53218903.1,0.1903,1.5957,5.7257,4.0637,1310609892.9,,2052027600,228727730,0,358120000,108.524,1.0932,1.1644,19.6523,
000733.SZ,振华科技,20070117,12.114,12.1562,12.1985,11.5854,11.8391,10484165,59252835.2,-0.2748,-2.2688,5.6517,4.5837,1280875288,,2005472000,228727730,0,358120000,106.0618,1.0684,1.138,19.2064,
