¥˙¬Î,ºÚ≥∆,»’∆⁄,«∞ ’≈Ãº€(‘™),ø™≈Ãº€(‘™),◊Ó∏ﬂº€(‘™),◊ÓµÕº€(‘™), ’≈Ãº€(‘™),≥…Ωª¡ø(π…),≥…ΩªΩ∂Ó(‘™),’«µ¯(‘™),’«µ¯∑˘(%),æ˘º€(‘™),ªª ÷¬ (%),Aπ…¡˜Õ® –÷µ(‘™),Bπ…¡˜Õ® –÷µ(‘™),◊‹ –÷µ(‘™),Aπ…¡˜Õ®π…±æ(π…),Bπ…¡˜Õ®π…±æ(π…),◊‹π…±æ(π…), –”Ø¬ , –æª¬ , –œ˙¬ , –œ÷¬ ,
300043.SZ,–«ª‘”È¿÷,20100120,,50,54,49.3,50.02,6292001,317818409.9,6.04,13.7335,50.5115,59.5833,528211200,,2641056000,10560000,0,52800000,104.0461,29.099,11.321,371.5924,
300043.SZ,–«ª‘”È¿÷,20100121,50.02,50.28,50.28,48,48.64,1893691,92666466,-1.38,-2.7589,48.9343,17.9327,513638400,,2568192000,10560000,0,52800000,101.1756,28.2962,11.0087,361.3406,
300043.SZ,–«ª‘”È¿÷,20100122,48.64,48.01,48.01,45.32,45.83,1628645,75487312.9,-2.81,-5.7771,46.3498,15.4228,483964800,,2419824000,10560000,0,52800000,95.3305,26.6615,10.3727,340.4654,
300043.SZ,–«ª‘”È¿÷,20100125,45.83,45.8,45.82,44.61,44.9,933420,42062891.5,-0.93,-2.0292,45.0632,8.8392,474144000,,2370720000,10560000,0,52800000,93.396,26.1205,10.1622,333.5566,
300043.SZ,–«ª‘”È¿÷,20100126,44.9,45.45,45.75,44.21,44.55,749967,33583311.2,-0.35,-0.7795,44.7797,7.102,470448000,,2352240000,10560000,0,52800000,92.668,25.9168,10.083,330.9565,
300043.SZ,–«ª‘”È¿÷,20100127,44.55,44.8,44.98,44,44.6,650659,29049931.2,0.05,0.1122,44.6469,6.1615,470976000,,2354880000,10560000,0,52800000,92.772,25.9459,10.0943,331.3279,
300043.SZ,–«ª‘”È¿÷,20100128,44.6,44.59,44.99,42.79,42.84,1037174,45062365.9,-1.76,-3.9462,43.4473,9.8217,452390400,,2261952000,10560000,0,52800000,89.1111,24.9221,9.696,318.2531,
300043.SZ,–«ª‘”È¿÷,20100129,42.84,42.7,43.33,42.14,42.57,616376,26403898.4,-0.27,-0.6303,42.8373,5.8369,449539200,,2247696000,10560000,0,52800000,88.5494,24.765,9.6348,316.2473,
300043.SZ,–«ª‘”È¿÷,20100201,42.57,41.88,41.9,40.6,41.1,778181,31895975.1,-1.47,-3.4531,40.9879,7.3691,434016000,,2170080000,10560000,0,52800000,85.4917,23.9098,9.3021,305.3268,
300043.SZ,–«ª‘”È¿÷,20100202,41.1,41.2,41.58,40.56,40.58,579949,23802006.1,-0.52,-1.2652,41.0416,5.4919,428524800,,2142624000,10560000,0,52800000,84.41,23.6073,9.1844,301.4638,
300043.SZ,–«ª‘”È¿÷,20100203,40.58,40.68,40.83,38.51,39.76,703494,27830547,-0.82,-2.0207,39.5605,6.6619,419865600,,2099328000,10560000,0,52800000,82.7044,23.1303,8.9989,295.3721,
300043.SZ,–«ª‘”È¿÷,20100204,39.76,39.26,40.58,39.11,40.04,503269,20148731.8,0.28,0.7042,40.0357,4.7658,422822400,,2114112000,10560000,0,52800000,83.2868,23.2932,9.0622,297.4522,
300043.SZ,–«ª‘”È¿÷,20100205,40.04,39.5,40.38,39.2,39.78,470332,18672343.3,-0.26,-0.6494,39.7003,4.4539,420076800,,2100384000,10560000,0,52800000,82.746,23.1419,9.0034,295.5207,
300043.SZ,–«ª‘”È¿÷,20100208,39.78,39.5,40.28,39.5,40.02,279930,11209585.4,0.24,0.6033,40.0442,2.6509,422611200,,2113056000,10560000,0,52800000,83.2452,23.2815,9.0577,297.3036,
300043.SZ,–«ª‘”È¿÷,20100209,40.02,39.95,40.11,39.22,39.55,228194,9035122.8,-0.47,-1.1744,39.594,2.1609,417648000,,2088240000,10560000,0,52800000,82.2676,23.0081,8.9513,293.8121,
300043.SZ,–«ª‘”È¿÷,20100210,39.55,39.71,41.07,39.71,40.78,542320,21959396,1.23,3.11,40.4916,5.1356,430636800,,2153184000,10560000,0,52800000,84.8261,23.7237,9.2297,302.9496,
300043.SZ,–«ª‘”È¿÷,20100211,40.78,40.8,41.79,40.05,41.12,396357,16315801.5,0.34,0.8337,41.1644,3.7534,434227200,,2171136000,10560000,0,52800000,85.5333,23.9214,9.3067,305.4754,
300043.SZ,–«ª‘”È¿÷,20100212,41.12,41.01,41.68,40.86,41.6,329392,13614239.4,0.48,1.1673,41.3314,3.1192,439296000,,2196480000,10560000,0,52800000,86.5317,24.2007,9.4153,309.0413,
