╢ЗбК,╪РЁф,хуфз,г╟йуел╪ш(т╙),©╙ел╪ш(т╙),вН╦ъ╪ш(т╙),вН╣м╪ш(т╙),йуел╪ш(т╙),Ёи╫╩а©(╧и),Ёи╫╩╫П╤Н(т╙),уг╣Ь(т╙),уг╣Ь╥Ы(%),╬Ы╪ш(т╙),╩╩йжбй(%),A╧иаВм╗йпж╣(т╙),B╧иаВм╗йпж╣(т╙),вэйпж╣(т╙),A╧иаВм╗╧и╠╬(╧и),B╧иаВм╗╧и╠╬(╧и),вэ╧и╠╬(╧и),йпс╞бй,йп╬╩бй,йпоЗбй,йпожбй,
002227.SZ,╟блья╦,20080506,,25.2,32.4,25.2,27.32,18625820,516901858,12.95,90.1183,27.7519,84.6628,601040000,,2966322274,22000000,0,108576950,51.9845,17.529,15.8998,329.9411,
002227.SZ,╟блья╦,20080507,27.32,25.11,25.96,24.59,24.59,8013018,199194439.3,-2.73,-9.9927,24.8589,36.4228,540980000,,2669907200.5,22000000,0,108576950,46.7899,15.7774,14.311,296.9712,
002227.SZ,╟блья╦,20080508,24.59,22.8,23.4,22.13,22.88,6855420,154980573.7,-1.71,-6.954,22.607,31.161,503360000,,2484240616,22000000,0,108576950,43.5361,14.6802,13.3158,276.3196,
002227.SZ,╟блья╦,20080509,22.88,22.95,23.14,21.06,21.52,4590165,101867040.1,-1.36,-5.9441,22.1925,20.8644,473440000,,2336575964,22000000,0,108576950,40.9483,13.8076,12.5243,259.8951,
002227.SZ,╟блья╦,20080512,21.52,21.13,22.14,20.71,21.48,2697979,57594859.5,-0.04,-0.1859,21.3474,12.2635,472560000,,2332232886,22000000,0,108576950,40.8722,13.7819,12.501,259.412,
002227.SZ,╟блья╦,20080513,21.48,20.61,21.38,20.5,20.98,2579340,54052178.8,-0.5,-2.3277,20.9558,11.7243,461560000,,2277944411,22000000,0,108576950,39.9208,13.4611,12.21,253.3735,
002227.SZ,╟блья╦,20080514,20.98,21.11,21.55,21,21.29,2065995,43898174.6,0.31,1.4776,21.248,9.3909,468380000,,2311603265.5,22000000,0,108576950,40.5106,13.66,12.3904,257.1173,
002227.SZ,╟блья╦,20080515,21.29,21.55,22.5,21.38,21.68,2988405,65717477.4,0.39,1.8318,21.9908,13.5837,476960000,,2353948276,22000000,0,108576950,41.2527,13.9103,12.6174,261.8273,
002227.SZ,╟блья╦,20080516,21.68,21.6,21.8,20.58,21.1,1970525,41423840.6,-0.58,-2.6753,21.0217,8.9569,464200000,,2290973645,22000000,0,108576950,40.1491,13.5381,12.2799,254.8227,
002227.SZ,╟блья╦,20080519,21.1,20.81,21.06,20.4,20.7,1129351,23281885.9,-0.4,-1.8957,20.6153,5.1334,455400000,,2247542865,22000000,0,108576950,39.388,13.2815,12.0471,249.992,
002227.SZ,╟блья╦,20080520,20.7,20.5,20.86,19.01,19.13,1778711,35449959,-1.57,-7.5845,19.9301,8.0851,420860000,,2077077053.5,22000000,0,108576950,36.4006,12.2741,11.1334,231.0312,
002227.SZ,╟блья╦,20080521,19.13,18.81,19.2,18.02,18.99,1882404,34845742.3,-0.14,-0.7318,18.5113,8.5564,417780000,,2061876280.5,22000000,0,108576950,36.1342,12.1843,11.0519,229.3405,
002227.SZ,╟блья╦,20080522,18.99,18.7,18.76,18.35,18.46,1366601,25316730.9,-0.53,-2.7909,18.5253,6.2118,406120000,,2004330497,22000000,0,108576950,35.1257,11.8442,10.7434,222.9397,
002227.SZ,╟блья╦,20080523,18.46,18.4,18.59,17.7,18.4,1371952,24951578.3,-0.06,-0.325,18.1869,6.2361,404800000,,1997815880,22000000,0,108576950,35.0115,11.8058,10.7085,222.2151,
002227.SZ,╟блья╦,20080526,18.4,18.39,18.74,18,18,966656,17726162.8,-0.4,-2.1739,18.3376,4.3939,396000000,,1954385100,22000000,0,108576950,34.2504,11.5491,10.4757,217.3843,
002227.SZ,╟блья╦,20080527,18,18,18.58,17.81,18.4,694658,12682620.9,0.4,2.2222,18.2574,3.1575,404800000,,1997815880,22000000,0,108576950,35.0115,11.8058,10.7085,222.2151,
002227.SZ,╟блья╦,20080528,18.4,18.38,18.94,18.1,18.88,1025897,19051176.8,0.48,2.6087,18.5703,4.6632,415360000,,2049932816,22000000,0,108576950,35.9249,12.1137,10.9879,228.012,
002227.SZ,╟блья╦,20080529,18.88,18.7,19.66,18.42,18.75,1974404,37758379.4,-0.13,-0.6886,19.1239,8.9746,412500000,,2035817812.5,22000000,0,108576950,35.6775,12.0303,10.9122,226.442,
002227.SZ,╟блья╦,20080530,18.75,18.7,19.48,18.6,19.47,1605061,30693628.5,0.72,3.84,19.123,7.2957,428340000,,2113993216.5,22000000,0,108576950,37.0475,12.4923,11.3312,235.1374,
002227.SZ,╟блья╦,20080602,19.47,19.31,19.45,18.81,19.16,1166702,22314992.8,-0.31,-1.5922,19.1266,5.3032,421520000,,2080334362,22000000,0,108576950,36.4577,12.2934,11.1508,231.3935,
