¥˙¬Î,ºÚ≥∆,»’∆⁄,«∞ ’≈Ãº€(‘™),ø™≈Ãº€(‘™),◊Ó∏ﬂº€(‘™),◊ÓµÕº€(‘™), ’≈Ãº€(‘™),≥…Ωª¡ø(π…),≥…ΩªΩ∂Ó(‘™),’«µ¯(‘™),’«µ¯∑˘(%),æ˘º€(‘™),ªª ÷¬ (%),Aπ…¡˜Õ® –÷µ(‘™),Bπ…¡˜Õ® –÷µ(‘™),◊‹ –÷µ(‘™),Aπ…¡˜Õ®π…±æ(π…),Bπ…¡˜Õ®π…±æ(π…),◊‹π…±æ(π…), –”Ø¬ , –æª¬ , –œ˙¬ , –œ÷¬ ,
300206.SZ,¿Ì∞Ó“«∆˜,20110421,,38,38,35.68,36.1,4928095,179198069,-1.9,-5,36.3625,24.6405,722000000,,3610000000,20000000,0,100000000,52.3171,15.9247,11.2598,74.9236,
300206.SZ,¿Ì∞Ó“«∆˜,20110422,36.1,37.2,37.5,36.05,36.05,2466403,90494387.4,-0.05,-0.1385,36.6908,12.332,721000000,,3605000000,20000000,0,100000000,52.2446,15.9026,11.2442,74.8198,
300206.SZ,¿Ì∞Ó“«∆˜,20110425,36.05,35,35.42,34.4,35.02,1476994,51510284.5,-1.03,-2.8571,34.8751,7.385,700400000,,3502000000,20000000,0,100000000,50.7519,15.4482,10.923,72.6821,
300206.SZ,¿Ì∞Ó“«∆˜,20110426,35.02,34.13,34.77,33.45,33.45,875853,29873061.6,-1.57,-4.4832,34.1074,4.3793,669000000,,3345000000,20000000,0,100000000,48.4766,14.7557,10.4333,69.4236,
300206.SZ,¿Ì∞Ó“«∆˜,20110427,33.45,33.3,34.1,33.3,33.8,697726,23612424.5,0.35,1.0463,33.842,3.4886,676000000,,3380000000,20000000,0,100000000,48.9838,14.9101,10.5424,70.15,
300206.SZ,¿Ì∞Ó“«∆˜,20110428,33.8,33.56,33.85,32,32.11,803722,26374720.3,-1.69,-5,32.8157,4.0186,642200000,,3211000000,20000000,0,100000000,46.5346,14.1646,10.0153,66.6425,
300206.SZ,¿Ì∞Ó“«∆˜,20110429,32.11,32.11,32.8,31.77,31.9,371473,11935878.5,-0.21,-0.654,32.1312,1.8574,638000000,,3190000000,20000000,0,100000000,46.2303,14.0719,9.9498,66.2067,
300206.SZ,¿Ì∞Ó“«∆˜,20110503,31.9,32.19,32.28,31.5,32.08,494639,15834792.1,0.18,0.5643,32.0128,2.4732,641600000,,3208000000,20000000,0,100000000,46.4912,14.1513,10.006,66.5803,
300206.SZ,¿Ì∞Ó“«∆˜,20110504,32.08,32,32,31.2,31.31,381157,11970212.8,-0.77,-2.4002,31.4049,1.9058,626200000,,3131000000,20000000,0,100000000,45.3753,13.8117,9.7658,64.9822,
300206.SZ,¿Ì∞Ó“«∆˜,20110505,31.31,31.32,31.84,31,31.55,911924,28695494.4,0.24,0.7665,31.467,4.5596,631000000,,3155000000,20000000,0,100000000,45.7231,13.9175,9.8406,65.4803,
300206.SZ,¿Ì∞Ó“«∆˜,20110506,31.55,31.12,32.54,31.1,32.25,917751,29138181,0.7,2.2187,31.7495,4.5888,645000000,,3225000000,20000000,0,100000000,46.7375,14.2263,10.059,66.9331,
300206.SZ,¿Ì∞Ó“«∆˜,20110509,32.25,32.33,32.4,31.94,32.02,192496,6196903.5,-0.23,-0.7132,32.1924,0.9625,640400000,,3202000000,20000000,0,100000000,46.4042,14.1249,9.9872,66.4557,
300206.SZ,¿Ì∞Ó“«∆˜,20110510,32.02,32.25,32.37,31.78,32.1,227662,7282717.3,0.08,0.2498,31.9892,1.1383,642000000,,3210000000,20000000,0,100000000,46.5202,14.1602,10.0122,66.6218,
300206.SZ,¿Ì∞Ó“«∆˜,20110511,32.1,32,32.91,32,32.86,523260,17046324.9,0.76,2.3676,32.5772,2.6163,657200000,,3286000000,20000000,0,100000000,47.6216,14.4954,10.2492,68.1991,
300206.SZ,¿Ì∞Ó“«∆˜,20110512,32.86,32.55,33.19,32.51,32.7,243550,8014729.9,-0.16,-0.4869,32.9079,1.2178,654000000,,3270000000,20000000,0,100000000,47.3897,14.4248,10.1993,67.8671,
300206.SZ,¿Ì∞Ó“«∆˜,20110513,32.7,32.66,33.58,32.66,33.5,366309,12208418.6,0.8,2.4465,33.3282,1.8315,670000000,,3350000000,20000000,0,100000000,48.5491,14.7777,10.4489,69.5274,
300206.SZ,¿Ì∞Ó“«∆˜,20110516,33.5,33.21,34.38,33.21,33.98,438303,14903916.7,0.48,1.4328,34.0037,2.1915,679600000,,3398000000,20000000,0,100000000,49.2447,14.9895,10.5986,70.5236,
300206.SZ,¿Ì∞Ó“«∆˜,20110517,33.98,33.68,34.18,33.4,33.83,218024,7359650.1,-0.15,-0.4414,33.7561,1.0901,676600000,,3383000000,20000000,0,100000000,49.0273,14.9233,10.5518,70.2123,
300206.SZ,¿Ì∞Ó“«∆˜,20110518,33.83,33.68,33.68,32.85,33.1,249420,8271625,-0.73,-2.1578,33.1634,1.2471,662000000,,3310000000,20000000,0,100000000,47.9694,14.6013,10.3241,68.6972,
300206.SZ,¿Ì∞Ó“«∆˜,20110519,33.1,33.1,33.91,33.09,33.19,164711,5512886,0.09,0.2719,33.4701,0.8236,663800000,,3319000000,20000000,0,100000000,48.0998,14.641,10.3522,68.884,
300206.SZ,¿Ì∞Ó“«∆˜,20110520,33.19,33.14,33.68,33.02,33.24,210190,6995585.4,0.05,0.1506,33.2822,1.051,664800000,,3324000000,20000000,0,100000000,48.1723,14.663,10.3678,68.9878,
300206.SZ,¿Ì∞Ó“«∆˜,20110523,33.24,33.1,33.74,32.45,32.46,387177,12862336.4,-0.78,-2.3466,33.2208,1.9359,649200000,,3246000000,20000000,0,100000000,47.0419,14.319,10.1245,67.3689,
300206.SZ,¿Ì∞Ó“«∆˜,20110524,32.46,32.33,33.65,32.06,33.35,262727,8659561.3,0.89,2.7418,32.9603,1.3136,667000000,,3335000000,20000000,0,100000000,48.3317,14.7116,10.4021,69.2161,
300206.SZ,¿Ì∞Ó“«∆˜,20110525,33.35,33.36,33.37,31.8,32.12,311050,10148460,-1.23,-3.6882,32.6265,1.5553,642400000,,3212000000,20000000,0,100000000,46.5491,14.169,10.0184,66.6633,
300206.SZ,¿Ì∞Ó“«∆˜,20110526,32.12,32.15,32.75,32.01,32.1,204769,6592714.9,-0.02,-0.0623,32.1959,1.0238,642000000,,3210000000,20000000,0,100000000,46.5202,14.1602,10.0122,66.6218,
300206.SZ,¿Ì∞Ó“«∆˜,20110527,32.1,32.1,32.37,31.76,32.18,106970,3425633.7,0.08,0.2492,32.0242,0.5349,643600000,,3218000000,20000000,0,100000000,46.6361,14.1955,10.0371,66.7878,
300206.SZ,¿Ì∞Ó“«∆˜,20110530,32.18,31.97,32.23,31.33,31.9,96402,3070933.5,-0.28,-0.8701,31.8555,0.482,638000000,,3190000000,20000000,0,100000000,46.2303,14.0719,9.9498,66.2067,
300206.SZ,¿Ì∞Ó“«∆˜,20110531,31.9,31.92,32.58,31.92,32.42,90292,2906330.5,0.52,1.6301,32.1881,0.4515,648400000,,3242000000,20000000,0,100000000,46.9839,14.3013,10.112,67.2859,
300206.SZ,¿Ì∞Ó“«∆˜,20110601,32.42,31.88,32.73,31.77,32.6,80441,2615598.9,0.18,0.5552,32.5157,0.4022,652000000,,3260000000,20000000,0,100000000,47.2448,14.3807,10.1681,67.6595,
300206.SZ,¿Ì∞Ó“«∆˜,20110602,32.6,32.1,32.29,31.55,32,96150,3069381.5,-0.6,-1.8405,31.9228,0.4808,640000000,,3200000000,20000000,0,100000000,46.3752,14.116,9.981,66.4142,
300206.SZ,¿Ì∞Ó“«∆˜,20110603,32,32,32.42,31.81,32.34,103740,3349243.1,0.34,1.0625,32.285,0.5187,646800000,,3234000000,20000000,0,100000000,46.868,14.266,10.0871,67.1199,
300206.SZ,¿Ì∞Ó“«∆˜,20110607,32.34,32.5,33.25,32.35,33,220169,7241575.8,0.66,2.0408,32.891,1.1008,660000000,,3300000000,20000000,0,100000000,47.8245,14.5572,10.2929,68.4897,
300206.SZ,¿Ì∞Ó“«∆˜,20110608,33,33,33.08,32.6,33.01,88540,2905722.3,0.01,0.0303,32.8182,0.4427,660200000,,3301000000,20000000,0,100000000,47.839,14.5616,10.296,68.5104,
300206.SZ,¿Ì∞Ó“«∆˜,20110609,33.01,32.71,33.59,32.71,33.2,538660,17950112.9,0.19,0.5756,33.3236,2.6933,664000000,,3320000000,20000000,0,100000000,48.1143,14.6454,10.3553,68.9048,
300206.SZ,¿Ì∞Ó“«∆˜,20110610,33.2,33,33.49,32.45,33.25,195928,6491143.9,0.05,0.1506,33.1303,0.9796,665000000,,3325000000,20000000,0,100000000,48.1868,14.6675,10.3709,69.0085,
300206.SZ,¿Ì∞Ó“«∆˜,20110613,33.25,32.81,33.23,31.88,32.1,290277,9342800,-1.15,-3.4586,32.1858,1.4514,642000000,,3210000000,20000000,0,100000000,46.5202,14.1602,10.0122,66.6218,
