¥˙¬Î,ºÚ≥∆,»’∆⁄,«∞ ’≈Ãº€(‘™),ø™≈Ãº€(‘™),◊Ó∏ﬂº€(‘™),◊ÓµÕº€(‘™), ’≈Ãº€(‘™),≥…Ωª¡ø(π…),≥…ΩªΩ∂Ó(‘™),’«µ¯(‘™),’«µ¯∑˘(%),æ˘º€(‘™),ªª ÷¬ (%),Aπ…¡˜Õ® –÷µ(‘™),Bπ…¡˜Õ® –÷µ(‘™),◊‹ –÷µ(‘™),Aπ…¡˜Õ®π…±æ(π…),Bπ…¡˜Õ®π…±æ(π…),◊‹π…±æ(π…), –”Ø¬ , –æª¬ , –œ˙¬ , –œ÷¬ ,
002930.SZ,∫Í¥®÷«ª€,20180328,,10.24,12.28,10.24,12.28,42625,523229,3.75,43.9625,12.2752,0.0701,746992400,,2987702141.6,60830000,0,243298220,32.2504,2.5051,8.1955,-155.1718,
002930.SZ,∫Í¥®÷«ª€,20180329,12.28,13.51,13.51,13.51,13.51,14252,192544,1.23,10.0163,13.51,0.0234,821813300,,3286958952.2,60830000,0,243298220,35.4807,2.7561,9.0164,-170.7143,
002930.SZ,∫Í¥®÷«ª€,20180330,13.51,14.86,14.86,14.86,14.86,15899,236259,1.35,9.9926,14.86,0.0261,903933800,,3615411549.2,60830000,0,243298220,39.0262,3.0315,9.9173,-187.7731,
002930.SZ,∫Í¥®÷«ª€,20180402,14.86,16.35,16.35,16.35,16.35,72766,1189724,1.49,10.0269,16.35,0.1196,994570500,,3977925897,60830000,0,243298220,42.9393,3.3354,10.9117,-206.6009,
002930.SZ,∫Í¥®÷«ª€,20180403,16.35,17.99,17.99,17.99,17.99,171893,3092355,1.64,10.0306,17.99,0.2826,1094331700,,4376934977.8,60830000,0,243298220,47.2463,3.67,12.0062,-227.3242,
002930.SZ,∫Í¥®÷«ª€,20180404,17.99,19.79,19.79,19.79,19.79,148706,2942891,1.8,10.0056,19.79,0.2445,1203825700,,4814871773.8,60830000,0,243298220,51.9736,4.0372,13.2075,-250.0693,
002930.SZ,∫Í¥®÷«ª€,20180409,19.79,21.77,21.77,21.77,21.77,268500,5845245,1.98,10.0051,21.77,0.4414,1324269100,,5296602249.4,60830000,0,243298220,57.1736,4.4411,14.5289,-275.0888,
002930.SZ,∫Í¥®÷«ª€,20180410,21.77,23.95,23.95,23.95,23.95,164427,3938026,2.18,10.0138,23.95,0.2703,1456878500,,5826992369,60830000,0,243298220,62.8988,4.8858,15.9838,-302.6356,
002930.SZ,∫Í¥®÷«ª€,20180411,23.95,26.35,26.35,26.35,26.35,141874,3738379,2.4,10.0209,26.35,0.2332,1602870500,,6410908097,60830000,0,243298220,69.2018,5.3754,17.5856,-332.9623,
002930.SZ,∫Í¥®÷«ª€,20180412,26.35,26.35,26.35,26.35,26.35,,,0,0,,,1602870500,,6410908097,60830000,0,243298220,69.2018,5.3754,17.5856,-332.9623,
002930.SZ,∫Í¥®÷«ª€,20180413,26.35,26.35,26.35,26.35,26.35,,,0,0,,,1602870500,,6410908097,60830000,0,243298220,69.2018,5.3754,17.5856,-332.9623,
002930.SZ,∫Í¥®÷«ª€,20180416,26.35,28.99,28.99,28.73,28.99,10459675,303214650,2.64,10.019,28.9889,17.1949,1763461700,,7053215397.8,60830000,0,243298220,76.1351,5.914,19.3474,-366.3218,
002930.SZ,∫Í¥®÷«ª€,20180417,28.99,30,31.89,29,31.89,42621888,1312889938,2.9,10.0034,30.8032,70.0672,1939868700,,7758780235.8,60830000,0,243298220,83.7513,6.5056,21.2829,-402.9666,
002930.SZ,∫Í¥®÷«ª€,20180418,31.89,29.88,34.44,28.7,32.8,38384449,1184092881,0.91,2.8536,30.8482,63.1012,1995224000,,7980181616,60830000,0,243298220,86.1412,6.6912,21.8902,-414.4655,
002930.SZ,∫Í¥®÷«ª€,20180419,32.8,31.5,33.99,30.04,30.38,33478158,1075473480,-2.42,-7.378,32.1246,55.0356,1848015400,,7391399923.6,60830000,0,243298220,79.7856,6.1976,20.2751,-383.886,
002930.SZ,∫Í¥®÷«ª€,20180420,30.38,28,28.73,27.34,27.34,22029497,612958870,-3.04,-10.0066,27.8245,36.2149,1663092200,,6651773334.8,60830000,0,243298220,71.8018,5.5774,18.2463,-345.4721,
002930.SZ,∫Í¥®÷«ª€,20180423,27.34,26.23,29.4,26.23,28.67,23548729,657984931,1.33,4.8647,27.9414,38.7124,1743996100,,6975359967.4,60830000,0,243298220,75.2947,5.8487,19.1339,-362.2782,
002930.SZ,∫Í¥®÷«ª€,20180424,28.67,28.19,29.48,27.28,28.87,24203905,690623231,0.2,0.6976,28.5335,39.7894,1756162100,,7024019611.4,60830000,0,243298220,75.82,5.8895,19.2674,-364.8054,
002930.SZ,∫Í¥®÷«ª€,20180425,28.87,28.18,29.8,27.88,28.05,20385142,584983474,-0.82,-2.8403,28.6966,33.5117,1706281500,,6824515071,60830000,0,243298220,73.6665,5.7222,18.7201,-354.4438,
002930.SZ,∫Í¥®÷«ª€,20180426,28.05,28.31,28.5,25.45,25.58,18382297,489835261,-2.47,-8.8057,26.6471,30.2191,1556031400,,6223568467.6,60830000,0,243298220,65.3077,3.6694,17.0717,-323.2325,
002930.SZ,∫Í¥®÷«ª€,20180427,25.58,25.35,25.99,24.77,25.83,12512942,319902933,0.25,0.9773,25.5658,20.5703,1571238900,,6284393022.6,60830000,0,243298220,65.9459,3.7053,17.2385,-326.3915,
