╢ЗбК,╪РЁф,хуфз,г╟йуел╪ш(т╙),©╙ел╪ш(т╙),вН╦ъ╪ш(т╙),вН╣м╪ш(т╙),йуел╪ш(т╙),Ёи╫╩а©(╧и),Ёи╫╩╫П╤Н(т╙),уг╣Ь(т╙),уг╣Ь╥Ы(%),╬Ы╪ш(т╙),╩╩йжбй(%),A╧иаВм╗йпж╣(т╙),B╧иаВм╗йпж╣(т╙),вэйпж╣(т╙),A╧иаВм╗╧и╠╬(╧и),B╧иаВм╗╧и╠╬(╧и),вэ╧и╠╬(╧и),йпс╞бй,йп╬╩бй,йпоЗбй,йпожбй,
002239.SZ,╟бль╪я,20080522,,15.15,16,14,14.6,21258396,317213333.3,5.27,56.4845,14.9218,78.1559,397120000,,1956400000,27200000,0,134000000,30.5247,10.9303,2.732,-200.8822,
002239.SZ,╟бль╪я,20080523,14.6,14,14,13.14,13.15,8983026,120331080.8,-1.45,-9.9315,13.3954,33.0258,357680000,,1762100000,27200000,0,134000000,27.4932,9.8448,2.4607,-180.9316,
002239.SZ,╟бль╪я,20080526,13.15,12.68,12.81,12.09,12.2,4632398,57222851.7,-0.95,-7.2243,12.3527,17.0309,331840000,,1634800000,27200000,0,134000000,25.507,9.1335,2.2829,-167.8605,
002239.SZ,╟бль╪я,20080527,12.2,12.35,12.49,11.93,12.26,2545410,31013726.1,0.06,0.4918,12.1842,9.3581,333472000,,1642840000,27200000,0,134000000,25.6324,9.1785,2.2941,-168.686,
002239.SZ,╟бль╪я,20080528,12.26,12.15,12.47,11.98,12.3,2869610,34942343.3,0.04,0.3263,12.1767,10.55,334560000,,1648200000,27200000,0,134000000,25.716,9.2084,2.3016,-169.2364,
002239.SZ,╟бль╪я,20080529,12.3,12.19,12.47,11.98,12,2726779,33170711.2,-0.3,-2.439,12.1648,10.0249,326400000,,1608000000,27200000,0,134000000,25.0888,8.9838,2.2455,-165.1086,
002239.SZ,╟бль╪я,20080530,12,12.01,12.17,11.67,11.81,2769270,32771871.6,-0.19,-1.5833,11.8341,10.1811,321232000,,1582540000,27200000,0,134000000,24.6916,8.8416,2.2099,-162.4944,
002239.SZ,╟бль╪я,20080602,11.81,11.8,12.15,11.72,12.05,1939193,23218449.1,0.24,2.0322,11.9733,7.1294,327760000,,1614700000,27200000,0,134000000,25.1933,9.0212,2.2548,-165.7966,
002239.SZ,╟бль╪я,20080603,12.05,12.05,12.07,11.79,11.85,1349504,16045179.7,-0.2,-1.6598,11.8897,4.9614,322320000,,1587900000,27200000,0,134000000,24.7752,8.8715,2.2174,-163.0448,
002239.SZ,╟бль╪я,20080604,11.85,11.8,11.85,11.4,11.52,1489264,17255094.7,-0.33,-2.7848,11.5863,5.4752,313344000,,1543680000,27200000,0,134000000,24.0853,8.6245,2.1557,-158.5043,
