代码,简称,日期,前收盘价(元),开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(股),成交金额(元),涨跌(元),涨跌幅(%),均价(元),换手率(%),A股流通市值(元),B股流通市值(元),总市值(元),A股流通股本(股),B股流通股本(股),总股本(股),市盈率,市净率,市销率,市现率,
000712.SZ,锦龙股份,20070104,12.767,12.5779,12.7985,12.4518,12.6094,1214623,4838335.8,-0.1576,-1.2346,3.9834,2.3976,202637096,,609246096,50659274,0,152311524,501.3513,1.4074,2.4234,7.8939,
000712.SZ,锦龙股份,20070105,12.6094,12.3887,12.9246,12.3572,12.8931,1980174,7982038.4,0.2837,2.25,4.031,3.9088,207196430.66,,622954133.16,50659274,0,152311524,512.6317,1.4391,2.478,8.0715,
000712.SZ,锦龙股份,20070108,12.8931,13.0507,13.2084,12.8301,13.1453,3159302,13136732.9,0.2522,1.956,4.1581,6.2364,211249172.58,,635139055.08,50659274,0,152311524,522.6587,1.4672,2.5264,8.2293,
000712.SZ,锦龙股份,20070109,13.1453,13.7127,13.7127,13.1138,13.2084,3672324,15506232.1,0.063,0.4796,4.2225,7.2491,212262358.06,,638185285.56,50659274,0,152311524,525.1654,1.4742,2.5385,8.2688,
000712.SZ,锦龙股份,20070110,13.2084,13.2399,13.366,12.9246,13.2714,2652673,11026724.5,0.063,0.4773,4.1568,5.2363,213275543.54,,641231516.04,50659274,0,152311524,527.6722,1.4813,2.5507,8.3083,
000712.SZ,锦龙股份,20070111,13.2714,13.2399,13.8073,13.1768,13.5236,3224820,13864497.9,0.2522,1.9002,4.2993,6.3657,217328285.46,,653416437.96,50659274,0,152311524,537.6992,1.5094,2.5991,8.4662,
000712.SZ,锦龙股份,20070112,13.5236,13.429,13.7127,13.0192,13.0192,2102637,8941560.3,-0.5044,-3.7296,4.2525,4.1505,209222801.62,,629046594.12,50659274,0,152311524,517.6451,1.4531,2.5022,8.1504,
000712.SZ,锦龙股份,20070115,13.0192,12.9877,13.4921,12.9877,13.4921,1913896,8049831,0.4729,3.632,4.206,3.778,216821692.72,,651893322.72,50659274,0,152311524,536.4458,1.5059,2.5931,8.4464,
000712.SZ,锦龙股份,20070116,13.4921,13.4921,13.6182,13.2084,13.5866,1920337,8186180.1,0.0946,0.7009,4.2629,3.7907,218341470.94,,656462668.44,50659274,0,152311524,540.206,1.5165,2.6112,8.5056,
000712.SZ,锦龙股份,20070117,13.5866,13.4921,13.9019,13.1768,13.366,2310447,9965946.5,-0.2207,-1.6241,4.3134,4.5608,214795321.76,,645800861.76,50659274,0,152311524,531.4323,1.4918,2.5688,8.3675,
000712.SZ,锦龙股份,20070118,13.366,13.3975,13.6812,13.0823,13.5866,1951161,8271877,0.2207,1.6509,4.2395,3.8515,218341470.94,,656462668.44,50659274,0,152311524,540.206,1.5165,2.6112,8.5056,
