¥˙¬Î,ºÚ≥∆,»’∆⁄,«∞ ’≈Ãº€(‘™),ø™≈Ãº€(‘™),◊Ó∏ﬂº€(‘™),◊ÓµÕº€(‘™), ’≈Ãº€(‘™),≥…Ωª¡ø(π…),≥…ΩªΩ∂Ó(‘™),’«µ¯(‘™),’«µ¯∑˘(%),æ˘º€(‘™),ªª ÷¬ (%),Aπ…¡˜Õ® –÷µ(‘™),Bπ…¡˜Õ® –÷µ(‘™),◊‹ –÷µ(‘™),Aπ…¡˜Õ®π…±æ(π…),Bπ…¡˜Õ®π…±æ(π…),◊‹π…±æ(π…), –”Ø¬ , –æª¬ , –œ˙¬ , –œ÷¬ ,
300416.SZ,À’ ‘ ‘—È,20150122,,15.16,16.53,15.16,16.53,12200,201529,5.05,43.9895,16.5188,0.0777,259521000,,1038084000,15700000,0,62800000,26.0882,4.1984,4.0873,-246.1979,
300416.SZ,À’ ‘ ‘—È,20150123,16.53,18.18,18.18,18.18,18.18,3700,67266,1.65,9.9819,18.18,0.0236,285426000,,1141704000,15700000,0,62800000,28.6923,4.6175,4.4953,-270.773,
300416.SZ,À’ ‘ ‘—È,20150126,18.18,20,20,20,20,9400,188000,1.82,10.011,20,0.0599,314000000,,1256000000,15700000,0,62800000,31.5647,5.0797,4.9453,-297.8801,
300416.SZ,À’ ‘ ‘—È,20150127,20,22,22,22,22,9522,209484,2,10,22,0.0606,345400000,,1381600000,15700000,0,62800000,34.7212,5.5877,5.4398,-327.6681,
300416.SZ,À’ ‘ ‘—È,20150128,22,24.2,24.2,24.2,24.2,13250,320650,2.2,10,24.2,0.0844,379940000,,1519760000,15700000,0,62800000,38.1933,6.1465,5.9838,-360.4349,
300416.SZ,À’ ‘ ‘—È,20150129,24.2,26.62,26.62,26.62,26.62,39400,1048828,2.42,10,26.62,0.251,417934000,,1671736000,15700000,0,62800000,42.0126,6.7611,6.5822,-396.4784,
300416.SZ,À’ ‘ ‘—È,20150130,26.62,29.28,29.28,29.28,29.28,44850,1313208,2.66,9.9925,29.28,0.2857,459696000,,1838784000,15700000,0,62800000,46.2107,7.4367,7.2399,-436.0964,
300416.SZ,À’ ‘ ‘—È,20150202,29.28,32.21,32.21,32.21,32.21,112750,3631677.5,2.93,10.0068,32.21,0.7182,505697000,,2022788000,15700000,0,62800000,50.8349,8.1809,7.9644,-479.7358,
300416.SZ,À’ ‘ ‘—È,20150203,32.21,35.43,35.43,35.43,35.43,105750,3746722.5,3.22,9.9969,35.43,0.6736,556251000,,2225004000,15700000,0,62800000,55.9168,8.9987,8.7606,-527.6945,
300416.SZ,À’ ‘ ‘—È,20150204,35.43,38.97,38.97,38.97,38.97,94391,3678417.3,3.54,9.9915,38.97,0.6012,611829000,,2447316000,15700000,0,62800000,61.5038,9.8978,9.6359,-580.4193,
300416.SZ,À’ ‘ ‘—È,20150205,38.97,42.87,42.87,42.87,42.87,116525,4995426.8,3.9,10.0077,42.87,0.7422,673059000,,2692236000,15700000,0,62800000,67.6589,10.8884,10.6002,-638.5059,
300416.SZ,À’ ‘ ‘—È,20150206,42.87,47.16,47.16,38.58,39.15,9862965,401178550.9,-3.72,-8.6774,40.6752,62.8214,614655000,,2458620000,15700000,0,62800000,61.7879,9.9435,9.6804,-583.1002,
300416.SZ,À’ ‘ ‘—È,20150209,39.15,38.2,39.3,36.5,37,5252135,197606280.7,-2.15,-5.4917,37.624,33.4531,580900000,,2323600000,15700000,0,62800000,58.3947,9.3975,9.1488,-551.0781,
300416.SZ,À’ ‘ ‘—È,20150210,37,36.85,38.44,36.51,36.9,3167378,118249812.6,-0.1,-0.2703,37.3337,20.1744,579330000,,2317320000,15700000,0,62800000,58.2369,9.3721,9.124,-549.5887,
300416.SZ,À’ ‘ ‘—È,20150211,36.9,36.55,38.2,36.11,37.12,3370121,125232165,0.22,0.5962,37.1595,21.4657,582784000,,2331136000,15700000,0,62800000,58.5841,9.428,9.1784,-552.8654,
300416.SZ,À’ ‘ ‘—È,20150212,37.12,37.05,38.85,36.65,38.32,3802035,143733674.6,1.2,3.2328,37.8044,24.2168,601624000,,2406496000,15700000,0,62800000,60.4779,9.7327,9.4752,-570.7382,
300416.SZ,À’ ‘ ‘—È,20150213,38.32,37.88,38.88,37.67,38.6,3924439,150314596.8,0.28,0.7307,38.3022,24.9964,606020000,,2424080000,15700000,0,62800000,60.9198,9.8039,9.5444,-574.9085,
300416.SZ,À’ ‘ ‘—È,20150216,38.6,38.55,40.7,37.51,39.72,4252032,165718598.7,1.12,2.9016,38.974,27.083,623604000,,2494416000,15700000,0,62800000,62.6875,10.0883,9.8213,-591.5898,
300416.SZ,À’ ‘ ‘—È,20150217,39.72,39.39,39.55,38.23,38.4,2869230,110904499.5,-1.32,-3.3233,38.6531,18.2754,602880000,,2411520000,15700000,0,62800000,60.6042,9.7531,9.4949,-571.9297,
