¥˙¬Î,ºÚ≥∆,»’∆⁄,«∞ ’≈Ãº€(‘™),ø™≈Ãº€(‘™),◊Ó∏ﬂº€(‘™),◊ÓµÕº€(‘™), ’≈Ãº€(‘™),≥…Ωª¡ø(π…),≥…ΩªΩ∂Ó(‘™),’«µ¯(‘™),’«µ¯∑˘(%),æ˘º€(‘™),ªª ÷¬ (%),Aπ…¡˜Õ® –÷µ(‘™),Bπ…¡˜Õ® –÷µ(‘™),◊‹ –÷µ(‘™),Aπ…¡˜Õ®π…±æ(π…),Bπ…¡˜Õ®π…±æ(π…),◊‹π…±æ(π…), –”Ø¬ , –æª¬ , –œ˙¬ , –œ÷¬ ,
300595.SZ,≈∑∆’øµ ”,20170117,,28.57,34.29,28.57,34.29,8000,272318,10.48,44.0151,34.0397,0.0471,582930000,,2331720000,17000000,0,68000000,21.2354,8.1959,9.9214,206.185,
300595.SZ,≈∑∆’øµ ”,20170118,34.29,37.72,37.72,37.72,37.72,2800,105616,3.43,10.0029,37.72,0.0165,641240000,,2564960000,17000000,0,68000000,23.3595,9.0157,10.9139,226.8094,
300595.SZ,≈∑∆’øµ ”,20170119,37.72,41.49,41.49,41.49,41.49,3200,132768,3.77,9.9947,41.49,0.0188,705330000,,2821320000,17000000,0,68000000,25.6942,9.9168,12.0047,249.4784,
300595.SZ,≈∑∆’øµ ”,20170120,41.49,45.64,45.64,45.64,45.64,4016,183290,4.15,10.0024,45.6399,0.0236,775880000,,3103520000,17000000,0,68000000,28.2643,10.9087,13.2054,274.4322,
300595.SZ,≈∑∆’øµ ”,20170123,45.64,50.2,50.2,50.2,50.2,15500,778100,4.56,9.9912,50.2,0.0912,853400000,,3413600000,17000000,0,68000000,31.0882,11.9987,14.5248,301.8514,
300595.SZ,≈∑∆’øµ ”,20170124,50.2,55.22,55.22,55.22,55.22,15300,844866,5.02,10,55.22,0.09,938740000,,3754960000,17000000,0,68000000,34.1971,13.1985,15.9773,332.0365,
300595.SZ,≈∑∆’øµ ”,20170125,55.22,60.74,60.74,60.74,60.74,18300,1111542,5.52,9.9964,60.74,0.1076,1032580000,,4130320000,17000000,0,68000000,37.6155,14.5179,17.5744,365.2281,
300595.SZ,≈∑∆’øµ ”,20170126,60.74,66.81,66.81,66.81,66.81,56800,3794808,6.07,9.9934,66.81,0.3341,1135770000,,4543080000,17000000,0,68000000,41.3746,15.9687,19.3307,401.7269,
300595.SZ,≈∑∆’øµ ”,20170203,66.81,73.49,73.49,73.49,73.49,55780,4099272,6.68,9.9985,73.49,0.3281,1249330000,,4997320000,17000000,0,68000000,45.5115,17.5654,21.2635,441.8936,
300595.SZ,≈∑∆’øµ ”,20170206,73.49,80.84,80.84,80.84,80.84,88900,7186676,7.35,10.0014,80.84,0.5229,1374280000,,5497120000,17000000,0,68000000,50.0632,19.3221,23.3901,486.089,
300595.SZ,≈∑∆’øµ ”,20170207,80.84,88.92,88.92,88.92,88.92,80100,7122492,8.08,9.9951,88.92,0.4712,1511640000,,6046560000,17000000,0,68000000,55.0671,21.2534,25.728,534.6738,
300595.SZ,≈∑∆’øµ ”,20170208,88.92,97.81,97.81,92.29,97.81,9665191,922671165,8.89,9.9978,95.4633,56.8541,1662770000,,6651080000,17000000,0,68000000,60.5725,23.3783,28.3002,588.1292,
300595.SZ,≈∑∆’øµ ”,20170209,97.81,104.99,107.59,103.8,107.59,3792308,400710488,9.78,9.999,105.664,22.3077,1829030000,,7316120000,17000000,0,68000000,66.6292,25.7158,31.13,646.9361,
300595.SZ,≈∑∆’øµ ”,20170210,107.59,111,111,101.28,105,7167652,755852772,-2.59,-2.4073,105.4533,42.1627,1785000000,,7140000000,17000000,0,68000000,65.0252,25.0968,30.3806,631.3625,
300595.SZ,≈∑∆’øµ ”,20170213,105,107.15,115,106.28,108,4988049,545935647,3,2.8571,109.4487,29.3415,1836000000,,7344000000,17000000,0,68000000,66.8831,25.8138,31.2486,649.4014,
300595.SZ,≈∑∆’øµ ”,20170214,108,105.8,109.85,105.11,107.01,3550667,379882731,-0.99,-0.9167,106.9891,20.8863,1819170000,,7276680000,17000000,0,68000000,66.27,25.5772,30.9621,643.4485,
300595.SZ,≈∑∆’øµ ”,20170215,107.01,106.1,111,103.6,104.76,4254159,455866129,-2.25,-2.1026,107.1578,25.0245,1780920000,,7123680000,17000000,0,68000000,64.8766,25.0394,30.3111,629.9194,
300595.SZ,≈∑∆’øµ ”,20170216,104.76,103.49,104.2,98.71,100.1,3256261,330522090,-4.66,-4.4483,101.5036,19.1545,1701700000,,6806800000,17000000,0,68000000,61.9907,23.9256,28.9628,601.8989,
300595.SZ,≈∑∆’øµ ”,20170217,100.1,99.08,101.3,95.99,97.65,2748104,269703930,-2.45,-2.4476,98.1418,16.1653,1660050000,,6640200000,17000000,0,68000000,60.4734,23.34,28.2539,587.1671,
300595.SZ,≈∑∆’øµ ”,20170220,97.65,97.24,97.99,90.8,95.1,2715385,255353618,-2.55,-2.6114,94.0396,15.9729,1616700000,,6466800000,17000000,0,68000000,58.8943,22.7305,27.5161,571.834,
300595.SZ,≈∑∆’øµ ”,20170221,95.1,94.25,104.33,94.21,101.2,2836191,282024123,6.1,6.4143,99.4376,16.6835,1720400000,,6881600000,17000000,0,68000000,62.6719,24.1885,29.2811,608.5132,
300595.SZ,≈∑∆’øµ ”,20170222,101.2,101.2,109.77,99.51,107.2,3289541,344888540,6,5.9289,104.844,19.3502,1822400000,,7289600000,17000000,0,68000000,66.3876,25.6226,31.0171,644.591,
300595.SZ,≈∑∆’øµ ”,20170223,107.2,107.01,109.45,105.14,107.43,2855323,305233381,0.23,0.2146,106.8998,16.796,1826310000,,7305240000,17000000,0,68000000,66.5301,25.6776,31.0837,645.974,
300595.SZ,≈∑∆’øµ ”,20170224,107.43,107.5,109.75,106.32,106.32,2081614,224925676,-1.11,-1.0332,108.0535,12.2448,1807440000,,7229760000,17000000,0,68000000,65.8427,25.4123,30.7625,639.2996,
300595.SZ,≈∑∆’øµ ”,20170227,106.32,105.19,108.33,103.66,106.22,2154053,227917184,-0.1,-0.0941,105.8085,12.6709,1805740000,,7222960000,17000000,0,68000000,65.7807,25.3884,30.7336,638.6983,
300595.SZ,≈∑∆’øµ ”,20170228,106.22,106.8,113.81,105,112.09,3472241,381184487,5.87,5.5263,109.7805,20.4249,1905530000,,7622120000,17000000,0,68000000,66.8384,26.7914,32.432,673.9945,
300595.SZ,≈∑∆’øµ ”,20170301,112.09,111,114.34,109.78,110.45,3007414,336345216,-1.64,-1.4631,111.8387,17.6907,1877650000,,7510600000,17000000,0,68000000,65.8605,26.3994,31.9575,664.1332,
300595.SZ,≈∑∆’øµ ”,20170302,110.45,110,120.99,109.35,115.68,3596395,414943512,5.23,4.7352,115.3776,21.1553,1966560000,,7866240000,17000000,0,68000000,68.9791,27.6495,33.4707,695.5811,
300595.SZ,≈∑∆’øµ ”,20170303,115.68,115,121.4,113.33,121.2,2794764,328273420,5.52,4.7718,117.4602,16.4398,2060400000,,8241600000,17000000,0,68000000,72.2707,28.9689,35.0679,728.7727,
300595.SZ,≈∑∆’øµ ”,20170306,121.2,121.5,126.3,119.5,122.12,3486600,426633825,0.92,0.7591,122.3639,20.5094,2076040000,,8304160000,17000000,0,68000000,72.8193,29.1888,35.334,734.3046,
300595.SZ,≈∑∆’øµ ”,20170307,122.12,120.32,123.9,117.6,123.2,2744335,331141337,1.08,0.8844,120.6636,16.1431,2094400000,,8377600000,17000000,0,68000000,73.4633,29.4469,35.6465,740.7986,
300595.SZ,≈∑∆’øµ ”,20170308,123.2,122.5,123.6,115.75,116.61,3018140,358456635,-6.59,-5.349,118.7674,17.7538,1982370000,,7929480000,17000000,0,68000000,69.5337,27.8718,33.7398,701.1732,
300595.SZ,≈∑∆’øµ ”,20170309,116.61,115.4,118.6,115.06,117.3,2126654,249093006,0.69,0.5917,117.1291,12.5097,1994100000,,7976400000,17000000,0,68000000,69.9451,28.0367,33.9394,705.3221,
300595.SZ,≈∑∆’øµ ”,20170310,117.3,119.65,121.28,116.1,117,3266434,388451920,-0.3,-0.2558,118.9223,19.2143,1989000000,,7956000000,17000000,0,68000000,69.7662,25.5418,33.8526,703.5182,
