╢ЗбК,╪РЁф,хуфз,г╟йуел╪ш(т╙),©╙ел╪ш(т╙),вН╦ъ╪ш(т╙),вН╣м╪ш(т╙),йуел╪ш(т╙),Ёи╫╩а©(╧и),Ёи╫╩╫П╤Н(т╙),уг╣Ь(т╙),уг╣Ь╥Ы(%),╬Ы╪ш(т╙),╩╩йжбй(%),A╧иаВм╗йпж╣(т╙),B╧иаВм╗йпж╣(т╙),вэйпж╣(т╙),A╧иаВм╗╧и╠╬(╧и),B╧иаВм╗╧и╠╬(╧и),вэ╧и╠╬(╧и),йпс╞бй,йп╬╩бй,йпоЗбй,йпожбй,
002922.SZ,ра╦Й╤Ш,20180115,34.84,31.7,33.5,31.36,33.4,14621019,469937793,-1.44,-4.1332,32.1412,44.3061,1102200000,,4408562025,33000000,0,131992875,61.5468,8.8985,3.8374,10.8356,
002922.SZ,ра╦Й╤Ш,20180116,33.4,32.47,35.6,31.87,33.23,15107155,512143561,-0.17,-0.509,33.9007,45.7793,1096590000,,4386123236.25,33000000,0,131992875,61.2336,8.8532,3.8179,10.7804,
002922.SZ,ра╦Й╤Ш,20180117,33.23,31.68,32.8,29.97,31.08,12174654,381972579,-2.15,-6.4701,31.3744,36.8929,1025640000,,4102338555,33000000,0,131992875,57.2717,8.2804,3.5709,10.0829,
002922.SZ,ра╦Й╤Ш,20180118,31.08,30,31.5,29.55,30.7,9714323,294862467,-0.38,-1.2227,30.3534,29.4373,1013100000,,4052181262.5,33000000,0,131992875,56.5715,8.1792,3.5272,9.9596,
002922.SZ,ра╦Й╤Ш,20180119,30.7,30.59,32,30.01,30.73,10436920,324197454,0.03,0.0977,31.0626,31.627,1014090000,,4056141048.75,33000000,0,131992875,56.6268,8.1871,3.5306,9.9694,
002922.SZ,ра╦Й╤Ш,20180122,30.73,29.9,29.92,27.66,27.66,10060581,286054072,-3.07,-9.9902,28.4332,30.4866,912780000,,3650922922.5,33000000,0,131992875,50.9696,7.3692,3.1779,8.9734,
002922.SZ,ра╦Й╤Ш,20180123,27.66,27.19,28.37,26.83,27.95,7244338,199339520,0.29,1.0484,27.5166,21.9525,922350000,,3689200856.25,33000000,0,131992875,51.504,7.4465,3.2112,9.0675,
002922.SZ,ра╦Й╤Ш,20180124,27.95,28.03,28.9,28,28.03,6812656,193112670,0.08,0.2862,28.3462,20.6444,924990000,,3699760286.25,33000000,0,131992875,51.6514,7.4678,3.2204,9.0934,
002922.SZ,ра╦Й╤Ш,20180125,28.03,27.61,30.77,27.61,29.52,11856402,347034245,1.49,5.3157,29.2698,35.9285,974160000,,3896429670,33000000,0,131992875,54.3971,7.8648,3.3916,9.5768,
002922.SZ,ра╦Й╤Ш,20180126,29.52,28.6,29.2,28.3,28.42,6814019,195228339,-1.1,-3.7263,28.651,20.6485,937860000,,3751237507.5,33000000,0,131992875,52.3701,7.5717,3.2652,9.22,
002922.SZ,ра╦Й╤Ш,20180129,28.42,28.2,29.85,27.99,29.12,7672516,222108144,0.7,2.4631,28.9485,23.25,960960000,,3843632520,33000000,0,131992875,53.66,7.7582,3.3457,9.4471,
002922.SZ,ра╦Й╤Ш,20180130,29.12,28.7,31.4,28.7,29.95,9422476,281957558,0.83,2.8503,29.9239,28.553,988350000,,3953186606.25,33000000,0,131992875,55.1894,7.9793,3.441,9.7163,
002922.SZ,ра╦Й╤Ш,20180131,29.95,29.3,30.77,27.55,27.7,10082876,295569998,-2.25,-7.5125,29.3141,30.5542,914100000,,3656202637.5,33000000,0,131992875,51.0433,7.3799,3.1825,8.9864,
002922.SZ,ра╦Й╤Ш,20180201,27.7,27.07,30.47,26.8,30.08,13391928,384813609,2.38,8.5921,28.7347,40.5816,992640000,,3970345680,33000000,0,131992875,55.429,8.014,3.456,9.7585,
002922.SZ,ра╦Й╤Ш,20180202,30.08,29,31.54,28.61,29.45,14218010,429537808,-0.63,-2.0944,30.2108,43.0849,971850000,,3887190168.75,33000000,0,131992875,54.2681,7.8461,3.3836,9.5541,
002922.SZ,ра╦Й╤Ш,20180205,29.45,27.87,27.87,26.51,26.51,8057028,217540112,-2.94,-9.983,27,24.4152,874830000,,3499131116.25,33000000,0,131992875,48.8505,7.0628,3.0458,8.6003,
002922.SZ,ра╦Й╤Ш,20180206,26.51,23.86,24.54,23.86,23.86,6128770,146783538,-2.65,-9.9962,23.9499,18.572,787380000,,3149349997.5,33000000,0,131992875,43.9673,6.3568,2.7413,7.7406,
002922.SZ,ра╦Й╤Ш,20180207,23.86,23.99,24.4,21.7,22.84,7402476,171874711,-1.02,-4.2749,23.2185,22.4317,753720000,,3014717265,33000000,0,131992875,42.0877,6.0851,2.6241,7.4097,
002922.SZ,ра╦Й╤Ш,20180208,22.84,22.8,23.49,22.52,22.98,4691323,108184512,0.14,0.613,23.0606,14.2161,758340000,,3033196267.5,33000000,0,131992875,42.3457,6.1224,2.6402,7.4551,
002922.SZ,ра╦Й╤Ш,20180209,22.98,22,22.69,20.86,21.01,5645215,122707894,-1.97,-8.5727,21.7366,17.1067,693330000,,2773170303.75,33000000,0,131992875,38.7155,5.5975,2.4139,6.816,
002922.SZ,ра╦Й╤Ш,20180212,21.01,21.67,22.29,21.3,21.82,4421971,96611403,0.81,3.8553,21.848,13.3999,720060000,,2880084532.5,33000000,0,131992875,40.2081,5.8133,2.507,7.0788,
002922.SZ,ра╦Й╤Ш,20180213,21.82,21.99,22.48,21.42,21.68,4548198,99728379,-0.14,-0.6416,21.927,13.7824,715440000,,2861605530,33000000,0,131992875,39.9502,5.776,2.4909,7.0334,
002922.SZ,ра╦Й╤Ш,20180214,21.68,21.8,23,21.72,22.05,5259459,117855362,0.37,1.7066,22.4083,15.9378,727650000,,2910442893.75,33000000,0,131992875,40.632,5.8746,2.5334,7.1534,
002922.SZ,ра╦Й╤Ш,20180222,22.05,22.3,22.52,21.15,22.4,4428421,98193401,0.35,1.5873,22.1735,13.4195,739200000,,2956640400,33000000,0,131992875,41.2769,5.9679,2.5736,7.267,
002922.SZ,ра╦Й╤Ш,20180223,22.4,22.16,22.82,22.04,22.78,4986562,112475671,0.38,1.6964,22.5558,15.1108,751740000,,3006797692.5,33000000,0,131992875,41.9771,6.0691,2.6172,7.3903,
002922.SZ,ра╦Й╤Ш,20180226,22.78,23.5,23.96,23.03,23.6,5712795,134482674,0.82,3.5996,23.5406,17.3115,778800000,,3115031850,33000000,0,131992875,39.9399,6.2876,2.7115,7.6563,
002922.SZ,ра╦Й╤Ш,20180227,23.6,23.33,24.38,23.18,23.84,6018349,143637309,0.24,1.0169,23.8666,18.2374,786720000,,3146710140,33000000,0,131992875,40.3461,6.3515,2.739,7.7341,
002922.SZ,ра╦Й╤Ш,20180228,23.84,23.3,24.37,22.48,23.38,6175939,143582048,-0.46,-1.9295,23.2486,18.715,771540000,,3085993417.5,33000000,0,131992875,39.5676,6.2289,2.6862,7.5849,
002922.SZ,ра╦Й╤Ш,20180301,23.38,22.73,23.65,22.71,23.45,4704332,109873131,0.07,0.2994,23.3557,14.2556,773850000,,3095232918.75,33000000,0,131992875,39.6861,6.2476,2.6942,7.6076,
002922.SZ,ра╦Й╤Ш,20180302,23.45,23.03,24.5,23.03,24.11,8312627,198797259,0.66,2.8145,23.9151,25.1898,795630000,,3182348216.25,33000000,0,131992875,40.8031,6.4234,2.7701,7.8217,
002922.SZ,ра╦Й╤Ш,20180305,24.11,24.13,24.44,23.46,24.38,6717385,161518201,0.27,1.1199,24.0448,20.3557,804540000,,3217986292.5,33000000,0,131992875,41.26,6.4954,2.8011,7.9093,
002922.SZ,ра╦Й╤Ш,20180306,24.38,24.3,25.36,24.15,24.6,8194544,202319578,0.22,0.9024,24.6895,24.832,811800000,,3247024725,33000000,0,131992875,41.6323,6.554,2.8264,7.9807,
002922.SZ,ра╦Й╤Ш,20180307,24.6,24.27,24.77,24.14,24.48,4991177,121660315,-0.12,-0.4878,24.3751,15.1248,807840000,,3231185580,33000000,0,131992875,41.4292,6.522,2.8126,7.9418,
002922.SZ,ра╦Й╤Ш,20180308,24.48,24.4,25.36,24.31,25.23,7005845,174797681,0.75,3.0637,24.9503,21.2298,832590000,,3330180236.25,33000000,0,131992875,42.6985,6.7218,2.8987,8.1851,
002922.SZ,ра╦Й╤Ш,20180309,25.23,25.37,25.85,25,25.51,6765132,172211568,0.28,1.1098,25.4558,20.5004,841830000,,3367138241.25,33000000,0,131992875,43.1724,6.7964,2.9309,8.2759,
002922.SZ,ра╦Й╤Ш,20180312,25.51,25.69,26.21,25.13,25.45,6119839,156732350,-0.06,-0.2352,25.6105,18.545,839850000,,3359218668.75,33000000,0,131992875,43.0708,6.7804,2.924,8.2564,
002922.SZ,ра╦Й╤Ш,20180313,25.45,25.4,25.41,24,24.02,6267722,154683414,-1.43,-5.6189,24.6794,18.9931,792660000,,3170468857.5,33000000,0,131992875,40.6507,6.3995,2.7597,7.7925,
002922.SZ,ра╦Й╤Ш,20180314,24.02,24,26.42,24,26.42,8877345,229864576,2.4,9.9917,25.8934,26.901,871860000,,3487251757.5,33000000,0,131992875,44.7124,7.0389,3.0355,8.5711,
002922.SZ,ра╦Й╤Ш,20180315,26.42,26.27,29.06,26.01,29.06,18271157,501533048,2.64,9.9924,27.4494,55.3671,958980000,,3835712947.5,33000000,0,131992875,49.1803,7.7422,3.3388,9.4276,
002922.SZ,ра╦Й╤Ш,20180316,29.06,30.9,31.97,30.36,31.97,17179264,540403792,2.91,10.0138,31.4567,52.0584,1055010000,,4219812213.75,33000000,0,131992875,54.1051,8.5175,3.6731,10.3717,
002922.SZ,ра╦Й╤Ш,20180319,31.97,32,34.69,30.38,31.99,21935461,707106419,0.02,0.0626,32.2358,66.4711,1055670000,,4222452071.25,33000000,0,131992875,54.1389,8.5228,3.6754,10.3781,
002922.SZ,ра╦Й╤Ш,20180320,31.99,31.18,33.95,30.6,32.66,18601005,596269599,0.67,2.0944,32.0558,56.3667,1077780000,,4310887297.5,33000000,0,131992875,55.2728,8.7013,3.7524,10.5955,
002922.SZ,ра╦Й╤Ш,20180321,32.66,32.1,35.93,31.5,35.93,23024635,796223233,3.27,10.0122,34.5814,69.7716,1185690000,,4742503998.75,33000000,0,131992875,60.8069,9.5725,4.1281,11.6564,
002922.SZ,ра╦Й╤Ш,20180322,35.93,33.9,35.9,32.34,32.82,19292125,658198354,-3.11,-8.6557,34.1175,58.461,1083060000,,4332006157.5,33000000,0,131992875,55.5436,8.744,3.7708,10.6474,
002922.SZ,ра╦Й╤Ш,20180323,32.82,29.54,30.95,29.54,29.54,10582162,316547301,-3.28,-9.9939,29.9133,32.0672,974820000,,3899069527.5,33000000,0,131992875,49.9926,7.8701,3.3939,9.5833,
002922.SZ,ра╦Й╤Ш,20180326,29.54,27.41,30.5,26.61,29.89,11714076,336700552,0.35,1.1848,28.7432,35.4972,986370000,,3945267033.75,33000000,0,131992875,50.585,7.9634,3.4341,9.6969,
002922.SZ,ра╦Й╤Ш,20180327,29.89,29.89,31,29.27,30.02,11972879,361431510,0.13,0.4349,30.1875,36.2815,990660000,,3962426107.5,33000000,0,131992875,50.805,7.998,3.4491,9.739,
002922.SZ,ра╦Й╤Ш,20180328,30.02,28.25,29.85,27.77,28.89,10835627,311139830,-1.13,-3.7642,28.7145,32.8352,953370000,,3813274158.75,33000000,0,131992875,48.8926,7.6969,3.3192,9.3724,
002922.SZ,ра╦Й╤Ш,20180329,28.89,28.47,30.5,28.08,29.58,10665821,310985554,0.69,2.3884,29.1572,32.3207,976140000,,3904349242.5,33000000,0,131992875,50.0603,7.8808,3.3985,9.5963,
002922.SZ,ра╦Й╤Ш,20180330,29.58,29.5,30.2,29.01,29.14,8207985,241256017,-0.44,-1.4875,29.3928,24.8727,961620000,,3846272377.5,33000000,0,131992875,49.3157,7.7635,3.348,9.4536,
002922.SZ,ра╦Й╤Ш,20180402,29.14,28.86,30.4,28.08,29.69,10207602,299683923,0.55,1.8874,29.3589,30.9321,979770000,,3918868458.75,33000000,0,131992875,50.2465,7.9101,3.4112,9.632,
002922.SZ,ра╦Й╤Ш,20180403,29.69,28.65,28.98,27.73,28.32,7648360,217803818,-1.37,-4.6143,28.4772,23.1768,934560000,,3738038220,33000000,0,131992875,47.9279,7.5451,3.2538,9.1875,
002922.SZ,ра╦Й╤Ш,20180404,28.32,28.56,29.8,28.5,28.8,9050932,264065688,0.48,1.6949,29.1755,27.4271,950400000,,3801394800,33000000,0,131992875,48.7403,7.673,3.3089,9.3433,
002922.SZ,ра╦Й╤Ш,20180409,28.8,27.28,28.96,25.92,28.82,9211267,251187552,0.02,0.0694,27.2696,27.9129,951060000,,3804034657.5,33000000,0,131992875,48.7741,7.6783,3.3112,9.3497,
002922.SZ,ра╦Й╤Ш,20180410,28.82,28.31,28.7,27.2,28.23,6819018,191222361,-0.59,-2.0472,28.0425,20.6637,931590000,,3726158861.25,33000000,0,131992875,47.7756,7.5211,3.2434,9.1583,
002922.SZ,ра╦Й╤Ш,20180411,28.23,28.15,31.05,28.02,31.05,16961526,512725837,2.82,9.9894,30.2288,51.3986,1024650000,,4098378768.75,33000000,0,131992875,52.5481,8.2724,3.5674,10.0732,
002922.SZ,ра╦Й╤Ш,20180412,31.05,29.9,34.05,29.53,31.97,18487031,578847639,0.92,2.963,31.311,56.0213,1055010000,,4219812213.75,33000000,0,131992875,54.1051,8.5175,3.6731,10.3717,
002922.SZ,ра╦Й╤Ш,20180413,31.97,31.5,31.74,30.5,30.73,9575083,296728798,-1.24,-3.8786,30.9897,29.0154,1014090000,,4056141048.75,33000000,0,131992875,52.0065,8.1871,3.5306,9.9694,
002922.SZ,ра╦Й╤Ш,20180416,30.73,30.64,30.65,28.5,29.25,6608864,193713792,-1.48,-4.8161,29.3112,20.0269,965250000,,3860791593.75,33000000,0,131992875,49.5018,7.7928,3.3606,9.4892,
002922.SZ,ра╦Й╤Ш,20180417,29.25,29.25,29.89,27.4,27.49,5497471,156947032,-1.76,-6.0171,28.549,16.659,907170000,,3628484133.75,33000000,0,131992875,46.5233,7.3239,3.1584,8.9183,
002922.SZ,ра╦Й╤Ш,20180418,27.49,27.68,27.94,24.88,27.2,5214433,139074102,-0.29,-1.0549,26.671,15.8013,897600000,,3590206200,33000000,0,131992875,46.0325,7.2467,3.1251,8.8242,
002922.SZ,ра╦Й╤Ш,20180419,27.2,26.73,27.79,26.48,26.48,4316980,116662790,-0.72,-2.6471,27.0242,13.0818,873840000,,3495171330,33000000,0,131992875,44.814,7.0549,3.0423,8.5906,
002922.SZ,ра╦Й╤Ш,20180420,26.48,26.39,26.47,24.51,24.58,4593219,117089447,-1.9,-7.1752,25.4918,13.9188,811140000,,3244384867.5,33000000,0,131992875,52.7375,3.6899,2.8241,7.9742,
002922.SZ,ра╦Й╤Ш,20180423,24.58,24.77,25.8,24.57,25.17,3180894,80064651,0.59,2.4003,25.1705,9.6391,830610000,,3322260663.75,33000000,0,131992875,54.0034,3.7785,2.8918,8.1656,
002922.SZ,ра╦Й╤Ш,20180424,25.17,25.48,26.3,25.15,26.14,4258993,110250097,0.97,3.8538,25.8864,12.906,862620000,,3450293752.5,33000000,0,131992875,56.0846,3.9241,3.0033,8.4803,
002922.SZ,ра╦Й╤Ш,20180425,26.14,26.05,26.42,25.51,25.8,3264097,84629005,-0.34,-1.3007,25.9272,9.8912,851400000,,3405416175,33000000,0,131992875,55.3551,3.873,2.9642,8.37,
002922.SZ,ра╦Й╤Ш,20180426,25.8,25.81,26.33,25.31,25.37,3451509,89088397,-0.43,-1.6667,25.8114,10.4591,837210000,,3348659238.75,33000000,0,131992875,54.4325,3.8085,2.9148,8.2305,
002922.SZ,ра╦Й╤Ш,20180427,25.37,25.59,25.76,24.18,24.24,3532548,87098583,-1.13,-4.4541,24.656,10.7047,799920000,,3199507290,33000000,0,131992875,52.008,3.6389,2.785,7.8639,
002922.SZ,ра╦Й╤Ш,20180502,24.24,24.4,24.46,23.01,23.38,2836581,67032866,-0.86,-3.5479,23.6316,8.5957,771540000,,3085993417.5,33000000,0,131992875,50.1629,3.5098,2.6862,7.5849,
002922.SZ,ра╦Й╤Ш,20180503,23.38,23.44,24.39,23.16,24.3,3395048,81089445,0.92,3.935,23.8846,10.288,801900000,,3207426862.5,33000000,0,131992875,52.1368,3.6479,2.7919,7.8834,
002922.SZ,ра╦Й╤Ш,20180504,24.3,24.37,24.37,23.53,23.6,2852608,68273120,-0.7,-2.8807,23.9336,8.6443,778800000,,3115031850,33000000,0,131992875,50.6349,3.5428,2.7115,7.6563,
002922.SZ,ра╦Й╤Ш,20180507,23.6,23.85,24.76,23.85,24.57,3206964,78330991,0.97,4.1102,24.4253,9.7181,810810000,,3243064938.75,33000000,0,131992875,52.7161,3.6884,2.8229,7.971,
002922.SZ,ра╦Й╤Ш,20180508,24.57,24.62,25.3,24.36,24.89,3707344,92466913,0.32,1.3024,24.9416,11.2344,821370000,,3285302658.75,33000000,0,131992875,53.4026,3.7364,2.8597,8.0748,
002922.SZ,ра╦Й╤Ш,20180509,24.89,24.81,25.99,24.46,25.65,4839928,122567442,0.76,3.0534,25.3242,14.6664,846450000,,3385617243.75,33000000,0,131992875,55.0332,3.8505,2.947,8.3213,
002922.SZ,ра╦Й╤Ш,20180510,25.65,25.45,25.68,25.25,25.57,3180309,80832337,-0.08,-0.3119,25.4165,9.6373,843810000,,3375057813.75,33000000,0,131992875,54.8616,3.8385,2.9378,8.2954,
002922.SZ,ра╦Й╤Ш,20180511,25.57,25.67,25.83,24.8,24.95,2489624,62610603,-0.62,-2.4247,25.1486,7.5443,823350000,,3293222231.25,33000000,0,131992875,53.5314,3.7454,2.8666,8.0942,
002922.SZ,ра╦Й╤Ш,20180514,24.95,24.95,25.42,24.75,25.13,1920725,48326844,0.18,0.7214,25.1607,5.8204,829290000,,3316980948.75,33000000,0,131992875,53.9176,3.7725,2.8872,8.1526,
002922.SZ,ра╦Й╤Ш,20180515,25.13,25.38,26.35,25.18,26.07,5628442,145903768,0.94,3.7405,25.9226,17.0559,860310000,,3441054251.25,33000000,0,131992875,55.9344,3.9136,2.9952,8.4576,
002922.SZ,ра╦Й╤Ш,20180516,26.07,25.5,25.8,25.28,25.49,3109859,79384331,-0.58,-2.2248,25.5267,9.4238,841170000,,3364498383.75,33000000,0,131992875,54.69,3.8265,2.9286,8.2694,
002922.SZ,ра╦Й╤Ш,20180517,25.49,25.54,26.03,25.35,25.97,3028651,77908676,0.48,1.8831,25.7239,9.1777,857010000,,3427854963.75,33000000,0,131992875,55.7198,3.8986,2.9838,8.4251,
002922.SZ,ра╦Й╤Ш,20180518,25.97,25.9,26.28,25.21,25.8,2879519,74187453,-0.17,-0.6546,25.7638,8.7258,851400000,,3405416175,33000000,0,131992875,55.3551,3.873,2.9642,8.37,
002922.SZ,ра╦Й╤Ш,20180521,25.8,26.1,26.6,25.86,26.4,4471675,117186477,0.6,2.3256,26.2064,13.5505,871200000,,3484611900,33000000,0,131992875,56.6424,3.9631,3.0332,8.5646,
002922.SZ,ра╦Й╤Ш,20180522,26.4,26.26,27.88,25.9,27.43,7397929,198625320,1.03,3.9015,26.8488,22.418,905190000,,3620564561.25,33000000,0,131992875,58.8523,4.1177,3.1515,8.8988,
002922.SZ,ра╦Й╤Ш,20180523,27.43,27.03,28.3,26.91,27.5,6798111,187320493,0.07,0.2552,27.5548,20.6003,907500000,,3629804062.5,33000000,0,131992875,59.0025,4.1283,3.1595,8.9215,
002922.SZ,ра╦Й╤Ш,20180524,27.5,27.01,28.8,27.01,28.53,8293678,233643101,1.03,3.7455,28.1712,25.1324,941490000,,3765756723.75,33000000,0,131992875,61.2124,4.2829,3.2779,9.2557,
002922.SZ,ра╦Й╤Ш,20180525,28.53,28.48,29.79,27.88,28.15,7348396,209843537,-0.38,-1.3319,28.5564,22.2679,928950000,,3715599431.25,33000000,0,131992875,60.3971,4.2258,3.2342,9.1324,
002922.SZ,ра╦Й╤Ш,20180528,28.15,28.01,29.49,27.27,27.55,6694554,189335593,-0.6,-2.1314,28.282,20.2865,909150000,,3636403706.25,33000000,0,131992875,59.1098,4.1358,3.1653,8.9377,
002922.SZ,ра╦Й╤Ш,20180529,27.55,27.58,28.51,26.9,28.2,5657347,157807392,0.65,2.3593,27.8942,17.1435,930600000,,3722199075,33000000,0,131992875,60.5044,4.2333,3.24,9.1486,
002922.SZ,ра╦Й╤Ш,20180530,28.2,27.46,27.46,25.38,25.38,5010955,131048323,-2.82,-10,26.1524,15.1847,837540000,,3349979167.5,33000000,0,131992875,54.4539,3.81,2.916,8.2337,
002922.SZ,ра╦Й╤Ш,20180531,25.38,25.7,27.92,24.1,27.92,5876279,157462140,2.54,10.0079,26.7962,17.8069,921360000,,3685241070,33000000,0,131992875,59.9036,4.1913,3.2078,9.0578,
002922.SZ,ра╦Й╤Ш,20180601,27.92,28.59,29.28,27.41,27.95,6958698,196445643,0.03,0.1074,28.2302,21.087,922350000,,3689200856.25,33000000,0,131992875,59.968,4.1958,3.2112,9.0675,
002922.SZ,ра╦Й╤Ш,20180604,27.95,28,28.4,27,27.9,4064182,112531414,-0.05,-0.1789,27.6886,12.3157,920700000,,3682601212.5,33000000,0,131992875,59.8607,4.1883,3.2055,9.0513,
002922.SZ,ра╦Й╤Ш,20180605,27.9,28.02,28.88,27.74,28.86,6477667,184332645,0.96,3.4409,28.4566,19.6293,952380000,,3809314372.5,33000000,0,131992875,61.9204,4.3324,3.3158,9.3627,
002922.SZ,ра╦Й╤Ш,20180606,28.86,28.3,29.91,28.3,29.49,8093841,235665006,0.63,2.183,29.1166,24.5268,973170000,,3892469883.75,33000000,0,131992875,63.2721,4.427,3.3882,9.5671,
002922.SZ,ра╦Й╤Ш,20180607,29.49,29.2886,29.5403,27.6978,28.02,5755706,163019734,-1.47,-4.9847,28.3232,17.4415,918390000,,3673361711.25,33000000,0,131992875,59.7105,4.1778,3.1975,9.0286,
002922.SZ,ра╦Й╤Ш,20180608,28.02,28.0502,28.7852,27.1844,27.9898,4130098,114763607,-0.0302,-0.1078,27.7871,12.5154,917400000,,3669401925,33000000,0,131992875,59.6462,4.1733,3.194,9.0188,
002922.SZ,ра╦Й╤Ш,20180611,27.9898,27.7582,28.3925,27.3656,27.4461,2998506,83180848,-0.5437,-1.9424,27.7408,9.0864,899580000,,3598125772.5,33000000,0,131992875,58.4876,4.0922,3.132,8.8436,
002922.SZ,ра╦Й╤Ш,20180612,27.4461,26.3084,27.1743,24.8485,26.2782,4629033,119810158,-1.1679,-4.2553,25.8823,14.0274,861300000,,3445014037.5,33000000,0,131992875,55.9987,3.9181,2.9987,8.4673,
002922.SZ,ра╦Й╤Ш,20180613,26.2782,26.0869,26.0869,24.5465,24.5666,3306545,83422157,-1.7116,-6.5134,25.2294,10.0198,805200000,,3220626150,33000000,0,131992875,52.3513,3.6629,2.8034,7.9158,
002922.SZ,ра╦Й╤Ш,20180614,24.5666,24.5666,25.9762,24.4659,25.4224,3207346,80669174,0.8558,3.4836,25.1514,9.7192,833250000,,3332820093.75,33000000,0,131992875,54.175,3.7905,2.901,8.1916,
002922.SZ,ра╦Й╤Ш,20180615,25.4224,25.7245,25.7245,23.8115,24.2041,3186071,77810738,-1.2183,-4.7921,24.4222,9.6548,793320000,,3173108715,33000000,0,131992875,51.5789,3.6088,2.762,7.799,
002922.SZ,ра╦Й╤Ш,20180619,24.2041,23.2678,23.9524,21.7878,21.7878,2878300,64920988,-2.4164,-9.9834,22.5553,8.7221,714120000,,2856325815,33000000,0,131992875,46.4296,3.2486,2.4863,7.0204,
002922.SZ,ра╦Й╤Ш,20180620,21.7878,21.5058,22.9154,21.5058,22.4925,2724257,60006033,0.7048,3.2348,22.0266,8.2553,737220000,,2948720827.5,33000000,0,131992875,47.9315,3.3536,2.5667,7.2475,
002922.SZ,ра╦Й╤Ш,20180621,22.4925,22.6033,22.855,20.9722,21.2038,2781022,60401330,-1.2887,-5.7296,21.7191,8.4273,694980000,,2779769947.5,33000000,0,131992875,45.1852,3.1615,2.4196,6.8323,
002922.SZ,ра╦Й╤Ш,20180622,21.2038,21.234,23.3282,20.3379,23.3282,5815968,131542503,2.1244,10.019,22.6175,17.6241,764610000,,3058274913.75,33000000,0,131992875,49.7123,3.4782,2.6621,7.5168,
002922.SZ,ра╦Й╤Ш,20180625,23.3282,23.3181,25.2714,22.9557,24.3854,7719047,186042626,1.0572,4.5317,24.1018,23.3911,799260000,,3196867432.5,33000000,0,131992875,51.9651,3.6359,2.7827,7.8574,
002922.SZ,ра╦Й╤Ш,20180626,24.3854,23.3081,24.7478,23.3081,24.4559,5105170,122280346,0.0705,0.289,23.9523,15.4702,801570000,,3206106933.75,33000000,0,131992875,52.1153,3.6464,2.7907,7.8801,
002922.SZ,ра╦Й╤Ш,20180627,24.4559,24.1639,24.768,23.9323,24.4659,4490365,108905366,0.0101,0.0412,24.2531,13.6072,801900000,,3207426862.5,33000000,0,131992875,52.1368,3.6479,2.7919,7.8834,
