ด๚ย๋,ผ๒ณฦ,ศีฦฺ,วฐสีลฬผÛ(ิช),ฟชลฬผÛ(ิช),ื๎ธ฿ผÛ(ิช),ื๎ตอผÛ(ิช),สีลฬผÛ(ิช),ณษฝปมฟ(นษ),ณษฝปฝ๐ถ๎(ิช),ีวต๘(ิช),ีวต๘ท๙(%),พ๙ผÛ(ิช),ปปสึยส(%),Aนษม๗อจสะึต(ิช),Bนษม๗อจสะึต(ิช),ืÜสะึต(ิช),Aนษม๗อจนษฑพ(นษ),Bนษม๗อจนษฑพ(นษ),ืÜนษฑพ(นษ),สะำฏยส,สะพปยส,สะฯ๚ยส,สะฯึยส,
603848.SH,บรฬซฬซ,20190226,17.7411,17.7109,18.0832,17.4291,17.8115,3347733,58940403,0.0704,0.3971,17.6061,4.7082,1258558500,,7097700000,71105000,0,401000000,27.9217,5.8878,5.4172,-114.6556,
603848.SH,บรฬซฬซ,20190227,17.8115,17.6807,18.204,17.409,17.6203,3776599,66989207,-0.1912,-1.0734,17.738,5.3113,1245048550,,7021510000,71105000,0,401000000,27.622,5.8246,5.3591,-113.4248,
603848.SH,บรฬซฬซ,20190228,17.6203,17.6404,17.882,17.409,17.6203,1997034,34825971,0,0,17.4388,2.8086,1245048550,,7021510000,71105000,0,401000000,27.622,5.8246,5.3591,-113.4248,
603848.SH,บรฬซฬซ,20190301,17.6203,17.7914,17.7914,17.4794,17.7511,1460536,25560307,0.1308,0.7424,17.5006,2.0541,1254292200,,7073640000,71105000,0,401000000,27.8271,5.8678,5.3989,-114.2669,
603848.SH,บรฬซฬซ,20190304,17.7511,17.8719,18.1939,17.6103,17.731,3702431,65906367,-0.0201,-0.1134,17.8008,5.207,1252870100,,7065620000,71105000,0,401000000,27.7955,5.8611,5.3927,-114.1373,
603848.SH,บรฬซฬซ,20190305,17.731,17.5801,17.8417,17.3587,17.7914,3379158,58966313,0.0604,0.3405,17.45,4.7523,1257136400,,7089680000,71105000,0,401000000,27.8902,5.8811,5.4111,-114.526,
603848.SH,บรฬซฬซ,20190306,17.7914,17.7914,18.2744,17.5801,18.1134,3829299,68602556,0.322,1.81,17.9152,5.3854,1279890000,,7218000000,71105000,0,401000000,28.395,5.9875,5.509,-116.5989,
603848.SH,บรฬซฬซ,20190307,18.1134,17.9725,18.4656,17.8417,18.2241,3793087,68500284,0.1107,0.6111,18.0592,5.3345,1287711550,,7262110000,71105000,0,401000000,28.5685,6.0241,5.5427,-117.3114,
603848.SH,บรฬซฬซ,20190308,18.2241,17.882,17.882,17.3184,17.3184,3493553,61057878,-0.9057,-4.9696,17.4773,4.9132,1223717050,,6901210000,71105000,0,401000000,27.1488,5.7248,5.2673,-111.4815,
603848.SH,บรฬซฬซ,20190311,17.3184,17.5599,17.7713,17.3184,17.7713,1664156,28971751,0.4528,2.6148,17.4093,2.3404,1255714300,,7081660000,71105000,0,401000000,27.8586,5.8744,5.405,-114.3964,
603848.SH,บรฬซฬซ,20190312,17.7713,18.1637,18.1637,17.4191,17.7813,2405239,42608476,0.0101,0.0566,17.7149,3.3827,1256425350,,7085670000,71105000,0,401000000,27.8744,5.8778,5.408,-114.4612,
603848.SH,บรฬซฬซ,20190313,17.7813,17.731,17.9021,17.3184,17.5297,2360510,41162885,-0.2516,-1.4148,17.4381,3.3198,1238649100,,6985420000,71105000,0,401000000,27.48,5.7946,5.3315,-112.8418,
603848.SH,บรฬซฬซ,20190314,17.5297,17.5096,17.5297,17.1071,17.4593,2568450,44273492,-0.0704,-0.4018,17.2374,3.6122,1233671750,,6957350000,71105000,0,401000000,27.3696,5.7713,5.3101,-112.3884,
603848.SH,บรฬซฬซ,20190315,17.4593,17.6203,17.7209,17.409,17.5599,2094676,36590259,0.1006,0.5764,17.4682,2.9459,1240782250,,6997450000,71105000,0,401000000,27.5274,5.8046,5.3407,-113.0361,
603848.SH,บรฬซฬซ,20190318,17.5599,17.6002,18.214,17.6002,18.1537,3220516,57602461,0.5937,3.3811,17.8861,4.5292,1282734200,,7234040000,71105000,0,401000000,28.4581,6.0009,5.5213,-116.858,
603848.SH,บรฬซฬซ,20190319,18.1537,18.2643,18.2945,17.892,18.1335,2249688,40341502,-0.0201,-0.1109,17.932,3.1639,1281312100,,7226020000,71105000,0,401000000,28.4265,5.9942,5.5152,-116.7284,
603848.SH,บรฬซฬซ,20190320,18.1335,18.1335,18.2543,17.892,18.0631,1558800,27926571,-0.0704,-0.3885,17.9154,2.1923,1276334750,,7197950000,71105000,0,401000000,28.3161,5.9709,5.4937,-116.275,
603848.SH,บรฬซฬซ,20190321,18.0631,18.2241,18.3046,17.892,18.1537,3077723,55227808,0.0906,0.5014,17.9444,4.3284,1282734200,,7234040000,71105000,0,401000000,28.4581,6.0009,5.5213,-116.858,
603848.SH,บรฬซฬซ,20190322,18.1537,18.1637,19.965,18.1637,19.965,8625481,167169849,1.8113,9.9778,19.3809,12.1306,1410723200,,7955840000,71105000,0,401000000,31.2976,6.5996,6.0722,-128.5179,
603848.SH,บรฬซฬซ,20190325,19.965,19.9751,20.2568,19.3713,19.9046,5801257,114372945,-0.0604,-0.3024,19.7152,8.1587,1406456900,,7931780000,71105000,0,401000000,31.2029,6.5797,6.0538,-128.1292,
603848.SH,บรฬซฬซ,20190326,19.9046,19.7235,21.404,19.5725,20.7801,7475647,153834119,0.8755,4.3984,20.578,10.5135,1468318250,,8280650000,71105000,0,401000000,32.5754,6.869,6.3201,-133.7648,
603848.SH,บรฬซฬซ,20190327,20.7801,20.7298,20.9814,19.8744,20.9411,4471607,91421669,0.161,0.7748,20.4449,6.2887,1479695050,,8344810000,71105000,0,401000000,32.8278,6.9223,6.3691,-134.8013,
603848.SH,บรฬซฬซ,20190328,20.9411,20.7298,21.5348,20.3876,21.2832,4357371,91282353,0.3421,1.6338,20.949,6.1281,1503870750,,8481150000,71105000,0,401000000,33.3641,7.0354,6.4731,-137.0037,
603848.SH,บรฬซฬซ,20190329,21.2832,20.3273,20.6191,19.2203,20.3172,7385165,146562779,-0.966,-4.539,19.8456,10.3863,1435609950,,8096190000,71105000,0,401000000,31.0698,6.2928,6.1793,-130.7851,
603848.SH,บรฬซฬซ,20190401,20.3172,20.2769,20.7801,19.9549,20.609,5511917,111761065,0.2918,1.4364,20.2763,7.7518,1456230400,,8212480000,71105000,0,401000000,31.5161,6.3832,6.2681,-132.6636,
603848.SH,บรฬซฬซ,20190402,20.609,20.5285,20.5285,20.126,20.2266,3549927,71393975,-0.3824,-1.8555,20.1114,4.9925,1429210500,,8060100000,71105000,0,401000000,30.9313,6.2648,6.1518,-130.2021,
603848.SH,บรฬซฬซ,20190403,20.2266,20.1361,20.2568,19.5826,20.2065,3161137,62643977,-0.0201,-0.0995,19.8169,4.4457,1427788400,,8052080000,71105000,0,401000000,30.9005,6.2585,6.1456,-130.0725,
603848.SH,บรฬซฬซ,20190404,20.2065,20.1361,20.3172,19.8241,20.2166,2147613,42816692,0.0101,0.0498,19.9369,3.0203,1428499450,,8056090000,71105000,0,401000000,30.9159,6.2617,6.1487,-130.1373,
603848.SH,บรฬซฬซ,20190408,20.2166,20.2568,20.8807,20.2065,20.4983,3069564,62737841,0.2818,1.3937,20.4387,4.3169,1448408850,,8168370000,71105000,0,401000000,31.3468,6.3489,6.2344,-131.951,
603848.SH,บรฬซฬซ,20190409,20.4983,20.3273,20.5587,19.9851,20.287,1909198,38192698,-0.2113,-1.0309,20.0046,2.685,1433476800,,8084160000,71105000,0,401000000,31.0237,6.2835,6.1701,-130.5907,
603848.SH,บรฬซฬซ,20190410,20.287,20.287,20.287,19.7235,19.9449,1695710,33650206,-0.3421,-1.6865,19.8443,2.3848,1409301100,,7947820000,71105000,0,401000000,30.5004,6.1775,6.0661,-128.3883,
603848.SH,บรฬซฬซ,20190411,19.9449,19.8241,20.2468,19.321,19.6228,1650525,32418007,-0.322,-1.6145,19.641,2.3213,1386547500,,7819500000,71105000,0,401000000,30.008,6.0778,5.9681,-126.3154,
603848.SH,บรฬซฬซ,20190412,19.6228,19.7235,20.7097,19.5222,20.6191,2484496,49859810,0.9962,5.0769,20.0684,3.4941,1456941450,,8216490000,71105000,0,401000000,31.5315,6.3863,6.2711,-132.7284,
603848.SH,บรฬซฬซ,20190415,20.6191,20.77,21.3336,20.448,20.5889,3177734,66111698,-0.0302,-0.1464,20.8047,4.4691,1454808300,,8204460000,71105000,0,401000000,31.4853,6.377,6.2619,-132.5341,
603848.SH,บรฬซฬซ,20190416,20.5889,20.5889,21.0115,20.126,20.931,4140988,84091139,0.3421,1.6618,20.307,5.8238,1478984000,,8340800000,71105000,0,401000000,32.0085,6.483,6.366,-134.7365,
603848.SH,บรฬซฬซ,20190417,20.931,21.1021,21.3336,20.8203,21.2329,3601553,75604790,0.3019,1.4423,20.9923,5.0651,1500315500,,8461100000,71105000,0,401000000,32.4702,6.5765,6.4578,-136.6798,
603848.SH,บรฬซฬซ,20190418,21.2329,21.1323,22.521,20.931,22.3399,5128381,111216972,1.1069,5.2133,21.6866,7.2124,1578531000,,8902200000,71105000,0,401000000,34.1629,6.9193,6.7945,-143.8053,
603848.SH,บรฬซฬซ,20190419,22.3399,22.9235,22.9235,21.5348,22.1084,5201828,113132458,-0.2314,-1.036,21.7486,7.3157,1562176850,,8809970000,71105000,0,401000000,33.809,6.8476,6.7241,-142.3154,
603848.SH,บรฬซฬซ,20190422,22.1084,21.1323,21.7965,20.921,21.7965,2910897,61531656,-0.312,-1.411,21.1384,4.0938,1540134300,,8685660000,71105000,0,401000000,33.332,6.751,6.6292,-140.3073,
603848.SH,บรฬซฬซ,20190423,21.7965,21.5248,21.5952,21.0719,21.4845,1711519,36401492,-0.312,-1.4312,21.2685,2.407,1518091750,,8561350000,71105000,0,401000000,32.8549,6.6544,6.5343,-138.2992,
603848.SH,บรฬซฬซ,20190424,21.4845,21.6858,21.6858,21.1524,21.3537,1762600,37485601,-0.1308,-0.6089,21.2672,2.4789,1508848100,,8509220000,71105000,0,401000000,32.6549,6.6139,6.4945,-137.4571,
603848.SH,บรฬซฬซ,20190425,21.3537,21.7461,22.8933,21.2832,22.2191,7492033,165299346,0.8654,4.0528,22.0633,10.5366,1569998400,,8854080000,71105000,0,401000000,33.9783,6.8819,6.7578,-143.028,
603848.SH,บรฬซฬซ,20190426,22.2191,21.5348,22.3298,21.1323,22.1386,3978900,86786971,-0.0805,-0.3623,21.8118,5.5958,1564310000,,8822000000,71105000,0,401000000,33.8552,6.857,6.7333,-142.5097,
603848.SH,บรฬซฬซ,20190429,22.1386,22.1084,22.521,21.716,21.9575,4869033,107087173,-0.1811,-0.8182,21.9935,6.8477,1551511100,,8749820000,71105000,0,401000000,33.5782,6.8009,6.6782,-141.3438,
603848.SH,บรฬซฬซ,20190430,21.9575,21.7562,22.2895,21.2832,22.0883,4484200,97898865,0.1308,0.5958,21.832,6.3064,1560754750,,8801950000,71105000,0,401000000,33.3892,6.582,6.718,-142.1859,
603848.SH,บรฬซฬซ,20190506,22.0883,21.3939,21.716,19.8845,19.8845,3581183,74569056,-2.2038,-9.9772,20.8225,5.0365,1405034800,,7923760000,71105000,0,401000000,30.0579,5.9253,6.0477,-127.9996,
603848.SH,บรฬซฬซ,20190507,19.8845,20.0354,20.3273,17.892,19.2908,2910564,54872670,-0.5937,-2.9858,18.8529,4.0933,1363082850,,7687170000,71105000,0,401000000,29.1604,5.7484,5.8671,-124.1778,
603848.SH,บรฬซฬซ,20190508,19.2908,19.0694,19.0694,18.2845,18.7675,1500583,27875372,-0.5233,-2.7126,18.5764,2.1104,1326108250,,7478650000,71105000,0,401000000,28.3694,5.5925,5.708,-120.8094,
603848.SH,บรฬซฬซ,20190509,18.7675,18.6971,19.0191,18.214,18.8681,1218400,22584313,0.1006,0.5362,18.536,1.7135,1333218750,,7518750000,71105000,0,401000000,28.5215,5.6224,5.7386,-121.4572,
603848.SH,บรฬซฬซ,20190510,18.8681,18.8883,19.492,18.214,19.4518,1632302,31079872,0.5837,3.0933,19.0405,2.2956,1374459650,,7751330000,71105000,0,401000000,29.4038,5.7964,5.9161,-125.2142,
603848.SH,บรฬซฬซ,20190513,19.4518,19.4115,19.5826,19.1398,19.3612,1655883,31835993,-0.0906,-0.4656,19.226,2.3288,1368060200,,7715240000,71105000,0,401000000,29.2669,5.7694,5.8886,-124.6312,
603848.SH,บรฬซฬซ,20190514,19.3612,19.3411,19.5222,18.5964,19.321,1157500,22222941,-0.0403,-0.2079,19.1991,1.6279,1365216000,,7699200000,71105000,0,401000000,29.2061,5.7574,5.8763,-124.3721,
603848.SH,บรฬซฬซ,20190515,19.321,19.321,19.5524,19.2203,19.3008,1704758,32765780,-0.0201,-0.1042,19.2202,2.3975,1363793900,,7691180000,71105000,0,401000000,29.1756,5.7514,5.8702,-124.2426,
603848.SH,บรฬซฬซ,20190516,19.3008,19.2405,21.2329,18.7373,20.5285,4197002,80583988,1.2277,6.3608,19.2004,5.9025,1450542000,,8180400000,71105000,0,401000000,31.0314,6.1172,6.2436,-132.1454,
603848.SH,บรฬซฬซ,20190517,20.5285,20.0254,20.0556,19.4115,19.4216,1912300,37437918,-1.1069,-5.3922,19.5774,2.6894,1372326500,,7739300000,71105000,0,401000000,29.3582,5.7874,5.9069,-125.0199,
603848.SH,บรฬซฬซ,20190520,19.4216,19.331,19.3511,18.4958,18.9285,1553776,28992582,-0.4931,-2.5389,18.6594,2.1852,1337485050,,7542810000,71105000,0,401000000,28.6128,5.6404,5.7569,-121.8458,
603848.SH,บรฬซฬซ,20190521,18.9285,18.8883,19.0794,18.5964,18.9788,2670706,49895497,0.0503,0.2658,18.6825,3.756,1341040300,,7562860000,71105000,0,401000000,28.6889,5.6554,5.7722,-122.1697,
603848.SH,บรฬซฬซ,20190522,18.9788,18.8178,18.8178,17.8417,18.5964,2718768,49375493,-0.3824,-2.0148,18.161,3.8236,1314020400,,7410480000,71105000,0,401000000,28.1108,5.5415,5.6559,-119.7082,
603848.SH,บรฬซฬซ,20190523,18.5964,18.3851,18.3851,17.7914,18.0631,1242537,22245551,-0.5333,-2.868,17.9033,1.7475,1276334750,,7197950000,71105000,0,401000000,27.3046,5.3826,5.4937,-116.275,
603848.SH,บรฬซฬซ,20190524,18.0631,17.6706,18.1134,17.6606,18.0128,1347000,23987104,-0.0503,-0.2786,17.8078,1.8944,1272779500,,7177900000,71105000,0,401000000,27.2286,5.3676,5.4784,-115.9511,
603848.SH,บรฬซฬซ,20190527,18.0128,18.0731,18.3046,17.6103,18.2744,2016442,36138710,0.2616,1.4525,17.922,2.8359,1291266800,,7282160000,71105000,0,401000000,27.6241,5.4455,5.558,-117.6353,
603848.SH,บรฬซฬซ,20190528,18.2744,18.2442,18.6065,18.0631,18.3147,1918365,35011732,0.0403,0.2203,18.2508,2.6979,1294111000,,7298200000,71105000,0,401000000,27.6849,5.4575,5.5703,-117.8944,
603848.SH,บรฬซฬซ,20190529,18.3147,18.4153,18.4153,17.9121,18.2945,1349615,24413937,-0.0201,-0.1099,18.0896,1.8981,1292688900,,7290180000,71105000,0,401000000,27.6545,5.4515,5.5641,-117.7649,
603848.SH,บรฬซฬซ,20190530,18.2945,18.1738,18.6669,17.9021,18.1335,2132507,38565394,-0.161,-0.8801,18.0845,2.9991,1281312100,,7226020000,71105000,0,401000000,27.4111,5.4035,5.5152,-116.7284,
603848.SH,บรฬซฬซ,20190531,18.1335,18.1537,18.4656,18.0631,18.2744,1129006,20433682,0.1409,0.7769,18.0988,1.5878,1291266800,,7282160000,71105000,0,401000000,27.6241,5.4455,5.558,-117.6353,
603848.SH,บรฬซฬซ,20190603,18.2744,18.3549,18.3549,17.9121,18.0933,769800,13834339,-0.1811,-0.9912,17.9713,1.0826,1278467900,,7209980000,71105000,0,401000000,27.3503,5.3916,5.5029,-116.4693,
603848.SH,บรฬซฬซ,20190604,18.0933,18.1537,18.1537,17.8014,17.8014,559700,9964468,-0.2918,-1.6129,17.8032,0.7871,1257847450,,7093690000,71105000,0,401000000,26.9091,5.3046,5.4142,-114.5908,
603848.SH,บรฬซฬซ,20190605,17.8014,18.0631,18.3147,17.8216,18.1335,1778783,32041200,0.3321,1.8655,18.013,2.5016,1281312100,,7226020000,71105000,0,401000000,27.4111,5.4035,5.5152,-116.7284,
603848.SH,บรฬซฬซ,20190606,18.1335,18.204,18.2945,17.882,18.214,1801042,32396522,0.0805,0.444,17.9877,2.5329,1287000500,,7258100000,71105000,0,401000000,27.5328,5.4275,5.5396,-117.2466,
603848.SH,บรฬซฬซ,20190610,18.214,18.3147,18.5864,18.0027,18.0933,1991915,36120680,-0.1208,-0.663,18.1336,2.8014,1278467900,,7209980000,71105000,0,401000000,27.3503,5.3916,5.5029,-116.4693,
603848.SH,บรฬซฬซ,20190611,18.0933,18.043,18.2744,17.9121,18.1134,3328406,59813711,0.0201,0.1112,17.9707,4.681,1279890000,,7218000000,71105000,0,401000000,27.3807,5.3975,5.509,-116.5989,
603848.SH,บรฬซฬซ,20190612,18.1134,18.1838,18.4958,17.9826,18.214,4348628,78669857,0.1006,0.5556,18.0907,6.1158,1287000500,,7258100000,71105000,0,401000000,27.5328,5.4275,5.5396,-117.2466,
603848.SH,บรฬซฬซ,20190613,18.214,18.2643,18.2744,17.9725,18.0228,2247677,40321937,-0.1912,-1.0497,17.9394,3.1611,1273490550,,7181910000,71105000,0,401000000,27.2438,5.3706,5.4815,-116.0159,
603848.SH,บรฬซฬซ,20190614,18.0228,18.1637,18.1637,17.8115,18.0631,2119977,37813497,0.0403,0.2233,17.8367,2.9815,1276334750,,7197950000,71105000,0,401000000,27.3046,5.3826,5.4937,-116.275,
603848.SH,บรฬซฬซ,20190617,18.0631,17.9121,18.0731,17.8115,17.9423,1999300,35645082,-0.1208,-0.6685,17.8288,2.8118,1267802150,,7149830000,71105000,0,401000000,27.1221,5.3466,5.457,-115.4977,
603848.SH,บรฬซฬซ,20190618,17.9423,17.8115,17.9323,16.1511,16.1914,7684931,124901608,-1.751,-9.7588,16.2528,10.8079,1144079450,,6452090000,71105000,0,401000000,24.4753,4.8248,4.9245,-104.2264,
603848.SH,บรฬซฬซ,20190619,16.1914,16.2014,16.3524,15.7385,16.0505,5972950,95135852,-0.1409,-0.8701,15.9278,8.4002,1134124750,,6395950000,71105000,0,401000000,24.2623,4.7828,4.8816,-103.3196,
603848.SH,บรฬซฬซ,20190620,16.0505,15.8971,16.0607,15.7131,16.0607,3784800,58863098,0.0102,0.0637,15.5525,5.3228,1117059550,,6299710000,71105000,0,401000000,23.8973,4.7109,4.8082,-101.7649,
603848.SH,บรฬซฬซ,20190621,16.0607,16.0096,16.2141,15.9483,16.0709,3631722,57164073,0.0102,0.0637,15.7402,5.1075,1117770600,,6303720000,71105000,0,401000000,23.9125,4.7139,4.8112,-101.8297,
603848.SH,บรฬซฬซ,20190624,16.0709,16.122,16.2243,15.9994,16.1425,2827100,44539189,0.0716,0.4453,15.7544,3.976,1122747950,,6331790000,71105000,0,401000000,24.0189,4.7348,4.8327,-102.2831,
603848.SH,บรฬซฬซ,20190625,16.1425,16.1425,16.1629,15.7642,15.8971,1970600,30698472,-0.2454,-1.5199,15.5782,2.7714,1105682750,,6235550000,71105000,0,401000000,23.6539,4.6629,4.7592,-100.7285,
603848.SH,บรฬซฬซ,20190626,15.8971,15.9074,15.938,15.754,15.8051,1872340,28973459,-0.092,-0.5788,15.4745,2.6332,1099283300,,6199460000,71105000,0,401000000,23.517,4.6359,4.7317,-100.1455,
603848.SH,บรฬซฬซ,20190627,15.8051,15.8051,15.8971,15.7336,15.7438,1827040,28227090,-0.0613,-0.3881,15.4496,2.5695,1095017000,,6175400000,71105000,0,401000000,23.4257,4.6179,4.7133,-99.7568,
603848.SH,บรฬซฬซ,20190628,15.7438,15.7336,15.7438,14.7726,14.9362,5538783,81843143,-0.8076,-5.1299,14.7764,7.7896,1038844050,,5858610000,71105000,0,401000000,22.224,4.381,4.4715,-94.6394,
603848.SH,บรฬซฬซ,20190701,14.9362,15.1815,15.6416,15.0997,15.6416,5854095,88411499,0.7054,4.7228,15.1025,8.233,1087906500,,6135300000,71105000,0,401000000,23.2736,4.5879,4.6827,-99.109,
603848.SH,บรฬซฬซ,20190702,15.6416,15.6416,16.0505,15.5904,15.7745,5297000,81764065,0.1329,0.8497,15.4359,7.4495,1097150150,,6187430000,71105000,0,401000000,23.4713,4.6269,4.7225,-99.9511,
603848.SH,บรฬซฬซ,20190703,15.7745,15.7949,16.1425,15.6416,15.8971,4881276,76097140,0.1227,0.7777,15.5896,6.8649,1105682750,,6235550000,71105000,0,401000000,23.6539,4.6629,4.7592,-100.7285,
603848.SH,บรฬซฬซ,20190704,15.8971,15.8971,16.2141,15.8971,16.1118,3516400,55247435,0.2147,1.3505,15.7114,4.9454,1120614800,,6319760000,71105000,0,401000000,23.9733,4.7259,4.8235,-102.0888,
603848.SH,บรฬซฬซ,20190705,16.1118,16.1732,16.4594,15.8256,16.3572,4499900,71421169,0.2454,1.5228,15.8717,6.3285,1137680000,,6416000000,71105000,0,401000000,24.3384,4.7978,4.8969,-103.6434,
603848.SH,บรฬซฬซ,20190708,16.3572,16.3572,16.5412,15.9074,16.1118,4262500,67903360,-0.2454,-1.5,15.9304,5.9947,1120614800,,6319760000,71105000,0,401000000,23.9733,4.7259,4.8235,-102.0888,
603848.SH,บรฬซฬซ,20190709,16.1118,15.8562,16.9195,15.8154,16.7866,4879177,78762657,0.6747,4.1878,16.1426,6.8619,1167544100,,6584420000,71105000,0,401000000,24.9773,4.9238,5.0255,-106.3641,
603848.SH,บรฬซฬซ,20190710,16.7866,16.8172,17.2773,16.6741,17.1444,4690900,78107840,0.3578,2.1315,16.6509,6.5971,1192430850,,6724770000,71105000,0,401000000,25.5097,5.0287,5.1326,-108.6313,
603848.SH,บรฬซฬซ,20190711,17.1444,17.1955,17.3386,16.899,17.0933,3454300,57935436,-0.0511,-0.2982,16.772,4.858,1188875600,,6704720000,71105000,0,401000000,25.4336,5.0137,5.1173,-108.3074,
603848.SH,บรฬซฬซ,20190712,17.0933,17.0217,17.2262,16.9195,17.1035,3056077,51130952,0.0102,0.0598,16.7309,4.298,1189586650,,6708730000,71105000,0,401000000,25.4488,5.0167,5.1203,-108.3722,
603848.SH,บรฬซฬซ,20190715,17.1035,17.1035,17.7987,16.8683,17.7884,4642381,79017969,0.685,4.0048,17.021,6.5289,1237227000,,6977400000,71105000,0,401000000,26.468,5.2176,5.3254,-112.7122,
603848.SH,บรฬซฬซ,20190716,17.7884,17.7884,18.9743,17.5329,18.7188,6515577,117564418,0.9303,5.2299,18.0436,9.1633,1301932550,,7342310000,71105000,0,401000000,27.8522,5.4905,5.6039,-118.607,
603848.SH,บรฬซฬซ,20190717,18.7188,18.4427,19.7922,18.4325,19.3833,7723300,145805355,0.6645,3.55,18.8786,10.8618,1348150800,,7602960000,71105000,0,401000000,28.841,5.6854,5.8029,-122.8175,
603848.SH,บรฬซฬซ,20190718,19.3833,19.598,19.6286,19.0152,19.281,4033676,76185873,-0.1022,-0.5274,18.8875,5.6728,1341040300,,7562860000,71105000,0,401000000,28.6889,5.6554,5.7722,-122.1697,
603848.SH,บรฬซฬซ,20190719,19.281,19.5468,19.9149,19.0663,19.6388,3833138,73257890,0.3578,1.8558,19.1117,5.3908,1365927050,,7703210000,71105000,0,401000000,29.2213,5.7604,5.8794,-124.4369,
603848.SH,บรฬซฬซ,20190722,19.6388,20.1398,20.1398,19.1072,19.7002,3547638,68081320,0.0613,0.3123,19.1906,4.9893,1370193350,,7727270000,71105000,0,401000000,29.3125,5.7784,5.8977,-124.8256,
603848.SH,บรฬซฬซ,20190723,19.7002,19.4446,21.1314,19.4446,21.0088,4738549,95193016,1.3086,6.6424,20.0891,6.6642,1461207750,,8240550000,71105000,0,401000000,31.2596,6.1622,6.2895,-133.1171,
603848.SH,บรฬซฬซ,20190724,21.0088,21.0599,21.4688,20.8554,21.2643,4208705,86972525,0.2556,1.2165,20.6649,5.919,1478984000,,8340800000,71105000,0,401000000,31.6399,6.2372,6.366,-134.7365,
603848.SH,บรฬซฬซ,20190725,21.2643,21.295,21.7039,21.2439,21.4279,2836700,59573021,0.1636,0.7692,21.0008,3.9895,1490360800,,8404960000,71105000,0,401000000,31.8833,6.2851,6.415,-135.7729,
603848.SH,บรฬซฬซ,20190726,21.4279,21.2848,21.7551,21.0599,21.7346,3739900,78630027,0.3067,1.4313,21.0246,5.2597,1511692300,,8525260000,71105000,0,401000000,32.3396,6.3751,6.5068,-137.7162,
603848.SH,บรฬซฬซ,20190729,21.7346,21.8164,22.3684,21.479,21.7653,3327600,70813446,0.0307,0.1411,21.2806,4.6798,1513825450,,8537290000,71105000,0,401000000,32.3853,6.3841,6.516,-137.9106,
603848.SH,บรฬซฬซ,20190730,21.7653,22.3787,22.3787,21.4075,21.8062,3952650,84162036,0.0409,0.1879,21.2926,5.5589,1516669650,,8553330000,71105000,0,401000000,32.4461,6.3961,6.5282,-138.1697,
603848.SH,บรฬซฬซ,20190731,21.8062,21.6733,21.8777,21.4075,21.5608,2712073,57451189,-0.2454,-1.1252,21.1835,3.8142,1499604450,,8457090000,71105000,0,401000000,32.081,6.3241,6.4548,-136.615,
603848.SH,บรฬซฬซ,20190801,21.5608,21.5608,21.8062,19.4037,19.4037,8123545,159818500,-2.1571,-10.0047,19.6735,11.4247,1349572900,,7610980000,71105000,0,401000000,28.8714,5.6914,5.809,-122.947,
603848.SH,บรฬซฬซ,20190802,19.4037,19.4344,19.4344,18.4223,18.6574,5248867,96366595,-0.7463,-3.8462,18.3595,7.3819,1297666250,,7318250000,71105000,0,401000000,27.761,5.4725,5.5856,-118.2183,
603848.SH,บรฬซฬซ,20190805,18.6574,18.6063,18.8312,18.2076,18.6165,3516738,64158869,-0.0409,-0.2192,18.2439,4.9458,1294822050,,7302210000,71105000,0,401000000,27.7001,5.4605,5.5733,-117.9592,
603848.SH,บรฬซฬซ,20190806,18.6165,18.6574,18.6574,18.1667,18.5143,2794400,50453938,-0.1022,-0.5491,18.0554,3.93,1287711550,,7262110000,71105000,0,401000000,27.548,5.4305,5.5427,-117.3114,
603848.SH,บรฬซฬซ,20190807,18.5143,18.9743,18.9743,18.2894,18.5654,2977800,53992662,0.0511,0.2761,18.1317,4.1879,1291266800,,7282160000,71105000,0,401000000,27.6241,5.4455,5.558,-117.6353,
603848.SH,บรฬซฬซ,20190808,18.5654,18.7085,18.7903,18.2076,18.5654,3998300,72282239,0,0,18.0782,5.6231,1291266800,,7282160000,71105000,0,401000000,27.6241,5.4455,5.558,-117.6353,
603848.SH,บรฬซฬซ,20190809,18.5654,18.545,18.6574,16.7048,16.7048,3072300,52990238,-1.8606,-10.022,17.2477,4.3208,1161855700,,6552340000,71105000,0,401000000,24.8556,4.8998,5.001,-105.8459,
603848.SH,บรฬซฬซ,20190812,16.7048,15.0384,17.0217,15.0384,16.3674,12729003,194236857,-0.3374,-2.0196,15.2594,17.9017,1138391050,,6420010000,71105000,0,401000000,24.3536,4.8008,4.9,-103.7082,
603848.SH,บรฬซฬซ,20190813,16.3674,15.4064,16.3367,15.4064,15.9483,9117567,141173037,-0.4192,-2.5609,15.4836,12.8227,1109238000,,6255600000,71105000,0,401000000,23.7299,4.6779,4.7745,-101.0524,
603848.SH,บรฬซฬซ,20190814,15.9483,16.2038,16.7763,15.938,16.5105,7234036,115991533,0.5623,3.5256,16.0341,10.1737,1148345750,,6476150000,71105000,0,401000000,24.5666,4.8428,4.9428,-104.6151,
603848.SH,บรฬซฬซ,20190815,16.5105,16.1527,16.4696,15.9483,16.3061,5000247,79526575,-0.2045,-1.2384,15.9045,7.0322,1134124750,,6395950000,71105000,0,401000000,24.2623,4.7828,4.8816,-103.3196,
