¥˙¬Î,ºÚ≥∆,»’∆⁄,«∞ ’≈Ãº€(‘™),ø™≈Ãº€(‘™),◊Ó∏ﬂº€(‘™),◊ÓµÕº€(‘™), ’≈Ãº€(‘™),≥…Ωª¡ø(π…),≥…ΩªΩ∂Ó(‘™),’«µ¯(‘™),’«µ¯∑˘(%),æ˘º€(‘™),ªª ÷¬ (%),Aπ…¡˜Õ® –÷µ(‘™),Bπ…¡˜Õ® –÷µ(‘™),◊‹ –÷µ(‘™),Aπ…¡˜Õ®π…±æ(π…),Bπ…¡˜Õ®π…±æ(π…),◊‹π…±æ(π…), –”Ø¬ , –æª¬ , –œ˙¬ , –œ÷¬ ,
603150.SH,ÕÚ¿ ¥≈À‹,20220124,,41.03,49.23,41.03,49.23,1836772,90081936,15.04,43.9895,49.0436,8.8519,1021522500,,4086090000,20750000,0,83000000,31.6243,6.7768,2.7656,264.6869,
603150.SH,ÕÚ¿ ¥≈À‹,20220125,49.23,54.15,54.15,51.02,54.15,8790434,474195782,4.92,9.9939,53.9445,42.3635,1123612500,,4494450000,20750000,0,83000000,34.7848,7.4541,3.042,291.1395,
603150.SH,ÕÚ¿ ¥≈À‹,20220126,54.15,49.33,54.69,48.74,48.74,4376145,221308675,-5.41,-9.9908,50.5716,21.0899,1011355000,,4045420000,20750000,0,83000000,31.3095,6.7094,2.7381,262.0524,
603150.SH,ÕÚ¿ ¥≈À‹,20220127,48.74,43.87,43.87,43.87,43.87,347900,15262373,-4.87,-9.9918,43.87,1.6766,910302500,,3641210000,20750000,0,83000000,28.1811,6.039,2.4645,235.8687,
603150.SH,ÕÚ¿ ¥≈À‹,20220128,43.87,39.48,39.48,39.48,39.48,1028000,40585440,-4.39,-10.0068,39.48,4.9542,819210000,,3276840000,20750000,0,83000000,25.3611,5.4347,2.2179,212.2657,
603150.SH,ÕÚ¿ ¥≈À‹,20220207,39.48,39.03,42.78,36.53,38.47,7513729,291504615,-1.01,-2.5583,38.7963,36.2107,798252500,,3193010000,20750000,0,83000000,24.7123,5.2956,2.1612,206.8354,
603150.SH,ÕÚ¿ ¥≈À‹,20220208,38.47,37.99,41.3,37.1,39.78,6660409,258902806,1.31,3.4053,38.8719,32.0984,825435000,,3301740000,20750000,0,83000000,25.5538,5.476,2.2348,213.8786,
603150.SH,ÕÚ¿ ¥≈À‹,20220209,39.78,39.02,40.06,38.37,39.15,5279833,206715363,-0.63,-1.5837,39.1519,25.445,812362500,,3249450000,20750000,0,83000000,25.1491,5.3892,2.1994,210.4914,
603150.SH,ÕÚ¿ ¥≈À‹,20220210,39.15,38.8,42.6,38.38,40.87,7313472,294784147,1.72,4.3934,40.307,35.2456,848052500,,3392210000,20750000,0,83000000,26.254,5.626,2.296,219.7391,
603150.SH,ÕÚ¿ ¥≈À‹,20220211,40.87,39.75,41.1,39.23,40,5126482,204944133,-0.87,-2.1287,39.9775,24.7059,830000000,,3320000000,20750000,0,83000000,25.6951,5.5062,2.2471,215.0615,
603150.SH,ÕÚ¿ ¥≈À‹,20220214,40,39.36,39.77,37.21,37.29,4932731,189173644,-2.71,-6.775,38.3507,23.7722,773767500,,3095070000,20750000,0,83000000,23.9543,5.1332,2.0949,200.4911,
