ด๚ย๋,ผ๒ณฦ,ศีฦฺ,วฐสีลฬผÛ(ิช),ฟชลฬผÛ(ิช),ื๎ธ฿ผÛ(ิช),ื๎ตอผÛ(ิช),สีลฬผÛ(ิช),ณษฝปมฟ(นษ),ณษฝปฝ๐ถ๎(ิช),ีวต๘(ิช),ีวต๘ท๙(%),พ๙ผÛ(ิช),ปปสึยส(%),Aนษม๗อจสะึต(ิช),Bนษม๗อจสะึต(ิช),ืÜสะึต(ิช),Aนษม๗อจนษฑพ(นษ),Bนษม๗อจนษฑพ(นษ),ืÜนษฑพ(นษ),สะำฏยส,สะพปยส,สะฯ๚ยส,สะฯึยส,
301079.SZ,ษÛั๔าบัน,20211102,30.49,30,31.74,29.95,30.78,5306101,163786465,0.29,0.9511,30.8676,29.6474,550881510.3,,2582236820.52,17897385,0,83893334,43.8076,11.8553,7.643,-706.2421,
301079.SZ,ษÛั๔าบัน,20211103,30.78,30.58,30.58,29.04,29.95,3872295,114849496,-0.83,-2.6966,29.6593,21.6361,536026680.75,,2512605353.3,17897385,0,83893334,42.6263,11.5356,7.4369,-687.1979,
301079.SZ,ษÛั๔าบัน,20211104,29.95,30.18,30.59,29.83,29.96,3842530,115933454,0.01,0.0334,30.1711,21.4698,536205654.6,,2513444286.64,17897385,0,83893334,42.6405,11.5394,7.4394,-687.4274,
301079.SZ,ษÛั๔าบัน,20211105,29.96,29.41,30.56,29.37,29.89,3796990,113808982,-0.07,-0.2336,29.9735,21.2153,534952837.65,,2507571753.26,17897385,0,83893334,42.5409,11.5125,7.422,-685.8212,
301079.SZ,ษÛั๔าบัน,20211108,29.89,30,31.92,29.61,31.62,6018933,186256193,1.73,5.7879,30.9451,33.6302,565915313.7,,2652707221.08,17897385,0,83893334,45.0031,12.1788,7.8516,-725.5158,
301079.SZ,ษÛั๔าบัน,20211109,31.62,31.3,32.48,30.88,31.83,5675819,179378157,0.21,0.6641,31.6039,31.7131,569673764.55,,2670324821.22,17897385,0,83893334,45.302,12.2597,7.9037,-730.3342,
301079.SZ,ษÛั๔าบัน,20211110,31.83,31.6,32.4,31.1,32.21,4942667,156930352,0.38,1.1938,31.7501,27.6167,576474770.85,,2702204288.14,17897385,0,83893334,45.8428,12.406,7.9981,-739.0533,
301079.SZ,ษÛั๔าบัน,20211111,32.21,32.36,33.46,31.33,31.45,6863448,221172022,-0.76,-2.3595,32.2246,38.3489,562872758.25,,2638445354.3,17897385,0,83893334,44.7611,12.1133,7.8094,-721.6152,
301079.SZ,ษÛั๔าบัน,20211112,31.45,31.52,35,31.52,34.05,8657781,286500719,2.6,8.2671,33.0917,48.3746,609405959.25,,2856568022.7,17897385,0,83893334,48.4616,13.1147,8.455,-781.2718,
301079.SZ,ษÛั๔าบัน,20211115,34.05,33.31,36.69,33.31,35.3,9017458,313744031,1.25,3.6711,34.793,50.3842,631777690.5,,2961434690.2,17897385,0,83893334,50.2406,13.5962,8.7653,-809.9528,
301079.SZ,ษÛั๔าบัน,20211116,35.3,34.11,34.5,31.8,32.2,6599160,215068531,-3.1,-8.7819,32.5903,36.8722,576295797,,2701365354.8,17897385,0,83893334,45.8286,12.4022,7.9956,-738.8238,
301079.SZ,ษÛั๔าบัน,20211117,32.2,31.99,33.14,31.8,32.99,4622181,151201643,0.79,2.4534,32.7122,25.826,590434731.15,,2767641088.66,17897385,0,83893334,46.9529,12.7065,8.1917,-756.9503,
301079.SZ,ษÛั๔าบัน,20211118,32.99,33.97,35.5,33,33.63,5945296,202168046,0.64,1.94,34.0047,33.2188,601889057.55,,2821332822.42,17897385,0,83893334,47.8638,12.953,8.3507,-771.6349,
301079.SZ,ษÛั๔าบัน,20211119,33.63,32.81,40.36,32.63,40.36,7970054,293331303,6.73,20.0119,36.8042,44.5319,722338458.6,,3385934960.24,17897385,0,83893334,57.4423,15.5451,10.0218,-926.0537,
301079.SZ,ษÛั๔าบัน,20211122,40.36,40.02,42.92,38.5,39,10989479,439450676,-1.36,-3.3697,39.9883,61.4027,697998015,,3271840026,17897385,0,83893334,55.5067,15.0213,9.6841,-894.8488,
301079.SZ,ษÛั๔าบัน,20211123,39,38.48,39.95,37.8,39.2,6653703,258552349,0.2,0.5128,38.8584,37.177,701577492,,3288618692.8,17897385,0,83893334,55.7913,15.0983,9.7338,-899.4377,
301079.SZ,ษÛั๔าบัน,20211124,39.2,38.52,42.38,38.21,40.23,7863653,318544545,1.03,2.6276,40.5085,43.9374,720011798.55,,3375028826.82,17897385,0,83893334,57.2573,15.495,9.9895,-923.0709,
301079.SZ,ษÛั๔าบัน,20211125,40.23,39.03,45,37.01,42.42,7802804,313634045,2.19,5.4437,40.195,43.5975,759207071.7,,3558755228.28,17897385,0,83893334,60.3742,16.3385,10.5333,-973.3201,
301079.SZ,ษÛั๔าบัน,20211126,42.42,41,41.76,39.05,40.11,5464096,221099451,-2.31,-5.4455,40.464,30.5301,717864112.35,,3364961626.74,17897385,0,83893334,57.0865,15.4488,9.9597,-920.3175,
301079.SZ,ษÛั๔าบัน,20211129,40.11,39,41.45,38.48,39.98,3689266,147832650,-0.13,-0.3241,40.071,20.6134,715537452.3,,3354055493.32,17897385,0,83893334,56.9014,15.3987,9.9274,-917.3347,
301079.SZ,ษÛั๔าบัน,20211130,39.98,39.8,41.88,39.5,40.69,4358903,176082121,0.71,1.7759,40.396,24.355,728244595.65,,3413619760.46,17897385,0,83893334,57.9119,15.6722,10.1037,-933.6255,
301079.SZ,ษÛั๔าบัน,20211201,40.69,40,40.2,38.21,38.68,4028149,157649775,-2.01,-4.9398,39.137,22.5069,692270851.8,,3244994159.12,17897385,0,83893334,55.0512,14.898,9.6046,-887.5064,
301079.SZ,ษÛั๔าบัน,20211202,38.68,38,38.96,36.58,36.92,3875798,145335372,-1.76,-4.5502,37.4982,21.6557,660771454.2,,3097341891.28,17897385,0,83893334,52.5463,14.2201,9.1676,-847.1235,
301079.SZ,ษÛั๔าบัน,20211203,36.92,37.2,37.83,36.42,36.5,2543409,93877053,-0.42,-1.1376,36.9099,14.2111,653254552.5,,3062106691,17897385,0,83893334,51.9485,14.0584,9.0633,-837.4866,
301079.SZ,ษÛั๔าบัน,20211206,36.5,36,36.29,34.7,35.05,2607425,92199463,-1.45,-3.9726,35.3604,14.5687,627303344.25,,2940461356.7,17897385,0,83893334,49.8848,13.4999,8.7033,-804.2166,
301079.SZ,ษÛั๔าบัน,20211207,35.05,35.04,35.82,34.03,35.41,2526793,88884209,0.36,1.0271,35.1767,14.1182,633746402.85,,2970662956.94,17897385,0,83893334,50.3972,13.6385,8.7927,-812.4767,
301079.SZ,ษÛั๔าบัน,20211208,35.41,35.27,35.86,34.85,35.22,2272146,80309982,-0.19,-0.5366,35.3454,12.6954,630345899.7,,2954723223.48,17897385,0,83893334,50.1268,13.5654,8.7455,-808.1172,
301079.SZ,ษÛั๔าบัน,20211209,35.22,35,35.36,34.05,34.15,2440727,84366581,-1.07,-3.038,34.5662,13.6373,611195697.75,,2864957356.1,17897385,0,83893334,48.6039,13.1532,8.4798,-783.5663,
301079.SZ,ษÛั๔าบัน,20211210,34.15,35,35.5,34.33,34.37,2369966,82383014,0.22,0.6442,34.7613,13.242,615133122.45,,2883413889.58,17897385,0,83893334,48.917,13.238,8.5344,-788.6141,
301079.SZ,ษÛั๔าบัน,20211213,34.37,34.3,34.86,33.83,34.54,2175660,74872303,0.17,0.4946,34.4136,12.1563,618175677.9,,2897675756.36,17897385,0,83893334,49.159,13.3035,8.5766,-792.5148,
301079.SZ,ษÛั๔าบัน,20211214,34.54,34.26,35.4,33.86,35.31,2826048,98510703,0.77,2.2293,34.8581,15.7903,631956664.35,,2962273623.54,17897385,0,83893334,50.2549,13.6,8.7678,-810.1823,
301079.SZ,ษÛั๔าบัน,20211215,35.31,35.25,36.36,34.79,36.05,3481739,124479522,0.74,2.0957,35.7521,19.4539,645200729.25,,3024354690.7,17897385,0,83893334,51.3081,13.8851,8.9516,-827.1614,
301079.SZ,ษÛั๔าบัน,20211216,36.05,36.04,36.8,35.23,36.4,3204317,115523340,0.35,0.9709,36.0524,17.9038,651464814,,3053717357.6,17897385,0,83893334,51.8062,14.0199,9.0385,-835.1921,
301079.SZ,ษÛั๔าบัน,20211217,36.4,36.1,36.15,33.98,34.01,3319200,115553171,-2.39,-6.5659,34.8136,18.5457,608690063.85,,2853212289.34,17897385,0,83893334,48.4047,13.0993,8.445,-780.354,
301079.SZ,ษÛั๔าบัน,20211220,34.01,33.51,33.51,31.94,32.18,2545528,83216298,-1.83,-5.3808,32.6912,14.2229,575937849.3,,2699687488.12,17897385,0,83893334,45.8001,12.3945,7.9906,-738.3649,
301079.SZ,ษÛั๔าบัน,20211221,32.18,32,32.66,31.95,32.58,1405110,45537205,0.4,1.243,32.4083,7.8509,583096803.3,,2733244821.72,17897385,0,83893334,46.3694,12.5485,8.0899,-747.5428,
301079.SZ,ษÛั๔าบัน,20211222,32.58,32.4,32.87,32.4,32.7,1238488,40409313,0.12,0.3683,32.6279,6.9199,585244489.5,,2743312021.8,17897385,0,83893334,46.5402,12.5948,8.1197,-750.2963,
301079.SZ,ษÛั๔าบัน,20211223,32.7,32.4,32.76,31.96,32.05,1552132,50008128,-0.65,-1.9878,32.219,8.6724,573611189.25,,2688781354.7,17897385,0,83893334,45.6151,12.3444,7.9583,-735.3821,
301079.SZ,ษÛั๔าบัน,20211224,32.05,32.11,32.27,30.58,30.66,1876023,58482471,-1.39,-4.337,31.1736,10.4821,548733824.1,,2572169620.44,17897385,0,83893334,43.6368,11.809,7.6132,-703.4888,
301079.SZ,ษÛั๔าบัน,20211227,30.66,30.82,31.49,30.66,31.3,1163845,36230522,0.64,2.0874,31.13,6.5029,560188150.5,,2625861354.2,17897385,0,83893334,44.5477,12.0555,7.7721,-718.1735,
301079.SZ,ษÛั๔าบัน,20211228,31.3,31.9,32.34,31,31.65,1481505,46904917,0.35,1.1182,31.6603,8.2778,566452235.25,,2655224021.1,17897385,0,83893334,45.0458,12.1903,7.859,-726.2042,
301079.SZ,ษÛั๔าบัน,20211229,31.65,31.55,32.53,31.55,31.98,1567740,50326761,0.33,1.0427,32.1015,8.7596,572358372.3,,2682908821.32,17897385,0,83893334,45.5155,12.3174,7.941,-733.7759,
301079.SZ,ษÛั๔าบัน,20211230,31.98,32.22,32.75,31.78,32.13,1518616,48947880,0.15,0.469,32.2319,8.4851,575042980.05,,2695492821.42,17897385,0,83893334,45.729,12.3752,7.9782,-737.2177,
301079.SZ,ษÛั๔าบัน,20211231,32.13,32.36,32.44,31.74,31.75,1139888,36525018,-0.38,-1.1827,32.0426,6.369,568241973.75,,2663613354.5,17897385,0,83893334,45.1881,12.2289,7.8838,-728.4987,
301079.SZ,ษÛั๔าบัน,20220104,31.75,31.72,32.04,31.49,31.76,1022693,32431226,0.01,0.0315,31.7116,5.7142,568420947.6,,2664452287.84,17897385,0,83893334,45.2023,12.2327,7.0999,98.541,
301079.SZ,ษÛั๔าบัน,20220105,31.76,31.74,31.8,30.46,30.91,1323231,40933058,-0.85,-2.6763,30.9342,7.3934,553208170.35,,2593142953.94,17897385,0,83893334,43.9926,11.9053,6.9098,95.9037,
301079.SZ,ษÛั๔าบัน,20220106,30.91,30.77,31.91,30.77,31.72,1270999,40025728,0.81,2.6205,31.4915,7.1016,567705052.2,,2661096554.48,17897385,0,83893334,45.1454,12.2173,7.0909,98.4169,
301079.SZ,ษÛั๔าบัน,20220107,31.72,31.6,32.38,31.37,32.03,1724720,55187828,0.31,0.9773,31.9981,9.6367,573253241.55,,2687103488.02,17897385,0,83893334,45.5866,12.3367,7.1602,99.3787,
301079.SZ,ษÛั๔าบัน,20220110,32.03,32.09,33.28,32.09,32.5,1881043,61357597,0.47,1.4674,32.6189,10.5102,581665012.5,,2726533355,17897385,0,83893334,46.2556,12.5177,7.2653,100.837,
301079.SZ,ษÛั๔าบัน,20220111,32.5,32.47,32.97,31.73,31.98,1417179,45577727,-0.52,-1.6,32.1609,7.9184,572358372.3,,2682908821.32,17897385,0,83893334,45.5155,12.3174,7.149,99.2236,
301079.SZ,ษÛั๔าบัน,20220112,31.98,32.18,32.77,32.18,32.54,1196524,38830464,0.56,1.7511,32.4527,6.6855,582380907.9,,2729889088.36,17897385,0,83893334,46.3125,12.5331,7.2742,100.9611,
301079.SZ,ษÛั๔าบัน,20220113,32.54,32.52,33.12,31.96,32.78,1634976,53195373,0.24,0.7376,32.5359,9.1353,586676280.3,,2750023488.52,17897385,0,83893334,46.6541,12.6256,7.3279,101.7057,
301079.SZ,ษÛั๔าบัน,20220114,32.78,32.58,32.9,31.71,31.82,1280012,41337188,-0.96,-2.9286,32.2944,7.1519,569494790.7,,2669485887.88,17897385,0,83893334,45.2877,12.2558,7.1133,98.7272,
301079.SZ,ษÛั๔าบัน,20220117,31.82,31.42,32.19,31.39,32,856568,27309833,0.18,0.5657,31.8829,4.786,572716320,,2684586688,17897385,0,83893334,45.5439,12.3251,7.1535,99.2857,
301079.SZ,ษÛั๔าบัน,20220118,32,31.99,32.15,31,31.32,995956,31246739,-0.68,-2.125,31.3736,5.5648,560546098.2,,2627539220.88,17897385,0,83893334,44.5761,12.0632,7.0015,97.1758,
301079.SZ,ษÛั๔าบัน,20220119,31.32,31,31.94,30.92,31.57,928632,29312365,0.25,0.7982,31.5651,5.1886,565020444.45,,2648512554.38,17897385,0,83893334,44.9319,12.1595,7.0574,97.9515,
301079.SZ,ษÛั๔าบัน,20220120,31.57,31.42,31.73,29.88,29.98,1268368,38732708,-1.59,-5.0364,30.5374,7.0869,536563602.3,,2515122153.32,17897385,0,83893334,42.669,11.5471,6.7019,93.0182,
301079.SZ,ษÛั๔าบัน,20220121,29.98,29.88,30.2,29.2,29.4,854318,25246914,-0.58,-1.9346,29.5521,4.7734,526183119,,2466464019.6,17897385,0,83893334,41.8435,11.3237,6.5723,91.2187,
301079.SZ,ษÛั๔าบัน,20220124,29.4,29.4,29.88,29.36,29.5,586800,17382468,0.1,0.3401,29.6225,3.2787,527972857.5,,2474853353,17897385,0,83893334,41.9858,11.3622,6.5946,91.529,
301079.SZ,ษÛั๔าบัน,20220125,29.5,29.51,31.83,29.51,29.99,2421200,74359266,0.49,1.661,30.7117,13.5282,536742576.15,,2515961086.66,17897385,0,83893334,42.6832,11.551,6.7042,93.0493,
301079.SZ,ษÛั๔าบัน,20220126,29.99,29.51,31.06,29.51,30.57,2041502,61799573,0.58,1.934,30.2716,11.4067,547123059.45,,2564619220.38,17897385,0,83893334,43.5087,11.7744,6.8338,94.8488,
301079.SZ,ษÛั๔าบัน,20220127,30.57,30.4,30.4,27.86,27.87,2197200,63453246,-2.7,-8.8322,28.8791,12.2767,498800119.95,,2338107218.58,17897385,0,83893334,39.6659,10.7344,6.2303,86.4716,
301079.SZ,ษÛั๔าบัน,20220128,27.87,28.46,29.11,27.6,28.9,1514718,43414984,1.03,3.6957,28.6621,8.4633,517234426.5,,2424517352.6,17897385,0,83893334,41.1319,11.1312,6.4605,89.6674,
301079.SZ,ษÛั๔าบัน,20220207,28.9,29.3,31.48,29.01,31.2,2496413,76041422,2.3,7.9585,30.4603,13.9485,558398412,,2617472020.8,17897385,0,83893334,44.4053,12.017,6.9747,96.8035,
301079.SZ,ษÛั๔าบัน,20220208,31.2,30.87,31.25,30.43,31.04,1624612,50063644,-0.16,-0.5128,30.8158,9.0774,555534830.4,,2604049087.36,17897385,0,83893334,44.1776,11.9554,6.9389,96.3071,
301079.SZ,ษÛั๔าบัน,20220209,31.04,30.71,32.03,30.32,31.91,2521059,79094423,0.87,2.8028,31.3735,14.0862,571105555.35,,2677036287.94,17897385,0,83893334,45.4158,12.2905,7.1334,99.0064,
301079.SZ,ษÛั๔าบัน,20220210,31.91,31.84,32.08,31.2,31.56,1491200,47074304,-0.35,-1.0968,31.5681,8.3319,564841470.6,,2647673621.04,17897385,0,83893334,44.9177,12.1557,7.0551,97.9205,
301079.SZ,ษÛั๔าบัน,20220211,31.56,31.5,31.51,30.08,30.33,1509000,46132228,-1.23,-3.8973,30.5714,8.4314,542827687.05,,2544484820.22,17897385,0,83893334,43.1671,11.6819,6.7802,94.1042,
301079.SZ,ษÛั๔าบัน,20220214,30.33,30.27,30.86,30.18,30.69,1027100,31400218,0.36,1.1869,30.5717,5.7388,549270745.65,,2574686420.46,17897385,0,83893334,43.6795,11.8206,6.8607,95.2212,
301079.SZ,ษÛั๔าบัน,20220215,30.69,30.5,31.48,29.61,30.89,1506300,46225491,0.2,0.6517,30.6881,8.4163,552850222.65,,2591465087.26,17897385,0,83893334,43.9641,11.8976,6.9054,95.8417,
301079.SZ,ษÛั๔าบัน,20220216,30.89,30.85,31.8,30.6,31.79,1727948,54354327,0.9,2.9136,31.456,9.6548,568957869.15,,2666969087.86,17897385,0,83893334,45.245,12.2443,7.1066,98.6341,
301079.SZ,ษÛั๔าบัน,20220217,31.79,31.82,32.9,31.2,31.88,2182000,69615306,0.09,0.2831,31.9044,12.1917,570568633.8,,2674519487.92,17897385,0,83893334,45.3731,12.2789,7.1267,98.9133,
301079.SZ,ษÛั๔าบัน,20220218,31.88,31.4,32.07,30.75,32.07,1854245,58478346,0.19,0.596,31.5376,10.3604,573969136.95,,2690459221.38,17897385,0,83893334,45.6436,12.3521,7.1692,99.5028,
301079.SZ,ษÛั๔าบัน,20220221,32.07,32.15,32.18,31.66,31.93,1349423,43052783,-0.14,-0.4365,31.9046,7.5398,571463503.05,,2678714154.62,17897385,0,83893334,45.4443,12.2982,7.1379,99.0685,
301079.SZ,ษÛั๔าบัน,20220222,31.93,31.99,32.88,31.43,32.8,2941192,95043905,0.87,2.7247,32.3148,16.4336,587034228,,2751701355.2,17897385,0,83893334,46.6825,12.6333,7.3323,101.7678,
301079.SZ,ษÛั๔าบัน,20220223,32.8,32.38,32.75,32.23,32.59,2044964,66475610,-0.21,-0.6402,32.507,11.426,583275777.15,,2734083755.06,17897385,0,83893334,46.3836,12.5524,7.2854,101.1162,
301079.SZ,ษÛั๔าบัน,20220224,32.59,32.48,32.57,31.01,31.41,2339744,74653520,-1.18,-3.6207,31.9067,13.0731,562156862.85,,2635089620.94,17897385,0,83893334,44.7042,12.0979,7.0216,97.4551,
301079.SZ,ษÛั๔าบัน,20220225,31.41,31.86,32,30.85,30.95,1517795,47702868,-0.46,-1.4645,31.4291,8.4805,553924065.75,,2596498687.3,17897385,0,83893334,44.0495,11.9207,6.9188,96.0278,
301079.SZ,ษÛั๔าบัน,20220228,30.95,31.06,31.74,30.01,31.46,1532107,47362422,0.51,1.6478,30.9133,8.5605,563051732.1,,2639284287.64,17897385,0,83893334,44.7754,12.1172,7.0328,97.6102,
301079.SZ,ษÛั๔าบัน,20220301,31.46,31.69,32.95,31.2,32.49,2235396,71979631,1.03,3.274,32.1999,12.4901,581486038.65,,2725694421.66,17897385,0,83893334,46.2413,12.5139,7.263,100.806,
301079.SZ,ษÛั๔าบัน,20220302,32.49,32.28,32.34,31.74,32.13,1333968,42698259,-0.36,-1.108,32.0085,7.4534,575042980.05,,2695492821.42,17897385,0,83893334,45.729,12.3752,7.1826,99.689,
301079.SZ,ษÛั๔าบัน,20220303,32.13,32.15,32.3,31.37,31.47,1155237,36564147,-0.66,-2.0542,31.6508,6.4548,563230705.95,,2640123220.98,17897385,0,83893334,44.7896,12.121,7.035,97.6412,
301079.SZ,ษÛั๔าบัน,20220304,31.47,31.31,31.69,30.3,30.48,1298986,40280619,-0.99,-3.1459,31.0093,7.258,545512294.8,,2557068820.32,17897385,0,83893334,43.3806,11.7397,6.8137,94.5696,
301079.SZ,ษÛั๔าบัน,20220307,30.48,30.59,31.08,30.07,30.16,1090555,33379688,-0.32,-1.0499,30.608,6.0934,539785131.6,,2530222953.44,17897385,0,83893334,42.9252,11.6165,6.7422,93.5767,
301079.SZ,ษÛั๔าบัน,20220308,30.16,29.86,30.27,28.87,28.89,1126725,33322941,-1.27,-4.2109,29.575,6.2955,517055452.65,,2423678419.26,17897385,0,83893334,41.1176,11.1273,6.4583,89.6363,
301079.SZ,ษÛั๔าบัน,20220309,28.89,28.97,29.27,27.3,28.69,1176868,33531953,-0.2,-0.6923,28.4925,6.5756,513475975.65,,2406899752.46,17897385,0,83893334,40.833,11.0503,6.4136,89.0158,
301079.SZ,ษÛั๔าบัน,20220310,28.69,29.22,29.65,28.7,28.81,945200,27574363,0.12,0.4183,29.173,5.2812,515623661.85,,2416966952.54,17897385,0,83893334,41.0038,11.0965,6.4404,89.3881,
301079.SZ,ษÛั๔าบัน,20220311,28.81,28.81,28.88,27.74,28.6,1082540,30519228,-0.21,-0.7289,28.1922,6.0486,511865211,,2399349352.4,17897385,0,83893334,40.7049,11.0156,6.3934,88.7366,
301079.SZ,ษÛั๔าบัน,20220314,28.6,28.46,28.79,27.87,27.87,748868,21208009,-0.73,-2.5524,28.3201,4.1842,498800119.95,,2338107218.58,17897385,0,83893334,39.6659,10.7344,6.2303,86.4716,
301079.SZ,ษÛั๔าบัน,20220315,27.87,27.69,28.22,26.66,26.77,1038174,28509334,-1.1,-3.9469,27.461,5.8007,479112996.45,,2245824551.18,17897385,0,83893334,38.1003,10.3108,5.9844,83.0587,
301079.SZ,ษÛั๔าบัน,20220316,26.77,27.1,27.6,26.62,27.5,1019724,27709233,0.73,2.7269,27.1733,5.6976,492178087.5,,2307066685,17897385,0,83893334,39.1393,10.5919,6.1475,85.3236,
301079.SZ,ษÛั๔าบัน,20220317,27.5,27.83,28.22,27.51,27.65,1290100,35946531,0.15,0.5455,27.8634,7.2083,494862695.25,,2319650685.1,17897385,0,83893334,39.3528,10.6497,6.1811,85.789,
301079.SZ,ษÛั๔าบัน,20220318,27.65,27.5,28.37,27.3,28.16,1259197,35281942,0.51,1.8445,28.0194,7.0356,503990361.6,,2362436285.44,17897385,0,83893334,40.0787,10.8461,6.2951,87.3714,
301079.SZ,ษÛั๔าบัน,20220321,28.16,28.08,29.15,28.08,28.98,1514810,43559962,0.82,2.9119,28.7561,8.4639,518666217.3,,2431228819.32,17897385,0,83893334,41.2457,11.162,6.4784,89.9156,
301079.SZ,ษÛั๔าบัน,20220322,28.98,29,29.43,28.76,29.05,1084246,31554712,0.07,0.2415,29.1029,6.0581,519919034.25,,2437101352.7,17897385,0,83893334,41.3453,11.1889,6.494,90.1328,
301079.SZ,ษÛั๔าบัน,20220323,29.05,29.06,29.78,29.06,29.49,1303076,38290899,0.44,1.5146,29.385,7.2808,527793883.65,,2474014419.66,17897385,0,83893334,41.9716,11.3584,6.5924,91.4979,
301079.SZ,ษÛั๔าบัน,20220324,29.49,29.19,29.38,28.5,28.68,902700,25993356,-0.81,-2.7467,28.7951,5.0438,513297001.8,,2406060819.12,17897385,0,83893334,40.8187,11.0464,6.4113,88.9848,
301079.SZ,ษÛั๔าบัน,20220325,28.68,28.51,28.98,28.51,28.56,715900,20530800,-0.12,-0.4184,28.6783,4,511149315.6,,2395993619.04,17897385,0,83893334,40.648,11.0002,6.3845,88.6124,
301079.SZ,ษÛั๔าบัน,20220328,28.56,28.4,28.5,27.8,27.99,617584,17336764,-0.57,-1.9958,28.0719,3.4507,500947806.15,,2348174418.66,17897385,0,83893334,39.8367,10.7807,6.2571,86.8439,
301079.SZ,ษÛั๔าบัน,20220329,27.99,27.98,28.3,27.36,27.42,684477,18940668,-0.57,-2.0364,27.6717,3.8245,490746296.7,,2300355218.28,17897385,0,83893334,39.0255,10.5611,6.1297,85.0754,
301079.SZ,ษÛั๔าบัน,20220330,27.42,27.6,27.85,27.38,27.85,690900,19121579,0.43,1.5682,27.6763,3.8603,498442172.25,,2336429351.9,17897385,0,83893334,39.6374,10.7267,6.2258,86.4095,
301079.SZ,ษÛั๔าบัน,20220331,27.85,27.86,29.14,27.67,28.81,1507596,42883681,0.96,3.447,28.4451,8.4236,515623661.85,,2416966952.54,17897385,0,83893334,41.0038,11.0965,6.4404,89.3881,
301079.SZ,ษÛั๔าบัน,20220401,28.81,28.61,28.61,28.16,28.28,849421,24074295,-0.53,-1.8396,28.342,4.7461,506138047.8,,2372503485.52,17897385,0,83893334,40.2494,10.8924,6.3219,87.7437,
301079.SZ,ษÛั๔าบัน,20220406,28.28,28.2,29.08,28.15,28.85,924253,26530901,0.57,2.0156,28.7052,5.1642,516339557.25,,2420322685.9,17897385,0,83893334,41.0607,11.1119,6.4493,89.5122,
301079.SZ,ษÛั๔าบัน,20220407,28.85,28.37,30.37,28.37,29.24,2185038,64503260,0.39,1.3518,29.5204,12.2087,523319537.4,,2453041086.16,17897385,0,83893334,41.6158,11.2621,6.5365,90.7223,
301079.SZ,ษÛั๔าบัน,20220408,29.24,28.96,31.78,28.69,30.8,3903395,117268711,1.56,5.3352,30.0427,21.8099,551239458,,2583914687.2,17897385,0,83893334,43.836,11.863,6.8853,95.5624,
