´úÂë,¼ò³Æ,ÈÕÆÚ,Ç°ÊÕÅÌ¼Û(Ôª),¿ªÅÌ¼Û(Ôª),×î¸ß¼Û(Ôª),×îµÍ¼Û(Ôª),ÊÕÅÌ¼Û(Ôª),³É½»Á¿(¹É),³É½»½ð¶î(Ôª),ÕÇµø(Ôª),ÕÇµø·ù(%),¾ù¼Û(Ôª),»»ÊÖÂÊ(%),A¹ÉÁ÷Í¨ÊÐÖµ(Ôª),B¹ÉÁ÷Í¨ÊÐÖµ(Ôª),×ÜÊÐÖµ(Ôª),A¹ÉÁ÷Í¨¹É±¾(¹É),B¹ÉÁ÷Í¨¹É±¾(¹É),×Ü¹É±¾(¹É),ÊÐÓ¯ÂÊ,ÊÐ¾»ÂÊ,ÊÐÏúÂÊ,ÊÐÏÖÂÊ,
601001.SH,½ú¿ØÃºÒµ,20070104,9.33,9.57,9.88,9.38,9.48,27845354,270177480,0.15,1.6077,9.7028,9.9448,2654400000,,7933338000,280000000,0,836850000,17.6787,2.4781,2.0186,4.0694,
601001.SH,½ú¿ØÃºÒµ,20070105,9.48,9.48,9.97,9.41,9.9,19933764,194702930,0.42,4.4304,9.7675,7.1192,2772000000,,8284815000,280000000,0,836850000,18.462,2.5879,2.108,4.2497,
601001.SH,½ú¿ØÃºÒµ,20070108,9.9,9.95,10.1,9.78,9.99,18457715,183154614,0.09,0.9091,9.9229,6.592,2797200000,,8360131500,280000000,0,836850000,18.6298,2.6115,2.1272,4.2884,
601001.SH,½ú¿ØÃºÒµ,20070109,9.99,10.05,10.1,9.82,10,12936461,128672113,0.01,0.1001,9.9465,4.6202,2800000000,,8368500000,280000000,0,836850000,18.6484,2.6141,2.1293,4.2927,
601001.SH,½ú¿ØÃºÒµ,20070110,10,9.99,10.07,9.75,10,17680982,175254097,0,0,9.912,6.3146,2800000000,,8368500000,280000000,0,836850000,18.6484,2.6141,2.1293,4.2927,
601001.SH,½ú¿ØÃºÒµ,20070111,10,10.03,10.39,9.85,9.96,17444685,177348884,-0.04,-0.4,10.1664,6.2302,2788800000,,8335026000,280000000,0,836850000,18.5739,2.6036,2.1208,4.2755,
601001.SH,½ú¿ØÃºÒµ,20070112,9.96,9.87,9.94,9.18,9.25,17566498,168188978,-0.71,-7.1285,9.5744,6.2737,2590000000,,7740862500,280000000,0,836850000,17.2498,2.418,1.9696,3.9707,
601001.SH,½ú¿ØÃºÒµ,20070115,9.25,9.2,9.61,9.18,9.6,12305409,115465788,0.35,3.7838,9.3833,4.3948,2688000000,,8033760000,280000000,0,836850000,17.9025,2.5095,2.0441,4.1209,
601001.SH,½ú¿ØÃºÒµ,20070116,9.6,9.63,9.66,9.38,9.65,15714612,149687018,0.05,0.5208,9.5253,5.6124,2702000000,,8075602500,280000000,0,836850000,17.9957,2.5226,2.0548,4.1424,
601001.SH,½ú¿ØÃºÒµ,20070117,9.65,9.65,9.93,9.52,9.8,19038848,186046421,0.15,1.5544,9.7719,6.7996,2744000000,,8201130000,280000000,0,836850000,18.2755,2.5618,2.0867,4.2068,
601001.SH,½ú¿ØÃºÒµ,20070118,9.8,9.81,9.93,9.55,9.83,9781999,95215219,0.03,0.3061,9.7337,3.4936,2752400000,,8226235500,280000000,0,836850000,18.3314,2.5696,2.0931,4.2197,
601001.SH,½ú¿ØÃºÒµ,20070119,9.83,10,10.2,9.9,10.05,16123536,162123443,0.22,2.238,10.0551,5.7584,2814000000,,8410342500,280000000,0,836850000,18.7417,2.6271,2.14,4.3141,
601001.SH,½ú¿ØÃºÒµ,20070122,10.05,10.28,11.06,10.2,11.06,33625038,357073740,1.01,10.0498,10.6193,12.0089,3096800000,,9255561000,280000000,0,836850000,20.6252,2.8912,2.355,4.7477,
601001.SH,½ú¿ØÃºÒµ,20070123,11.06,11.13,11.67,11,11.28,31392285,355723811,0.22,1.9892,11.3316,11.2115,3158400000,,9439668000,280000000,0,836850000,21.0354,2.9487,2.4019,4.8421,
601001.SH,½ú¿ØÃºÒµ,20070124,11.28,11.29,11.33,10.91,11.12,13098391,145597516,-0.16,-1.4184,11.1157,4.678,3113600000,,9305772000,280000000,0,836850000,20.7371,2.9068,2.3678,4.7734,
601001.SH,½ú¿ØÃºÒµ,20070125,11.12,11,11.54,10.78,11.02,22501874,251508116,-0.1,-0.8993,11.1772,8.0364,3085600000,,9222087000,280000000,0,836850000,20.5506,2.8807,2.3465,4.7305,
601001.SH,½ú¿ØÃºÒµ,20070126,11.02,10.95,11.11,10.19,10.91,18923231,202491944,-0.11,-0.9982,10.7007,6.7583,3054800000,,9130033500,280000000,0,836850000,20.3455,2.8519,2.3231,4.6833,
601001.SH,½ú¿ØÃºÒµ,20070129,10.91,11.05,11.49,11.05,11.26,16336222,184096084,0.35,3.2081,11.2692,5.8344,3152800000,,9422931000,280000000,0,836850000,20.9981,2.9434,2.3976,4.8335,
601001.SH,½ú¿ØÃºÒµ,20070130,11.26,11.33,11.7,11.2,11.54,19136461,219845173,0.28,2.4867,11.4883,6.8345,3231200000,,9657249000,280000000,0,836850000,21.5203,3.0166,2.4572,4.9537,
601001.SH,½ú¿ØÃºÒµ,20070131,11.54,11.53,11.6,10.65,10.72,17153667,190420346,-0.82,-7.1057,11.1009,6.1263,3001600000,,8971032000,280000000,0,836850000,19.9911,2.8023,2.2826,4.6017,
601001.SH,½ú¿ØÃºÒµ,20070201,10.72,10.63,11.3,10.42,11.06,17121927,186055030,0.34,3.1716,10.8665,6.115,3096800000,,9255561000,280000000,0,836850000,20.6252,2.8912,2.355,4.7477,
601001.SH,½ú¿ØÃºÒµ,20070202,11.06,11.07,11.4,10.78,10.83,15202624,168995191,-0.23,-2.0796,11.1162,5.4295,3032400000,,9063085500,280000000,0,836850000,20.1963,2.831,2.306,4.6489,
601001.SH,½ú¿ØÃºÒµ,20070205,10.83,10.83,11.2,10.78,10.96,8421322,92670460,0.13,1.2004,11.0043,3.0076,3068800000,,9171876000,280000000,0,836850000,20.4387,2.865,2.3337,4.7047,
601001.SH,½ú¿ØÃºÒµ,20070206,10.96,11.06,11.5,10.97,11.5,13952250,156760402,0.54,4.927,11.2355,4.9829,3220000000,,9623775000,280000000,0,836850000,21.4457,3.0062,2.4487,4.9366,
601001.SH,½ú¿ØÃºÒµ,20070207,11.5,11.51,11.58,11.25,11.45,10941986,124630177,-0.05,-0.4348,11.3901,3.9079,3206000000,,9581932500,280000000,0,836850000,21.3525,2.9931,2.4381,4.9151,
601001.SH,½ú¿ØÃºÒµ,20070208,11.45,11.5,12.09,11.32,11.99,22091982,260176732,0.54,4.7162,11.777,7.89,3357200000,,10033831500,280000000,0,836850000,22.3595,3.1343,2.553,5.1469,
601001.SH,½ú¿ØÃºÒµ,20070209,11.99,11.98,12.53,11.83,12.5,22122464,269678147,0.51,4.2535,12.1902,7.9009,3500000000,,10460625000,280000000,0,836850000,23.3106,3.2676,2.6616,5.3658,
601001.SH,½ú¿ØÃºÒµ,20070212,12.5,12.58,12.68,12.35,12.48,12227769,152380619,-0.02,-0.16,12.4618,4.3671,3494400000,,10443888000,280000000,0,836850000,23.2733,3.2624,2.6574,5.3572,
601001.SH,½ú¿ØÃºÒµ,20070213,12.48,12.58,12.66,12.36,12.58,11377528,142035216,0.1,0.8013,12.4838,4.0634,3522400000,,10527573000,280000000,0,836850000,23.4597,3.2885,2.6787,5.4002,
601001.SH,½ú¿ØÃºÒµ,20070214,12.58,12.6,12.85,12.48,12.61,9858780,124685552,0.03,0.2385,12.6472,3.521,3530800000,,10552678500,280000000,0,836850000,23.5157,3.2963,2.6851,5.413,
601001.SH,½ú¿ØÃºÒµ,20070215,12.61,12.72,12.95,12.58,12.73,12250153,155497508,0.12,0.9516,12.6935,4.3751,3564400000,,10653100500,280000000,0,836850000,23.7395,3.3277,2.7106,5.4645,
