╢ЗбК,╪РЁф,хуфз,г╟йуел╪ш(т╙),©╙ел╪ш(т╙),вН╦ъ╪ш(т╙),вН╣м╪ш(т╙),йуел╪ш(т╙),Ёи╫╩а©(╧и),Ёи╫╩╫П╤Н(т╙),уг╣Ь(т╙),уг╣Ь╥Ы(%),╬Ы╪ш(т╙),╩╩йжбй(%),A╧иаВм╗йпж╣(т╙),B╧иаВм╗йпж╣(т╙),вэйпж╣(т╙),A╧иаВм╗╧и╠╬(╧и),B╧иаВм╗╧и╠╬(╧и),вэ╧и╠╬(╧и),йпс╞бй,йп╬╩бй,йпоЗбй,йпожбй,
603908.SH,да╦ъ╣я,20170327,81.38,82.08,88.3,80.01,82.94,10284932,872690924,1.56,1.9169,84.8514,61.6233,1384268600,,5531268600,16690000,0,66690000,116.4799,28.5337,12.8411,414.5538,
603908.SH,да╦ъ╣я,20170328,82.94,82,82,75.4,75.48,5767286,449008555,-7.46,-8.9945,77.8544,34.5553,1259761200,,5033761200,16690000,0,66690000,106.0032,25.9672,11.6861,377.2669,
603908.SH,да╦ъ╣я,20170329,75.48,73,73.99,69.62,70.15,4962796,353834979,-5.33,-7.0615,71.2975,29.7351,1170803500,,4678303500,16690000,0,66690000,98.5178,24.1336,10.8609,350.6263,
603908.SH,да╦ъ╣я,20170330,70.15,68.5,71.75,67.3,69.21,3582186,249469549,-0.94,-1.34,69.6417,21.4631,1155114900,,4615614900,16690000,0,66690000,97.1977,23.8102,10.7153,345.928,
603908.SH,да╦ъ╣я,20170331,69.21,68.96,69.95,63.05,63.39,3731346,245721869,-5.82,-8.4092,65.8534,22.3568,1057979100,,4227479100,16690000,0,66690000,89.0241,21.8079,9.8143,316.8383,
603908.SH,да╦ъ╣я,20170405,63.39,63.16,64.5,60.63,63.89,2796799,175816652,0.5,0.7888,62.8635,16.7573,1066324100,,4260824100,16690000,0,66690000,89.7263,21.98,9.8917,319.3374,
603908.SH,да╦ъ╣я,20170406,63.89,63.13,66.32,62.66,64.15,2855430,184960541,0.26,0.4069,64.775,17.1086,1070663500,,4278163500,16690000,0,66690000,90.0915,22.0694,9.9319,320.6369,
603908.SH,да╦ъ╣я,20170407,64.15,64.42,65.47,63.3,63.42,1976007,126737404,-0.73,-1.138,64.1381,11.8395,1058479800,,4229479800,16690000,0,66690000,89.0663,21.8183,9.8189,316.9882,
603908.SH,да╦ъ╣я,20170410,63.42,62.71,62.71,57.08,57.1,3142736,186531732,-6.32,-9.9653,59.3533,18.8301,952999000,,3807999000,16690000,0,66690000,80.1905,19.644,8.8404,285.3994,
603908.SH,да╦ъ╣я,20170411,57.1,56.2,58.8,56,58.66,2165313,124440686,1.56,2.732,57.4701,12.9737,979035400,,3912035400,16690000,0,66690000,82.3814,20.1807,9.082,293.1966,
603908.SH,да╦ъ╣я,20170412,58.66,58.09,58.48,56.44,56.59,1587577,91151530,-2.07,-3.5288,57.4155,9.5121,944487100,,3773987100,16690000,0,66690000,79.4743,19.4686,8.7615,282.8503,
603908.SH,да╦ъ╣я,20170413,56.59,56.2,58,56.2,57.28,1162409,66785511,0.69,1.2193,57.4544,6.9647,956003200,,3820003200,16690000,0,66690000,80.4433,19.7059,8.8683,286.299,
603908.SH,да╦ъ╣я,20170414,57.28,56.95,57.3,56.33,56.97,922500,52403009,-0.31,-0.5412,56.8054,5.5273,950829300,,3799329300,16690000,0,66690000,80.008,19.5993,8.8203,284.7496,
603908.SH,да╦ъ╣я,20170417,56.97,54.74,54.74,51.3,51.62,1810529,95699624,-5.35,-9.3909,52.8573,10.848,861537800,,3442537800,16690000,0,66690000,72.4945,17.7587,7.992,258.009,
603908.SH,да╦ъ╣я,20170418,51.62,51.2,52.85,50.68,50.86,939049,48578616,-0.76,-1.4723,51.7317,5.6264,848853400,,3391853400,16690000,0,66690000,71.4272,17.4973,7.8743,254.2103,
603908.SH,да╦ъ╣я,20170419,50.86,50.7,53.28,50.61,52.87,1445582,75393696,2.01,3.952,52.1546,8.6614,882400300,,3525900300,16690000,0,66690000,74.25,18.1888,8.1855,264.2568,
603908.SH,да╦ъ╣я,20170420,52.87,52.6,53.6,51.27,52.95,1175041,61821964,0.08,0.1513,52.6126,7.0404,883735500,,3531235500,16690000,0,66690000,74.3623,18.2163,8.1979,264.6566,
603908.SH,да╦ъ╣я,20170421,52.95,52.53,53.36,52.53,52.81,527100,27855275,-0.14,-0.2644,52.8463,3.1582,881398900,,3521898900,16690000,0,66690000,74.1657,18.1681,8.1762,263.9569,
603908.SH,да╦ъ╣я,20170424,52.81,52.45,53.45,51.11,53.07,763996,40003638,0.26,0.4923,52.3611,4.5776,885738300,,3539238300,16690000,0,66690000,74.5308,18.2576,8.2165,265.2564,
603908.SH,да╦ъ╣я,20170425,53.07,53.3,54.59,52.82,54.09,824580,44461125,1.02,1.922,53.9197,4.9406,902762100,,3607262100,16690000,0,66690000,75.9633,18.6085,8.3744,270.3546,
603908.SH,да╦ъ╣я,20170426,54.09,53.55,54.99,53.55,54.18,831380,45187995,0.09,0.1664,54.353,4.9813,904264200,,3613264200,16690000,0,66690000,76.0897,18.6394,8.3883,270.8045,
603908.SH,да╦ъ╣я,20170427,54.18,54.11,57.4,51.5,56.16,2114395,115769231,1.98,3.6545,54.7529,12.6686,937310400,,3745310400,16690000,0,66690000,78.8704,19.3206,8.6949,280.701,
603908.SH,да╦ъ╣я,20170428,56.16,55.86,57,55.12,56.07,1036515,58267373,-0.09,-0.1603,56.2147,6.2104,935808300,,3739308300,16690000,0,66690000,70.8332,8.3757,8.681,280.2512,
603908.SH,да╦ъ╣я,20170502,56.07,56.1,57.45,56.06,56.45,970697,55022321,0.38,0.6777,56.6833,5.816,942150500,,3764650500,16690000,0,66690000,71.3133,8.4325,8.7398,282.1505,
603908.SH,да╦ъ╣я,20170503,56.45,56.16,57.56,56.1,57.5,1328878,75624684,1.05,1.8601,56.9087,7.9621,959675000,,3834675000,16690000,0,66690000,72.6397,8.5893,8.9024,287.3987,
603908.SH,да╦ъ╣я,20170504,57.5,57,57.98,56.6,56.82,1083435,61962969,-0.68,-1.1826,57.1912,6.4915,948325800,,3789325800,16690000,0,66690000,71.7807,8.4878,8.7971,283.9998,
603908.SH,да╦ъ╣я,20170505,56.82,56.15,56.47,53.1,53.61,1050809,58257802,-3.21,-5.6494,55.4409,6.296,894750900,,3575250900,16690000,0,66690000,67.7255,8.0082,8.3001,267.9555,
603908.SH,да╦ъ╣я,20170508,53.61,53.21,54.67,51.11,52.01,891600,47649724,-1.6,-2.9845,53.4429,5.3421,868046900,,3468546900,16690000,0,66690000,65.7042,7.7692,8.0524,259.9583,
603908.SH,да╦ъ╣я,20170509,52.01,51.4,53.28,51.26,52.91,875601,46027130,0.9,1.7304,52.5663,5.2463,883067900,,3528567900,16690000,0,66690000,66.8412,7.9037,8.1917,264.4567,
603908.SH,да╦ъ╣я,20170510,52.91,52.92,53.57,51.18,51.5,911301,48048989,-1.41,-2.6649,52.7257,5.4602,859535000,,3434535000,16690000,0,66690000,65.06,7.6931,7.9734,257.4092,
603908.SH,да╦ъ╣я,20170511,51.5,51.39,51.98,49,51.56,1155900,58563404,0.06,0.1165,50.6648,6.9257,860536400,,3438536400,16690000,0,66690000,65.1357,7.702,7.9827,257.7091,
603908.SH,да╦ъ╣я,20170512,51.56,51.31,52.2,51.08,51.95,738900,38164890,0.39,0.7564,51.651,4.4272,867045500,,3464545500,16690000,0,66690000,65.6284,7.7603,8.0431,259.6584,
603908.SH,да╦ъ╣я,20170515,51.95,52.11,52.5,51.5,51.68,530100,27504444,-0.27,-0.5197,51.8854,3.1762,862539200,,3446539200,16690000,0,66690000,65.2873,7.7199,8.0013,258.3089,
603908.SH,да╦ъ╣я,20170516,51.68,51.3,52.85,50.7,52.73,780253,40416197,1.05,2.0317,51.7988,4.675,880063700,,3516563700,16690000,0,66690000,66.6138,7.8768,8.1638,263.557,
603908.SH,да╦ъ╣я,20170517,52.73,52.66,58,52.56,58,4288228,245633671,5.27,9.9943,57.2809,25.6934,968020000,,3868020000,16690000,0,66690000,73.2714,8.664,8.9798,289.8978,
603908.SH,да╦ъ╣я,20170518,58,58.58,59.2,56.66,57.06,4362748,253166753,-0.94,-1.6207,58.0292,26.1399,952331400,,3805331400,16690000,0,66690000,72.0839,8.5236,8.8342,285.1994,
603908.SH,да╦ъ╣я,20170519,57.06,56.4,57.99,55.68,56.45,1916295,108610520,-0.61,-1.0691,56.6773,11.4817,942150500,,3764650500,16690000,0,66690000,71.3133,8.4325,8.7398,282.1505,
603908.SH,да╦ъ╣я,20170522,56.45,56.48,56.55,50.82,50.93,2043499,109730420,-5.52,-9.7786,53.6973,12.2439,850021700,,3396521700,16690000,0,66690000,64.3399,7.6079,7.8852,254.5602,
603908.SH,да╦ъ╣я,20170523,50.93,49.67,50.35,46.01,46.09,2110785,101730849,-4.84,-9.5032,48.1957,12.647,769242100,,3073742100,16690000,0,66690000,58.2255,6.8849,7.1358,230.3688,
603908.SH,да╦ъ╣я,20170524,46.09,45.5,47.38,45.02,46.79,997086,46287269,0.7,1.5188,46.4225,5.9742,780925100,,3120425100,16690000,0,66690000,59.1098,6.9895,7.2442,233.8675,
603908.SH,да╦ъ╣я,20170525,46.79,46.48,47.29,44.44,46.79,1164004,53459329,0,0,45.9271,6.9743,780925100,,3120425100,16690000,0,66690000,59.1098,6.9895,7.2442,233.8675,
603908.SH,да╦ъ╣я,20170526,46.79,47.1,48.09,46.5,47.84,1016804,48145719,1.05,2.2441,47.35,6.0923,798449600,,3190449600,16690000,0,66690000,60.4363,7.1463,7.4068,239.1157,
603908.SH,да╦ъ╣я,20170531,47.84,50,50.1,48,48.05,1166405,57448511,0.21,0.439,49.2526,6.9886,801954500,,3204454500,16690000,0,66690000,60.7016,7.1777,7.4393,240.1653,
603908.SH,да╦ъ╣я,20170601,48.05,47.51,47.88,45.29,45.44,1013000,46832655,-2.61,-5.4318,46.2316,6.0695,758393600,,3030393600,16690000,0,66690000,57.4044,6.7878,7.0352,227.1199,
603908.SH,да╦ъ╣я,20170602,45.44,45.01,49.98,44.03,49.98,3328060,162755393,4.54,9.9912,48.904,19.9404,834166200,,3333166200,16690000,0,66690000,63.1397,7.466,7.7381,249.8119,
603908.SH,да╦ъ╣я,20170605,49.98,50.43,50.78,48.58,48.89,2251700,111580019,-1.09,-2.1809,49.5537,13.4913,815974100,,3260474100,16690000,0,66690000,61.7627,7.3032,7.5693,244.3638,
603908.SH,да╦ъ╣я,20170606,48.89,48.6,49.3,46.92,48.16,1679100,80657519,-0.73,-1.4931,48.0362,10.0605,803790400,,3211790400,16690000,0,66690000,60.8405,7.1941,7.4563,240.7151,
603908.SH,да╦ъ╣я,20170607,48.16,48.2,51,48.01,50.24,2631012,130994620,2.08,4.3189,49.7887,15.764,838505600,,3350505600,16690000,0,66690000,63.4682,7.5048,7.7783,251.1114,
603908.SH,да╦ъ╣я,20170608,50.24,49.8973,50.1896,49.1917,49.5243,1367669,67303527,-0.7157,-1.4245,49.2104,8.1945,819979700,,3276479700,16690000,0,66690000,62.0659,7.339,7.6065,245.5634,
603908.SH,да╦ъ╣я,20170609,49.5243,49.3731,50.5223,49.1614,49.6654,1145600,56603330,0.1411,0.285,49.4093,6.864,822316300,,3285816300,16690000,0,66690000,62.2428,7.3599,7.6282,246.2632,
603908.SH,да╦ъ╣я,20170612,49.6654,48.6977,49.0808,46.4297,46.5002,1463648,68795912,-3.1652,-6.373,47.003,8.7696,769909700,,3076409700,16690000,0,66690000,58.276,6.8909,7.142,230.5687,
603908.SH,да╦ъ╣я,20170613,46.5002,46.4498,48.3147,46.1474,47.7603,1118240,52905800,1.26,2.7097,47.3117,6.7001,790772200,,3159772200,16690000,0,66690000,59.8552,7.0776,7.3355,236.8165,
603908.SH,да╦ъ╣я,20170614,47.7603,47.5284,48.5465,46.5708,48.1433,1267607,60026656,0.383,0.802,47.3543,7.595,797114400,,3185114400,16690000,0,66690000,60.3352,7.1344,7.3944,238.7158,
603908.SH,да╦ъ╣я,20170615,48.1433,48.1332,50.4719,47.73,49.2723,1708867,83875982,1.129,2.3451,49.0828,10.2389,815807200,,3259807200,16690000,0,66690000,61.7501,7.3017,7.5678,244.3138,
603908.SH,да╦ъ╣я,20170616,49.2723,49.5747,50.6936,48.6977,49.9174,1400420,69176287,0.6451,1.3093,49.3968,8.3908,826488800,,3302488800,16690000,0,66690000,62.5586,7.3973,7.6669,247.5127,
603908.SH,да╦ъ╣я,20170619,49.9174,50.1997,50.2602,49.1917,49.8469,879815,43346493,-0.0706,-0.1414,49.2677,5.2715,825320500,,3297820500,16690000,0,66690000,62.4702,7.3868,7.656,247.1628,
603908.SH,да╦ъ╣я,20170620,49.8469,50.2803,51.2077,49.4941,49.5646,1356415,67659901,-0.2822,-0.5662,49.8814,8.1271,820647300,,3279147300,16690000,0,66690000,62.1165,7.345,7.6127,245.7633,
603908.SH,да╦ъ╣я,20170621,49.5646,49.6856,49.8469,48.8389,49.2925,746553,36528615,-0.2722,-0.5491,48.9297,4.4731,816141000,,3261141000,16690000,0,66690000,61.7754,7.3047,7.5709,244.4138,
603908.SH,да╦ъ╣я,20170622,49.2925,49.2925,49.8166,47.982,48.0627,890111,43423364,-1.2298,-2.4949,48.7842,5.3332,795779200,,3179779200,16690000,0,66690000,60.2341,7.1224,7.382,238.3159,
603908.SH,да╦ъ╣я,20170623,48.0627,47.9518,48.5667,46.601,48.1635,937763,44313642,0.1008,0.2097,47.2546,5.6187,797448200,,3186448200,16690000,0,66690000,60.3605,7.1374,7.3975,238.8158,
603908.SH,да╦ъ╣я,20170626,48.1635,48.224,49.0505,47.5889,48.7481,740815,35640784,0.5847,1.2139,48.1102,4.4387,807128400,,3225128400,16690000,0,66690000,61.0932,7.224,7.4873,241.7148,
603908.SH,да╦ъ╣я,20170627,48.7481,48.7683,49.3429,48.3449,48.9497,880100,42627318,0.2016,0.4136,48.4346,5.2732,810466400,,3238466400,16690000,0,66690000,61.3458,7.2539,7.5182,242.7144,
603908.SH,да╦ъ╣я,20170628,48.9497,48.7885,48.7885,47.2159,47.2865,863071,40958898,-1.6632,-3.3979,47.4572,5.1712,782927900,,3128427900,16690000,0,66690000,59.2614,7.0074,7.2628,234.4673,
603908.SH,да╦ъ╣я,20170629,47.2865,47.5788,48.3852,47.3571,47.8812,617410,29286176,0.5947,1.2577,47.4339,3.6993,792775000,,3167775000,16690000,0,66690000,60.0067,7.0955,7.3541,237.4163,
603908.SH,да╦ъ╣я,20170630,47.8812,47.7704,49.2723,47.4075,48.7784,1008243,48626235,0.8971,1.8737,48.2287,6.041,807629100,,3227129100,16690000,0,66690000,61.1311,7.2285,7.4919,241.8647,
603908.SH,да╦ъ╣я,20170703,48.7784,48.8993,49.3429,48.3852,49.2017,660546,32036957,0.4234,0.8679,48.5007,3.9577,814638900,,3255138900,16690000,0,66690000,61.6617,7.2912,7.5569,243.964,
603908.SH,да╦ъ╣я,20170704,49.2017,49.1413,49.7763,48.8489,48.9699,728500,35613505,-0.2318,-0.4712,48.8861,4.3649,810800200,,3239800200,16690000,0,66690000,61.3711,7.2569,7.5213,242.8144,
603908.SH,да╦ъ╣я,20170705,48.9699,48.476,49.6957,48.476,49.4739,733243,35867904,0.504,1.0292,48.9168,4.3933,819145200,,3273145200,16690000,0,66690000,62.0028,7.3316,7.5987,245.3135,
603908.SH,да╦ъ╣я,20170706,49.4739,49.605,50.8852,49.484,50.3711,1892243,94137858,0.8971,1.8134,49.7493,11.3376,833999300,,3332499300,16690000,0,66690000,63.1271,7.4645,7.7365,249.7619,
603908.SH,да╦ъ╣я,20170707,50.3711,50.361,52.7198,50.0485,52.1653,2286920,117045229,1.7943,3.5621,51.1803,13.7023,863707500,,3451207500,16690000,0,66690000,65.3758,7.7304,8.0121,258.6588,
603908.SH,да╦ъ╣я,20170710,52.1653,51.4093,51.49,49.5243,49.6251,1616999,80746971,-2.5402,-4.8696,49.9363,9.6884,821648700,,3283148700,16690000,0,66690000,62.1923,7.354,7.622,246.0632,
603908.SH,да╦ъ╣я,20170711,49.6251,49.4538,49.9678,48.1534,48.1635,982600,47714376,-1.4616,-2.9454,48.5593,5.8874,797448200,,3186448200,16690000,0,66690000,60.3605,7.1374,7.3975,238.8158,
603908.SH,да╦ъ╣я,20170712,48.1635,48.355,48.8489,47.1857,48.8389,795500,37802229,0.6754,1.4023,47.5201,4.7663,808630500,,3231130500,16690000,0,66690000,61.2069,7.2374,7.5012,242.1646,
603908.SH,да╦ъ╣я,20170713,48.8389,48.728,48.7683,47.5587,48.1635,675300,32202698,-0.6754,-1.3829,47.6865,4.0461,797448200,,3186448200,16690000,0,66690000,60.3605,7.1374,7.3975,238.8158,
603908.SH,да╦ъ╣я,20170714,48.1635,48.1232,48.5566,47.6393,48.0324,396200,18889713,-0.131,-0.2721,47.6772,2.3739,795278500,,3177778500,16690000,0,66690000,60.1962,7.1179,7.3773,238.166,
603908.SH,да╦ъ╣я,20170717,48.0324,47.5284,47.5284,43.2342,43.2342,1400233,61367164,-4.7982,-9.9895,43.8264,8.3897,715834100,,2860334100,16690000,0,66690000,54.1829,6.4069,6.6404,214.3744,
603908.SH,да╦ъ╣я,20170718,43.2342,43.1435,43.7282,42.3371,43.2242,585400,25038977,-0.0101,-0.0233,42.7724,3.5075,715667200,,2859667200,16690000,0,66690000,54.1703,6.4054,6.6388,214.3244,
603908.SH,да╦ъ╣я,20170719,43.2242,43.325,43.325,41.6315,42.8713,783300,32926990,-0.3528,-0.8162,42.0362,4.6932,709825700,,2836325700,16690000,0,66690000,53.7281,6.3531,6.5846,212.575,
603908.SH,да╦ъ╣я,20170720,42.8713,42.4379,44.2322,42.3875,42.5488,583700,25096456,-0.3226,-0.7524,42.9955,3.4973,704484900,,2814984900,16690000,0,66690000,53.3239,6.3053,6.5351,210.9756,
603908.SH,да╦ъ╣я,20170721,42.5488,42.3371,43.1435,42.3371,42.5992,317700,13447761,0.0504,0.1185,42.3285,1.9035,705319400,,2818319400,16690000,0,66690000,53.3871,6.3128,6.5428,211.2255,
603908.SH,да╦ъ╣я,20170724,42.5992,42.7907,43.2443,41.8835,42.9721,475663,20066848,0.373,0.8755,42.1871,2.85,711494700,,2842994700,16690000,0,66690000,53.8545,6.3681,6.6001,213.0749,
603908.SH,да╦ъ╣я,20170725,42.9721,43.2443,43.2443,42.2363,42.579,368300,15587499,-0.3931,-0.9148,42.3228,2.2067,704985600,,2816985600,16690000,0,66690000,53.3618,6.3098,6.5397,211.1255,
603908.SH,да╦ъ╣я,20170726,42.579,42.579,42.9318,41.9137,42.1052,330600,13881160,-0.4738,-1.1127,41.9878,1.9808,697141300,,2785641300,16690000,0,66690000,52.768,6.2396,6.467,208.7764,
603908.SH,да╦ъ╣я,20170727,42.1052,41.8633,43.6274,41.8633,43.335,652418,27838199,1.2298,2.9208,42.6693,3.909,717503100,,2867003100,16690000,0,66690000,54.3093,6.4218,6.6559,214.8742,
603908.SH,да╦ъ╣я,20170728,43.335,43.2141,43.3754,42.4379,42.5488,437853,18593074,-0.7863,-1.8144,42.4642,2.6234,704484900,,2814984900,16690000,0,66690000,53.3239,6.3053,6.5351,210.9756,
603908.SH,да╦ъ╣я,20170731,42.5488,42.8915,42.9117,42.1556,42.6899,289350,12234634,0.1411,0.3317,42.2832,1.7337,706821500,,2824321500,16690000,0,66690000,53.5008,6.3262,6.5568,211.6753,
603908.SH,да╦ъ╣я,20170801,42.6899,42.6899,42.8008,41.8331,42.6395,398000,16781010,-0.0504,-0.1181,42.1633,2.3847,705987000,,2820987000,16690000,0,66690000,53.4376,6.3188,6.549,211.4254,
603908.SH,да╦ъ╣я,20170802,42.6395,42.5387,42.7302,41.6416,41.6516,425700,17816816,-0.9879,-2.3168,41.853,2.5506,689630800,,2755630800,16690000,0,66690000,52.1996,6.1724,6.3973,206.5272,
603908.SH,да╦ъ╣я,20170803,41.6516,41.3291,42.6193,41.3291,42.2262,513313,21478555,0.5746,1.3795,41.843,3.0756,699144100,,2793644100,16690000,0,66690000,52.9196,6.2575,6.4856,209.3762,
603908.SH,да╦ъ╣я,20170804,42.2262,42.2161,42.3774,41.2182,41.319,347455,14426648,-0.9072,-2.1485,41.5209,2.0818,684123100,,2733623100,16690000,0,66690000,51.7827,6.1231,6.3462,204.8777,
603908.SH,да╦ъ╣я,20170807,41.319,41.1577,41.823,41.1577,41.4399,364000,14985490,0.121,0.2928,41.1689,2.1809,686125900,,2741625900,16690000,0,66690000,51.9343,6.141,6.3648,205.4775,
603908.SH,да╦ъ╣я,20170808,41.4399,41.3492,41.7222,40.9964,41.4399,421500,17264812,0,0,40.9604,2.5255,686125900,,2741625900,16690000,0,66690000,51.9343,6.141,6.3648,205.4775,
603908.SH,да╦ъ╣я,20170809,41.4399,41.823,42.0448,41.3391,41.8331,514500,21365306,0.3931,0.9487,41.5263,3.0827,692635000,,2767635000,16690000,0,66690000,52.4269,6.1993,6.4252,207.4268,
603908.SH,да╦ъ╣я,20170810,41.8331,41.5307,42.0044,40.442,40.5327,533669,21743416,-1.3004,-3.1084,40.7433,3.1975,671104900,,2681604900,16690000,0,66690000,50.7973,6.0066,6.2255,200.9791,
603908.SH,да╦ъ╣я,20170811,40.5327,40.5025,40.5025,40.0388,40.0892,374100,14940234,-0.4435,-1.0943,39.9365,2.2415,663761300,,2652261300,16690000,0,66690000,50.2414,5.9408,6.1573,198.7799,
603908.SH,да╦ъ╣я,20170814,40.0892,40.3513,41.0065,40.2202,40.6839,261000,10538718,0.5947,1.4835,40.3782,1.5638,673608400,,2691608400,16690000,0,66690000,50.9868,6.029,6.2487,201.7289,
603908.SH,да╦ъ╣я,20170815,40.6839,40.8855,41.0065,40.573,40.9763,327500,13267764,0.2923,0.7185,40.5123,1.9623,678448500,,2710948500,16690000,0,66690000,51.3531,6.0723,6.2936,203.1783,
603908.SH,да╦ъ╣я,20170816,40.9763,40.8251,41.8835,40.8251,41.5105,480200,19768570,0.5343,1.3038,41.1674,2.8772,687294200,,2746294200,16690000,0,66690000,52.0227,6.1515,6.3756,205.8274,
603908.SH,да╦ъ╣я,20170817,41.5105,41.5609,42.8814,41.2787,42.6294,698100,29140069,1.1189,2.6955,41.742,4.1827,705820100,,2820320100,16690000,0,66690000,53.425,6.3173,6.5475,211.3755,
603908.SH,да╦ъ╣я,20170818,42.6294,42.2161,42.2867,41.4299,41.6617,508224,21077600,-0.9677,-2.27,41.4731,3.0451,689797700,,2756297700,16690000,0,66690000,52.2122,6.1739,6.3989,206.5771,
603908.SH,да╦ъ╣я,20170821,41.6617,41.823,42.3976,41.45,42.3573,480800,20087780,0.6955,1.6695,41.7799,2.8808,701313800,,2802313800,16690000,0,66690000,53.0839,6.2769,6.5057,210.0259,
603908.SH,да╦ъ╣я,20170822,42.3573,42.3673,42.6294,41.9339,42.1153,354100,14846530,-0.2419,-0.5712,41.9275,2.1216,697308200,,2786308200,16690000,0,66690000,52.7807,6.2411,6.4685,208.8264,
603908.SH,да╦ъ╣я,20170823,42.1153,41.7726,42.6899,41.7726,42.5185,576300,24225915,0.4032,0.9574,42.037,3.453,703984200,,2812984200,16690000,0,66690000,53.286,6.3008,6.5305,210.8257,
603908.SH,да╦ъ╣я,20170824,42.5185,42.3371,42.8209,42.2564,42.5085,586012,24711018,-0.0101,-0.0237,42.1681,3.5112,703817300,,2812317300,16690000,0,66690000,53.2734,6.2993,6.5289,210.7757,
603908.SH,да╦ъ╣я,20170825,42.5085,42.4278,43.325,42.1052,43.1838,612200,26095681,0.6754,1.5888,42.6261,3.6681,714999600,,2856999600,16690000,0,66690000,54.1198,6.3994,6.6326,214.1245,
603908.SH,да╦ъ╣я,20170828,43.1838,43.0225,44.6253,43.0225,44.1919,997163,43638519,1.008,2.3343,43.7627,5.9746,731689600,,2923689600,16690000,0,66690000,55.3831,6.5488,6.7875,219.1227,
603908.SH,да╦ъ╣я,20170829,44.1919,44.2826,48.607,44.1919,47.2865,3337543,156750029,3.0946,7.0027,46.9657,19.9973,782927900,,3128427900,16690000,0,66690000,55.7696,7.1012,7.2628,234.4673,
