¥˙¬Î,ºÚ≥∆,»’∆⁄,«∞ ’≈Ãº€(‘™),ø™≈Ãº€(‘™),◊Ó∏ﬂº€(‘™),◊ÓµÕº€(‘™), ’≈Ãº€(‘™),≥…Ωª¡ø(π…),≥…ΩªΩ∂Ó(‘™),’«µ¯(‘™),’«µ¯∑˘(%),æ˘º€(‘™),ªª ÷¬ (%),Aπ…¡˜Õ® –÷µ(‘™),Bπ…¡˜Õ® –÷µ(‘™),◊‹ –÷µ(‘™),Aπ…¡˜Õ®π…±æ(π…),Bπ…¡˜Õ®π…±æ(π…),◊‹π…±æ(π…), –”Ø¬ , –æª¬ , –œ˙¬ , –œ÷¬ ,
600612.SH,¿œ∑ÔœÈ,20070104,568.5689,580.414,583.3753,563.8308,578.6373,1475130,14315462,10.0684,1.7708,9.7045,3.7565,383655071.99,685149474.5204,2459884698.92,39268687,120051360,251779396,50.2286,4.4322,0.575,39.8278,
600612.SH,¿œ∑ÔœÈ,20070105,578.6373,574.4915,586.3366,563.2385,583.9676,1329549,12876301,5.3303,0.9212,9.6847,3.3858,387189253.82,690985483.2635,2482544844.56,39268687,120051360,251779396,50.6913,4.473,0.5803,40.1947,
600612.SH,¿œ∑ÔœÈ,20070108,583.9676,583.9676,633.7174,579.8218,621.2799,2304236,23787870,37.3123,6.3895,10.3235,5.8679,411928526.63,724152444.6499,2641165864.04,39268687,120051360,251779396,53.9302,4.7589,0.6173,42.7629,
600612.SH,¿œ∑ÔœÈ,20070109,621.2799,628.387,633.1251,607.0657,626.6103,1391715,14554879,5.3303,0.858,10.4582,3.5441,415462708.46,734872214.7487,2663826009.68,39268687,120051360,251779396,54.3929,4.7997,0.6226,43.1298,
600612.SH,¿œ∑ÔœÈ,20070110,626.6103,626.6103,666.8839,608.2502,666.2916,2952408,32233219,39.6814,6.3327,10.9176,7.5185,441772728.75,792080205.2935,2832518205,39268687,120051360,251779396,57.8375,5.1036,0.6621,45.8611,
600612.SH,¿œ∑ÔœÈ,20070111,666.2916,663.3303,694.1278,645.5626,657.4077,2372023,26949793,-8.8839,-1.3333,11.3615,6.0405,435882425.7,870595775.581,2794751295.6,39268687,120051360,251779396,57.0663,5.0356,0.6532,45.2496,
600612.SH,¿œ∑ÔœÈ,20070112,657.4077,651.4852,685.8362,646.1548,668.0684,2647245,29898056,10.6607,1.6216,11.294,6.7414,442950789.36,940290848.3105,2840071586.88,39268687,120051360,251779396,57.9917,5.1172,0.6638,45.9834,
600612.SH,¿œ∑ÔœÈ,20070115,668.0684,675.1755,710.7111,668.0684,706.5653,1772651,20828337,38.4968,5.7624,11.7498,4.5142,468475435.91,1009573136.4439,3003728194.28,39268687,120051360,251779396,61.3334,5.4121,0.7021,48.6331,
600612.SH,¿œ∑ÔœÈ,20070116,706.5653,710.7111,740.324,710.7111,722.5563,1950038,23940699,15.991,2.2632,12.277,4.9659,479077981.4,985637632.4309,3071708631.2,39268687,120051360,251779396,62.7215,5.5346,0.718,49.7338,
600612.SH,¿œ∑ÔœÈ,20070117,722.5563,721.3717,721.964,673.991,701.2349,2259020,26610336,-21.3213,-2.9508,11.7796,5.7527,464941254.08,941447375.0922,2981068048.64,39268687,120051360,251779396,60.8707,5.3713,0.6968,48.2662,
600612.SH,¿œ∑ÔœÈ,20070118,701.2349,698.8659,733.8092,663.3303,721.964,1792363,21477742,20.7291,2.9561,11.9829,4.5644,478685294.53,979236637.9773,3069190837.24,39268687,120051360,251779396,62.6701,5.5301,0.7174,49.693,
600612.SH,¿œ∑ÔœÈ,20070119,721.964,723.1485,740.9163,698.8659,739.1395,2097660,25813346,17.1755,2.379,12.3058,5.3418,490073213.76,1037513481.7956,3142206862.08,39268687,120051360,251779396,64.161,5.6616,0.7345,50.8752,
600612.SH,¿œ∑ÔœÈ,20070122,739.1395,740.324,802.5113,734.4014,787.7048,2255015,28733562,48.5653,6.5705,12.7421,5.7425,522273537.1,1082505514.1472,3348665966.8,39268687,120051360,251779396,68.3767,6.0336,0.7827,54.218,
600612.SH,¿œ∑ÔœÈ,20070123,787.7048,787.7048,797.7732,758.6841,784.7435,1593377,20877322,-2.9613,-0.3759,13.1026,4.0576,520310102.75,1053754654.0435,3336076997,39268687,120051360,251779396,68.1197,6.0109,0.7798,54.0141,
600612.SH,¿œ∑ÔœÈ,20070124,784.7435,782.9667,782.9667,752.1692,764.6067,1047953,13474863,-20.1368,-2.566,12.8583,2.6687,506958749.17,1045474471.6416,3250472002.36,39268687,120051360,251779396,66.3717,5.8567,0.7598,52.6281,
600612.SH,¿œ∑ÔœÈ,20070125,764.6067,766.3834,766.3834,707.7498,708.342,1122134,13777287,-56.2646,-7.3586,12.2778,2.8576,469653496.52,974280893.8262,3011281576.16,39268687,120051360,251779396,61.4876,5.4257,0.7039,48.7554,
600612.SH,¿œ∑ÔœÈ,20070126,708.342,692.351,710.7111,652.6697,695.9046,747125,8595203,-12.4374,-1.7559,11.5044,1.9026,461407072.25,954756148.8105,2958407903,39268687,120051360,251779396,60.408,5.3305,0.6915,47.8993,
