´úÂë,¼ò³Æ,ÈÕÆÚ,Ç°ÊÕÅÌ¼Û(Ôª),¿ªÅÌ¼Û(Ôª),×î¸ß¼Û(Ôª),×îµÍ¼Û(Ôª),ÊÕÅÌ¼Û(Ôª),³É½»Á¿(¹É),³É½»½ð¶î(Ôª),ÕÇµø(Ôª),ÕÇµø·ù(%),¾ù¼Û(Ôª),»»ÊÖÂÊ(%),A¹ÉÁ÷Í¨ÊÐÖµ(Ôª),B¹ÉÁ÷Í¨ÊÐÖµ(Ôª),×ÜÊÐÖµ(Ôª),A¹ÉÁ÷Í¨¹É±¾(¹É),B¹ÉÁ÷Í¨¹É±¾(¹É),×Ü¹É±¾(¹É),ÊÐÓ¯ÂÊ,ÊÐ¾»ÂÊ,ÊÐÏúÂÊ,ÊÐÏÖÂÊ,
002976.SZ,ÈðÂê¾«ÃÜ,20200306,,22.81,27.37,22.81,27.37,74758,2038940,8.36,43.9769,27.2739,0.299,684250000,,2737000000,25000000,0,100000000,31.9053,7.3588,4.4876,83.8292,
002976.SZ,ÈðÂê¾«ÃÜ,20200309,27.37,30.11,30.11,30.11,30.11,24384,734202,2.74,10.011,30.11,0.0975,752750000,,3011000000,25000000,0,100000000,35.0994,8.0955,4.9369,92.2213,
002976.SZ,ÈðÂê¾«ÃÜ,20200310,30.11,33.12,33.12,33.12,33.12,27332,905235,3.01,9.9967,33.12,0.1093,828000000,,3312000000,25000000,0,100000000,38.6081,8.9047,5.4304,101.4403,
002976.SZ,ÈðÂê¾«ÃÜ,20200311,33.12,36.43,36.43,36.43,36.43,29573,1077344,3.31,9.994,36.43,0.1183,910750000,,3643000000,25000000,0,100000000,42.4666,9.7947,5.9731,111.5782,
002976.SZ,ÈðÂê¾«ÃÜ,20200312,36.43,40.07,40.07,40.07,40.07,212599,8518841,3.64,9.9918,40.07,0.8504,1001750000,,4007000000,25000000,0,100000000,46.7098,10.7733,6.57,122.7269,
002976.SZ,ÈðÂê¾«ÃÜ,20200313,40.07,44.08,44.08,44.08,44.08,282749,12463575,4.01,10.0075,44.08,1.131,1102000000,,4408000000,25000000,0,100000000,51.3843,11.8515,7.2274,135.0088,
002976.SZ,ÈðÂê¾«ÃÜ,20200316,44.08,48.49,48.49,48.49,48.49,161312,7822018,4.41,10.0045,48.49,0.6452,1212250000,,4849000000,25000000,0,100000000,56.525,13.0372,7.9505,148.5158,
002976.SZ,ÈðÂê¾«ÃÜ,20200317,48.49,53.34,53.34,44.51,48.77,16358027,804802341,0.28,0.5774,49.1992,65.4321,1219250000,,4877000000,25000000,0,100000000,56.8514,13.1124,7.9964,149.3734,
002976.SZ,ÈðÂê¾«ÃÜ,20200318,48.77,47.38,49.88,44.44,45.05,11282677,532876011,-3.72,-7.6276,47.2296,45.1307,1126250000,,4505000000,25000000,0,100000000,52.515,12.1123,7.3865,137.9797,
002976.SZ,ÈðÂê¾«ÃÜ,20200319,45.05,43.12,48.48,43.12,47.4,9785206,449678977,2.35,5.2164,45.955,39.1408,1185000000,,4740000000,25000000,0,100000000,55.2544,12.7441,7.7718,145.1773,
002976.SZ,ÈðÂê¾«ÃÜ,20200320,47.4,46.7,47.01,42.78,42.95,8705902,388096004,-4.45,-9.3882,44.5785,34.8236,1073750000,,4295000000,25000000,0,100000000,50.067,11.5477,7.0422,131.5478,
002976.SZ,ÈðÂê¾«ÃÜ,20200323,42.95,40.4,40.99,38.66,38.66,6463023,254183233,-4.29,-9.9884,39.3288,25.8521,966500000,,3866000000,25000000,0,100000000,45.0661,10.3942,6.3388,118.4083,
002976.SZ,ÈðÂê¾«ÃÜ,20200324,38.66,39.31,40.21,37.61,40,7243381,285825044,1.34,3.4661,39.4602,28.9735,1000000000,,4000000000,25000000,0,100000000,46.6282,10.7545,6.5585,122.5125,
002976.SZ,ÈðÂê¾«ÃÜ,20200325,40,40.24,40.88,39.06,39.1,7020814,278675026,-0.9,-2.25,39.6927,28.0833,977500000,,3910000000,25000000,0,100000000,45.579,10.5125,6.4109,119.756,
002976.SZ,ÈðÂê¾«ÃÜ,20200326,39.1,38.02,38.55,36.7,37.06,6340643,237952758,-2.04,-5.2174,37.5282,25.3626,926500000,,3706000000,25000000,0,100000000,43.201,9.9641,6.0764,113.5078,
002976.SZ,ÈðÂê¾«ÃÜ,20200327,37.06,37.44,39.16,36.8,38.06,6395475,241382507,1,2.6983,37.7427,25.5819,951500000,,3806000000,25000000,0,100000000,44.3667,10.2329,6.2404,116.5706,
002976.SZ,ÈðÂê¾«ÃÜ,20200330,38.06,37,40.1,36.49,39.86,7567996,293608171,1.8,4.7294,38.796,30.272,996500000,,3986000000,25000000,0,100000000,46.465,10.7169,6.5355,122.0837,
002976.SZ,ÈðÂê¾«ÃÜ,20200331,39.86,39.7,39.7,37.55,37.92,6080597,235281530,-1.94,-4.867,38.6938,24.3224,948000000,,3792000000,25000000,0,100000000,44.2035,10.1953,6.2174,116.1418,
002976.SZ,ÈðÂê¾«ÃÜ,20200401,37.92,37.15,41.71,37.15,40.62,10012050,405848936,2.7,7.1203,40.536,40.0482,1015500000,,4062000000,25000000,0,100000000,47.3509,10.9212,6.6601,124.4114,
002976.SZ,ÈðÂê¾«ÃÜ,20200402,40.62,39.94,42.73,39.42,41.58,9401012,382113456,0.96,2.3634,40.646,37.604,1039500000,,4158000000,25000000,0,100000000,48.47,11.1793,6.8175,127.3517,
002976.SZ,ÈðÂê¾«ÃÜ,20200403,41.58,40.33,41.2,38.52,38.92,7023953,279878624,-2.66,-6.3973,39.8463,28.0958,973000000,,3892000000,25000000,0,100000000,45.3692,10.4641,6.3814,119.2047,
002976.SZ,ÈðÂê¾«ÃÜ,20200407,38.92,40.5,40.65,39.45,39.68,5746527,229523243,0.76,1.9527,39.9412,22.9861,992000000,,3968000000,25000000,0,100000000,46.2552,10.6685,6.506,121.5324,
002976.SZ,ÈðÂê¾«ÃÜ,20200408,39.68,38.19,39.11,38.01,38.68,5231617,201559006,-1,-2.5202,38.5271,20.9265,967000000,,3868000000,25000000,0,100000000,45.0895,10.3996,6.342,118.4696,
002976.SZ,ÈðÂê¾«ÃÜ,20200409,38.68,38.9,39.14,37.57,37.61,4969809,189895934,-1.07,-2.7663,38.2099,19.8792,940250000,,3761000000,25000000,0,100000000,43.8421,10.1119,6.1666,115.1924,
002976.SZ,ÈðÂê¾«ÃÜ,20200410,37.61,37.47,37.47,35.03,35.22,5554928,200696780,-2.39,-6.3547,36.1295,22.2197,880500000,,3522000000,25000000,0,100000000,41.0561,9.4694,5.7747,107.8722,
002976.SZ,ÈðÂê¾«ÃÜ,20200413,35.22,34.87,34.97,34,34.42,2591809,89252807,-0.8,-2.2714,34.4365,10.3672,860500000,,3442000000,25000000,0,100000000,40.1235,9.2543,5.6436,105.422,
002976.SZ,ÈðÂê¾«ÃÜ,20200414,34.42,34.72,35.53,34.69,35.1,2774422,97130543,0.68,1.9756,35.0093,11.0977,877500000,,3510000000,25000000,0,100000000,40.9162,9.4371,5.7551,107.5047,
002976.SZ,ÈðÂê¾«ÃÜ,20200415,35.1,35,35.46,34.41,34.62,3188182,111284796,-0.48,-1.3675,34.9054,12.7527,865500000,,3462000000,25000000,0,100000000,40.3567,9.308,5.6764,106.0346,
002976.SZ,ÈðÂê¾«ÃÜ,20200416,34.62,34.2,34.5,33.76,34.13,2953709,100664556,-0.49,-1.4154,34.0807,11.8148,853250000,,3413000000,25000000,0,100000000,39.7855,9.1763,5.596,104.5338,
002976.SZ,ÈðÂê¾«ÃÜ,20200417,34.13,34.49,34.93,33.83,33.84,3110093,106896721,-0.29,-0.8497,34.3709,12.4404,846000000,,3384000000,25000000,0,100000000,39.4474,9.0983,5.5485,103.6456,
002976.SZ,ÈðÂê¾«ÃÜ,20200420,33.84,33.6,33.97,33.21,33.97,2580335,86380800,0.13,0.3842,33.4766,10.3213,849250000,,3397000000,25000000,0,100000000,39.599,9.1333,5.5698,104.0437,
002976.SZ,ÈðÂê¾«ÃÜ,20200421,33.97,33.61,34.11,33.45,33.9,2236289,75531009,-0.07,-0.2061,33.7752,8.9452,847500000,,3390000000,25000000,0,100000000,39.5174,9.1145,5.5583,103.8293,
