´úÂë,¼ò³Æ,ÈÕÆÚ,Ç°ÊÕÅÌ¼Û(Ôª),¿ªÅÌ¼Û(Ôª),×î¸ß¼Û(Ôª),×îµÍ¼Û(Ôª),ÊÕÅÌ¼Û(Ôª),³É½»Á¿(¹É),³É½»½ð¶î(Ôª),ÕÇµø(Ôª),ÕÇµø·ù(%),¾ù¼Û(Ôª),»»ÊÖÂÊ(%),A¹ÉÁ÷Í¨ÊÐÖµ(Ôª),B¹ÉÁ÷Í¨ÊÐÖµ(Ôª),×ÜÊÐÖµ(Ôª),A¹ÉÁ÷Í¨¹É±¾(¹É),B¹ÉÁ÷Í¨¹É±¾(¹É),×Ü¹É±¾(¹É),ÊÐÓ¯ÂÊ,ÊÐ¾»ÂÊ,ÊÐÏúÂÊ,ÊÐÏÖÂÊ,
002078.SZ,Ì«ÑôÖ½Òµ,20070104,19.05,19.52,19.53,18.68,18.74,4072229,76983907.3,-0.31,-1.6273,18.9046,6.787,1124400000,,5173117256.88,60000000,0,276046812,18.3077,5.2142,0.9553,8.8679,
002078.SZ,Ì«ÑôÖ½Òµ,20070105,18.74,18.85,19.2,18.65,19.2,1721955,32715297.4,0.46,2.4546,18.9989,2.8699,1152000000,,5300098790.4,60000000,0,276046812,18.7571,5.3421,0.9788,9.0856,
002078.SZ,Ì«ÑôÖ½Òµ,20070108,19.2,19.45,20.31,19.2,20.3,5565822,110647440.5,1.1,5.7292,19.8798,9.2764,1218000000,,5603750283.6,60000000,0,276046812,19.8317,5.6482,1.0349,9.6061,
002078.SZ,Ì«ÑôÖ½Òµ,20070109,20.3,20.4,21.09,20.4,20.8,6668630,138802661.9,0.5,2.4631,20.8143,11.1144,1248000000,,5741773689.6,60000000,0,276046812,20.3202,5.7873,1.0604,9.8427,
002078.SZ,Ì«ÑôÖ½Òµ,20070110,20.8,20.98,22.88,20.6,22.4,8141253,177602161,1.6,7.6923,21.8151,13.5688,1344000000,,6183448588.8,60000000,0,276046812,21.8833,6.2325,1.1419,10.5999,
002078.SZ,Ì«ÑôÖ½Òµ,20070111,22.4,22.5,22.88,21.71,21.88,5271118,118436897.3,-0.52,-2.3214,22.469,8.7852,1312800000,,6039904246.56,60000000,0,276046812,21.3753,6.0878,1.1154,10.3538,
002078.SZ,Ì«ÑôÖ½Òµ,20070112,21.88,21.6,22.2,20.8,21.16,5931465,126329775.2,-0.72,-3.2907,21.2982,9.8858,1269600000,,5841150541.92,60000000,0,276046812,20.6719,5.8875,1.0787,10.0131,
002078.SZ,Ì«ÑôÖ½Òµ,20070115,21.16,21.32,23.28,21.32,23.28,7740201,175690576.8,2.12,10.0189,22.6985,12.9003,1396800000,,6426369783.36,60000000,0,276046812,22.743,6.4773,1.1868,11.0163,
002078.SZ,Ì«ÑôÖ½Òµ,20070116,23.28,23.77,24.55,23.51,24,4984715,120495846.5,0.72,3.0928,24.1731,8.3079,1440000000,,6625123488,60000000,0,276046812,23.4464,6.6777,1.2235,11.357,
002078.SZ,Ì«ÑôÖ½Òµ,20070117,24,23.99,24.96,23.81,24.8,5230171,128336702.3,0.8,3.3333,24.5378,8.717,1488000000,,6845960937.6,60000000,0,276046812,24.2279,6.9003,1.2643,11.7356,
002078.SZ,Ì«ÑôÖ½Òµ,20070118,24.8,24.8,25,23.8,24.83,2942665,71257617.5,0.03,0.121,24.2153,4.9044,1489800000,,6854242341.96,60000000,0,276046812,24.2572,6.9086,1.2658,11.7497,
002078.SZ,Ì«ÑôÖ½Òµ,20070119,24.83,24.67,26,24.67,25.7,2998276,76092717.6,0.87,3.5038,25.3788,4.9971,1542000000,,7094403068.4,60000000,0,276046812,25.1072,7.1507,1.3102,12.1614,
002078.SZ,Ì«ÑôÖ½Òµ,20070122,25.7,25.97,26.85,25.97,26.71,3670369,96897906.5,1.01,3.93,26.4,6.1173,1602600000,,7373210348.52,60000000,0,276046812,26.0939,7.4317,1.3617,12.6394,
002078.SZ,Ì«ÑôÖ½Òµ,20070123,26.71,26.85,26.85,25.48,26.21,2339237,60622259.6,-0.5,-1.872,25.9154,3.8987,1572600000,,7235186942.52,60000000,0,276046812,25.6054,7.2926,1.3362,12.4028,
