ด๚ย๋,ผ๒ณฦ,ศีฦฺ,วฐสีลฬผÛ(ิช),ฟชลฬผÛ(ิช),ื๎ธ฿ผÛ(ิช),ื๎ตอผÛ(ิช),สีลฬผÛ(ิช),ณษฝปมฟ(นษ),ณษฝปฝ๐ถ๎(ิช),ีวต๘(ิช),ีวต๘ท๙(%),พ๙ผÛ(ิช),ปปสึยส(%),Aนษม๗อจสะึต(ิช),Bนษม๗อจสะึต(ิช),ืÜสะึต(ิช),Aนษม๗อจนษฑพ(นษ),Bนษม๗อจนษฑพ(นษ),ืÜนษฑพ(นษ),สะำฏยส,สะพปยส,สะฯ๚ยส,สะฯึยส,
002615.SZ,นþถ๛หน,20111018,18.61,18.4,18.7,17.51,17.51,3007893,55053466,-1.1,-5.9108,18.303,16.4906,319382400,,1596912000,18240000,0,91200000,35.2177,9.7197,3.7821,68.0274,
002615.SZ,นþถ๛หน,20111019,17.51,17.6,18.18,17.41,17.8,2014735,35753475.2,0.29,1.6562,17.746,11.0457,324672000,,1623360000,18240000,0,91200000,35.801,9.8807,3.8447,69.1541,
002615.SZ,นþถ๛หน,20111020,17.8,17.56,17.73,16.68,16.84,1872930,31931161.8,-0.96,-5.3933,17.0488,10.2683,307161600,,1535808000,18240000,0,91200000,33.8702,9.3478,3.6374,65.4244,
002615.SZ,นþถ๛หน,20111021,16.84,16.94,16.95,16.26,16.6,1036490,17270853.5,-0.24,-1.4252,16.6628,5.6825,302784000,,1513920000,18240000,0,91200000,33.3875,9.2146,3.5855,64.492,
002615.SZ,นþถ๛หน,20111024,16.6,16.61,17,15.66,16.9,1767946,28912569.1,0.3,1.8072,16.3538,9.6927,308256000,,1541280000,18240000,0,91200000,33.9908,9.3811,3.6503,65.6575,
002615.SZ,นþถ๛หน,20111025,16.9,16.68,18.59,16.62,18.59,4450541,79810653.1,1.69,10,17.9328,24.3999,339081600,,1695408000,18240000,0,91200000,37.3899,10.3192,4.0154,72.2233,
002615.SZ,นþถ๛หน,20111026,18.59,18.35,18.95,18.18,18.47,4706836,87405573.5,-0.12,-0.6455,18.5699,25.805,336892800,,1684464000,18240000,0,91200000,37.1486,10.2526,3.9895,71.7571,
002615.SZ,นþถ๛หน,20111027,18.47,18.28,19.55,18.24,19.42,6181465,118460016,0.95,5.1435,19.1637,33.8896,354220800,,1771104000,18240000,0,91200000,39.0593,10.7799,4.1946,75.4479,
002615.SZ,นþถ๛หน,20111028,19.42,19.66,20.5,19.03,20.23,5409255,106477383.1,0.81,4.171,19.6843,29.656,368995200,,1844976000,18240000,0,91200000,40.3594,3.411,4.3696,78.5948,
002615.SZ,นþถ๛หน,20111031,20.23,19.85,21.25,19.76,20.21,5135191,105020376.1,-0.02,-0.0989,20.4511,28.1535,368630400,,1843152000,18240000,0,91200000,40.3195,3.4077,4.3653,78.5171,
002615.SZ,นþถ๛หน,20111101,20.21,19.8,20.55,19.42,20.55,4265403,85044479.6,0.34,1.6823,19.9382,23.3849,374832000,,1874160000,18240000,0,91200000,40.9978,3.465,4.4387,79.838,
002615.SZ,นþถ๛หน,20111102,20.55,19.88,22.27,19.58,21.79,6741045,142987647.2,1.24,6.0341,21.2115,36.9575,397449600,,1987248000,18240000,0,91200000,43.4717,3.6741,4.7066,84.6555,
002615.SZ,นþถ๛หน,20111103,21.79,21.59,22.63,21.11,21.86,5333851,116272599.1,0.07,0.3212,21.799,29.2426,398726400,,1993632000,18240000,0,91200000,43.6113,3.6859,4.7217,84.9274,
002615.SZ,นþถ๛หน,20111104,21.86,21.66,22.28,21.51,22.02,3296764,72094202.1,0.16,0.7319,21.8682,18.0744,401644800,,2008224000,18240000,0,91200000,43.9305,3.7129,4.7562,85.549,
002615.SZ,นþถ๛หน,20111107,22.02,22.02,22.89,21.71,22.21,3555510,79494277.2,0.19,0.8629,22.3581,19.4929,405110400,,2025552000,18240000,0,91200000,44.3096,3.7449,4.7973,86.2872,
002615.SZ,นþถ๛หน,20111108,22.21,22.01,22.16,20.82,21.08,3411531,72762605.5,-1.13,-5.0878,21.3284,18.7036,384499200,,1922496000,18240000,0,91200000,42.0552,3.5544,4.5532,81.8971,
002615.SZ,นþถ๛หน,20111109,21.08,21.15,21.27,20,21.11,4341729,89614127.2,0.03,0.1423,20.6402,23.8033,385046400,,1925232000,18240000,0,91200000,42.1151,3.5594,4.5597,82.0136,
002615.SZ,นþถ๛หน,20111110,21.11,20.6,21.11,20.4,20.64,2726863,56418841,-0.47,-2.2264,20.69,14.9499,376473600,,1882368000,18240000,0,91200000,41.1774,3.4802,4.4582,80.1876,
002615.SZ,นþถ๛หน,20111111,20.64,20.51,20.9,20.15,20.81,2723114,56117134.2,0.17,0.8236,20.6077,14.9294,379574400,,1897872000,18240000,0,91200000,41.5166,3.5088,4.4949,80.8481,
002615.SZ,นþถ๛หน,20111114,20.81,20.81,20.81,20.81,20.81,,,0,0,,,379574400,,1897872000,18240000,0,91200000,41.5166,3.5088,4.4949,80.8481,
002615.SZ,นþถ๛หน,20111115,20.81,21.39,21.65,20.85,20.95,4332854,91989468.4,0.14,0.6728,21.2307,23.7547,382128000,,1910640000,18240000,0,91200000,41.7959,3.5324,4.5251,81.392,
002615.SZ,นþถ๛หน,20111116,20.95,21,21,19.13,19.73,2724785,54958380.7,-1.22,-5.8234,20.1698,14.9385,359875200,,1799376000,18240000,0,91200000,39.3619,3.3267,4.2616,76.6522,
002615.SZ,นþถ๛หน,20111117,19.73,19.68,20.37,19.35,19.75,2135171,42440437.5,0.02,0.1014,19.8768,11.706,360240000,,1801200000,18240000,0,91200000,39.4018,3.3301,4.2659,76.7299,
002615.SZ,นþถ๛หน,20111118,19.75,19.99,21.73,19.85,21.73,6304956,131642459.1,1.98,10.0253,20.8792,34.5666,396355200,,1981776000,18240000,0,91200000,43.352,3.664,4.6936,84.4224,
002615.SZ,นþถ๛หน,20111121,21.73,21.95,23.8,21.76,23.1,9391639,213650279.8,1.37,6.3046,22.749,51.4892,421344000,,2106720000,18240000,0,91200000,46.0852,3.895,4.9895,89.7449,
002615.SZ,นþถ๛หน,20111122,23.1,22.88,23.55,22.12,23.55,6286227,144044508.6,0.45,1.9481,22.9143,34.464,429552000,,2147760000,18240000,0,91200000,46.9829,3.9708,5.0867,91.4932,
002615.SZ,นþถ๛หน,20111123,23.55,23.25,23.43,22.65,23.18,4365761,100516894.3,-0.37,-1.5711,23.0239,23.9351,422803200,,2114016000,18240000,0,91200000,46.2448,3.9084,5.0068,90.0557,
002615.SZ,นþถ๛หน,20111124,23.18,22.8,23.24,21.98,23.05,5022157,113960495.1,-0.13,-0.5608,22.6915,27.5338,420432000,,2102160000,18240000,0,91200000,45.9854,3.8865,4.9787,89.5506,
002615.SZ,นþถ๛หน,20111125,23.05,22.75,22.86,21.5,21.54,4513619,99942395.7,-1.51,-6.551,22.1424,24.7457,392889600,,1964448000,18240000,0,91200000,42.9729,3.6319,4.6526,83.6842,
002615.SZ,นþถ๛หน,20111128,21.54,21.68,21.7,20.55,20.97,3353834,70271155.1,-0.57,-2.6462,20.9525,18.3872,382492800,,1912464000,18240000,0,91200000,41.8358,3.5358,4.5294,81.4697,
002615.SZ,นþถ๛หน,20111129,20.97,21.23,21.27,20.61,21.27,2885524,60499547.2,0.3,1.4306,20.9666,15.8198,387964800,,1939824000,18240000,0,91200000,42.4343,3.5864,4.5942,82.6352,
002615.SZ,นþถ๛หน,20111130,21.27,21.18,23.19,21.05,22.22,7916806,175927726.1,0.95,4.4664,22.2221,43.4035,405292800,,2026464000,18240000,0,91200000,44.3295,3.7466,4.7994,86.326,
002615.SZ,นþถ๛หน,20111201,22.22,22.36,24.34,22.36,23.24,7705417,178917747.5,1.02,4.5905,23.2197,42.2446,423897600,,2119488000,18240000,0,91200000,46.3645,3.9186,5.0198,90.2888,
002615.SZ,นþถ๛หน,20111202,23.24,22.77,22.86,20.92,20.92,4775877,103547651.9,-2.32,-9.9828,21.6814,26.1835,381580800,,1907904000,18240000,0,91200000,41.736,3.5274,4.5186,81.2755,
002615.SZ,นþถ๛หน,20111205,20.92,20.1,20.1,18.83,18.83,4022287,77295208.4,-2.09,-9.9904,19.2167,22.052,343459200,,1717296000,18240000,0,91200000,37.5664,3.175,4.0672,73.1557,
002615.SZ,นþถ๛หน,20111206,18.83,18.56,19.48,18.08,19.17,3435330,64958024.7,0.34,1.8056,18.9088,18.834,349660800,,1748304000,18240000,0,91200000,38.2447,3.2323,4.1406,74.4766,
002615.SZ,นþถ๛หน,20111207,19.17,19.18,19.18,18.17,18.57,3026039,56395346.6,-0.6,-3.1299,18.6367,16.5901,338716800,,1693584000,18240000,0,91200000,37.0477,3.1311,4.0111,72.1456,
002615.SZ,นþถ๛หน,20111208,18.57,18.39,19.1,17.87,18.75,3318819,61491612.7,0.18,0.9693,18.5282,18.1953,342000000,,1710000000,18240000,0,91200000,37.4068,3.1615,4.0499,72.8449,
002615.SZ,นþถ๛หน,20111209,18.75,18.24,18.59,18.01,18.2,3227313,58803144.3,-0.55,-2.9333,18.2205,14.1549,414960000,,1659840000,22800000,0,91200000,36.3095,3.0688,3.9311,70.7081,
002615.SZ,นþถ๛หน,20111212,18.2,18.19,18.45,18,18.31,2585483,47303598.9,0.11,0.6044,18.2958,11.3398,417468000,,1669872000,22800000,0,91200000,36.529,3.0873,3.9549,71.1355,
002615.SZ,นþถ๛หน,20111213,18.31,18.2,18.46,17.22,17.4,2656178,46934689.4,-0.91,-4.97,17.67,11.6499,396720000,,1586880000,22800000,0,91200000,34.7135,2.9339,3.7583,67.6,
002615.SZ,นþถ๛หน,20111214,17.4,17.23,17.6,16.88,17.38,2542255,43963894.7,-0.02,-0.1149,17.2933,11.1502,396264000,,1585056000,22800000,0,91200000,34.6736,2.9305,3.754,67.5223,
002615.SZ,นþถ๛หน,20111215,17.38,17.12,17.38,15.85,15.98,3790477,62937889.3,-1.4,-8.0552,16.6042,16.6249,364344000,,1457376000,22800000,0,91200000,31.8806,2.6944,3.4516,62.0833,
002615.SZ,นþถ๛หน,20111216,15.98,16.06,16.69,15.93,16.66,2835803,46094612.3,0.68,4.2553,16.2545,12.4377,379848000,,1519392000,22800000,0,91200000,33.2372,2.8091,3.5985,64.7251,
002615.SZ,นþถ๛หน,20111219,16.66,16.4,17.06,15.83,17.03,3195093,52484856,0.37,2.2209,16.4267,14.0136,388284000,,1553136000,22800000,0,91200000,33.9753,2.8715,3.6784,66.1626,
002615.SZ,นþถ๛หน,20111220,17.03,16.84,17.25,16.38,16.39,3379519,56721657.7,-0.64,-3.7581,16.7839,14.8225,373692000,,1494768000,22800000,0,91200000,32.6985,2.7636,3.5402,63.6761,
002615.SZ,นþถ๛หน,20111221,16.39,16.6,18.03,16.5,17.1,6216019,107815992.6,0.71,4.3319,17.3449,27.2632,389880000,,1559520000,22800000,0,91200000,34.115,2.8833,3.6935,66.4345,
002615.SZ,นþถ๛หน,20111222,17.1,16.7,17.07,15.4,16.75,4172292,67440764.6,-0.35,-2.0468,16.164,18.2995,381900000,,1527600000,22800000,0,91200000,33.4167,2.8243,3.6179,65.0748,
002615.SZ,นþถ๛หน,20111223,16.75,16.49,17.48,16.38,17.07,3800839,64961919.9,0.32,1.9104,17.0915,16.6703,389196000,,1556784000,22800000,0,91200000,34.0551,2.8782,3.6871,66.318,
002615.SZ,นþถ๛หน,20111226,17.07,16.95,17.44,16.79,16.9,2283872,39100773.1,-0.17,-0.9959,17.1204,10.017,385320000,,1541280000,22800000,0,91200000,33.716,2.8496,3.6503,65.6575,
002615.SZ,นþถ๛หน,20111227,16.9,16.71,16.88,15.4,15.54,3009095,48100466.9,-1.36,-8.0473,15.985,13.1978,354312000,,1417248000,22800000,0,91200000,31.0028,2.6202,3.3566,60.3738,
002615.SZ,นþถ๛หน,20111228,15.54,15.42,15.45,14.4,14.91,2592468,38394188.3,-0.63,-4.0541,14.8099,11.3705,339948000,,1359792000,22800000,0,91200000,29.7459,2.514,3.2205,57.9262,
002615.SZ,นþถ๛หน,20111229,14.91,14.6,15.2,14.6,14.69,1583791,23634443.7,-0.22,-1.4755,14.9227,6.9465,334932000,,1339728000,22800000,0,91200000,29.307,2.4769,3.173,57.0715,
002615.SZ,นþถ๛หน,20111230,14.69,14.83,15.13,14.72,14.89,1371250,20451549.6,0.2,1.3615,14.9145,6.0143,339492000,,1357968000,22800000,0,91200000,29.706,2.5106,3.2162,57.8485,
002615.SZ,นþถ๛หน,20120104,14.89,15.2,15.2,14.03,14.05,2160394,31653533.1,-0.84,-5.6414,14.6517,9.4754,320340000,,1281360000,22800000,0,91200000,28.0302,2.369,2.485,3.906,
002615.SZ,นþถ๛หน,20120105,14.05,13.71,13.87,12.7,12.73,2190555,29098795.3,-1.32,-9.395,13.2838,9.6077,290244000,,1160976000,22800000,0,91200000,25.3967,2.1464,2.2516,3.539,
002615.SZ,นþถ๛หน,20120106,12.73,12.55,12.98,12.2,12.98,2844391,35831840.6,0.25,1.9639,12.5974,12.4754,295944000,,1183776000,22800000,0,91200000,25.8955,2.1886,2.2958,3.6085,
002615.SZ,นþถ๛หน,20120109,12.98,12.83,13.69,12.62,13.57,2586520,34146128.5,0.59,4.5455,13.2016,11.3444,309396000,,1237584000,22800000,0,91200000,27.0725,2.2881,2.4002,3.7725,
002615.SZ,นþถ๛หน,20120110,13.57,13.45,14.3,13.44,14.08,2826312,39172809.6,0.51,3.7583,13.86,12.3961,321024000,,1284096000,22800000,0,91200000,28.09,2.3741,2.4904,3.9143,
002615.SZ,นþถ๛หน,20120111,14.08,14,14.62,13.82,14.09,2865544,40682059.1,0.01,0.071,14.197,12.5682,321252000,,1285008000,22800000,0,91200000,28.11,2.3758,2.4921,3.9171,
002615.SZ,นþถ๛หน,20120112,14.09,13.95,14.35,13.85,14.09,1930195,27199752.2,0,0,14.0917,8.4658,321252000,,1285008000,22800000,0,91200000,28.11,2.3758,2.4921,3.9171,
002615.SZ,นþถ๛หน,20120113,14.09,14.11,14.15,12.8,12.9,2689672,35716242.7,-1.19,-8.4457,13.279,11.7968,294120000,,1176480000,22800000,0,91200000,25.7359,2.1751,2.2816,3.5863,
002615.SZ,นþถ๛หน,20120116,12.9,12.9,14.19,12.77,14.19,6518917,91525291.4,1.29,10,14.04,28.5917,323532000,,1294128000,22800000,0,91200000,25.2071,2.3926,2.5098,3.9449,
002615.SZ,นþถ๛หน,20120117,14.19,14.29,15.03,13.88,15.03,6803428,98107273.9,0.84,5.9197,14.4203,29.8396,342684000,,1370736000,22800000,0,91200000,26.6993,2.5343,2.6584,4.1784,
002615.SZ,นþถ๛หน,20120118,15.03,14.88,14.88,13.82,14.07,4690348,67979620.3,-0.96,-6.3872,14.4935,20.5717,320796000,,1283184000,22800000,0,91200000,24.994,2.3724,2.4886,3.9115,
002615.SZ,นþถ๛หน,20120119,14.07,13.78,14.33,13.75,14.03,2445992,34353528,-0.04,-0.2843,14.0448,10.728,319884000,,1279536000,22800000,0,91200000,24.9229,2.3656,2.4815,3.9004,
002615.SZ,นþถ๛หน,20120120,14.03,14.18,14.28,14.01,14.15,1776619,25197592,0.12,0.8553,14.1829,7.7922,322620000,,1290480000,22800000,0,91200000,25.1361,2.3859,2.5027,3.9338,
002615.SZ,นþถ๛หน,20120130,14.15,14.23,14.38,13.91,14.09,1643227,23254002.7,-0.06,-0.424,14.1514,7.2071,321252000,,1285008000,22800000,0,91200000,25.0295,2.3758,2.4921,3.9171,
002615.SZ,นþถ๛หน,20120131,14.09,14.01,14.21,13.6,13.85,1782500,24597319,-0.24,-1.7033,13.7993,7.818,315780000,,1263120000,22800000,0,91200000,24.6031,2.3353,2.4497,3.8504,
002615.SZ,นþถ๛หน,20120201,13.85,13.85,14.15,13.65,13.87,1376087,19184477,0.02,0.1444,13.9413,6.0355,316236000,,1264944000,22800000,0,91200000,24.6387,2.3387,2.4532,3.8559,
002615.SZ,นþถ๛หน,20120202,13.87,14.03,14.34,13.88,14.34,1933864,27348003.9,0.47,3.3886,14.1416,8.4819,326952000,,1307808000,22800000,0,91200000,25.4736,2.4179,2.5363,3.9866,
002615.SZ,นþถ๛หน,20120203,14.34,14.34,15,14.3,14.86,4003395,58795623.3,0.52,3.6262,14.6864,17.5587,338808000,,1355232000,22800000,0,91200000,26.3973,2.5056,2.6283,4.1312,
002615.SZ,นþถ๛หน,20120206,14.86,14.86,14.95,14.58,14.73,2756774,40590896.2,-0.13,-0.8748,14.7241,12.0911,335844000,,1343376000,22800000,0,91200000,26.1664,2.4837,2.6053,4.095,
002615.SZ,นþถ๛หน,20120207,14.73,14.7,14.7,14.22,14.29,1957771,28129864.7,-0.44,-2.9871,14.3683,8.5867,325812000,,1303248000,22800000,0,91200000,25.3848,2.4095,2.5275,3.9727,
002615.SZ,นþถ๛หน,20120208,14.29,14.22,14.78,14.19,14.73,1975935,28766557.5,0.44,3.0791,14.5585,8.6664,335844000,,1343376000,22800000,0,91200000,26.1664,2.4837,2.6053,4.095,
002615.SZ,นþถ๛หน,20120209,14.73,14.72,15.25,14.66,15.01,4412308,66387497.1,0.28,1.9009,15.046,19.3522,342228000,,1368912000,22800000,0,91200000,26.6638,2.5309,2.6548,4.1729,
002615.SZ,นþถ๛หน,20120210,15.01,14.95,15.1,14.72,15.07,3099852,46287763.3,0.06,0.3997,14.9322,13.5958,343596000,,1374384000,22800000,0,91200000,26.7704,2.541,2.6655,4.1895,
002615.SZ,นþถ๛หน,20120213,15.07,14.89,15.36,14.81,15.26,3050700,46260353.7,0.19,1.2608,15.1638,13.3803,347928000,,1391712000,22800000,0,91200000,27.1079,2.573,2.6991,4.2424,
002615.SZ,นþถ๛หน,20120214,15.26,15.26,15.41,14.91,15.11,1915337,28981347.6,-0.15,-0.983,15.1312,8.4006,344508000,,1378032000,22800000,0,91200000,26.8414,2.5477,2.6725,4.2007,
002615.SZ,นþถ๛หน,20120215,15.11,15.13,15.4,15.03,15.32,2371949,36158460.8,0.21,1.3898,15.2442,10.4033,349296000,,1397184000,22800000,0,91200000,27.2145,2.5831,2.7097,4.259,
002615.SZ,นþถ๛หน,20120216,15.32,15.37,15.49,14.96,15.27,2577795,39200106.5,-0.05,-0.3264,15.2068,11.3061,348156000,,1392624000,22800000,0,91200000,27.1256,2.5747,2.7008,4.2451,
002615.SZ,นþถ๛หน,20120217,15.27,15.26,15.35,14.96,15.11,1566229,23684888.8,-0.16,-1.0478,15.1222,6.8694,344508000,,1378032000,22800000,0,91200000,26.8414,2.5477,2.6725,4.2007,
002615.SZ,นþถ๛หน,20120220,15.11,15.25,15.44,15.11,15.12,2530705,38549742.5,0.01,0.0662,15.2328,11.0996,344736000,,1378944000,22800000,0,91200000,26.8592,2.5494,2.6743,4.2034,
002615.SZ,นþถ๛หน,20120221,15.12,15.1,15.25,14.67,15.25,2235103,33524299.2,0.13,0.8598,14.999,9.8031,347700000,,1390800000,22800000,0,91200000,27.0901,2.5713,2.6973,4.2396,
002615.SZ,นþถ๛หน,20120222,15.25,15.2,15.88,15.18,15.74,4225218,65888538.5,0.49,3.2131,15.5941,18.5317,358872000,,1435488000,22800000,0,91200000,27.9605,2.654,2.784,4.3758,
002615.SZ,นþถ๛หน,20120223,15.74,15.79,15.97,15.66,15.9,3506311,55394522.9,0.16,1.0165,15.7985,15.3786,362520000,,1450080000,22800000,0,91200000,28.2448,2.6809,2.8123,4.4203,
002615.SZ,นþถ๛หน,20120224,15.9,15.89,16.17,15.68,16.09,3137721,49988357.3,0.19,1.195,15.9314,13.7619,366852000,,1467408000,22800000,0,91200000,28.5823,2.713,2.8459,4.4731,
002615.SZ,นþถ๛หน,20120227,16.09,16.17,16.52,15.98,16.02,3570760,57885893.3,-0.07,-0.4351,16.2111,15.6612,365256000,,1461024000,22800000,0,91200000,28.4579,2.7012,2.8335,4.4536,
002615.SZ,นþถ๛หน,20120228,16.02,15.9,16.05,15.5,16.02,2835813,44636348.2,0,0,15.7402,12.4378,365256000,,1461024000,22800000,0,91200000,28.4579,2.7012,2.8335,4.4536,
002615.SZ,นþถ๛หน,20120229,16.02,16.08,16.59,15.82,15.88,3187072,51723590.6,-0.14,-0.8739,16.2292,13.9784,362064000,,1448256000,22800000,0,91200000,28.2092,2.6776,2.8087,4.4147,
002615.SZ,นþถ๛หน,20120301,15.88,15.99,16.04,15.7,15.85,1627224,25778149.6,-0.03,-0.1889,15.8418,7.1369,361380000,,1445520000,22800000,0,91200000,28.1559,2.6725,2.8034,4.4064,
002615.SZ,นþถ๛หน,20120302,15.85,15.92,16.25,15.89,16.23,2027311,32658716.4,0.38,2.3975,16.1094,8.8917,370044000,,1480176000,22800000,0,91200000,28.831,2.7366,2.8706,4.512,
002615.SZ,นþถ๛หน,20120305,16.23,16.28,16.3,16.03,16.07,1845932,29829291.1,-0.16,-0.9858,16.1595,8.0962,366396000,,1465584000,22800000,0,91200000,28.5468,2.7096,2.8423,4.4675,
002615.SZ,นþถ๛หน,20120306,16.07,16,16,15.55,15.74,1738694,27348873.4,-0.33,-2.0535,15.7295,7.6259,358872000,,1435488000,22800000,0,91200000,27.9605,2.654,2.784,4.3758,
002615.SZ,นþถ๛หน,20120307,15.74,15.52,15.89,15.48,15.6,1341336,21056159.6,-0.14,-0.8895,15.6979,5.8831,355680000,,1422720000,22800000,0,91200000,27.7118,2.6304,2.7592,4.3369,
002615.SZ,นþถ๛หน,20120308,15.6,15.7,15.91,15.62,15.77,1536448,24256945.1,0.17,1.0897,15.7877,6.7388,359556000,,1438224000,22800000,0,91200000,28.0138,2.659,2.7893,4.3841,
002615.SZ,นþถ๛หน,20120309,15.77,15.88,16.34,15.8,16.28,2370668,38265365.9,0.51,3.234,16.1412,10.3977,371184000,,1484736000,22800000,0,91200000,28.9198,2.745,2.8795,4.5259,
002615.SZ,นþถ๛หน,20120312,16.28,16.28,16.45,16.14,16.38,2006492,32660451.6,0.1,0.6143,16.2774,8.8004,373464000,,1493856000,22800000,0,91200000,29.0974,2.7619,2.8972,4.5537,
002615.SZ,นþถ๛หน,20120313,16.38,16.32,16.88,16.26,16.8,3612747,60172972.4,0.42,2.5641,16.6557,15.8454,383040000,,1532160000,22800000,0,91200000,29.8435,2.8327,2.9714,4.6705,
002615.SZ,นþถ๛หน,20120314,16.8,16.82,16.89,15.6,15.77,3640950,59515035.2,-1.03,-6.131,16.346,15.9691,359556000,,1438224000,22800000,0,91200000,28.0138,2.659,2.7893,4.3841,
