´úÂë,¼ò³Æ,ÈÕÆÚ,Ç°ÊÕÅÌ¼Û(Ôª),¿ªÅÌ¼Û(Ôª),×î¸ß¼Û(Ôª),×îµÍ¼Û(Ôª),ÊÕÅÌ¼Û(Ôª),³É½»Á¿(¹É),³É½»½ð¶î(Ôª),ÕÇµø(Ôª),ÕÇµø·ù(%),¾ù¼Û(Ôª),»»ÊÖÂÊ(%),A¹ÉÁ÷Í¨ÊÐÖµ(Ôª),B¹ÉÁ÷Í¨ÊÐÖµ(Ôª),×ÜÊÐÖµ(Ôª),A¹ÉÁ÷Í¨¹É±¾(¹É),B¹ÉÁ÷Í¨¹É±¾(¹É),×Ü¹É±¾(¹É),ÊÐÓ¯ÂÊ,ÊÐ¾»ÂÊ,ÊÐÏúÂÊ,ÊÐÏÖÂÊ,
603982.SH,Èª·åÆû³µ,20190522,,11.75,14.1,11.75,14.1,83400,1175705,4.31,44.0245,14.0972,0.1668,705000000,,2820000000,50000000,0,200000000,29.6604,2.9824,2.3456,351.7599,
603982.SH,Èª·åÆû³µ,20190523,14.1,15.51,15.51,15.51,15.51,105622,1638197,1.41,10,15.51,0.2112,775500000,,3102000000,50000000,0,200000000,32.6264,3.2807,2.5801,386.9359,
603982.SH,Èª·åÆû³µ,20190524,15.51,17.06,17.06,17.06,17.06,137969,2353751,1.55,9.9936,17.06,0.2759,853000000,,3412000000,50000000,0,200000000,35.887,3.6085,2.838,425.6046,
603982.SH,Èª·åÆû³µ,20190527,17.06,18.77,18.77,18.77,18.77,282500,5302525,1.71,10.0234,18.77,0.565,938500000,,3754000000,50000000,0,200000000,39.4841,3.9702,3.1224,468.2649,
603982.SH,Èª·åÆû³µ,20190528,18.77,20.65,20.65,20.65,20.65,1199130,24762035,1.88,10.016,20.65,2.3983,1032500000,,4130000000,50000000,0,200000000,43.4388,4.3679,3.4352,515.1662,
603982.SH,Èª·åÆû³µ,20190529,20.65,22.72,22.72,22.72,22.72,1407662,31982081,2.07,10.0242,22.72,2.8153,1136000000,,4544000000,50000000,0,200000000,47.7932,4.8057,3.7795,566.8076,
603982.SH,Èª·åÆû³µ,20190530,22.72,24.99,24.99,24.33,24.99,13072310,326659102,2.27,9.9912,24.9886,26.1446,1249500000,,4998000000,50000000,0,200000000,52.5683,5.2859,4.1571,623.4384,
603982.SH,Èª·åÆû³µ,20190531,24.99,27.49,27.49,27.49,27.49,3227291,88718230,2.5,10.004,27.49,6.4546,1374500000,,5498000000,50000000,0,200000000,57.8273,5.8147,4.573,685.8072,
603982.SH,Èª·åÆû³µ,20190603,27.49,30.24,30.24,24.74,24.74,31524991,842085338,-2.75,-10.0036,26.7117,63.05,1237000000,,4948000000,50000000,0,200000000,52.0424,5.233,4.1155,617.2015,
603982.SH,Èª·åÆû³µ,20190604,24.74,23,27.21,22.27,27.21,38890070,964508498,2.47,9.9838,24.8009,77.7801,1360500000,,5442000000,50000000,0,200000000,57.2383,5.7555,4.5264,678.8219,
603982.SH,Èª·åÆû³µ,20190605,27.21,27.21,29.93,25.8,29.93,37852345,1058671265,2.72,9.9963,27.9684,75.7047,1496500000,,5986000000,50000000,0,200000000,62.96,6.3308,4.9789,746.6791,
603982.SH,Èª·åÆû³µ,20190606,29.93,27,28.56,26.94,26.94,19810301,545453743,-2.99,-9.99,27.5338,39.6206,1347000000,,5388000000,50000000,0,200000000,56.6703,5.6984,4.4815,672.0861,
603982.SH,Èª·åÆû³µ,20190610,26.94,27.13,29.63,26.38,29.63,30889572,882900631,2.69,9.9852,28.5825,61.7791,1481500000,,5926000000,50000000,0,200000000,62.3289,6.2674,4.929,739.1949,
603982.SH,Èª·åÆû³µ,20190611,29.63,29.65,32.59,26.88,32.59,36123492,1073579171,2.96,9.9899,29.7197,72.247,1629500000,,6518000000,50000000,0,200000000,68.5555,6.8935,5.4214,813.0395,
603982.SH,Èª·åÆû³µ,20190612,32.59,31.1,35.65,29.38,30.12,36862748,1186343643,-2.47,-7.579,32.1827,73.7255,1506000000,,6024000000,50000000,0,200000000,63.3597,6.371,5.0105,751.4191,
603982.SH,Èª·åÆû³µ,20190613,30.12,28.68,29.85,27.45,27.5,25346983,723454205,-2.62,-8.6985,28.542,50.694,1375000000,,5500000000,50000000,0,200000000,57.8483,5.8168,4.5747,686.0566,
603982.SH,Èª·åÆû³µ,20190614,27.5,26.88,27.32,24.8,24.92,20668085,534954858,-2.58,-9.3818,25.8831,41.3362,1246000000,,4984000000,50000000,0,200000000,52.4211,5.2711,4.1455,621.6921,
603982.SH,Èª·åÆû³µ,20190617,24.92,24.8,25.49,24.02,25.07,13345643,333147253,0.15,0.6019,24.963,26.6913,1253500000,,5014000000,50000000,0,200000000,52.7366,5.3028,4.1704,625.4342,
603982.SH,Èª·åÆû³µ,20190618,25.07,24.8,26.15,24.56,25.15,14803811,374521183,0.08,0.3191,25.299,29.6076,1257500000,,5030000000,50000000,0,200000000,52.9049,5.3197,4.1837,627.43,
