╢ЗбК,╪РЁф,хуфз,г╟йуел╪ш(т╙),©╙ел╪ш(т╙),вН╦ъ╪ш(т╙),вН╣м╪ш(т╙),йуел╪ш(т╙),Ёи╫╩а©(╧и),Ёи╫╩╫П╤Н(т╙),уг╣Ь(т╙),уг╣Ь╥Ы(%),╬Ы╪ш(т╙),╩╩йжбй(%),A╧иаВм╗йпж╣(т╙),B╧иаВм╗йпж╣(т╙),вэйпж╣(т╙),A╧иаВм╗╧и╠╬(╧и),B╧иаВм╗╧и╠╬(╧и),вэ╧и╠╬(╧и),йпс╞бй,йп╬╩бй,йпоЗбй,йпожбй,
603916.SH,ку╡╘ль,20171124,23.42,21.6,23.39,21.08,21.08,26470007,576737403,-2.34,-9.9915,21.7883,34.829,1602080000,,6408320000,76000000,0,304000000,41.6993,5.196,4.8776,112.9981,
603916.SH,ку╡╘ль,20171127,21.08,20.32,20.8,18.97,18.97,21045086,415885132,-2.11,-10.0095,19.7616,27.6909,1441720000,,5766880000,76000000,0,304000000,37.5254,4.6759,4.3894,101.6876,
603916.SH,ку╡╘ль,20171128,18.97,18.8,19.73,18.76,19.11,14277246,273737061,0.14,0.738,19.173,18.7858,1452360000,,5809440000,76000000,0,304000000,37.8024,4.7104,4.4218,102.438,
603916.SH,ку╡╘ль,20171129,19.11,19,19.3,17.7,18.88,18816335,349262269,-0.23,-1.2036,18.5617,24.7583,1434880000,,5739520000,76000000,0,304000000,37.3474,4.6537,4.3685,101.2051,
603916.SH,ку╡╘ль,20171130,18.88,18.97,20.18,18.76,19.49,20729112,406563525,0.61,3.2309,19.6132,27.2751,1481240000,,5924960000,76000000,0,304000000,38.5541,4.8041,4.5097,104.475,
603916.SH,ку╡╘ль,20171201,19.49,19,19.3,18.21,18.98,13207082,249421642,-0.51,-2.6167,18.8854,17.3777,1442480000,,5769920000,76000000,0,304000000,37.5452,4.6784,4.3917,101.7412,
603916.SH,ку╡╘ль,20171204,18.98,18.4,18.78,17.11,17.27,14015390,249924655,-1.71,-9.0095,17.8322,18.4413,1312520000,,5250080000,76000000,0,304000000,34.1626,4.2569,3.996,92.5748,
603916.SH,ку╡╘ль,20171205,17.27,17.07,17.45,16.48,16.75,8770183,148278369,-0.52,-3.011,16.9071,11.5397,1273000000,,5092000000,76000000,0,304000000,33.134,4.1287,3.8757,89.7874,
603916.SH,ку╡╘ль,20171206,16.75,16.67,17.19,16.45,17.09,7571812,127685312,0.34,2.0299,16.8632,9.9629,1298840000,,5195360000,76000000,0,304000000,33.8065,4.2125,3.9544,91.6099,
603916.SH,ку╡╘ль,20171207,17.09,16.95,17.07,16.63,16.68,6092590,102423391,-0.41,-2.3991,16.8111,8.0166,1267680000,,5070720000,76000000,0,304000000,32.9955,4.1114,3.8595,89.4122,
603916.SH,ку╡╘ль,20171208,16.68,16.6,17.34,16.5,16.98,8784127,149900713,0.3,1.7986,17.065,11.5581,1290480000,,5161920000,76000000,0,304000000,33.5889,4.1854,3.9289,91.0203,
603916.SH,ку╡╘ль,20171211,16.98,17.01,17.14,16.83,17.05,6648062,112914512,0.07,0.4122,16.9846,8.7474,1295800000,,5183200000,76000000,0,304000000,33.7274,4.2026,3.9451,91.3955,
603916.SH,ку╡╘ль,20171212,17.05,16.94,16.95,16,16.04,8642295,142067762,-1.01,-5.9238,16.4387,11.3714,1219040000,,4876160000,76000000,0,304000000,31.7295,3.9537,3.7114,85.9815,
603916.SH,ку╡╘ль,20171213,16.04,15.99,16.29,15.88,16.13,4065133,65505453,0.09,0.5611,16.114,5.3489,1225880000,,4903520000,76000000,0,304000000,31.9075,3.9759,3.7322,86.4639,
603916.SH,ку╡╘ль,20171214,16.13,16.21,16.7,16.01,16.47,7465557,122742731,0.34,2.1079,16.4412,9.8231,1251720000,,5006880000,76000000,0,304000000,32.5801,4.0597,3.8109,88.2865,
603916.SH,ку╡╘ль,20171215,16.47,16.31,16.72,16.11,16.45,6144397,100887188,-0.02,-0.1214,16.4194,8.0847,1250200000,,5000800000,76000000,0,304000000,32.5405,4.0547,3.8063,88.1793,
603916.SH,ку╡╘ль,20171218,16.45,16.35,16.57,16.06,16.39,4710553,76821531,-0.06,-0.3647,16.3084,6.1981,1245640000,,4982560000,76000000,0,304000000,32.4218,4.0399,3.7924,87.8576,
603916.SH,ку╡╘ль,20171219,16.39,16.21,16.76,16.21,16.58,5303722,87495809,0.19,1.1592,16.4971,6.9786,1260080000,,5040320000,76000000,0,304000000,32.7977,4.0868,3.8364,88.8761,
603916.SH,ку╡╘ль,20171220,16.58,16.48,16.55,16.02,16.07,4949340,80392328,-0.51,-3.076,16.243,6.5123,1221320000,,4885280000,76000000,0,304000000,31.7888,3.9611,3.7184,86.1423,
603916.SH,ку╡╘ль,20171221,16.07,15.99,16,15.52,15.78,5515362,87068034,-0.29,-1.8046,15.7865,7.2571,1199280000,,4797120000,76000000,0,304000000,31.2152,3.8896,3.6512,84.5878,
603916.SH,ку╡╘ль,20171222,15.78,15.88,16.16,15.74,15.75,3917155,62442557,-0.03,-0.1901,15.9408,5.1542,1197000000,,4788000000,76000000,0,304000000,31.1558,3.8822,3.6443,84.427,
603916.SH,ку╡╘ль,20171225,15.75,15.57,15.79,15.03,15.71,6863153,105864954,-0.04,-0.254,15.4251,9.0305,1193960000,,4775840000,76000000,0,304000000,31.0767,3.8723,3.6351,84.2125,
603916.SH,ку╡╘ль,20171226,15.71,15.55,17.2,15.46,16.85,13427669,222147301,1.14,7.2565,16.544,17.668,1280600000,,5122400000,76000000,0,304000000,33.3318,4.1533,3.8988,90.3234,
603916.SH,ку╡╘ль,20171227,16.85,16.55,17.53,16.55,17.04,15240737,259913464,0.19,1.1276,17.0539,20.0536,1295040000,,5180160000,76000000,0,304000000,33.7076,4.2002,3.9428,91.3419,
603916.SH,ку╡╘ль,20171228,17.04,16.73,17.67,16.68,17.59,15536009,269461747,0.55,3.2277,17.3443,20.4421,1336840000,,5347360000,76000000,0,304000000,34.7956,4.3357,4.0701,94.2902,
603916.SH,ку╡╘ль,20171229,17.59,17.37,17.63,17.02,17.16,9387817,162333603,-0.43,-2.4446,17.2919,12.3524,1304160000,,5216640000,76000000,0,304000000,33.945,4.2297,3.9706,91.9852,
603916.SH,ку╡╘ль,20180102,17.16,17.38,18.88,17.15,18.61,21435723,391575881,1.45,8.4499,18.2674,28.2049,1414360000,,5657440000,76000000,0,304000000,36.8133,4.5872,3.3682,-199.2753,
603916.SH,ку╡╘ль,20180103,18.61,18.22,18.61,17.8,18.23,14657800,266483390,-0.38,-2.0419,18.1803,19.2866,1385480000,,5541920000,76000000,0,304000000,36.0616,4.4935,3.2994,-195.2062,
603916.SH,ку╡╘ль,20180104,18.23,18.01,18.42,17.66,17.69,10007793,179924612,-0.54,-2.9622,17.9785,13.1681,1344440000,,5377760000,76000000,0,304000000,34.9934,4.3604,3.2017,-189.4239,
603916.SH,ку╡╘ль,20180105,17.69,17.54,18,17.21,17.23,8889225,155670182,-0.46,-2.6003,17.5122,11.6963,1309480000,,5237920000,76000000,0,304000000,34.0835,4.247,3.1184,-184.4983,
603916.SH,ку╡╘ль,20180108,17.23,17.17,18.49,17.01,18.28,14925513,267967878,1.05,6.094,17.9537,19.6388,1389280000,,5557120000,76000000,0,304000000,36.1605,4.5058,3.3085,-195.7416,
603916.SH,ку╡╘ль,20180109,18.28,18.1,18.2,17.66,17.74,10585594,189646124,-0.54,-2.954,17.9155,13.9284,1348240000,,5392960000,76000000,0,304000000,35.0923,4.3727,3.2107,-189.9593,
603916.SH,ку╡╘ль,20180110,17.74,17.64,17.66,17,17.29,9362993,161822335,-0.45,-2.5366,17.2832,12.3197,1314040000,,5256160000,76000000,0,304000000,34.2022,4.2618,3.1293,-185.1407,
603916.SH,ку╡╘ль,20180111,17.29,17.12,18.14,17.12,17.68,10973440,194586505,0.39,2.2556,17.7325,14.4387,1343680000,,5374720000,76000000,0,304000000,34.9736,4.3579,3.1999,-189.3169,
603916.SH,ку╡╘ль,20180112,17.68,17.4,18.1,17.14,17.82,11059581,195132904,0.14,0.7919,17.6438,14.5521,1354320000,,5417280000,76000000,0,304000000,35.2506,4.3924,3.2252,-190.816,
603916.SH,ку╡╘ль,20180115,17.82,17.79,19.49,17.37,18.45,20574837,380931381,0.63,3.5354,18.5144,27.0722,1402200000,,5608800000,76000000,0,304000000,36.4968,4.5477,3.3393,-197.562,
603916.SH,ку╡╘ль,20180116,18.45,18.5,19.76,18.2,19.18,21053001,401936146,0.73,3.9566,19.0916,27.7013,1457680000,,5830720000,76000000,0,304000000,37.9409,4.7276,3.4714,-205.3788,
603916.SH,ку╡╘ль,20180117,19.18,18.93,19.5,18.51,18.94,14258301,270330910,-0.24,-1.2513,18.9595,18.7609,1439440000,,5757760000,76000000,0,304000000,37.4661,4.6685,3.4279,-202.8089,
603916.SH,ку╡╘ль,20180118,18.94,18.89,19.97,18.66,19.79,20184148,391509485,0.85,4.4879,19.3969,26.5581,1504040000,,6016160000,76000000,0,304000000,39.1475,4.878,3.5818,-211.9107,
603916.SH,ку╡╘ль,20180119,19.79,19.52,19.77,18.65,18.78,16048941,309486659,-1.01,-5.1036,19.2839,21.117,1427280000,,5709120000,76000000,0,304000000,37.1496,4.6291,3.399,-201.0956,
603916.SH,ку╡╘ль,20180122,18.78,18.5,18.52,17.71,18.07,9397017,169836320,-0.71,-3.7806,18.0734,12.3645,1373320000,,5493280000,76000000,0,304000000,35.7451,4.454,3.2705,-193.493,
603916.SH,ку╡╘ль,20180123,18.07,17.8,18.39,17.8,18.2,5642661,102543411,0.13,0.7194,18.1729,7.4246,1383200000,,5532800000,76000000,0,304000000,36.0023,4.4861,3.294,-194.885,
603916.SH,ку╡╘ль,20180124,18.2,18.29,18.64,18.05,18.45,6650636,122265010,0.25,1.3736,18.384,8.7508,1402200000,,5608800000,76000000,0,304000000,36.4968,4.5477,3.3393,-197.562,
603916.SH,ку╡╘ль,20180125,18.45,18.35,18.75,18.2,18.27,7244464,133616899,-0.18,-0.9756,18.444,9.5322,1388520000,,5554080000,76000000,0,304000000,36.1407,4.5033,3.3067,-195.6346,
603916.SH,ку╡╘ль,20180126,18.27,18.06,18.45,17.85,17.95,6633059,120158320,-0.32,-1.7515,18.1151,8.7277,1364200000,,5456800000,76000000,0,304000000,35.5077,4.4245,3.2488,-192.208,
603916.SH,ку╡╘ль,20180129,17.95,17.95,18.38,17.85,18.32,6467149,117197645,0.37,2.0613,18.122,8.5094,1392320000,,5569280000,76000000,0,304000000,36.2396,4.5157,3.3157,-196.17,
603916.SH,ку╡╘ль,20180130,18.32,18.19,18.35,17.96,18.14,4907699,88977159,-0.18,-0.9825,18.1301,6.4575,1378640000,,5514560000,76000000,0,304000000,35.8836,4.4713,3.2831,-194.2425,
603916.SH,ку╡╘ль,20180131,18.14,17.96,19.79,17.82,19.01,19566671,371109074,0.87,4.796,18.9664,25.7456,1444760000,,5779040000,76000000,0,304000000,37.6046,4.6857,3.4406,-203.5585,
603916.SH,ку╡╘ль,20180201,19.01,18.31,18.77,17.11,17.11,15157681,266958879,-1.9,-9.9947,17.6121,19.9443,1300360000,,5201440000,76000000,0,304000000,33.8461,4.2174,3.0967,-183.2133,
603916.SH,ку╡╘ль,20180202,17.11,16,16.5,15.41,15.72,9337387,148619997,-1.39,-8.1239,15.9167,12.286,1194720000,,4778880000,76000000,0,304000000,31.0965,3.8748,2.8452,-168.3292,
603916.SH,ку╡╘ль,20180205,15.72,15.12,15.69,15.03,15.17,5198942,79748410,-0.55,-3.4987,15.3394,6.8407,1152920000,,4611680000,76000000,0,304000000,30.0085,3.7392,2.7456,-162.4399,
603916.SH,ку╡╘ль,20180206,15.17,15.05,15.5,13.75,13.97,7408419,109916446,-1.2,-7.9103,14.8367,9.7479,1061720000,,4246880000,76000000,0,304000000,27.6347,3.4434,2.5284,-149.5903,
603916.SH,ку╡╘ль,20180207,13.97,14.42,14.69,13.65,14.21,6172019,88027509,0.24,1.718,14.2624,8.1211,1079960000,,4319840000,76000000,0,304000000,28.1095,3.5026,2.5719,-152.1602,
603916.SH,ку╡╘ль,20180208,14.21,14.22,14.54,14.05,14.33,3620353,51902479,0.12,0.8445,14.3363,4.7636,1089080000,,4356320000,76000000,0,304000000,28.3468,3.5322,2.5936,-153.4452,
603916.SH,ку╡╘ль,20180209,14.33,13.81,14,13.2,13.57,4590948,63029334,-0.76,-5.3036,13.729,6.0407,1031320000,,4125280000,76000000,0,304000000,26.8435,3.3448,2.456,-145.3071,
603916.SH,ку╡╘ль,20180212,13.57,13.92,14.13,13.7,13.99,3241498,45242766,0.42,3.0951,13.9574,4.2651,1063240000,,4252960000,76000000,0,304000000,27.6743,3.4484,2.532,-149.8045,
603916.SH,ку╡╘ль,20180213,13.99,14.01,14.23,13.81,13.87,2857098,40071836,-0.12,-0.8578,14.0254,3.7593,1054120000,,4216480000,76000000,0,304000000,27.4369,3.4188,2.5103,-148.5195,
603916.SH,ку╡╘ль,20180214,13.87,13.94,13.99,13.77,13.82,1667169,23090694,-0.05,-0.3605,13.8502,2.1936,1050320000,,4201280000,76000000,0,304000000,27.338,3.4065,2.5013,-147.9841,
603916.SH,ку╡╘ль,20180222,13.82,13.99,14.24,13.87,14.15,2786700,39332026,0.33,2.3878,14.1142,3.6667,1075400000,,4301600000,76000000,0,304000000,27.9908,3.4878,2.561,-151.5177,
603916.SH,ку╡╘ль,20180223,14.15,14.14,14.68,14.09,14.56,3969913,57174876,0.41,2.8975,14.402,5.2236,1106560000,,4426240000,76000000,0,304000000,28.8018,3.5889,2.6352,-155.908,
603916.SH,ку╡╘ль,20180226,14.56,14.8,14.98,14.61,14.94,4740483,70329464,0.38,2.6099,14.8359,6.2375,1135440000,,4541760000,76000000,0,304000000,29.5535,3.6825,2.704,-159.977,
603916.SH,ку╡╘ль,20180227,14.94,14.81,14.99,14.62,14.89,4359369,64620915,-0.05,-0.3347,14.8235,5.736,1131640000,,4526560000,76000000,0,304000000,29.4546,3.6702,2.6949,-159.4416,
603916.SH,ку╡╘ль,20180228,14.89,14.7,14.7,14.38,14.61,3389070,49361088,-0.28,-1.8805,14.5648,4.4593,1110360000,,4441440000,76000000,0,304000000,28.9007,3.6012,2.6443,-156.4434,
603916.SH,ку╡╘ль,20180301,14.61,14.56,14.68,14.41,14.63,3490412,50873993,0.02,0.1369,14.5754,4.5926,1111880000,,4447520000,76000000,0,304000000,28.9403,3.6061,2.6479,-156.6576,
603916.SH,ку╡╘ль,20180302,14.63,14.52,14.64,14.35,14.36,3607978,52171623,-0.27,-1.8455,14.4601,4.7473,1091360000,,4365440000,76000000,0,304000000,28.4062,3.5396,2.599,-153.7664,
603916.SH,ку╡╘ль,20180305,14.36,14.34,14.55,14.3,14.52,2511650,36310288,0.16,1.1142,14.4567,3.3048,1103520000,,4414080000,76000000,0,304000000,28.7227,3.579,2.628,-155.4797,
603916.SH,ку╡╘ль,20180306,14.52,14.52,14.97,14.45,14.88,5174828,76312012,0.36,2.4793,14.7468,6.809,1130880000,,4523520000,76000000,0,304000000,29.4348,3.6677,2.6931,-159.3345,
603916.SH,ку╡╘ль,20180307,14.88,14.87,14.87,14.56,14.75,3802784,55959402,-0.13,-0.8737,14.7154,5.0037,1121000000,,4484000000,76000000,0,304000000,29.1777,3.6357,2.6696,-157.9425,
603916.SH,ку╡╘ль,20180308,14.75,14.64,15.45,14.64,15.22,6949281,105280337,0.47,3.1864,15.1498,9.1438,1156720000,,4626880000,76000000,0,304000000,30.1074,3.7516,2.7547,-162.9753,
603916.SH,ку╡╘ль,20180309,15.22,15.15,15.36,15.02,15.3,5319601,80882458,0.08,0.5256,15.2046,6.9995,1162800000,,4651200000,76000000,0,304000000,30.2656,3.7713,2.7691,-163.8319,
603916.SH,ку╡╘ль,20180312,15.3,15.35,15.58,15.21,15.41,5395852,82987751,0.11,0.719,15.3799,7.0998,1171160000,,4684640000,76000000,0,304000000,30.4832,3.7984,2.789,-165.0098,
603916.SH,ку╡╘ль,20180313,15.41,15.39,15.39,14.93,14.94,4274900,64637052,-0.47,-3.05,15.1201,5.6249,1135440000,,4541760000,76000000,0,304000000,29.5535,3.6825,2.704,-159.977,
603916.SH,ку╡╘ль,20180314,14.94,14.9,15.89,14.9,15.77,9341168,144135343,0.83,5.5556,15.4301,12.291,1198520000,,4794080000,76000000,0,304000000,31.1954,3.8871,2.8542,-168.8646,
603916.SH,ку╡╘ль,20180315,15.77,15.5,15.56,14.77,15.11,7112846,107859745,-0.66,-4.1852,15.1641,9.359,1148360000,,4593440000,76000000,0,304000000,29.8898,3.7244,2.7347,-161.7974,
603916.SH,ку╡╘ль,20180316,15.11,14.98,15.55,14.95,15.19,4766088,72855291,0.08,0.5295,15.2862,6.2712,1154440000,,4617760000,76000000,0,304000000,30.048,3.7442,2.7492,-162.654,
603916.SH,ку╡╘ль,20180319,15.19,15,15.96,14.82,15.93,9507538,148814045,0.74,4.8716,15.6522,12.5099,1210680000,,4842720000,76000000,0,304000000,31.5119,3.9266,2.8832,-170.5779,
603916.SH,ку╡╘ль,20180320,15.93,15.75,15.88,15.52,15.85,6362099,99968864,-0.08,-0.5022,15.7132,8.3712,1204600000,,4818400000,76000000,0,304000000,31.3536,3.9068,2.8687,-169.7213,
603916.SH,ку╡╘ль,20180321,15.85,15.83,16.12,15.33,15.52,7853378,123149207,-0.33,-2.082,15.681,10.3334,1179520000,,4718080000,76000000,0,304000000,30.7008,3.8255,2.809,-166.1877,
603916.SH,ку╡╘ль,20180322,15.52,15.44,15.69,15.31,15.43,4097400,63525003,-0.09,-0.5799,15.5037,5.3913,1172680000,,4690720000,76000000,0,304000000,30.5228,3.8033,2.7927,-165.2239,
603916.SH,ку╡╘ль,20180323,15.43,14.8,14.83,13.89,13.89,7500627,107082335,-1.54,-9.9806,14.2765,9.8692,1055640000,,4222560000,76000000,0,304000000,27.4765,3.4237,2.5139,-148.7337,
603916.SH,ку╡╘ль,20180326,13.89,13.61,14.16,13.05,14.14,4359922,59680916,0.25,1.7999,13.6885,5.7367,1074640000,,4298560000,76000000,0,304000000,27.971,3.4853,2.5592,-151.4107,
603916.SH,ку╡╘ль,20180327,14.14,14.14,14.5,14.09,14.35,5432762,77670503,0.21,1.4851,14.2967,7.1484,1090600000,,4362400000,76000000,0,304000000,32.6066,2.3278,2.5972,-153.6593,
603916.SH,ку╡╘ль,20180328,14.35,14,15.2,13.85,14.63,6650349,95637688,0.28,1.9512,14.3809,8.7505,1111880000,,4447520000,76000000,0,304000000,33.2428,2.3732,2.6479,-156.6576,
603916.SH,ку╡╘ль,20180329,14.63,14.5,16,14.5,15.47,13111085,201107781,0.84,5.7416,15.3388,17.2514,1175720000,,4702880000,76000000,0,304000000,35.1515,2.5095,2.7999,-165.6523,
603916.SH,ку╡╘ль,20180330,15.47,15.3,15.63,15.2,15.47,8522443,131241855,0,0,15.3996,11.2137,1175720000,,4702880000,76000000,0,304000000,35.1515,2.5095,2.7999,-165.6523,
603916.SH,ку╡╘ль,20180402,15.47,15.3,15.57,15.16,15.22,6034123,92618316,-0.25,-1.616,15.3491,7.9396,1156720000,,4626880000,76000000,0,304000000,34.5834,2.469,2.7547,-162.9753,
603916.SH,ку╡╘ль,20180403,15.22,15,15.77,14.61,15.57,9141558,139442899,0.35,2.2996,15.2537,12.0284,1183320000,,4733280000,76000000,0,304000000,35.3787,2.5257,2.818,-166.7231,
603916.SH,ку╡╘ль,20180404,15.57,15.53,15.68,15.1,15.12,6394171,98592277,-0.45,-2.8902,15.4191,8.4134,1149120000,,4596480000,76000000,0,304000000,34.3562,2.4527,2.7366,-161.9045,
603916.SH,ку╡╘ль,20180409,15.12,15,15.85,14.91,15.63,7439616,114923962,0.51,3.373,15.4476,9.789,1187880000,,4751520000,76000000,0,304000000,35.515,2.5355,2.8289,-167.3655,
603916.SH,ку╡╘ль,20180410,15.63,15.8,16.52,15.5,15.93,12671023,202743623,0.3,1.9194,16.0006,16.6724,1210680000,,4842720000,76000000,0,304000000,36.1967,2.5841,2.8832,-170.5779,
603916.SH,ку╡╘ль,20180411,15.93,16.04,16.5,15.75,16.36,11531292,187244962,0.43,2.6993,16.238,15.1728,1243360000,,4973440000,76000000,0,304000000,37.1738,2.6539,2.961,-175.1823,
603916.SH,ку╡╘ль,20180412,16.36,16.25,16.46,15.88,15.96,8353725,134951027,-0.4,-2.445,16.1546,10.9917,1212960000,,4851840000,76000000,0,304000000,36.2649,2.589,2.8886,-170.8992,
603916.SH,ку╡╘ль,20180413,15.96,16.14,16.8,15.9,16.28,10779547,176020973,0.32,2.005,16.3292,14.1836,1237280000,,4949120000,76000000,0,304000000,36.992,2.6409,2.9465,-174.3257,
603916.SH,ку╡╘ль,20180416,16.28,16.01,16.15,15.35,15.44,7323791,114695716,-0.84,-5.1597,15.6607,9.6366,1173440000,,4693760000,76000000,0,304000000,35.0833,2.5046,2.7945,-165.331,
603916.SH,ку╡╘ль,20180417,15.44,15.58,15.79,14.8,14.86,5451542,83851320,-0.58,-3.7565,15.3812,7.1731,1129360000,,4517440000,76000000,0,304000000,33.7654,2.4106,2.6895,-159.1204,
603916.SH,ку╡╘ль,20180418,14.86,15.01,15.1,14.3,14.88,4888444,71823661,0.02,0.1346,14.6925,6.4322,1130880000,,4523520000,76000000,0,304000000,33.8109,2.4138,2.6931,-159.3345,
603916.SH,ку╡╘ль,20180419,14.88,14.71,15.09,14.66,14.7,3590800,53401506,-0.18,-1.2097,14.8718,4.7247,1117200000,,4468800000,76000000,0,304000000,33.4019,2.3846,2.6605,-157.4071,
603916.SH,ку╡╘ль,20180420,14.7,14.7,14.71,13.9,14.01,4979265,70873558,-0.69,-4.6939,14.2337,6.5517,1064760000,,4259040000,76000000,0,304000000,31.834,2.2727,2.5357,-150.0186,
603916.SH,ку╡╘ль,20180423,14.01,13.91,14.27,13.91,14.17,2579300,36298221,0.16,1.142,14.0729,3.3938,1076920000,,4307680000,76000000,0,304000000,32.1976,2.2986,2.5646,-151.7319,
603916.SH,ку╡╘ль,20180424,14.17,14.17,14.88,14.16,14.87,4578224,66812274,0.7,4.94,14.5935,6.024,1130120000,,4520480000,76000000,0,304000000,33.7882,2.4122,2.6913,-159.2275,
603916.SH,ку╡╘ль,20180425,14.87,14.6,14.95,14.58,14.78,3051950,45070280,-0.09,-0.6052,14.7677,4.0157,1123280000,,4493120000,76000000,0,304000000,33.5836,2.3976,2.675,-158.2637,
603916.SH,ку╡╘ль,20180426,14.78,14.68,14.87,14.18,14.23,2986575,43277086,-0.55,-3.7212,14.4905,3.9297,1081480000,,4325920000,76000000,0,304000000,32.3339,2.3084,2.5755,-152.3744,
603916.SH,ку╡╘ль,20180427,14.23,14.3,14.69,14.3,14.36,2068449,29917448,0.13,0.9136,14.4637,2.7216,1091360000,,4365440000,76000000,0,304000000,33.7759,2.2932,2.599,-153.7664,
603916.SH,ку╡╘ль,20180502,14.36,14.24,14.63,14.11,14.37,1889424,27192014,0.01,0.0696,14.3917,2.4861,1092120000,,4368480000,76000000,0,304000000,33.7994,2.2948,2.6008,-153.8735,
603916.SH,ку╡╘ль,20180503,14.37,14,14.72,14,14.7,3161142,45770596,0.33,2.2965,14.4791,4.1594,1117200000,,4468800000,76000000,0,304000000,34.5756,2.3475,2.6605,-157.4071,
603916.SH,ку╡╘ль,20180504,14.7,14.46,14.7,14.32,14.41,2308442,33485861,-0.29,-1.9728,14.5058,3.0374,1095160000,,4380640000,76000000,0,304000000,33.8935,2.3011,2.6081,-154.3018,
603916.SH,ку╡╘ль,20180507,14.41,14.5,14.84,14.5,14.8,3709197,54642824,0.39,2.7065,14.7317,4.8805,1124800000,,4499200000,76000000,0,304000000,34.8108,2.3634,2.6786,-158.4779,
603916.SH,ку╡╘ль,20180508,14.8,14.61,16,14.61,15.46,8027653,123214155,0.66,4.4595,15.3487,10.5627,1174960000,,4699840000,76000000,0,304000000,36.3632,2.4688,2.7981,-165.5452,
603916.SH,ку╡╘ль,20180509,15.46,15.25,15.83,15.05,15.53,6101833,94061455,0.07,0.4528,15.4153,8.0287,1180280000,,4721120000,76000000,0,304000000,36.5279,2.48,2.8108,-166.2947,
603916.SH,ку╡╘ль,20180510,15.53,15.24,16.19,15.24,16.17,11721541,186584111,0.64,4.1211,15.9181,15.4231,1228920000,,4915680000,76000000,0,304000000,38.0332,2.5822,2.9266,-173.1478,
603916.SH,ку╡╘ль,20180511,16.17,16.01,16.13,15.56,15.74,6663870,105140614,-0.43,-2.6592,15.7777,8.7683,1196240000,,4784960000,76000000,0,304000000,37.0218,2.5135,2.8488,-168.5434,
603916.SH,ку╡╘ль,20180514,15.74,15.56,15.78,15.3,15.46,4307120,66674670,-0.28,-1.7789,15.4801,5.6673,1174960000,,4699840000,76000000,0,304000000,36.3632,2.4688,2.7981,-165.5452,
603916.SH,ку╡╘ль,20180515,15.46,15.48,15.92,15.33,15.82,4915395,77112762,0.36,2.3286,15.688,6.4676,1202320000,,4809280000,76000000,0,304000000,37.21,2.5263,2.8633,-169.4,
