代码,简称,日期,前收盘价(元),开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(股),成交金额(元),涨跌(元),涨跌幅(%),均价(元),换手率(%),A股流通市值(元),B股流通市值(元),总市值(元),A股流通股本(股),B股流通股本(股),总股本(股),市盈率,市净率,市销率,市现率,
430510.BJ,丰光精密,20150615,,5.22,5.22,5.22,5.22,2500000,13050000,,,5.22,,0,,612045000,0,0,117250000,33.3672,4.0557,4.417,137.885,
430510.BJ,丰光精密,20150616,5.22,5.22,5.22,5.22,5.22,,,0,0,,,0,,612045000,0,0,117250000,33.3672,4.0557,4.417,137.885,
430510.BJ,丰光精密,20150617,5.22,5.22,5.22,5.22,5.22,,,0,0,,,0,,612045000,0,0,117250000,33.3672,4.0557,4.417,137.885,
430510.BJ,丰光精密,20150618,5.22,5.22,5.22,5.22,5.22,,,0,0,,,0,,612045000,0,0,117250000,33.3672,4.0557,4.417,137.885,
430510.BJ,丰光精密,20150619,5.22,5.22,5.22,5.22,5.22,,,0,0,,,0,,612045000,0,0,117250000,33.3672,4.0557,4.417,137.885,
430510.BJ,丰光精密,20150623,5.22,5.22,5.22,5.22,5.22,,,0,0,,,0,,612045000,0,0,117250000,33.3672,4.0557,4.417,137.885,
430510.BJ,丰光精密,20150624,5.22,5.22,5.22,5.22,5.22,,,0,0,,,0,,612045000,0,0,117250000,33.3672,4.0557,4.417,137.885,
430510.BJ,丰光精密,20150625,5.22,5.22,5.22,5.22,5.22,,,0,0,,,0,,612045000,0,0,117250000,33.3672,4.0557,4.417,137.885,
430510.BJ,丰光精密,20150626,5.22,5.22,5.22,5.22,5.22,200000,1044000,0,0,5.22,,0,,612045000,0,0,117250000,33.3672,4.0557,4.417,137.885,
430510.BJ,丰光精密,20150629,5.22,5.22,5.22,5.22,5.22,,,0,0,,,0,,612045000,0,0,117250000,33.3672,4.0557,4.417,137.885,
430510.BJ,丰光精密,20150630,5.22,5.22,5.22,5.22,5.22,,,0,0,,,0,,612045000,0,0,117250000,33.3672,4.0557,4.417,137.885,
430510.BJ,丰光精密,20150701,5.22,5.22,5.22,5.22,5.22,400000,2088000,0,0,5.22,,0,,612045000,0,0,117250000,33.3672,4.0557,4.417,137.885,
430510.BJ,丰光精密,20150702,5.22,5.22,5.22,5.22,5.22,,,0,0,,,0,,612045000,0,0,117250000,33.3672,4.0557,4.417,137.885,
430510.BJ,丰光精密,20150703,5.22,5.22,5.22,5.22,5.22,,,0,0,,,0,,612045000,0,0,117250000,33.3672,4.0557,4.417,137.885,
430510.BJ,丰光精密,20150706,5.22,5.22,5.22,5.22,5.22,,,0,0,,,0,,612045000,0,0,117250000,33.3672,4.0557,4.417,137.885,
430510.BJ,丰光精密,20150707,5.22,5.22,5.22,5.22,5.22,,,0,0,,,0,,612045000,0,0,117250000,33.3672,4.0557,4.417,137.885,
430510.BJ,丰光精密,20150708,5.22,5.22,5.22,5.22,5.22,,,0,0,,,0,,612045000,0,0,117250000,33.3672,4.0557,4.417,137.885,
430510.BJ,丰光精密,20150709,5.22,5.22,5.22,5.22,5.22,,,0,0,,,0,,612045000,0,0,117250000,33.3672,4.0557,4.417,137.885,
430510.BJ,丰光精密,20150710,5.22,5.22,5.22,5.22,5.22,,,0,0,,,0,,612045000,0,0,117250000,33.3672,4.0557,4.417,137.885,
430510.BJ,丰光精密,20150713,5.22,5.22,5.22,5.22,5.22,,,0,0,,,0,,612045000,0,0,117250000,33.3672,4.0557,4.417,137.885,
430510.BJ,丰光精密,20150714,5.22,5.22,5.22,5.22,5.22,,,0,0,,,0,,612045000,0,0,117250000,33.3672,4.0557,4.417,137.885,
430510.BJ,丰光精密,20150715,5.22,5.22,5.22,5.22,5.22,,,0,0,,,0,,612045000,0,0,117250000,33.3672,4.0557,4.417,137.885,
