測鎢,潠備,�梪�,ヶ彶攫歎(啋),羲攫歎(啋),郔詢歎(啋),郔腴歎(啋),彶攫歎(啋),傖蝠講(嘖),傖蝠踢塗(啋),梀視(啋),梀視盟(%),歙歎(啋),遙忒薹(%),A嘖霜籵庈硉(啋),B嘖霜籵庈硉(啋),軞庈硉(啋),A嘖霜籵嘖掛(嘖),B嘖霜籵嘖掛(嘖),軞嘖掛(嘖),庈荅薹,庈噱薹,庈种薹,庈珋薹,
603987.SH,艙肅應,20161121,,11.4,13.68,11.4,13.68,12000,163932,4.18,44,13.661,0.0228,719568000,,2876767200,52600000,0,210290000,28.2957,4.3294,2.7103,125.9639,
603987.SH,艙肅應,20161122,13.68,15.05,15.05,15.05,15.05,2800,42140,1.37,10.0146,15.05,0.0053,791630000,,3164864500,52600000,0,210290000,31.1294,4.763,2.9817,138.5787,
603987.SH,艙肅應,20161123,15.05,16.56,16.56,16.56,16.56,8600,142416,1.51,10.0332,16.56,0.0163,871056000,,3482402400,52600000,0,210290000,34.2527,5.2408,3.2809,152.4827,
603987.SH,艙肅應,20161124,16.56,18.22,18.22,18.22,18.22,7000,127540,1.66,10.0242,18.22,0.0133,958372000,,3831483800,52600000,0,210290000,37.6863,5.7662,3.6098,167.7677,
603987.SH,艙肅應,20161125,18.22,20.04,20.04,20.04,20.04,27400,549096,1.82,9.989,20.04,0.0521,1054104000,,4214211600,52600000,0,210290000,41.4508,6.3422,3.9704,184.5261,
603987.SH,艙肅應,20161128,20.04,22.04,22.04,22.04,22.04,18204,401216,2,9.98,22.04,0.0346,1159304000,,4634791600,52600000,0,210290000,45.5876,6.9751,4.3666,202.9419,
603987.SH,艙肅應,20161129,22.04,24.24,24.24,24.24,24.24,21244,514955,2.2,9.9819,24.24,0.0404,1275024000,,5097429600,52600000,0,210290000,50.138,7.6714,4.8025,223.1992,
603987.SH,艙肅應,20161130,24.24,26.66,26.66,26.66,26.66,50830,1355128,2.42,9.9835,26.66,0.0966,1402316000,,5606331400,52600000,0,210290000,55.1436,8.4372,5.282,245.4823,
603987.SH,艙肅應,20161201,26.66,29.33,29.33,29.33,29.33,63300,1856589,2.67,10.015,29.33,0.1203,1542758000,,6167805700,52600000,0,210290000,60.6662,9.2822,5.8109,270.0674,
603987.SH,艙肅應,20161202,29.33,32.26,32.26,32.26,32.26,122815,3962012,2.93,9.9898,32.26,0.2335,1696876000,,6783955400,52600000,0,210290000,66.7266,10.2095,6.3914,297.0465,
