¥˙¬Î,ºÚ≥∆,»’∆⁄,«∞ ’≈Ãº€(‘™),ø™≈Ãº€(‘™),◊Ó∏ﬂº€(‘™),◊ÓµÕº€(‘™), ’≈Ãº€(‘™),≥…Ωª¡ø(π…),≥…ΩªΩ∂Ó(‘™),’«µ¯(‘™),’«µ¯∑˘(%),æ˘º€(‘™),ªª ÷¬ (%),Aπ…¡˜Õ® –÷µ(‘™),Bπ…¡˜Õ® –÷µ(‘™),◊‹ –÷µ(‘™),Aπ…¡˜Õ®π…±æ(π…),Bπ…¡˜Õ®π…±æ(π…),◊‹π…±æ(π…), –”Ø¬ , –æª¬ , –œ˙¬ , –œ÷¬ ,
002918.SZ,√…ƒ»¿ˆ…Ø,20171219,,37.55,45.06,37.55,45.06,30289,1358441,13.77,44.0077,44.8493,0.0768,1776715800,,7106863200,39430000,0,157720000,21.3995,6.9142,3.0575,76.2383,
002918.SZ,√…ƒ»¿ˆ…Ø,20171220,45.06,49.57,49.57,49.57,49.57,18152,899794,4.51,10.0089,49.57,0.046,1954545100,,7818180400,39430000,0,157720000,23.5414,7.6062,3.3635,83.8689,
002918.SZ,√…ƒ»¿ˆ…Ø,20171221,49.57,54.53,54.53,54.53,54.53,43982,2398338,4.96,10.0061,54.53,0.1115,2150117900,,8600471600,39430000,0,157720000,25.897,8.3673,3.7001,92.2609,
002918.SZ,√…ƒ»¿ˆ…Ø,20171222,54.53,59.98,59.98,56.01,59.98,15900128,935284065,5.45,9.9945,58.8224,40.325,2365011400,,9460045600,39430000,0,157720000,28.4852,9.2036,4.0699,101.4819,
002918.SZ,√…ƒ»¿ˆ…Ø,20171225,59.98,61,64.84,58.88,60.7,19917520,1231393243,0.72,1.2004,61.8246,50.5136,2393401000,,9573604000,39430000,0,157720000,28.8272,9.314,4.1188,102.7001,
002918.SZ,√…ƒ»¿ˆ…Ø,20171226,60.7,58,63.51,57.31,61.41,15716970,957459200,0.71,1.1697,60.9188,39.8604,2421396300,,9685585200,39430000,0,157720000,29.1644,9.423,4.1669,103.9013,
002918.SZ,√…ƒ»¿ˆ…Ø,20171227,61.41,61.69,67.2,60.38,64.97,19470669,1247473514,3.56,5.7971,64.0694,49.3803,2561767100,,10247068400,39430000,0,157720000,30.855,9.9692,4.4085,109.9246,
002918.SZ,√…ƒ»¿ˆ…Ø,20171228,64.97,62.51,64.07,60,60.76,14709156,912708892,-4.21,-6.4799,62.0504,37.3045,2395766800,,9583067200,39430000,0,157720000,28.8557,9.3232,4.1228,102.8016,
002918.SZ,√…ƒ»¿ˆ…Ø,20171229,60.76,60.11,60.34,55.01,55.7,12830944,735625455,-5.06,-8.3278,57.3321,32.5411,2196251000,,8785004000,39430000,0,157720000,26.4526,8.5468,3.7795,94.2404,
002918.SZ,√…ƒ»¿ˆ…Ø,20180102,55.7,56.2,57.66,55.61,56.78,6860197,390330311,1.08,1.939,56.8978,17.3984,2238835400,,8955341600,39430000,0,157720000,26.9655,8.7125,3.0989,7.4189,
002918.SZ,√…ƒ»¿ˆ…Ø,20180103,56.78,56.49,58.97,54.51,57.55,10290407,578544591,0.77,1.3561,56.2217,26.0979,2269196500,,9076786000,39430000,0,157720000,27.3312,8.8307,3.1409,7.5195,
002918.SZ,√…ƒ»¿ˆ…Ø,20180104,57.55,56.8,58.44,56.08,56.66,6354371,361762863,-0.89,-1.5465,56.9313,16.1156,2234103800,,8936415200,39430000,0,157720000,26.9085,8.6941,3.0923,7.4032,
002918.SZ,√…ƒ»¿ˆ…Ø,20180105,56.66,56.2,58.97,55.8,57.89,8986603,516856576,1.23,2.1708,57.5141,22.7913,2282602700,,9130410800,39430000,0,157720000,27.4927,8.8829,3.1594,7.564,
002918.SZ,√…ƒ»¿ˆ…Ø,20180108,57.89,58.21,61.54,58.21,59.3,9105453,544765536,1.41,2.4357,59.8285,23.0927,2338199000,,9352796000,39430000,0,157720000,28.1623,9.0992,3.2364,7.7482,
002918.SZ,√…ƒ»¿ˆ…Ø,20180109,59.3,59.18,59.29,57.23,58.26,6669680,388772608,-1.04,-1.7538,58.2895,16.9152,2297191800,,9188767200,39430000,0,157720000,27.6684,8.9396,3.1796,7.6123,
002918.SZ,√…ƒ»¿ˆ…Ø,20180110,58.26,58.02,60.96,57.38,60.5,9859700,587821922,2.24,3.8448,59.6186,25.0056,2385515000,,9542060000,39430000,0,157720000,28.7322,9.2834,3.3019,7.905,
002918.SZ,√…ƒ»¿ˆ…Ø,20180111,60.5,60,60.98,58.79,59.87,7761114,465723192,-0.63,-1.0413,60.0073,19.6833,2360674100,,9442696400,39430000,0,157720000,28.433,9.1867,3.2675,7.8227,
002918.SZ,√…ƒ»¿ˆ…Ø,20180112,59.87,59.58,59.78,56.8,56.84,8070138,468502711,-3.03,-5.061,58.0539,20.467,2241201200,,8964804800,39430000,0,157720000,26.994,8.7217,3.1021,7.4268,
