´úÂë,¼ò³Æ,ÈÕÆÚ,Ç°ÊÕÅÌ¼Û(Ôª),¿ªÅÌ¼Û(Ôª),×î¸ß¼Û(Ôª),×îµÍ¼Û(Ôª),ÊÕÅÌ¼Û(Ôª),³É½»Á¿(¹É),³É½»½ð¶î(Ôª),ÕÇµø(Ôª),ÕÇµø·ù(%),¾ù¼Û(Ôª),»»ÊÖÂÊ(%),A¹ÉÁ÷Í¨ÊÐÖµ(Ôª),B¹ÉÁ÷Í¨ÊÐÖµ(Ôª),×ÜÊÐÖµ(Ôª),A¹ÉÁ÷Í¨¹É±¾(¹É),B¹ÉÁ÷Í¨¹É±¾(¹É),×Ü¹É±¾(¹É),ÊÐÓ¯ÂÊ,ÊÐ¾»ÂÊ,ÊÐÏúÂÊ,ÊÐÏÖÂÊ,
603583.SH,½Ý²ýÇý¶¯,20180921,,35,42,35,42,44712,1870904,12.83,43.9835,41.8434,0.1481,1268400000,,5073600000,30200000,0,120800000,26.5564,8.1359,7.303,84.1663,
603583.SH,½Ý²ýÇý¶¯,20180925,42,46.2,46.2,46.2,46.2,47465,2192883,4.2,10,46.2,0.1572,1395240000,,5580960000,30200000,0,120800000,29.2121,8.9495,8.0333,92.583,
603583.SH,½Ý²ýÇý¶¯,20180926,46.2,50.82,50.82,50.82,50.82,284538,14460221,4.62,10,50.82,0.9422,1534764000,,6139056000,30200000,0,120800000,32.1333,9.8445,8.8367,101.8413,
603583.SH,½Ý²ýÇý¶¯,20180927,50.82,55.9,55.9,52.69,52.91,16910663,907320343,2.09,4.1126,53.6537,55.9956,1597882000,,6391528000,30200000,0,120800000,33.4548,10.2494,9.2001,106.0296,
603583.SH,½Ý²ýÇý¶¯,20180928,52.91,52.39,54.44,51.18,52.49,12207670,646545747,-0.42,-0.7938,52.9623,40.4227,1585198000,,6340792000,30200000,0,120800000,33.1892,10.168,9.127,105.1879,
603583.SH,½Ý²ýÇý¶¯,20181008,52.49,50.03,50.64,48.33,49.51,8147054,403656807,-2.98,-5.6773,49.5464,26.977,1495202000,,5980808000,30200000,0,120800000,31.305,9.5907,8.6089,99.2161,
603583.SH,½Ý²ýÇý¶¯,20181009,49.51,49.53,50.8,49.1,50.13,6568378,328015229,0.62,1.2523,49.9385,21.7496,1513926000,,6055704000,30200000,0,120800000,31.697,9.7108,8.7167,100.4585,
603583.SH,½Ý²ýÇý¶¯,20181010,50.13,50.1,50.76,48.35,49.41,7344970,363692703,-0.72,-1.4363,49.5159,24.3211,1492182000,,5968728000,30200000,0,120800000,31.2417,9.5714,8.5915,99.0157,
603583.SH,½Ý²ýÇý¶¯,20181011,49.41,45.54,46.2,44.47,44.47,4211207,190390655,-4.94,-9.998,45.2105,13.9444,1342994000,,5371976000,30200000,0,120800000,28.1182,8.6144,7.7325,89.1161,
603583.SH,½Ý²ýÇý¶¯,20181012,44.47,42.6,43.2,40.46,41.18,7285025,306505641,-3.29,-7.3982,42.0734,24.1226,1243636000,,4974544000,30200000,0,120800000,26.0379,7.9771,7.1604,82.5231,
