ด๚ย๋,ผ๒ณฦ,ศีฦฺ,วฐสีลฬผÛ(ิช),ฟชลฬผÛ(ิช),ื๎ธ฿ผÛ(ิช),ื๎ตอผÛ(ิช),สีลฬผÛ(ิช),ณษฝปมฟ(นษ),ณษฝปฝ๐ถ๎(ิช),ีวต๘(ิช),ีวต๘ท๙(%),พ๙ผÛ(ิช),ปปสึยส(%),Aนษม๗อจสะึต(ิช),Bนษม๗อจสะึต(ิช),ืÜสะึต(ิช),Aนษม๗อจนษฑพ(นษ),Bนษม๗อจนษฑพ(นษ),ืÜนษฑพ(นษ),สะำฏยส,สะพปยส,สะฯ๚ยส,สะฯึยส,
002884.SZ,ม่ฯ๖ฑราต,20170711,,34.93,41.92,34.93,41.92,8500,353871,12.81,44.0055,41.6319,0.0439,811990400,,3247542400,19370000,0,77470000,21.637,5.9368,3.9836,93.1731,
002884.SZ,ม่ฯ๖ฑราต,20170712,41.92,46.11,46.11,46.11,46.11,7200,331992,4.19,9.9952,46.11,0.0372,893150700,,3572141700,19370000,0,77470000,23.7997,6.5302,4.3817,102.486,
002884.SZ,ม่ฯ๖ฑราต,20170713,46.11,50.72,50.72,50.72,50.72,9676,490766,4.61,9.9978,50.7199,0.05,982446400,,3929278400,19370000,0,77470000,26.1792,7.1831,4.8198,112.7323,
002884.SZ,ม่ฯ๖ฑราต,20170714,50.72,55.79,55.79,55.79,55.79,32500,1813175,5.07,9.9961,55.79,0.1678,1080652300,,4322051300,19370000,0,77470000,28.7961,7.9011,5.3016,124.0011,
002884.SZ,ม่ฯ๖ฑราต,20170717,55.79,61.37,61.37,53.4,61.37,10177281,607634491,5.58,10.0018,59.705,52.5415,1188736900,,4754333900,19370000,0,77470000,31.6762,8.6914,5.8319,136.4035,
002884.SZ,ม่ฯ๖ฑราต,20170718,61.37,58,59.5,55.6,55.95,5889885,339190967,-5.42,-8.8317,57.5887,30.4073,1083751500,,4334446500,19370000,0,77470000,28.8786,7.9238,5.3168,124.3567,
002884.SZ,ม่ฯ๖ฑราต,20170719,55.95,54.88,55.98,52,53.61,4791872,257340448,-2.34,-4.1823,53.7035,24.7386,1038425700,,4153166700,19370000,0,77470000,27.6709,7.5924,5.0945,119.1558,
002884.SZ,ม่ฯ๖ฑราต,20170720,53.61,53.88,55.95,52.89,52.95,4399055,239329401,-0.66,-1.2311,54.4047,22.7107,1025641500,,4102036500,19370000,0,77470000,27.3302,7.4989,5.0317,117.6888,
002884.SZ,ม่ฯ๖ฑราต,20170721,52.95,52,52,50.09,50.68,3540904,180252122,-2.27,-4.2871,50.9057,18.2804,981671600,,3926179600,19370000,0,77470000,26.1585,7.1774,4.816,112.6434,
002884.SZ,ม่ฯ๖ฑราต,20170724,50.68,49.88,51.93,49.87,51.2,2698937,137729652,0.52,1.026,51.0311,13.9336,991744000,,3966464000,19370000,0,77470000,26.4269,7.2511,4.8654,113.7992,
002884.SZ,ม่ฯ๖ฑราต,20170725,51.2,51.08,51.28,49.8,50.1,2337278,117565063,-1.1,-2.1484,50.3,12.0665,970437000,,3881247000,19370000,0,77470000,25.8592,7.0953,4.7609,111.3543,
002884.SZ,ม่ฯ๖ฑราต,20170726,50.1,50.3,50.88,49.7,50,1995078,100318981,-0.1,-0.1996,50.2832,10.2998,968500000,,3873500000,19370000,0,77470000,25.8075,7.0811,4.7514,111.132,
002884.SZ,ม่ฯ๖ฑราต,20170727,50,49.62,51.84,49.3,51.08,2946077,149466449,1.08,2.16,50.7341,15.2095,989419600,,3957167600,19370000,0,77470000,26.365,7.2341,4.854,113.5325,
002884.SZ,ม่ฯ๖ฑราต,20170728,51.08,50.8,53.2,50.79,51.46,3224082,167801340,0.38,0.7439,52.0462,16.6447,996780200,,3986606200,19370000,0,77470000,26.5611,7.2879,4.8901,114.3771,
002884.SZ,ม่ฯ๖ฑราต,20170731,51.46,51.1,53.48,50.5,53.1,3006407,157788715,1.64,3.1869,52.4841,15.5209,1028547000,,4113657000,19370000,0,77470000,27.4076,7.5202,5.046,118.0222,
002884.SZ,ม่ฯ๖ฑราต,20170801,53.1,53.02,54.45,51.88,52.42,3130036,165712788,-0.68,-1.2806,52.9428,16.1592,1015375400,,4060977400,19370000,0,77470000,27.0566,7.4238,4.9814,116.5108,
002884.SZ,ม่ฯ๖ฑราต,20170802,52.42,51.98,52.87,50.56,50.88,2286043,118554946,-1.54,-2.9378,51.8603,11.802,985545600,,3941673600,19370000,0,77470000,26.2618,7.2058,4.835,113.088,
002884.SZ,ม่ฯ๖ฑราต,20170803,50.88,50.5,54.33,50.38,53.44,3929465,207259216,2.56,5.0314,52.7449,20.2863,1035132800,,4139996800,19370000,0,77470000,27.5831,7.5683,5.0783,118.7779,
002884.SZ,ม่ฯ๖ฑราต,20170804,53.44,53,53.5,51.01,51.2,3052951,158997163,-2.24,-4.1916,52.0798,15.7612,991744000,,3966464000,19370000,0,77470000,26.4269,7.2511,4.8654,113.7992,
002884.SZ,ม่ฯ๖ฑราต,20170807,51.2,51.08,52.78,51.06,51.39,1795540,93071585,0.19,0.3711,51.8349,9.2697,995424300,,3981183300,19370000,0,77470000,26.525,7.278,4.8835,114.2215,
002884.SZ,ม่ฯ๖ฑราต,20170808,51.39,51.18,51.58,49.93,50.23,2158666,109151658,-1.16,-2.2572,50.5644,11.1444,972955100,,3891318100,19370000,0,77470000,25.9263,7.1137,4.7733,111.6432,
002884.SZ,ม่ฯ๖ฑราต,20170809,50.23,50.2,51.19,50.2,50.54,1298863,65882074,0.31,0.6172,50.7229,6.7055,978959800,,3915333800,19370000,0,77470000,26.0863,7.1576,4.8027,112.3323,
002884.SZ,ม่ฯ๖ฑราต,20170810,50.54,50.75,52.4,50.28,51.16,1866100,95872348,0.62,1.2268,51.3758,9.634,990969200,,3963365200,19370000,0,77470000,26.4063,7.2454,4.8616,113.7103,
002884.SZ,ม่ฯ๖ฑราต,20170811,51.16,50.56,51.23,49.91,50.18,1659799,83861708,-0.98,-1.9156,50.5252,8.5689,971986600,,3887444600,19370000,0,77470000,25.9005,7.1066,4.7685,111.5321,
002884.SZ,ม่ฯ๖ฑราต,20170814,50.18,50.23,51.68,50.23,51.49,1499902,76610317,1.31,2.6106,51.0769,7.7434,997361300,,3988930300,19370000,0,77470000,26.5766,7.2921,4.893,114.4438,
002884.SZ,ม่ฯ๖ฑราต,20170815,51.49,51,51.01,49.92,50.9,2630129,132653222,-0.59,-1.1459,50.436,13.5784,985933000,,3943223000,19370000,0,77470000,25.8323,6.7327,4.8369,113.1324,
002884.SZ,ม่ฯ๖ฑราต,20170816,50.9,50.69,54.47,50.51,53.36,3889013,204882181,2.46,4.833,52.6823,20.0775,1033583200,,4133799200,19370000,0,77470000,27.0808,7.0581,5.0707,118.6001,
002884.SZ,ม่ฯ๖ฑราต,20170817,53.36,53,53.3,52.22,52.3,2594040,136552497,-1.06,-1.9865,52.6409,13.392,1013051000,,4051681000,19370000,0,77470000,26.5428,6.9179,4.97,116.2441,
002884.SZ,ม่ฯ๖ฑราต,20170818,52.3,51.92,53.45,51.8,52.52,1428201,74992042,0.22,0.4207,52.508,7.3733,1017312400,,4068724400,19370000,0,77470000,26.6545,6.947,4.9909,116.7331,
002884.SZ,ม่ฯ๖ฑราต,20170821,52.52,52.68,54.15,52.02,53.98,2319745,123828606,1.46,2.7799,53.3803,11.976,1045592600,,4181830600,19370000,0,77470000,27.3954,7.1401,5.1296,119.9781,
002884.SZ,ม่ฯ๖ฑราต,20170822,53.98,54.26,55.88,53.62,55.1,3332209,182445501,1.12,2.0748,54.7521,17.2029,1067287000,,4268597000,19370000,0,77470000,27.9638,7.2883,5.236,122.4675,
002884.SZ,ม่ฯ๖ฑราต,20170823,55.1,54.62,55.5,53.81,54.56,2577988,140657830,-0.54,-0.98,54.5611,13.3092,1056827200,,4226763200,19370000,0,77470000,27.6898,7.2168,5.1847,121.2673,
002884.SZ,ม่ฯ๖ฑราต,20170824,54.56,54.45,56.43,53.48,53.5,3294772,180961820,-1.06,-1.9428,54.9239,17.0097,1036295000,,4144645000,19370000,0,77470000,27.1518,7.0766,5.084,118.9113,
002884.SZ,ม่ฯ๖ฑราต,20170825,53.5,53.6,55.18,53,54.75,2662054,144343859,1.25,2.3364,54.2227,13.7432,1060507500,,4241482500,19370000,0,77470000,27.7862,7.242,5.2028,121.6896,
002884.SZ,ม่ฯ๖ฑราต,20170828,54.75,55.4,58.8,55.17,57.86,4528294,258668895,3.11,5.6804,57.1228,23.3779,1120748200,,4482414200,19370000,0,77470000,29.3646,7.6533,5.4983,128.602,
