╢ЗбК,╪РЁф,хуфз,г╟йуел╪ш(т╙),©╙ел╪ш(т╙),вН╦ъ╪ш(т╙),вН╣м╪ш(т╙),йуел╪ш(т╙),Ёи╫╩а©(╧и),Ёи╫╩╫П╤Н(т╙),уг╣Ь(т╙),уг╣Ь╥Ы(%),╬Ы╪ш(т╙),╩╩йжбй(%),A╧иаВм╗йпж╣(т╙),B╧иаВм╗йпж╣(т╙),вэйпж╣(т╙),A╧иаВм╗╧и╠╬(╧и),B╧иаВм╗╧и╠╬(╧и),вэ╧и╠╬(╧и),йпс╞бй,йп╬╩бй,йпоЗбй,йпожбй,
300459.SZ,люд╥ц╗,20150819,47.8541,46.841,49.0276,45.7377,48.9975,2540446,120762251.4,1.1434,2.3894,47.5358,9.5866,1294525000,,5178100000,26500000,0,106000000,138.0832,8.6236,10.8578,50.0366,
300459.SZ,люд╥ц╗,20150820,48.9975,47.9444,48.7468,45.7377,45.9183,1686369,79606752.1,-3.0793,-6.2845,47.206,6.3637,1213170000,,4852680000,26500000,0,106000000,129.4053,8.0816,10.1754,46.8921,
300459.SZ,люд╥ц╗,20150821,45.9183,45.1861,47.0115,42.1469,42.3174,1929870,86941764.6,-3.6008,-7.8419,45.0506,7.2825,1118035000,,4472140000,26500000,0,106000000,119.2576,7.4479,9.3775,43.2148,
300459.SZ,люд╥ц╗,20150824,42.3174,39.2181,40.1108,38.0847,38.0847,1581700,60345018.4,-4.2327,-10.0024,38.152,5.9687,1006205000,,4024820000,26500000,0,106000000,107.329,6.7029,8.4395,38.8923,
300459.SZ,люд╥ц╗,20150825,38.0847,34.3233,37.3123,34.2732,34.2732,2232077,78001823.6,-3.8115,-10.0079,34.9458,8.4229,905505000,,3622020000,26500000,0,106000000,96.5876,6.0321,7.5949,35,
300459.SZ,люд╥ц╗,20150826,34.2732,34.2732,37.1619,32.0966,35.1659,3502364,122376837.8,0.8927,2.6046,34.9412,13.2165,929090000,,3716360000,26500000,0,106000000,99.1033,6.1892,7.7927,35.9116,
300459.SZ,люд╥ц╗,20150827,35.1659,36.0184,38.6865,35.216,38.6865,4118030,152721326.3,3.5206,10.0114,37.086,15.5397,1022105000,,4088420000,26500000,0,106000000,109.025,6.8088,8.5729,39.5069,
300459.SZ,люд╥ц╗,20150828,38.6865,40.7026,41.1138,38.2151,40.7226,4305286,168698183.1,2.0361,5.2632,39.184,16.2464,1075900000,,4303600000,26500000,0,106000000,114.7631,7.1672,9.0241,41.5862,
300459.SZ,люд╥ц╗,20150831,40.7226,40.1007,43.0095,39.6394,39.7196,3513143,145669690.6,-1.003,-2.4631,41.4642,13.2571,1049400000,,4197600000,26500000,0,106000000,111.9365,6.9907,8.8018,40.5619,
300459.SZ,люд╥ц╗,20150901,39.7196,38.1148,38.7166,35.7476,35.7476,2565188,92577352.1,-3.972,-10,36.0899,9.68,944460000,,3777840000,26500000,0,106000000,100.7428,6.2916,7.9216,36.5057,
300459.SZ,люд╥ц╗,20150902,35.7476,32.7787,37.6133,32.7787,33.6212,1780784,62316404.8,-2.1264,-5.9484,34.9938,6.7199,888280000,,3553120000,26500000,0,106000000,94.7503,5.9173,7.4504,34.3342,
300459.SZ,люд╥ц╗,20150907,33.6212,35.2509,36.329,32.9694,34.8247,4363035,61129880.3,1.2034,3.5794,14.0109,6.5857,920212500,,3680850000,66250000,0,265000000,98.1564,6.1301,7.7183,35.5685,
300459.SZ,люд╥ц╗,20150908,34.8247,33.6212,38.3096,33.6212,38.3096,4876276,72183545.2,3.485,10.0072,14.803,7.3604,1012300000,,4049200000,66250000,0,265000000,107.9791,6.7435,8.4906,39.1279,
300459.SZ,люд╥ц╗,20150909,38.3096,42.1456,42.1456,41.243,42.1456,5050478,84850016.2,3.836,10.0131,16.8004,7.6234,1113662500,,4454650000,66250000,0,265000000,118.7912,7.4187,9.3408,43.0458,
300459.SZ,люд╥ц╗,20150910,42.1456,42.9229,46.3577,41.8949,42.3963,15999081,282380052.3,0.2507,0.5949,17.6498,24.1496,1120287500,,4481150000,66250000,0,265000000,119.4978,7.4629,9.3964,43.3019,
300459.SZ,люд╥ц╗,20150911,42.3963,41.1177,46.6335,40.892,46.6335,19440109,353719559.9,4.2371,9.9941,18.1953,29.3436,1232250000,,4929000000,66250000,0,265000000,131.4405,8.2087,10.3355,47.6295,
300459.SZ,люд╥ц╗,20150914,46.6335,46.6335,46.6335,46.6335,46.6335,,,0,0,,,1232250000,,4929000000,66250000,0,265000000,131.4405,8.2087,10.3355,47.6295,
300459.SZ,люд╥ц╗,20150915,46.6335,46.6335,46.6335,46.6335,46.6335,,,0,0,,,1232250000,,4929000000,66250000,0,265000000,131.4405,8.2087,10.3355,47.6295,
300459.SZ,люд╥ц╗,20150916,46.6335,46.6335,46.6335,46.6335,46.6335,,,0,0,,,1232250000,,4929000000,66250000,0,265000000,131.4405,8.2087,10.3355,47.6295,
300459.SZ,люд╥ц╗,20150917,46.6335,46.6335,46.6335,46.6335,46.6335,,,0,0,,,1232250000,,4929000000,66250000,0,265000000,131.4405,8.2087,10.3355,47.6295,
300459.SZ,люд╥ц╗,20150918,46.6335,46.6335,46.6335,46.6335,46.6335,,,0,0,,,1232250000,,4929000000,66250000,0,265000000,131.4405,8.2087,10.3355,47.6295,
300459.SZ,люд╥ц╗,20150921,46.6335,46.6335,46.6335,46.6335,46.6335,,,0,0,,,1232250000,,4929000000,66250000,0,265000000,131.4405,8.2087,10.3355,47.6295,
300459.SZ,люд╥ц╗,20150922,46.6335,46.6335,46.6335,46.6335,46.6335,,,0,0,,,1232250000,,4929000000,66250000,0,265000000,131.4405,8.2087,10.3355,47.6295,
300459.SZ,люд╥ц╗,20150923,46.6335,46.6335,46.6335,46.6335,46.6335,,,0,0,,,1232250000,,4929000000,66250000,0,265000000,131.4405,8.2087,10.3355,47.6295,
300459.SZ,люд╥ц╗,20150924,46.6335,46.6335,46.6335,46.6335,46.6335,,,0,0,,,1232250000,,4929000000,66250000,0,265000000,131.4405,8.2087,10.3355,47.6295,
300459.SZ,люд╥ц╗,20150925,46.6335,46.6335,46.6335,46.6335,46.6335,,,0,0,,,1232250000,,4929000000,66250000,0,265000000,131.4405,8.2087,10.3355,47.6295,
300459.SZ,люд╥ц╗,20150928,46.6335,46.6335,46.6335,46.6335,46.6335,,,0,0,,,1232250000,,4929000000,66250000,0,265000000,131.4405,8.2087,10.3355,47.6295,
300459.SZ,люд╥ц╗,20150929,46.6335,46.6335,46.6335,46.6335,46.6335,,,0,0,,,1232250000,,4929000000,66250000,0,265000000,131.4405,8.2087,10.3355,47.6295,
300459.SZ,люд╥ц╗,20150930,46.6335,46.6335,46.6335,46.6335,46.6335,,,0,0,,,1232250000,,4929000000,66250000,0,265000000,131.4405,8.2087,10.3355,47.6295,
300459.SZ,люд╥ц╗,20151008,46.6335,46.6335,46.6335,46.6335,46.6335,,,0,0,,,1232250000,,4929000000,66250000,0,265000000,131.4405,8.2087,10.3355,47.6295,
300459.SZ,люд╥ц╗,20151009,46.6335,46.6335,46.6335,46.6335,46.6335,,,0,0,,,1232250000,,4929000000,66250000,0,265000000,131.4405,8.2087,10.3355,47.6295,
300459.SZ,люд╥ц╗,20151012,46.6335,46.6335,46.6335,46.6335,46.6335,,,0,0,,,1232250000,,4929000000,66250000,0,265000000,131.4405,8.2087,10.3355,47.6295,
300459.SZ,люд╥ц╗,20151013,46.6335,46.6335,46.6335,46.6335,46.6335,,,0,0,,,1232250000,,4929000000,66250000,0,265000000,131.4405,8.2087,10.3355,47.6295,
300459.SZ,люд╥ц╗,20151014,46.6335,46.6335,46.6335,46.6335,46.6335,,,0,0,,,1232250000,,4929000000,66250000,0,265000000,131.4405,8.2087,10.3355,47.6295,
300459.SZ,люд╥ц╗,20151015,46.6335,46.6335,46.6335,46.6335,46.6335,,,0,0,,,1232250000,,4929000000,66250000,0,265000000,131.4405,8.2087,10.3355,47.6295,
300459.SZ,люд╥ц╗,20151016,46.6335,46.6335,46.6335,46.6335,46.6335,,,0,0,,,1232250000,,4929000000,66250000,0,265000000,131.4405,8.2087,10.3355,47.6295,
300459.SZ,люд╥ц╗,20151019,46.6335,46.6335,46.6335,46.6335,46.6335,,,0,0,,,1232250000,,4929000000,66250000,0,265000000,131.4405,8.2087,10.3355,47.6295,
300459.SZ,люд╥ц╗,20151020,46.6335,46.6335,46.6335,46.6335,46.6335,,,0,0,,,1232250000,,4929000000,66250000,0,265000000,131.4405,8.2087,10.3355,47.6295,
300459.SZ,люд╥ц╗,20151021,46.6335,46.6335,46.6335,46.6335,46.6335,,,0,0,,,1232250000,,4929000000,66250000,0,265000000,131.4405,8.2087,10.3355,47.6295,
300459.SZ,люд╥ц╗,20151022,46.6335,46.6335,46.6335,46.6335,46.6335,,,0,0,,,1232250000,,4929000000,66250000,0,265000000,131.4405,8.2087,10.3355,47.6295,
300459.SZ,люд╥ц╗,20151023,46.6335,46.6335,46.6335,46.6335,46.6335,,,0,0,,,1232250000,,4929000000,66250000,0,265000000,131.4405,8.2087,10.3355,47.6295,
300459.SZ,люд╥ц╗,20151026,46.6335,46.6335,46.6335,46.6335,46.6335,,,0,0,,,1232250000,,4929000000,66250000,0,265000000,131.4405,8.2087,10.3355,47.6295,
300459.SZ,люд╥ц╗,20151027,46.6335,46.6335,46.6335,46.6335,46.6335,,,0,0,,,1232250000,,4929000000,66250000,0,265000000,111.7646,8.0186,10.3355,47.6295,
300459.SZ,люд╥ц╗,20151028,46.6335,46.6335,46.6335,46.6335,46.6335,,,0,0,,,1232250000,,4929000000,66250000,0,265000000,111.7646,8.0186,10.3355,47.6295,
300459.SZ,люд╥ц╗,20151029,46.6335,46.6335,46.6335,46.6335,46.6335,,,0,0,,,1232250000,,4929000000,66250000,0,265000000,111.7646,8.0186,10.3355,47.6295,
300459.SZ,люд╥ц╗,20151030,46.6335,46.6335,46.6335,46.6335,46.6335,,,0,0,,,1232250000,,4929000000,66250000,0,265000000,111.7646,8.0186,10.3355,47.6295,
300459.SZ,люд╥ц╗,20151102,46.6335,46.6335,46.6335,46.6335,46.6335,,,0,0,,,1232250000,,4929000000,66250000,0,265000000,111.7646,8.0186,10.3355,47.6295,
300459.SZ,люд╥ц╗,20151103,46.6335,46.6335,46.6335,46.6335,46.6335,,,0,0,,,1232250000,,4929000000,66250000,0,265000000,111.7646,8.0186,10.3355,47.6295,
300459.SZ,люд╥ц╗,20151104,46.6335,46.6335,46.6335,46.6335,46.6335,,,0,0,,,1232250000,,4929000000,66250000,0,265000000,111.7646,8.0186,10.3355,47.6295,
300459.SZ,люд╥ц╗,20151105,46.6335,46.6335,46.6335,46.6335,46.6335,,,0,0,,,1232250000,,4929000000,66250000,0,265000000,111.7646,8.0186,10.3355,47.6295,
300459.SZ,люд╥ц╗,20151106,46.6335,46.6335,46.6335,46.6335,46.6335,,,0,0,,,1232250000,,4929000000,66250000,0,265000000,111.7646,8.0186,10.3355,47.6295,
300459.SZ,люд╥ц╗,20151109,46.6335,46.6335,46.6335,46.6335,46.6335,,,0,0,,,1232250000,,4929000000,66250000,0,265000000,111.7646,8.0186,10.3355,47.6295,
300459.SZ,люд╥ц╗,20151110,46.6335,46.6335,46.6335,46.6335,46.6335,,,0,0,,,1232250000,,4929000000,66250000,0,265000000,111.7646,8.0186,10.3355,47.6295,
300459.SZ,люд╥ц╗,20151111,46.6335,46.6335,46.6335,46.6335,46.6335,,,0,0,,,1232250000,,4929000000,66250000,0,265000000,111.7646,8.0186,10.3355,47.6295,
300459.SZ,люд╥ц╗,20151112,46.6335,46.6335,46.6335,46.6335,46.6335,,,0,0,,,1232250000,,4929000000,66250000,0,265000000,111.7646,8.0186,10.3355,47.6295,
300459.SZ,люд╥ц╗,20151113,46.6335,46.6335,46.6335,46.6335,46.6335,,,0,0,,,1232250000,,4929000000,66250000,0,265000000,111.7646,8.0186,10.3355,47.6295,
300459.SZ,люд╥ц╗,20151116,46.6335,46.6335,46.6335,46.6335,46.6335,,,0,0,,,1232250000,,4929000000,66250000,0,265000000,111.7646,8.0186,10.3355,47.6295,
300459.SZ,люд╥ц╗,20151117,46.6335,46.6335,46.6335,46.6335,46.6335,,,0,0,,,1232250000,,4929000000,66250000,0,265000000,111.7646,8.0186,10.3355,47.6295,
300459.SZ,люд╥ц╗,20151118,46.6335,46.6335,46.6335,46.6335,46.6335,,,0,0,,,1232250000,,4929000000,66250000,0,265000000,111.7646,8.0186,10.3355,47.6295,
300459.SZ,люд╥ц╗,20151119,46.6335,46.6335,46.6335,46.6335,46.6335,,,0,0,,,1232250000,,4929000000,66250000,0,265000000,111.7646,8.0186,10.3355,47.6295,
300459.SZ,люд╥ц╗,20151120,46.6335,46.6335,46.6335,46.6335,46.6335,,,0,0,,,1232250000,,4929000000,66250000,0,265000000,111.7646,8.0186,10.3355,47.6295,
300459.SZ,люд╥ц╗,20151123,46.6335,46.6335,46.6335,46.6335,46.6335,,,0,0,,,1232250000,,4929000000,66250000,0,265000000,111.7646,8.0186,10.3355,47.6295,
