╢ЗбК,╪РЁф,хуфз,г╟йуел╪ш(т╙),©╙ел╪ш(т╙),вН╦ъ╪ш(т╙),вН╣м╪ш(т╙),йуел╪ш(т╙),Ёи╫╩а©(╧и),Ёи╫╩╫П╤Н(т╙),уг╣Ь(т╙),уг╣Ь╥Ы(%),╬Ы╪ш(т╙),╩╩йжбй(%),A╧иаВм╗йпж╣(т╙),B╧иаВм╗йпж╣(т╙),вэйпж╣(т╙),A╧иаВм╗╧и╠╬(╧и),B╧иаВм╗╧и╠╬(╧и),вэ╧и╠╬(╧и),йпс╞бй,йп╬╩бй,йпоЗбй,йпожбй,
688052.SH,дип╬н╒,20220608,331.25,328.81,347.11,310.23,324.87,1012530,330407509,-6.38,-1.926,326.3187,4.6923,7010259274.2,,32832661680,21578660,0,101064000,119.7951,51.6272,38.0848,-710.5467,
688052.SH,дип╬н╒,20220609,324.87,322.67,326.99,310,313.2,656739,207110164,-11.67,-3.5922,315.3615,3.0435,6758436312,,31653244800,21578660,0,101064000,115.4918,49.7726,36.7167,-685.0224,
688052.SH,дип╬н╒,20220610,313.2,312,333,308.8,322.6,875194,280068650,9.4,3.0013,320.0075,4.0558,6961275716,,32603246400,21578660,0,101064000,118.958,51.2664,37.8187,-705.5818,
688052.SH,дип╬н╒,20220613,322.6,318,324.72,304,316,1029435,322853744,-6.6,-2.0459,313.6223,4.7706,6818856560,,31936224000,21578660,0,101064000,116.5243,50.2176,37.045,-691.1465,
688052.SH,дип╬н╒,20220614,316,310,321.9,303.8,314.96,900620,279999149,-1.04,-0.3291,310.896,4.1737,6796414753.6,,31831117440,21578660,0,101064000,116.1408,50.0523,36.9231,-688.8718,
688052.SH,дип╬н╒,20220615,314.96,313.3,332,310.18,321.37,961764,312524533,6.41,2.0352,324.9493,4.457,6934733964.2,,32478937680,21578660,0,101064000,118.5045,51.071,37.6745,-702.8916,
688052.SH,дип╬н╒,20220616,321.37,321.34,342.05,321.34,334.98,806398,271094858,13.61,4.235,336.18,3.737,7228419526.8,,33854418720,21578660,0,101064000,123.5231,53.2338,39.27,-732.659,
688052.SH,дип╬н╒,20220617,334.98,331.34,344.61,328,340,561484,189433914,5.02,1.4986,337.3808,2.602,7336744400,,34361760000,21578660,0,101064000,125.3742,54.0316,39.8585,-743.6386,
688052.SH,дип╬н╒,20220620,340,340,344,329.3,335.5,630203,211201899,-4.5,-1.3235,335.1331,2.9205,7239640430,,33906972000,21578660,0,101064000,123.7149,53.3164,39.331,-733.7963,
688052.SH,дип╬н╒,20220621,335.5,332.48,336.8,325.03,329.87,359281,118295608,-5.63,-1.6781,329.2565,1.665,7118152574.2,,33337981680,21578660,0,101064000,121.6388,52.4217,38.671,-721.4825,
688052.SH,дип╬н╒,20220622,329.87,328.98,343.87,325.21,336.9,463217,157045387,7.03,2.1311,339.032,2.1466,7269850554,,34048461600,21578660,0,101064000,124.2311,53.5389,39.4951,-736.8583,
688052.SH,дип╬н╒,20220623,336.9,337.94,386,336.9,377.98,946396,345202004,41.08,12.1935,364.7543,4.3858,8156301906.8,,38200170720,21578660,0,101064000,139.3793,60.0672,44.311,-826.7074,
688052.SH,дип╬н╒,20220624,377.98,375.44,377,360.36,367.26,760815,280689126,-10.72,-2.8361,368.9322,3.5258,7924978671.6,,37116764640,21578660,0,101064000,135.4263,58.3636,43.0542,-803.2609,
688052.SH,дип╬н╒,20220627,367.26,367.0395,373.8143,357.6891,368.5728,555301,202444982,1.3128,0.3575,364.568,2.5734,7935983788.2,,37168307280,21578660,0,101064000,135.6143,58.4447,43.114,-804.3764,
688052.SH,дип╬н╒,20220628,368.5728,368.5728,383.9363,363.8025,371.3088,507267,189852718,2.736,0.7423,374.2659,2.3508,7994893530,,37444212000,21578660,0,101064000,136.621,58.8785,43.4341,-810.3474,
688052.SH,дип╬н╒,20220629,371.3088,370.3066,383.8361,360.7859,363.7924,536167,198597250,-7.5164,-2.0243,370.4019,2.4847,7833053580,,36686232000,21578660,0,101064000,133.8554,57.6866,42.5548,-793.9435,
688052.SH,дип╬н╒,20220630,363.7924,365.4761,388.847,365.4761,379.7873,380801,144725376,15.9948,4.3967,380.0551,1.7647,8177448993.6,,38299213440,21578660,0,101064000,139.7406,60.2229,44.4258,-828.8508,
688052.SH,дип╬н╒,20220701,379.7873,385.8004,388.8169,370.7576,372.4212,330121,123991995,-7.366,-1.9395,375.5956,1.5298,8018845842.6,,37556393040,21578660,0,101064000,137.0303,59.0549,43.5642,-812.7751,
688052.SH,дип╬н╒,20220704,372.4212,372.3511,392.8557,361.287,387.7446,581668,221558006,15.3234,4.1145,380.9011,2.6956,8348783554,,39101661600,21578660,0,101064000,142.6685,61.4847,45.3567,-846.217,
688052.SH,дип╬н╒,20220705,387.7446,381.3407,392.8557,373.8644,375.6583,431527,163564890,-12.0863,-3.1171,379.0374,1.9998,8088544914.4,,37882829760,21578660,0,101064000,138.2214,59.5682,43.9428,-819.8397,
688052.SH,дип╬н╒,20220706,375.6583,374.8064,387.8448,370.3066,378.5045,379128,143863448,2.8462,0.7577,379.4588,1.757,8149828308.8,,38169851520,21578660,0,101064000,139.2686,60.0195,44.2758,-826.0513,
688052.SH,дип╬н╒,20220707,378.5045,378.5245,400.8732,370.7676,396.1629,510071,197014084,17.6585,4.6653,386.2484,2.3638,8530044298,,39950599200,21578660,0,101064000,145.766,62.8196,46.3414,-864.5892,
688052.SH,дип╬н╒,20220708,396.1629,392.8758,438.9562,390.8514,414.9038,666943,276148538,18.7408,4.7306,414.0512,3.0908,8933565240,,41840496000,21578660,0,101064000,152.6616,65.7914,48.5336,-905.4894,
688052.SH,дип╬н╒,20220711,414.9038,413.9016,418.7922,400.8732,411.0955,530193,216015629,-3.8083,-0.9179,407.4283,2.457,8851566332,,41456452800,21578660,0,101064000,151.2603,65.1875,48.0881,-897.1781,
688052.SH,дип╬н╒,20220712,411.0955,411.0955,416.7478,374.8265,381.03,1032158,396738560,-30.0655,-7.3135,384.3777,4.7832,8204206532,,38424532800,21578660,0,101064000,140.1979,60.42,44.5712,-831.5629,
688052.SH,дип╬н╒,20220713,381.03,381.9219,407.5477,370.918,400.9233,691682,268924289,19.8933,5.2209,388.7976,3.2054,8632542933,,40430653200,21578660,0,101064000,147.5175,63.5745,46.8982,-874.9783,
688052.SH,дип╬н╒,20220714,400.9233,396.1229,428.9343,393.4069,426.8297,468964,194502494,25.9064,6.4617,414.7493,2.1733,9190351294,,43043157600,21578660,0,101064000,157.0497,67.6825,49.9287,-931.5167,
688052.SH,дип╬н╒,20220715,426.8297,420.9269,455.9933,420.9169,422.801,598957,260298702,-4.0288,-0.9439,434.5866,2.7757,9103605080.8,,42636880320,21578660,0,101064000,155.5673,67.0436,49.4574,-922.7242,
688052.SH,дип╬н╒,20220718,422.801,422.801,442.9649,415.9059,441.9727,369855,158279630,19.1718,4.5345,427.9505,1.714,9516404846.6,,44570234640,21578660,0,101064000,162.6214,70.0837,51.7,-964.5649,
688052.SH,дип╬н╒,20220719,441.9727,440.9605,460.3027,427.9321,452.8865,523057,232648697,10.9138,2.4693,444.7865,2.424,9751396454,,45670821600,21578660,0,101064000,166.6371,71.8143,52.9767,-988.3832,
688052.SH,дип╬н╒,20220720,452.8865,450.7819,451.9545,415.9059,432.9431,724805,311648411,-19.9434,-4.4036,429.9755,3.3589,9321981120,,43659648000,21578660,0,101064000,159.299,68.6519,50.6438,-944.8585,
688052.SH,дип╬н╒,20220721,432.9431,432.9431,441.9627,424.9256,432.9431,314642,136566978,0,0,434.0393,1.4581,9321981120,,43659648000,21578660,0,101064000,159.299,68.6519,50.6438,-944.8585,
688052.SH,дип╬н╒,20220722,432.9431,436.3304,436.9518,421.919,425.0659,296416,126325436,-7.8772,-1.8194,426.1762,1.3737,9152372852.4,,42865284960,21578660,0,101064000,156.4007,67.4028,49.7223,-927.6673,
688052.SH,дип╬н╒,20220725,425.0659,420.9169,429.9365,414.9038,417.4092,276533,115880177,-7.6567,-1.8013,419.0465,1.2815,8987511890,,42093156000,21578660,0,101064000,153.5834,66.1887,48.8267,-910.9573,
688052.SH,дип╬н╒,20220726,417.4092,417.6698,424.3644,407.5177,419.9147,393367,163397224,2.5055,0.6002,415.3811,1.8229,9041458540,,42345816000,21578660,0,101064000,154.5053,66.586,49.1198,-916.4252,
688052.SH,дип╬н╒,20220727,419.9147,418.9025,427.401,409.0109,421.909,438314,183794390,1.9943,0.4749,419.3213,2.0312,9084400073.4,,42546933360,21578660,0,101064000,155.2391,66.9022,49.3531,-920.7777,
688052.SH,дип╬н╒,20220728,421.909,425.9278,436.4407,419.9247,427.5313,407716,173994319,5.6222,1.3326,426.7537,1.8894,9205456356,,43113902400,21578660,0,101064000,157.3078,67.7937,50.0107,-933.0477,
688052.SH,дип╬н╒,20220729,427.5313,426.93,430.9387,413.2902,418.7922,346629,144926388,-8.739,-2.0441,418.1023,1.6064,9017290440.8,,42232624320,21578660,0,101064000,154.0923,66.408,48.9885,-913.9756,
688052.SH,дип╬н╒,20220801,418.7922,417.9103,428.4332,395.1507,422.1195,427716,175982334,3.3272,0.7945,411.4467,1.9821,9088931592,,42568156800,21578660,0,101064000,155.3165,66.9356,49.3777,-921.237,
688052.SH,дип╬н╒,20220802,422.1195,416.9081,455.3819,416.9081,446.9736,669241,292576270,24.8541,5.8879,437.1762,3.1014,9624082360,,45074544000,21578660,0,101064000,164.4615,70.8767,52.285,-975.4789,
688052.SH,дип╬н╒,20220803,446.9736,441.9627,465.7445,441.9627,453.9889,602676,274158211,7.0153,1.5695,454.9015,2.7929,9775132980,,45781992000,21578660,0,101064000,167.0427,71.9891,53.1056,-990.7891,
688052.SH,дип╬н╒,20220804,453.9889,463.7802,465.8147,444.9793,455.7928,398437,181471181,1.8039,0.3974,455.4577,1.8464,9813974568,,45963907200,21578660,0,101064000,167.7065,72.2752,53.3166,-994.726,
688052.SH,дип╬н╒,20220805,455.7928,449.9802,465.7545,442.8446,455.9632,637982,288409591,0.1704,0.0374,452.0654,2.9565,9817642940.2,,45981088080,21578660,0,101064000,167.7691,72.3022,53.3366,-995.0978,
688052.SH,дип╬н╒,20220808,455.9632,452.9366,455.9432,416.8781,435.4485,952711,411718429,-20.5147,-4.4992,432.1546,4.4151,9375927770,,43912308000,21578660,0,101064000,160.2209,69.0492,50.9368,-950.3264,
688052.SH,дип╬н╒,20220809,435.4485,432.2515,434.5766,408.8907,416.2467,918363,379984631,-19.2018,-4.4097,413.763,4.2559,8962480644.4,,41975921760,21578660,0,101064000,153.1557,66.0043,48.6907,-908.4202,
688052.SH,дип╬н╒,20220810,416.2467,412.8994,424.9256,399.9011,400.4823,1229708,503873525,-15.7643,-3.7873,409.7505,5.6987,8623048322.6,,40386185040,21578660,0,101064000,147.3553,63.5046,46.8467,-874.0159,
688052.SH,дип╬н╒,20220811,400.4823,401.9455,409.9329,390.9817,406.1848,825572,330071371,5.7024,1.4239,399.8093,3.8259,8745830898,,40961239200,21578660,0,101064000,149.4535,64.4088,47.5137,-886.4609,
688052.SH,дип╬н╒,20220812,406.1848,406.2148,412.4785,392.8557,397.8667,538684,215380832,-8.3181,-2.0479,399.8278,2.4964,8566728020,,40122408000,21578660,0,101064000,146.3929,63.0898,46.5407,-868.3074,
688052.SH,дип╬н╒,20220815,397.8667,392.8557,420.8768,392.8557,413.9016,576094,236099321,16.0349,4.0302,409.8278,2.6697,8911986580,,41739432000,21578660,0,101064000,152.2928,65.6325,48.4164,-903.3022,
688052.SH,дип╬н╒,20220816,413.9016,409.8928,424.5949,405.363,414.7635,461967,191588288,0.8619,0.2082,414.7229,2.1409,8930544227.6,,41826347040,21578660,0,101064000,152.6099,65.7691,48.5172,-905.1832,
688052.SH,дип╬н╒,20220817,414.7635,411.2258,415.1543,395.9625,399.1294,530226,213173495,-15.6341,-3.7694,402.0427,2.4572,8593917131.6,,40249748640,21578660,0,101064000,146.8575,63.29,46.6884,-871.0632,
688052.SH,дип╬н╒,20220818,399.1294,396.4736,405.1325,388.847,393.8579,753020,297767926,-5.2715,-1.3207,395.4316,3.4897,8480413380,,39718152000,21578660,0,101064000,144.9179,62.4541,46.0718,-859.5587,
688052.SH,дип╬н╒,20220819,393.8579,390.8514,406.766,389.1577,393.8679,804211,319561321,0.01,0.0025,397.36,3.7269,8480629166.6,,39719162640,21578660,0,101064000,144.9215,62.4557,46.0729,-859.5806,
688052.SH,дип╬н╒,20220822,393.8679,389.749,399.5303,385.8405,390.4906,454686,176961851,-3.3774,-0.8575,389.1957,2.1071,8407909082.4,,39378576960,21578660,0,101064000,143.6789,61.9202,45.6779,-852.2098,
688052.SH,дип╬н╒,20220823,390.4906,390.4906,395.9625,358.8416,367.3903,1438094,532846255,-23.1003,-5.9157,370.5225,6.6644,7910520969.4,,37049051760,21578660,0,101064000,135.1792,58.2572,42.9757,-801.7955,
688052.SH,дип╬н╒,20220824,367.3903,366.4883,369.8055,347.8477,355.2639,786114,280725373,-12.1264,-3.3007,357.1052,3.643,7649419183.4,,35826177360,21578660,0,101064000,130.7174,56.3343,41.5572,-775.3307,
688052.SH,дип╬н╒,20220825,355.2639,355.2639,364.8347,349.8621,362.7502,460975,164845175,7.4863,2.1073,357.6011,2.1363,7810611773.6,,36581125440,21578660,0,101064000,133.4719,57.5214,42.4329,-791.6689,
688052.SH,дип╬н╒,20220826,362.7502,366.4983,373.8243,350.764,352.7684,569181,204116209,-9.9817,-2.7517,358.6139,2.6377,7595688320,,35574528000,21578660,0,101064000,129.7992,55.9386,41.2653,-769.8846,
688052.SH,дип╬н╒,20220829,352.7684,350.7741,363.6722,341.7544,347.2564,1117117,389896876,-5.512,-1.5625,349.0206,5.177,7477005690,,35018676000,21578660,0,101064000,106.5417,5.5962,40.6205,-757.8552,
688052.SH,дип╬н╒,20220830,347.2564,349.1706,351.2351,331.9531,341.5941,969626,329671693,-5.6623,-1.6306,339.9988,4.4934,7355086261,,34447664400,21578660,0,101064000,104.8044,5.5049,39.9582,-745.4977,
688052.SH,дип╬н╒,20220831,341.5941,339.6198,343.5283,329.0167,329.1069,536008,178392057,-12.4872,-3.6556,332.816,2.484,7086216157.4,,33188406960,21578660,0,101064000,100.9732,5.3037,38.4975,-718.2455,
688052.SH,дип╬н╒,20220901,329.1069,330.1892,334.9296,316.2188,320.2977,735786,237056767,-8.8092,-2.6767,322.1817,3.4098,6896539736,,32300054400,21578660,0,101064000,98.2705,5.1617,37.467,-699.0203,
688052.SH,дип╬н╒,20220902,320.2977,319.6964,328.0446,317.2009,324.5069,745555,239670896,4.2092,1.3141,321.4664,3.4551,6987170108,,32724523200,21578660,0,101064000,99.5619,5.2296,37.9594,-708.2064,
688052.SH,дип╬н╒,20220905,324.5069,324.7273,325.1483,298.6606,308.2715,1228557,381570577,-16.2354,-5.0031,310.5843,5.6934,6637595816,,31087286400,21578660,0,101064000,94.5807,4.9679,36.0602,-672.7742,
688052.SH,дип╬н╒,20220906,308.2715,308.2615,325.7095,308.2615,321.7007,840846,267566999,13.4293,4.3563,318.2117,3.8967,6926749860,,32441544000,21578660,0,101064000,98.7009,5.1843,37.6311,-702.0823,
688052.SH,дип╬н╒,20220907,321.7007,321.9012,354.873,321.9012,345.7531,1352011,463580071,24.0524,7.4766,342.8819,6.2655,7444637700,,34867080000,21578660,0,101064000,106.0804,5.5719,40.4447,-754.5745,
688052.SH,дип╬н╒,20220908,345.7531,338.8381,357.7693,338.8381,351.8865,977663,342831492,6.1334,1.7739,350.6643,4.5307,7576699099.2,,35485591680,21578660,0,101064000,107.9622,5.6708,41.1621,-767.96,
688052.SH,дип╬н╒,20220909,351.8865,354.7728,354.7728,318.7042,320.909,1333915,435193804,-30.9775,-8.8033,326.253,6.1816,6909702718.6,,32361703440,21578660,0,101064000,98.458,5.1716,37.5385,-700.3544,
688052.SH,дип╬н╒,20220913,320.909,326.6916,327.6738,315.7778,325.9801,637402,204646517,5.071,1.5802,321.0635,2.9539,7018890738.2,,32873087280,21578660,0,101064000,100.0139,5.2533,38.1317,-711.4216,
688052.SH,дип╬н╒,20220914,325.9801,316.2088,341.2333,316.2088,336.7435,681886,227010211,10.7634,3.3019,332.9152,3.16,7250645546.6,,33958514640,21578660,0,101064000,103.3162,5.4268,39.3908,-734.9118,
688052.SH,дип╬н╒,20220915,336.7435,334.2882,339.73,316.6898,322.7029,755776,243710748,-14.0406,-4.1695,322.4643,3.5024,6948328520,,32542608000,21578660,0,101064000,99.0084,5.2005,37.7484,-704.2695,
688052.SH,дип╬н╒,20220916,322.7029,323.2341,329.7683,318.0428,327.0324,518909,168245599,4.3294,1.3416,324.2295,2.4047,7041548331.2,,32979204480,21578660,0,101064000,100.3367,5.2703,38.2548,-713.7181,
688052.SH,дип╬н╒,20220919,327.0324,326.4411,334.7291,311.6789,312.2902,418651,133239919,-14.7421,-4.5078,318.2601,1.9401,6724126242.6,,31492553040,21578660,0,101064000,95.8137,5.0327,36.5303,-681.5448,
688052.SH,дип╬н╒,20220920,312.2902,316.9504,324.5069,309.6345,313.8737,572835,180520070,1.5834,0.507,315.1345,2.6546,6758220525.4,,31652234160,21578660,0,101064000,96.2995,5.0582,36.7156,-685.0005,
688052.SH,дип╬н╒,20220921,313.8737,309.9652,314.5852,303.6614,307.2994,538244,166551700,-6.5743,-2.0946,309.4353,2.4943,6616664515.8,,30989254320,21578660,0,101064000,94.2825,4.9522,35.9465,-670.6526,
688052.SH,дип╬н╒,20220922,307.2994,307.6702,310.6767,298.6505,307.2894,409418,125206518,-0.01,-0.0033,305.8159,1.8973,6616448729.2,,30988243680,21578660,0,101064000,94.2794,4.9521,35.9454,-670.6308,
688052.SH,дип╬н╒,20220923,307.2894,304.6636,310.5765,290.9037,291.1342,728820,214949609,-16.1552,-5.2573,294.9283,3.3775,6268600730,,29359092000,21578660,0,101064000,89.3228,4.6917,34.0556,-635.3736,
688052.SH,дип╬н╒,20220926,291.1342,292.6374,309.4741,286.6243,301.0458,519211,155931919,9.9116,3.4045,300.3248,2.4061,6482013677.4,,30358614960,21578660,0,101064000,92.3638,4.8515,35.215,-657.0047,
688052.SH,дип╬н╒,20220927,301.0458,305.5656,308.6223,296.9969,304.6636,443598,134316030,3.6179,1.2018,302.7877,2.0557,6559912640,,30723456000,21578660,0,101064000,93.4738,4.9098,35.6382,-664.9004,
688052.SH,дип╬н╒,20220928,304.6636,304.7338,310.2759,298.7107,302.5691,375853,114514297,-2.0946,-0.6875,304.6784,1.7418,6514813240.6,,30512232240,21578660,0,101064000,92.8312,4.876,35.3932,-660.3292,
688052.SH,дип╬н╒,20220929,302.5691,303.0702,328.716,294.6418,323.194,895901,284089560,20.6249,6.8166,317.0993,4.1518,6958902063.4,,32592129360,21578660,0,101064000,99.1591,5.2084,37.8058,-705.3412,
688052.SH,дип╬н╒,20220930,323.194,321.36,329.3173,300.9054,301.6771,642601,200092302,-21.5169,-6.6576,311.3788,2.9779,6495608233.2,,30422285280,21578660,0,101064000,92.5575,4.8616,35.2889,-658.3826,
688052.SH,дип╬н╒,20221010,301.6771,299.1416,299.6527,260.5676,277.6548,1257815,344530041,-24.0223,-7.9629,273.9115,5.829,5978367753,,27999781200,21578660,0,101064000,85.1872,4.4745,32.4788,-605.9561,
688052.SH,дип╬н╒,20221011,277.6548,280.04,287.5864,277.0936,283.6178,589001,166556062,5.963,2.1476,282.7772,2.7296,6106760780,,28601112000,21578660,0,101064000,87.0167,4.5706,33.1764,-618.9698,
688052.SH,дип╬н╒,20221012,283.6178,284.5398,310.7569,273.3755,308.6724,715743,212443284,25.0546,8.8339,296.815,3.3169,6646227280,,31127712000,21578660,0,101064000,94.7037,4.9744,36.1071,-673.6491,
688052.SH,дип╬н╒,20221013,308.6724,311.0776,317.2911,306.4676,309.4741,364567,113646127,0.8017,0.2597,311.7291,1.6895,6663490208,,31208563200,21578660,0,101064000,94.9497,4.9873,36.2009,-675.3988,
688052.SH,дип╬н╒,20221014,309.4741,311.4083,315.6676,294.0104,312.18,611234,186679461,2.7059,0.8744,305.4141,2.8326,6721752590,,31481436000,21578660,0,101064000,95.7799,5.0309,36.5174,-681.3042,
688052.SH,дип╬н╒,20221017,312.18,295.634,315.6676,295.634,308.6223,847772,258244787,-3.5577,-1.1396,304.6158,3.9288,6645148347,,31122658800,21578660,0,101064000,94.6883,4.9736,36.1013,-673.5397,
688052.SH,дип╬н╒,20221018,308.6223,313.6833,316.5696,300.6549,312.7613,500159,154331666,4.139,1.3411,308.5652,2.3178,6734268212.8,,31540053120,21578660,0,101064000,95.9582,5.0403,36.5854,-682.5728,
688052.SH,дип╬н╒,20221019,312.7613,309.6745,311.6589,294.6618,298.6505,769677,230950508,-14.1107,-4.5117,300.0616,3.5668,6430440680,,30117072000,21578660,0,101064000,91.6289,4.8129,34.9348,-651.7773,
688052.SH,дип╬н╒,20221020,298.6505,295.644,319.4959,288.8592,311.9495,794427,243603238,13.299,4.453,306.6402,3.6815,6716789498.2,,31458191280,21578660,0,101064000,95.7092,5.0272,36.4905,-680.8011,
