╢ЗбК,╪РЁф,хуфз,г╟йуел╪ш(т╙),©╙ел╪ш(т╙),вН╦ъ╪ш(т╙),вН╣м╪ш(т╙),йуел╪ш(т╙),Ёи╫╩а©(╧и),Ёи╫╩╫П╤Н(т╙),уг╣Ь(т╙),уг╣Ь╥Ы(%),╬Ы╪ш(т╙),╩╩йжбй(%),A╧иаВм╗йпж╣(т╙),B╧иаВм╗йпж╣(т╙),вэйпж╣(т╙),A╧иаВм╗╧и╠╬(╧и),B╧иаВм╗╧и╠╬(╧и),вэ╧и╠╬(╧и),йпс╞бй,йп╬╩бй,йпоЗбй,йпожбй,
002842.SZ,оХПьныр╣,20170119,,13.7,16.44,13.7,16.44,9502,155900,5.02,43.958,16.4071,0.038,411000000,,1644000000,25000000,0,100000000,31.5257,3.612,2.3001,37.746,
002842.SZ,оХПьныр╣,20170120,16.44,18.08,18.08,18.08,18.08,6504,117592,1.64,9.9757,18.08,0.026,452000000,,1808000000,25000000,0,100000000,34.6706,3.9723,2.5295,41.5115,
002842.SZ,оХПьныр╣,20170123,18.08,19.89,19.89,19.89,19.89,4404,87595,1.81,10.0111,19.8899,0.0176,497250000,,1989000000,25000000,0,100000000,38.1415,4.37,2.7828,45.6672,
002842.SZ,оХПьныр╣,20170124,19.89,21.88,21.88,21.88,21.88,5604,122615,1.99,10.005,21.8799,0.0224,547000000,,2188000000,25000000,0,100000000,41.9575,4.8072,3.0612,50.2362,
002842.SZ,оХПьныр╣,20170125,21.88,24.07,24.07,24.07,24.07,10711,257813,2.19,10.0091,24.0699,0.0428,601750000,,2407000000,25000000,0,100000000,46.1571,5.2884,3.3676,55.2644,
002842.SZ,оХПьныр╣,20170126,24.07,26.48,26.48,26.48,26.48,21515,569717,2.41,10.0125,26.48,0.0861,662000000,,2648000000,25000000,0,100000000,50.7786,5.8179,3.7048,60.7978,
002842.SZ,оХПьныр╣,20170203,26.48,29.13,29.13,29.13,29.13,33978,989779,2.65,10.0076,29.13,0.1359,728250000,,2913000000,25000000,0,100000000,55.8603,6.4001,4.0755,66.8821,
002842.SZ,оХПьныр╣,20170206,29.13,32.04,32.04,32.04,32.04,181425,5812857,2.91,9.9897,32.04,0.7257,801000000,,3204000000,25000000,0,100000000,61.4406,7.0394,4.4827,73.5634,
002842.SZ,оХПьныр╣,20170207,32.04,35.24,35.24,35.24,35.24,78038,2750059,3.2,9.9875,35.24,0.3122,881000000,,3524000000,25000000,0,100000000,67.5769,7.7425,4.9304,80.9106,
002842.SZ,оХПьныр╣,20170208,35.24,38.76,38.76,38.76,38.76,55714,2159474,3.52,9.9886,38.76,0.2229,969000000,,3876000000,25000000,0,100000000,74.327,8.5159,5.4228,88.9925,
002842.SZ,оХПьныр╣,20170209,38.76,42.64,42.64,42.64,42.64,77996,3325749,3.88,10.0103,42.64,0.312,1066000000,,4264000000,25000000,0,100000000,81.7673,9.3684,5.9657,97.9009,
002842.SZ,оХПьныр╣,20170210,42.64,46.9,46.9,46.9,46.9,183577,8609761,4.26,9.9906,46.9,0.7343,1172500000,,4690000000,25000000,0,100000000,89.9364,10.3043,6.5617,107.6818,
002842.SZ,оХПьныр╣,20170213,46.9,50,51.59,49.03,51.59,6890073,350294305,4.69,10,50.8404,27.5603,1289750000,,5159000000,25000000,0,100000000,98.93,11.3347,7.2179,118.45,
002842.SZ,оХПьныр╣,20170214,51.59,54,56.75,53.01,56.75,9503341,524636807,5.16,10.0019,55.2055,38.0134,1418750000,,5675000000,25000000,0,100000000,108.825,12.4684,7.9398,130.2973,
002842.SZ,оХПьныр╣,20170215,56.75,59.27,62.43,57.3,58.89,15786170,946050469,2.14,3.7709,59.9291,63.1447,1472250000,,5889000000,25000000,0,100000000,112.9287,12.9386,8.2392,135.2107,
002842.SZ,оХПьныр╣,20170216,58.89,57,61.03,55.68,57.9,12156069,710056550,-0.99,-1.6811,58.4117,48.6243,1447500000,,5790000000,25000000,0,100000000,111.0302,12.7211,8.1007,132.9377,
002842.SZ,оХПьныр╣,20170217,57.9,55.98,55.98,52.11,52.11,9525767,508303604,-5.79,-10,53.3609,38.1031,1302750000,,5211000000,25000000,0,100000000,99.9272,11.449,7.2906,119.6439,
002842.SZ,оХПьныр╣,20170220,52.11,50.43,51.48,48.03,48.66,7524553,372517636,-3.45,-6.6206,49.5069,30.0982,1216500000,,4866000000,25000000,0,100000000,93.3114,10.691,6.8079,111.7228,
002842.SZ,оХПьныр╣,20170221,48.66,49,52.39,47.88,50.37,7664366,384388168,1.71,3.5142,50.1526,30.6575,1259250000,,5037000000,25000000,0,100000000,96.5905,11.0667,7.0472,115.6489,
002842.SZ,оХПьныр╣,20170222,50.37,49.66,53.77,49.66,51.73,7507881,390179041,1.36,2.7,51.9693,30.0315,1293250000,,5173000000,25000000,0,100000000,99.1985,11.3655,7.2375,118.7714,
002842.SZ,оХПьныр╣,20170223,51.73,51,56.9,50.75,56.9,11885857,659598303,5.17,9.9942,55.4944,47.5434,1422500000,,5690000000,25000000,0,100000000,109.1126,12.5014,7.9608,130.6417,
002842.SZ,оХПьныр╣,20170224,56.9,58,58.56,54.5,55.8,12558287,706627850,-1.1,-1.9332,56.2679,50.2331,1395000000,,5580000000,25000000,0,100000000,107.0032,12.2597,7.8069,128.1161,
002842.SZ,оХПьныр╣,20170227,55.8,55.51,56.3,53.92,54.73,7756558,425544392,-1.07,-1.9176,54.8625,31.0262,1368250000,,5473000000,25000000,0,100000000,104.9514,12.0246,7.6572,125.6594,
002842.SZ,оХПьныр╣,20170228,54.73,54.4,57.48,53.21,56.01,9423425,526894069,1.28,2.3388,55.9132,37.6937,1400250000,,5601000000,25000000,0,100000000,99.8411,12.3058,7.8363,128.5983,
002842.SZ,оХПьныр╣,20170301,56.01,55.01,55.49,53.58,53.62,7111554,388124894,-2.39,-4.2671,54.5767,28.4462,1340500000,,5362000000,25000000,0,100000000,95.5808,11.7807,7.5019,123.1109,
002842.SZ,оХПьныр╣,20170302,53.62,53,56.9,52.7,54.5,8410720,462773413,0.88,1.6412,55.0219,33.6429,1362500000,,5450000000,25000000,0,100000000,97.1495,11.9741,7.625,125.1313,
002842.SZ,оХПьныр╣,20170303,54.5,54.9,59.95,54.15,57.24,11221689,644512420,2.74,5.0275,57.4345,44.8868,1431000000,,5724000000,25000000,0,100000000,102.0337,12.5761,8.0083,131.4223,
