測鎢,潠備,�梪�,ヶ彶攫歎(啋),羲攫歎(啋),郔詢歎(啋),郔腴歎(啋),彶攫歎(啋),傖蝠講(嘖),傖蝠踢塗(啋),梀視(啋),梀視盟(%),歙歎(啋),遙忒薹(%),A嘖霜籵庈硉(啋),B嘖霜籵庈硉(啋),軞庈硉(啋),A嘖霜籵嘖掛(嘖),B嘖霜籵嘖掛(嘖),軞嘖掛(嘖),庈荅薹,庈噱薹,庈种薹,庈珋薹,
605566.SH,腦應椷杻,20211110,30,29.8,29.88,28.88,29.5,3255738,95569908,-0.5,-1.6667,29.3543,9.7653,983530000,,3933530000,33340000,0,133340000,19.8966,3.8125,3.9416,-287.3377,
605566.SH,腦應椷杻,20211111,29.5,29.26,30.95,29.13,30.55,4564064,138450608,1.05,3.5593,30.3349,13.6895,1018537000,,4073537000,33340000,0,133340000,20.6047,3.9482,4.0819,-297.565,
605566.SH,腦應椷杻,20211112,30.55,30.22,31.88,30.1,31.44,5287724,164036098,0.89,2.9133,31.0221,15.86,1048209600,,4192209600,33340000,0,133340000,21.205,4.0632,4.2009,-306.2338,
605566.SH,腦應椷杻,20211115,31.44,31.43,32.38,31.18,31.75,4268220,135554114,0.31,0.986,31.7589,12.8021,1058545000,,4233545000,33340000,0,133340000,21.4141,4.1033,4.2423,-309.2533,
605566.SH,腦應椷杻,20211116,31.75,31.5,31.75,30.7,31.12,3440046,107243364,-0.63,-1.9843,31.175,10.3181,1037540800,,4149540800,33340000,0,133340000,20.9892,4.0219,4.1581,-303.1169,
605566.SH,腦應椷杻,20211117,31.12,30.77,31.69,30.74,31.15,2492773,77913585,0.03,0.0964,31.2558,7.4768,1038541000,,4153541000,33340000,0,133340000,21.0094,4.0258,4.1621,-303.4091,
605566.SH,腦應椷杻,20211118,31.15,31,31.3,30.2,30.32,2879406,88005533,-0.83,-2.6645,30.5638,8.6365,1010868800,,4042868800,33340000,0,133340000,20.4496,3.9185,4.0512,-295.3247,
605566.SH,腦應椷杻,20211119,30.32,30.28,30.66,29.94,30.38,1999486,60547903,0.06,0.1979,30.2817,5.9973,1012869200,,4050869200,33340000,0,133340000,20.4901,3.9262,4.0592,-295.9091,
605566.SH,腦應椷杻,20211122,30.38,30.45,30.9,30.3,30.56,2040089,62182711,0.18,0.5925,30.4804,6.119,1018870400,,4074870400,33340000,0,133340000,20.6115,3.9495,4.0833,-297.6624,
605566.SH,腦應椷杻,20211123,30.56,30.5,30.72,30.22,30.34,1920542,58322999,-0.22,-0.7199,30.368,5.7605,1011535600,,4045535600,33340000,0,133340000,20.4631,3.9211,4.0539,-295.5195,
605566.SH,腦應椷杻,20211124,30.34,30.26,31.82,30.12,31.71,5399915,169084167,1.37,4.5155,31.3124,16.1965,1057211400,,4228211400,33340000,0,133340000,21.3871,4.0981,4.2369,-308.8637,
605566.SH,腦應椷杻,20211125,31.71,31.64,31.65,31.06,31.22,2941075,92014228,-0.49,-1.5453,31.2859,8.8215,1040874800,,4162874800,33340000,0,133340000,21.0566,4.0348,4.1715,-304.091,
605566.SH,腦應椷杻,20211126,31.22,31.11,31.73,31.11,31.27,2573585,80680458,0.05,0.1602,31.3494,7.7192,1042541800,,4169541800,33340000,0,133340000,21.0904,4.0413,4.1781,-304.578,
605566.SH,腦應椷杻,20211129,31.27,30.79,30.79,30.35,30.45,2016575,61570524,-0.82,-2.6223,30.5322,6.0485,1015203000,,4060203000,33340000,0,133340000,20.5373,3.9353,4.0686,-296.591,
605566.SH,腦應椷杻,20211130,30.45,30.45,30.8,30.09,30.17,1911358,58134422,-0.28,-0.9195,30.4152,5.7329,1005867800,,4022867800,33340000,0,133340000,20.3484,3.8991,4.0312,-293.8637,
605566.SH,腦應椷杻,20211201,30.17,30.18,31.1,29.81,31.1,2990877,91804224,0.93,3.0825,30.6948,8.9708,1036874000,,4146874000,33340000,0,133340000,20.9757,4.0193,4.1554,-302.9221,
605566.SH,腦應椷杻,20211202,31.1,31,31,30.17,30.18,2200432,67174498,-0.92,-2.9582,30.5279,6.6,1006201200,,4024201200,33340000,0,133340000,20.3552,3.9004,4.0325,-293.9611,
605566.SH,腦應椷杻,20211203,30.18,30.29,30.4,29.84,29.93,1789017,53703678,-0.25,-0.8284,30.0185,5.366,997866200,,3990866200,33340000,0,133340000,20.1866,3.8681,3.9991,-291.526,
605566.SH,腦應椷杻,20211206,29.93,29.81,29.93,28.91,28.93,2520337,73766679,-1,-3.3411,29.2686,7.5595,964526200,,3857526200,33340000,0,133340000,19.5121,3.7388,3.8655,-281.7858,
605566.SH,腦應椷杻,20211207,28.93,29.02,29.31,28.54,29.15,1775118,51406720,0.22,0.7605,28.9596,5.3243,971861000,,3886861000,33340000,0,133340000,19.6605,3.7673,3.8949,-283.9286,
605566.SH,腦應椷杻,20211208,29.15,29.19,29.43,29.03,29.27,1303890,38139902,0.12,0.4117,29.2509,3.9109,975861800,,3902861800,33340000,0,133340000,19.7414,3.7828,3.9109,-285.0974,
605566.SH,腦應椷杻,20211209,29.27,29.19,29.45,29.05,29.38,1354587,39665633,0.11,0.3758,29.2825,4.0629,979529200,,3917529200,33340000,0,133340000,19.8156,3.797,3.9256,-286.1689,
605566.SH,腦應椷杻,20211210,29.38,29.34,29.9,29.2,29.78,1725295,51154902,0.4,1.3615,29.6499,5.1749,992865200,,3970865200,33340000,0,133340000,20.0854,3.8487,3.9791,-290.065,
605566.SH,腦應椷杻,20211213,29.78,30.66,31.01,29.89,29.91,2210378,66815843,0.13,0.4365,30.2282,6.6298,997199400,,3988199400,33340000,0,133340000,20.1731,3.8655,3.9964,-291.3312,
605566.SH,腦應椷杻,20211214,29.91,29.73,30.44,29.7,30.35,2029385,61096844,0.44,1.4711,30.1061,6.0869,1011869000,,4046869000,33340000,0,133340000,20.4699,3.9224,4.0552,-295.6169,
605566.SH,腦應椷杻,20211215,30.35,30.38,31.38,29.8,30.61,3615099,110335027,0.26,0.8567,30.5206,10.8431,1020537400,,4081537400,33340000,0,133340000,20.6452,3.956,4.09,-298.1494,
605566.SH,腦應椷杻,20211216,30.61,30.42,30.82,30.26,30.5,1904936,58064412,-0.11,-0.3594,30.481,5.7137,1016870000,,4066870000,33340000,0,133340000,20.571,3.9417,4.0753,-297.078,
605566.SH,腦應椷杻,20211217,30.5,30.52,30.82,29.91,29.92,1963599,59479326,-0.58,-1.9016,30.291,5.8896,997532800,,3989532800,33340000,0,133340000,20.1798,3.8668,3.9978,-291.4286,
605566.SH,腦應椷杻,20211220,29.92,29.71,30.48,29.51,29.91,1737857,52158102,-0.01,-0.0334,30.0129,5.2125,997199400,,3988199400,33340000,0,133340000,20.1731,3.8655,3.9964,-291.3312,
605566.SH,腦應椷杻,20211221,29.91,29.92,32.8,29.92,32.3,8067145,254905373,2.39,7.9906,31.598,24.1966,1076882000,,4306882000,33340000,0,133340000,21.785,4.1744,4.3158,-314.6104,
605566.SH,腦應椷杻,20211222,32.3,31.88,32.7,31.5,32.22,6193471,199464317,-0.08,-0.2477,32.2056,18.5767,1074214800,,4296214800,33340000,0,133340000,21.7311,4.164,4.3051,-313.8312,
605566.SH,腦應椷杻,20211223,32.22,32.22,33.9,31.71,31.99,6399236,209817590,-0.23,-0.7138,32.7879,19.1939,1066546600,,4265546600,33340000,0,133340000,21.576,4.1343,4.2743,-311.591,
605566.SH,腦應椷杻,20211224,31.99,32,33.5,31.82,32.3,5523420,179943479,0.31,0.9691,32.5783,16.5669,1076882000,,4306882000,33340000,0,133340000,21.785,4.1744,4.3158,-314.6104,
605566.SH,腦應椷杻,20211227,32.3,32.13,32.39,30.47,31.35,4026772,126348520,-0.95,-2.9412,31.3771,12.0779,1045209000,,4180209000,33340000,0,133340000,21.1443,4.0516,4.1888,-305.3572,
605566.SH,腦應椷杻,20211228,31.35,31.25,31.65,30.72,31.24,2522749,78568227,-0.11,-0.3509,31.1439,7.5667,1041541600,,4165541600,33340000,0,133340000,21.0701,4.0374,4.1741,-304.2858,
605566.SH,腦應椷杻,20211229,31.24,31.22,32,30.68,31.25,2546007,79636916,0.01,0.032,31.2791,7.6365,1041875000,,4166875000,33340000,0,133340000,21.0769,4.0387,4.1755,-304.3832,
605566.SH,腦應椷杻,20211230,31.25,31.09,31.49,30.91,30.94,2271355,70738158,-0.31,-0.992,31.1436,6.8127,1031539600,,4125539600,33340000,0,133340000,20.8678,3.9986,4.134,-301.3637,
605566.SH,腦應椷杻,20211231,30.94,30.78,31.37,30.6,30.69,2223075,68770653,-0.25,-0.808,30.9349,6.6679,1023204600,,4092204600,33340000,0,133340000,20.6992,3.9663,4.1006,-298.9286,
605566.SH,腦應椷杻,20220104,30.69,30.61,31.37,30.48,31.23,2393801,74293206,0.54,1.7595,31.0357,7.18,1041208200,,4164208200,33340000,0,133340000,21.0634,4.0361,3.5255,8.9778,
605566.SH,腦應椷杻,20220105,31.23,31.09,31.28,29.86,30.07,3334627,100869399,-1.16,-3.7144,30.2491,10.0019,1002533800,,4009533800,33340000,0,133340000,20.281,3.8862,3.3946,8.6443,
605566.SH,腦應椷杻,20220106,30.07,29.94,30.53,29.8,30.35,1358817,41090315,0.28,0.9312,30.2398,4.0756,1011869000,,4046869000,33340000,0,133340000,20.4699,3.9224,3.4262,8.7248,
605566.SH,腦應椷杻,20220107,30.35,30.3,30.5,29.98,29.98,1622219,48879273,-0.37,-1.2191,30.1311,4.8657,999533200,,3997533200,33340000,0,133340000,20.2203,3.8745,3.3844,8.6185,
605566.SH,腦應椷杻,20220110,29.98,29.9,30.45,29.79,30.41,1193785,36079466,0.43,1.4343,30.2228,3.5806,1013869400,,4054869400,33340000,0,133340000,20.5103,3.9301,3.4329,8.7421,
605566.SH,腦應椷杻,20220111,30.41,30.41,30.65,30.06,30.2,1236457,37508200,-0.21,-0.6906,30.3352,3.7086,1006868000,,4026868000,33340000,0,133340000,20.3687,3.903,3.4092,8.6817,
605566.SH,腦應椷杻,20220112,30.2,30.22,30.65,30.2,30.58,1393055,42394193,0.38,1.2583,30.4325,4.1783,1019537200,,4077537200,33340000,0,133340000,20.625,3.9521,3.4521,8.7909,
605566.SH,腦應椷杻,20220113,30.58,30.58,30.68,30.35,30.35,1300325,39631127,-0.23,-0.7521,30.4779,3.9002,1011869000,,4046869000,33340000,0,133340000,20.4699,3.9224,3.4262,8.7248,
605566.SH,腦應椷杻,20220114,30.35,30.3,30.35,29.48,29.61,2144612,64128025,-0.74,-2.4382,29.9019,6.4325,987197400,,3948197400,33340000,0,133340000,19.9708,3.8267,3.3426,8.5121,
605566.SH,腦應椷杻,20220117,29.61,29.61,29.98,29.38,29.85,1142673,33934522,0.24,0.8105,29.6975,3.4273,995199000,,3980199000,33340000,0,133340000,20.1326,3.8577,3.3697,8.5811,
605566.SH,腦應椷杻,20220118,29.85,29.84,29.86,29.21,29.23,1489225,43739253,-0.62,-2.0771,29.3705,4.4668,974528200,,3897528200,33340000,0,133340000,19.7145,3.7776,3.2997,8.4029,
605566.SH,腦應椷杻,20220119,29.23,29.39,29.48,29.11,29.33,814584,23835141,0.1,0.3421,29.2605,2.4433,977862200,,3910862200,33340000,0,133340000,19.7819,3.7905,3.311,8.4316,
605566.SH,腦應椷杻,20220120,29.33,29.38,29.45,28.6,28.7,1247421,36088447,-0.63,-2.148,28.9304,3.7415,956858000,,3826858000,33340000,0,133340000,19.357,3.7091,3.2399,8.2505,
605566.SH,腦應椷杻,20220121,28.7,28.71,28.75,27.85,28.12,1121573,31671938,-0.58,-2.0209,28.2389,3.364,937520800,,3749520800,33340000,0,133340000,18.9658,3.6342,3.1744,8.0838,
605566.SH,腦應椷杻,20220124,28.12,28,28.31,27.72,28.25,671458,18864219,0.13,0.4623,28.0944,2.014,941855000,,3766855000,33340000,0,133340000,19.0535,3.651,3.1891,8.1211,
605566.SH,腦應椷杻,20220125,28.25,28.13,28.24,27.1,27.1,1141410,31506629,-1.15,-4.0708,27.6033,3.4235,903514000,,3613514000,33340000,0,133340000,18.2779,3.5023,3.0593,7.7905,
605566.SH,腦應椷杻,20220126,27.1,28.48,28.48,27.6,27.77,982982,27525210,0.67,2.4723,28.0017,2.9484,925851800,,3702851800,33340000,0,133340000,18.7297,3.5889,3.1349,7.9831,
605566.SH,腦應椷杻,20220127,27.77,27.8,27.8,26.68,26.68,1020891,27702058,-1.09,-3.9251,27.1352,3.0621,889511200,,3557511200,33340000,0,133340000,17.9946,3.4481,3.0119,7.6698,
605566.SH,腦應椷杻,20220128,26.68,26.98,27.27,26.66,27,616702,16636200,0.32,1.1994,26.9761,1.8497,900180000,,3600180000,33340000,0,133340000,18.2104,3.4894,3.048,7.7618,
605566.SH,腦應椷杻,20220207,27,27.26,27.83,27.19,27.67,693605,19150215,0.67,2.4815,27.6097,2.0804,922517800,,3689517800,33340000,0,133340000,18.6623,3.576,3.1236,7.9544,
605566.SH,腦應椷杻,20220208,27.67,27.66,28.18,27.45,28.17,829557,23189448,0.5,1.807,27.954,2.4882,939187800,,3756187800,33340000,0,133340000,18.9995,3.6406,3.1801,8.0981,
605566.SH,腦應椷杻,20220209,28.17,28.08,28.26,28,28.12,677132,19031908,-0.05,-0.1775,28.1066,2.031,937520800,,3749520800,33340000,0,133340000,18.9658,3.6342,3.1744,8.0838,
605566.SH,腦應椷杻,20220210,28.12,28.19,28.19,27.81,28.02,523089,14617772,-0.1,-0.3556,27.9451,1.569,934186800,,3736186800,33340000,0,133340000,18.8984,3.6212,3.1631,8.055,
605566.SH,腦應椷杻,20220211,28.02,28,28,27.66,27.8,570826,15847571,-0.22,-0.7852,27.7625,1.7121,926852000,,3706852000,33340000,0,133340000,18.75,3.5928,3.1383,7.9918,
605566.SH,腦應椷杻,20220214,27.8,27.75,27.86,27.51,27.81,391808,10880270,0.01,0.036,27.7694,1.1752,927185400,,3708185400,33340000,0,133340000,18.7567,3.5941,3.1394,7.9946,
605566.SH,腦應椷杻,20220215,27.81,27.79,27.87,27.65,27.78,491970,13656793,-0.03,-0.1079,27.7594,1.4756,926185200,,3704185200,33340000,0,133340000,18.7365,3.5902,3.1361,7.986,
605566.SH,腦應椷杻,20220216,27.78,27.86,28.1,27.8,28.08,624989,17473910,0.3,1.0799,27.9587,1.8746,936187200,,3744187200,33340000,0,133340000,18.9388,3.629,3.1699,8.0723,
605566.SH,腦應椷杻,20220217,28.08,28,28.17,27.88,27.9,659578,18488835,-0.18,-0.641,28.0313,1.9783,930186000,,3720186000,33340000,0,133340000,18.8174,3.6057,3.1496,8.0205,
605566.SH,腦應椷杻,20220218,27.9,27.75,27.92,27.65,27.84,533454,14799228,-0.06,-0.2151,27.7423,1.6,928185600,,3712185600,33340000,0,133340000,18.777,3.598,3.1428,8.0033,
605566.SH,腦應椷杻,20220221,27.84,27.75,27.97,27.74,27.94,481825,13437286,0.1,0.3592,27.8883,1.4452,931519600,,3725519600,33340000,0,133340000,18.8444,3.6109,3.1541,8.032,
605566.SH,腦應椷杻,20220222,27.94,27.89,27.89,27.33,27.41,728047,20051380,-0.53,-1.8969,27.5413,2.1837,913849400,,3654849400,33340000,0,133340000,18.4869,3.5424,3.0943,7.8797,
605566.SH,腦應椷杻,20220223,27.41,27.4,27.8,27.4,27.79,601279,16650400,0.38,1.3864,27.6916,1.8035,926518600,,3705518600,33340000,0,133340000,18.7432,3.5915,3.1372,7.9889,
605566.SH,腦應椷杻,20220224,27.79,27.8,27.99,26.9,27.28,1083042,29726313,-0.51,-1.8352,27.4471,3.2485,909515200,,3637515200,33340000,0,133340000,18.3993,3.5256,3.0796,7.8423,
605566.SH,腦應椷杻,20220225,27.28,27.3,27.62,27.23,27.24,676272,18537164,-0.04,-0.1466,27.4108,2.0284,908181600,,3632181600,33340000,0,133340000,18.3723,3.5204,3.0751,7.8308,
605566.SH,腦應椷杻,20220228,27.24,27.29,27.29,26.62,27,745212,20031848,-0.24,-0.8811,26.8807,2.2352,900180000,,3600180000,33340000,0,133340000,18.2104,3.4894,3.048,7.7618,
605566.SH,腦應椷杻,20220301,27,27.01,27.18,26.96,27.17,581269,15742221,0.17,0.6296,27.0825,1.7435,905847800,,3622847800,33340000,0,133340000,18.3251,3.5114,3.0672,7.8107,
605566.SH,腦應椷杻,20220302,27.17,27.13,27.23,26.96,27.21,391117,10596969,0.04,0.1472,27.0941,1.1731,907181400,,3628181400,33340000,0,133340000,18.352,3.5166,3.0717,7.8222,
605566.SH,腦應椷杻,20220303,27.21,27.3,27.57,27.21,27.39,665362,18225334,0.18,0.6615,27.3916,1.9957,913182600,,3652182600,33340000,0,133340000,18.4734,3.5398,3.092,7.8739,
605566.SH,腦應椷杻,20220304,27.39,27.29,27.38,27.09,27.12,572935,15584421,-0.27,-0.9858,27.201,1.7185,904180800,,3616180800,33340000,0,133340000,18.2913,3.5049,3.0615,7.7963,
605566.SH,腦應椷杻,20220307,27.12,27,27.08,26.64,26.85,567191,15224290,-0.27,-0.9956,26.8416,1.7012,895179000,,3580179000,33340000,0,133340000,18.1092,3.47,3.0311,7.7187,
605566.SH,腦應椷杻,20220308,26.85,26.65,26.85,25.44,25.62,1219410,31695185,-1.23,-4.581,25.9922,3.6575,854170800,,3416170800,33340000,0,133340000,17.2797,3.3111,2.8922,7.3651,
605566.SH,腦應椷杻,20220309,25.62,25.62,25.8,24,24.76,1030949,25742973,-0.86,-3.3568,24.9702,3.0922,825498400,,3301498400,33340000,0,133340000,16.6996,3.1999,2.7951,7.1179,
605566.SH,腦應椷杻,20220310,24.76,25.16,25.44,24.92,24.92,627917,15808965,0.16,0.6462,25.1768,1.8834,830832800,,3322832800,33340000,0,133340000,16.8075,3.2206,2.8132,7.1638,
605566.SH,腦應椷杻,20220311,24.92,24.7,25,24.22,24.92,749161,18382658,0,0,24.5377,2.247,830832800,,3322832800,33340000,0,133340000,16.8075,3.2206,2.8132,7.1638,
605566.SH,腦應椷杻,20220314,24.92,24.92,24.92,24.21,24.27,638761,15658499,-0.65,-2.6083,24.5139,1.9159,809161800,,3236161800,33340000,0,133340000,16.3691,3.1366,2.7398,6.977,
605566.SH,腦應椷杻,20220315,24.27,24.12,24.12,22.88,22.9,991204,23255751,-1.37,-5.6448,23.4621,2.973,763486000,,3053486000,33340000,0,133340000,15.4451,2.9595,2.5852,6.5832,
605566.SH,腦應椷杻,20220316,22.9,22.9,23.5,22.61,23.32,784369,18085509,0.42,1.8341,23.0574,2.3526,777488800,,3109488800,33340000,0,133340000,15.7284,3.0138,2.6326,6.7039,
605566.SH,腦應椷杻,20220317,23.32,23.41,23.98,23.41,23.62,820256,19435418,0.3,1.2864,23.6943,2.4603,787490800,,3149490800,33340000,0,133340000,15.9307,3.0526,2.6664,6.7901,
605566.SH,腦應椷杻,20220318,23.62,23.62,23.99,23.47,23.88,638010,15218999,0.26,1.1008,23.8539,1.9136,796159200,,3184159200,33340000,0,133340000,16.1061,3.0862,2.6958,6.8649,
605566.SH,腦應椷杻,20220321,23.88,23.87,24.26,23.87,24.23,701809,16902283,0.35,1.4657,24.0839,2.105,807828200,,3230828200,33340000,0,133340000,16.3422,3.1314,2.7353,6.9655,
605566.SH,腦應椷杻,20220322,24.23,24.02,24.45,23.91,24.23,475580,11499957,0,0,24.1809,1.4265,807828200,,3230828200,33340000,0,133340000,16.3422,3.1314,2.7353,6.9655,
605566.SH,腦應椷杻,20220323,24.23,24.28,24.41,24.07,24.23,468356,11353047,0,0,24.2402,1.4048,807828200,,3230828200,33340000,0,133340000,16.3422,3.1314,2.7353,6.9655,
605566.SH,腦應椷杻,20220324,24.23,24.16,25.33,23.84,24.38,1032089,25278145,0.15,0.6191,24.4922,3.0956,812829200,,3250829200,33340000,0,133340000,16.4433,3.1508,2.7522,7.0086,
605566.SH,腦應椷杻,20220325,24.38,24.18,24.63,24.18,24.31,690787,16888655,-0.07,-0.2871,24.4484,2.0719,810495400,,3241495400,33340000,0,133340000,16.3961,3.1418,2.7443,6.9885,
605566.SH,腦應椷杻,20220328,24.31,24.29,24.29,23.65,23.91,523318,12493554,-0.4,-1.6454,23.8737,1.5696,797159400,,3188159400,33340000,0,133340000,16.1263,3.0901,2.6992,6.8735,
605566.SH,腦應椷杻,20220329,23.91,24.13,24.28,23.61,23.65,505290,12075490,-0.26,-1.0874,23.8981,1.5156,788491000,,3153491000,33340000,0,133340000,15.951,3.0565,2.6698,6.7988,
605566.SH,腦應椷杻,20220330,23.65,23.69,23.99,23.68,23.93,391667,9346318,0.28,1.1839,23.8629,1.1748,797826200,,3190826200,33340000,0,133340000,16.1398,3.0927,2.7014,6.8792,
605566.SH,腦應椷杻,20220331,23.93,24.29,24.29,23.95,24.04,539086,12992909,0.11,0.4597,24.1017,1.6169,801493600,,3205493600,33340000,0,133340000,16.214,3.1069,2.7138,6.9109,
605566.SH,腦應椷杻,20220401,24.04,23.9,24.05,23.82,23.96,364730,8729058,-0.08,-0.3328,23.9329,1.094,798826400,,3194826400,33340000,0,133340000,16.1601,3.0965,2.7048,6.8879,
605566.SH,腦應椷杻,20220406,23.96,24.13,24.24,23.9,24.22,400515,9663675,0.26,1.0851,24.1281,1.2013,807494800,,3229494800,33340000,0,133340000,16.3354,3.1301,2.7342,6.9626,
605566.SH,腦應椷杻,20220407,24.22,24.15,24.22,23.83,23.89,621153,14918625,-0.33,-1.3625,24.0176,1.8631,796492600,,3185492600,33340000,0,133340000,16.1128,3.0875,2.6969,6.8677,
605566.SH,腦應椷杻,20220408,23.89,23.88,24.05,23.13,23.49,685760,16109642,-0.4,-1.6743,23.4917,2.0569,783156600,,3132156600,33340000,0,133340000,15.8431,3.0358,2.6518,6.7528,
605566.SH,腦應椷杻,20220411,23.49,23.44,23.44,22.63,22.72,530302,12156615,-0.77,-3.278,22.9239,1.5906,757484800,,3029484800,33340000,0,133340000,15.3237,2.9363,2.5648,6.5314,
605566.SH,腦應椷杻,20220412,22.72,22.61,22.91,22.33,22.86,446998,10121253,0.14,0.6162,22.6427,1.3407,762152400,,3048152400,33340000,0,133340000,15.4181,2.9544,2.5806,6.5717,
605566.SH,腦應椷杻,20220413,22.86,23.05,23.05,22.49,22.66,319080,7232489,-0.2,-0.8749,22.6667,0.957,755484400,,3021484400,33340000,0,133340000,15.2833,2.9285,2.5581,6.5142,
605566.SH,腦應椷杻,20220414,22.66,22.6,22.79,22.6,22.72,346821,7869322,0.06,0.2648,22.6899,1.0403,757484800,,3029484800,33340000,0,133340000,15.3237,2.9363,2.5648,6.5314,
605566.SH,腦應椷杻,20220415,22.72,22.6,22.6,22.22,22.3,440746,9853272,-0.42,-1.8486,22.3559,1.322,743482000,,2973482000,33340000,0,133340000,15.0405,2.882,2.5174,6.4107,
605566.SH,腦應椷杻,20220418,22.3,22.3,22.51,21.81,22.42,292535,6492557,0.12,0.5381,22.1941,0.8774,747482800,,2989482800,33340000,0,133340000,15.1214,2.8975,2.531,6.4452,
605566.SH,腦應椷杻,20220419,22.42,22.61,22.81,22.45,22.71,350947,7952421,0.29,1.2935,22.6599,1.0526,757151400,,3028151400,33340000,0,133340000,15.317,2.935,2.5637,6.5285,
605566.SH,腦應椷杻,20220420,22.71,22.88,22.91,22.6,22.72,378445,8607844,0.01,0.044,22.7453,1.1351,757484800,,3029484800,33340000,0,133340000,15.3237,2.9363,2.5648,6.5314,
605566.SH,腦應椷杻,20220421,22.72,22.77,22.77,21.9,21.93,442710,9875676,-0.79,-3.4771,22.3073,1.3279,731146200,,2924146200,33340000,0,133340000,14.7909,2.8342,2.4757,6.3043,
605566.SH,腦應椷杻,20220422,21.93,21.93,23.88,21.67,22.96,1379207,31624245,1.03,4.6968,22.9293,4.1368,765486400,,3061486400,33340000,0,133340000,15.4856,2.9673,2.5919,6.6004,
605566.SH,腦應椷杻,20220425,22.96,22.94,23.47,21.88,22,1434072,32663747,-0.96,-4.1812,22.7769,4.3014,733480000,,2933480000,33340000,0,133340000,14.8381,2.8432,2.4836,6.3244,
605566.SH,腦應椷杻,20220426,22,22.13,22.17,19.83,19.9,1572738,32744612,-2.1,-9.5455,20.8201,4.7173,663466000,,2653466000,33340000,0,133340000,13.4217,2.5718,2.2465,5.7207,
605566.SH,腦應椷杻,20220427,19.9,19.53,19.87,18.59,19.84,905543,17433304,-0.06,-0.3015,19.2518,2.7161,661465600,,2645465600,33340000,0,133340000,13.3813,2.5641,2.2397,5.7035,
605566.SH,腦應椷杻,20220428,19.84,19.59,19.84,18.71,19.02,786318,15108678,-0.82,-4.1331,19.2145,2.3585,634126800,,2536126800,33340000,0,133340000,12.8282,2.4581,2.1471,5.4678,
605566.SH,腦應椷杻,20220429,19.02,19.19,20.56,19.14,20.42,966711,19362012,1.4,7.3607,20.0287,2.8996,680802800,,2722802800,33340000,0,133340000,13.7725,2.639,2.3052,5.8702,
