´úÂë,¼ò³Æ,ÈÕÆÚ,Ç°ÊÕÅÌ¼Û(Ôª),¿ªÅÌ¼Û(Ôª),×î¸ß¼Û(Ôª),×îµÍ¼Û(Ôª),ÊÕÅÌ¼Û(Ôª),³É½»Á¿(¹É),³É½»½ð¶î(Ôª),ÕÇµø(Ôª),ÕÇµø·ù(%),¾ù¼Û(Ôª),»»ÊÖÂÊ(%),A¹ÉÁ÷Í¨ÊÐÖµ(Ôª),B¹ÉÁ÷Í¨ÊÐÖµ(Ôª),×ÜÊÐÖµ(Ôª),A¹ÉÁ÷Í¨¹É±¾(¹É),B¹ÉÁ÷Í¨¹É±¾(¹É),×Ü¹É±¾(¹É),ÊÐÓ¯ÂÊ,ÊÐ¾»ÂÊ,ÊÐÏúÂÊ,ÊÐÏÖÂÊ,
603336.SH,ºê»Ô¹ûÊß,20161124,,11.17,13.41,11.17,13.41,6200,80678,4.1,44.0387,13.0126,0.0186,447223500,,1788223500,33350000,0,133350000,28.0751,3.9494,2.8306,149.6337,
603336.SH,ºê»Ô¹ûÊß,20161125,13.41,14.75,14.75,14.75,14.75,4500,66375,1.34,9.9925,14.75,0.0135,491912500,,1966912500,33350000,0,133350000,30.8805,4.344,3.1134,164.5858,
603336.SH,ºê»Ô¹ûÊß,20161128,14.75,16.23,16.23,16.23,16.23,3800,61674,1.48,10.0339,16.23,0.0114,541270500,,2164270500,33350000,0,133350000,33.979,4.7799,3.4258,181.1002,
603336.SH,ºê»Ô¹ûÊß,20161129,16.23,17.85,17.85,17.85,17.85,7400,132090,1.62,9.9815,17.85,0.0222,595297500,,2380297500,33350000,0,133350000,37.3706,5.257,3.7678,199.1768,
603336.SH,ºê»Ô¹ûÊß,20161130,17.85,19.64,19.64,19.64,19.64,18600,365304,1.79,10.028,19.64,0.0558,654994000,,2618994000,33350000,0,133350000,41.1182,5.7841,4.1456,219.1503,
603336.SH,ºê»Ô¹ûÊß,20161201,19.64,21.6,21.6,21.6,21.6,20100,434160,1.96,9.9796,21.6,0.0603,720360000,,2880360000,33350000,0,133350000,45.2216,6.3614,4.5593,241.0206,
603336.SH,ºê»Ô¹ûÊß,20161202,21.6,23.76,23.76,23.76,23.76,22700,539352,2.16,10,23.76,0.0681,792396000,,3168396000,33350000,0,133350000,49.7438,6.9975,5.0152,265.1227,
603336.SH,ºê»Ô¹ûÊß,20161205,23.76,26.14,26.14,26.14,26.14,25600,669184,2.38,10.0168,26.14,0.0768,871769000,,3485769000,33350000,0,133350000,54.7265,7.6984,5.5176,291.6796,
603336.SH,ºê»Ô¹ûÊß,20161206,26.14,28.75,28.75,28.75,28.75,45400,1305250,2.61,9.9847,28.75,0.1361,958812500,,3833812500,33350000,0,133350000,60.1908,8.4671,6.0685,320.8029,
603336.SH,ºê»Ô¹ûÊß,20161207,28.75,31.63,31.63,31.63,31.63,102132,3230435,2.88,10.0174,31.63,0.3062,1054860500,,4217860500,33350000,0,133350000,66.2203,9.3153,6.6764,352.939,
603336.SH,ºê»Ô¹ûÊß,20161208,31.63,34.79,34.79,34.79,34.79,136270,4740833,3.16,9.9905,34.79,0.4086,1160246500,,4639246500,33350000,0,133350000,72.8361,10.2459,7.3434,388.1994,
603336.SH,ºê»Ô¹ûÊß,20161209,34.79,38.27,38.27,38.27,38.27,90860,3477212,3.48,10.0029,38.27,0.2724,1276304500,,5103304500,33350000,0,133350000,80.1218,11.2708,8.078,427.0305,
603336.SH,ºê»Ô¹ûÊß,20161212,38.27,42.1,42.1,42.1,42.1,410568,17284913,3.83,10.0078,42.1,1.2311,1404035000,,5614035000,33350000,0,133350000,88.1403,12.3988,8.8864,469.7671,
603336.SH,ºê»Ô¹ûÊß,20161213,42.1,40.88,46.31,39,46.31,16269305,691806176,4.21,10,42.5222,48.7835,1544438500,,6175438500,33350000,0,133350000,96.9543,13.6387,9.7751,516.7438,
603336.SH,ºê»Ô¹ûÊß,20161214,46.31,50.94,50.94,48.3,49.34,17513068,879056210,3.03,6.5429,50.1943,52.5129,1645489000,,6579489000,33350000,0,133350000,103.2979,14.531,10.4147,550.5536,
603336.SH,ºê»Ô¹ûÊß,20161215,49.34,52.23,54.27,49,54.27,15988099,843505459,4.93,9.9919,52.7583,47.9403,1809904500,,7236904500,33350000,0,133350000,113.6193,15.983,11.4553,605.5643,
603336.SH,ºê»Ô¹ûÊß,20161216,54.27,57.95,59.7,57.5,59.7,14723998,871665603,5.43,10.0055,59.2003,44.1499,1990995000,,7960995000,33350000,0,133350000,124.9875,17.5821,12.6014,666.1542,
603336.SH,ºê»Ô¹ûÊß,20161219,59.7,60.57,60.7,53.73,53.73,21577896,1193213828,-5.97,-10,55.298,64.7013,1791895500,,7164895500,33350000,0,133350000,112.4887,15.8239,11.3413,599.5388,
